,mgu250_cluster1,mgu250_cluster2,mgu250_cluster3,mgu250_cluster4,mgu250_cluster5,mgu250_cluster6,mgu250_cluster7,mgu250_cluster8,mgu250_cluster9,mgu250_cluster10
1965-01-01,0.2727646,-1.3820702,4.8647842,-4.012601,-2.9515235,2.507019,4.9416933,2.091844,4.706079,-4.7914605
1965-02-01,-0.28188896,-2.9883492,3.4106934,-2.5920753,-1.0291382,1.1096321,4.4694886,1.9494336,5.102027,-5.4279113
1965-03-01,0.09906845,-1.8112587,4.687178,-4.8807535,-2.8302963,0.119599916,4.488389,2.1935196,5.284522,-5.0648775
1965-04-01,-0.41159058,0.22322997,1.779322,-1.1943619,0.59506226,1.2435707,2.412188,1.1946878,2.0810902,-2.770333
1965-05-01,0.46047288,-1.1024631,2.27662,2.7449138,-1.0574913,3.9539409,3.1415143,-1.5375168,1.1927322,0.3301201
1965-06-01,0.14892884,-1.8376557,2.0599077,1.5593513,0.5683403,4.4294043,2.6790857,-0.88281786,1.2422669,-0.7658256
1965-07-01,0.46601295,1.3830483,1.587703,1.9983158,3.5221457,2.7986846,1.3599102,0.5595415,-0.03454361,1.8875157
1965-08-01,0.15381698,-0.30795938,0.3812832,2.3730817,2.3186593,2.4864888,0.8824917,0.050511934,0.3529312,1.0007874
1965-09-01,0.19552994,-1.065638,1.4925454,3.054503,1.6949189,2.720473,2.7188435,0.36531526,0.06582832,2.5053902
1965-10-01,0.30600435,-1.7656353,1.0633571,3.3494275,-0.8906387,2.0602336,2.8883028,1.370013,1.2908233,0.1560978
1965-11-01,-0.69445723,-1.6095375,2.8400722,2.0410066,1.6036713,2.6367214,3.8265204,0.8450149,3.1679103,-0.62145996
1965-12-01,-0.063547514,-3.1190286,3.599706,-0.74594724,-0.437661,1.5753189,5.3216734,1.2618196,4.560735,-4.043233
1966-01-01,-0.06958427,-1.9769287,5.423671,-3.6279266,-2.3186157,1.7232071,5.031436,1.7904942,5.05507,-5.2080245
1966-02-01,-0.056783296,-0.9298752,1.9956383,-0.090919495,-2.620259,-0.15393981,4.212503,1.8522015,4.5935774,-2.3363404
1966-03-01,-0.032494735,-0.46378937,2.1745236,-0.321994,-0.8868774,1.823645,3.2596512,0.7303114,3.4618409,-2.3090973
1966-04-01,-0.25273705,0.47790223,2.3494697,-0.36138153,1.0523049,2.7423606,1.7461834,1.6506681,2.0609558,-1.0142304
1966-05-01,0.07647781,-0.062363815,1.2732038,1.0857846,-0.0055797575,1.8764904,2.572338,-0.58982927,2.1590965,-1.7077805
1966-06-01,0.40897447,-0.87965584,2.4174132,2.9934566,-0.30853614,3.8626099,3.2255154,-0.54092294,0.6558033,-0.02494545
1966-07-01,0.4562393,2.409864,0.48282623,2.9015527,3.2081192,2.4961886,0.37319717,0.68632853,-0.77527887,2.67212
1966-08-01,-0.10700302,2.0747414,-0.062363435,2.3068001,2.076711,1.6562481,0.039715957,0.59573746,0.23993607,2.2116132
1966-09-01,-0.26324004,0.06860008,0.46346053,2.4942193,2.199797,1.771457,1.390054,-0.18380852,0.3275734,3.566218
1966-10-01,0.38238794,-2.5089893,1.7035134,1.5121555,-0.5268089,2.6527543,4.2893085,-0.7299835,1.5259411,-1.696949
1966-11-01,-0.06564598,-2.5913749,2.8762786,-0.04135704,0.8852356,2.0054855,5.183407,0.83107835,3.3925843,-2.4088798
1966-12-01,-0.35547256,-2.3104095,4.7123966,-1.950998,0.27932358,2.8716843,5.408244,0.8576649,4.4685225,-3.445758
1967-01-01,-0.18645707,-5.3435683,4.8184843,-1.0991471,0.90093535,2.591781,5.7579517,0.7487656,4.5647597,-5.5985975
1967-02-01,-0.13225022,-2.1101272,3.8669357,-2.9771028,-3.2716446,2.317157,4.862569,2.0066133,4.647702,-4.6411715
1967-03-01,-0.725581,-0.8284424,2.2149491,-1.605291,-0.70860136,1.070411,3.2435622,1.8230959,4.095516,-2.489572
1967-04-01,-0.15870018,-1.0583293,1.7169689,-0.12245407,1.9654686,1.7747673,1.8515049,0.30270654,2.2665427,-1.2842987
1967-05-01,0.14727135,-0.8878735,1.6268427,0.5178989,1.1079643,1.9693874,1.8714241,0.12147446,0.65047586,-1.5132053
1967-06-01,0.13355675,-0.9541618,2.4324272,1.2715626,1.2255199,2.8095853,2.7681146,-0.44475287,1.6157402,-1.3525455
1967-07-01,0.40262908,0.929018,-0.74158174,1.8283205,2.7730124,0.9495903,0.8225643,1.2287853,0.279195,1.6141075
1967-08-01,0.49471435,3.7748501,-0.3164215,2.7805228,2.537574,1.6199856,-0.77031785,0.76052094,-0.09796295,3.1841311
1967-09-01,-0.2031105,0.5401039,-0.477734,4.045228,0.8026455,2.3984663,1.6918252,1.3669132,0.2867058,2.6685183
1967-10-01,-0.024817277,-3.0198798,2.0761673,4.067433,2.8393013,4.3874464,3.4149983,0.43495673,0.8819958,1.6647217
1967-11-01,-0.7601948,-2.0552688,3.2448685,0.15282288,3.3333619,3.943673,3.8741193,-0.26156196,2.956204,0.38630217
1967-12-01,-0.45226327,-2.339362,4.389079,-1.1363723,-3.7807274,3.4110794,3.6115785,1.0067352,3.9234269,-4.2114396
1968-01-01,0.16337585,-2.5611281,5.003005,-5.515376,-2.0906937,0.9266449,5.1262655,2.118774,4.6456223,-6.4522314
1968-02-01,0.629068,-2.763888,6.1134477,-9.035969,-2.7350783,1.4590728,3.9877434,2.4119747,4.821031,-7.257804
1968-03-01,0.15316467,-0.21698304,1.5881687,0.8569916,-2.0009835,0.5579559,2.195356,1.6578224,2.5257535,-1.5779579
1968-04-01,-0.45402336,0.536805,1.070327,0.47444496,-0.30705795,-0.15681115,0.7370125,0.5743664,2.2015557,-1.3325303
1968-05-01,0.7472237,-1.5954621,2.0859532,-0.44454116,0.9893688,1.84636,2.7737343,-1.7927525,2.1552417,-2.2533393
1968-06-01,0.33331528,-1.8146336,2.9553432,0.13420105,-1.3861377,3.3364308,3.206606,-0.090804674,2.338674,-3.8305683
1968-07-01,0.40953216,-0.1728569,1.3372707,3.4283295,1.1713428,2.3780594,1.6840789,0.37962875,1.0196369,0.023703765
1968-08-01,0.23412247,1.418594,0.058713533,2.8783965,2.859433,2.5622215,1.0564693,0.35811272,0.009846496,2.1501362
1968-09-01,0.082417294,1.2862167,0.600259,2.3251812,3.7266357,2.5713382,1.7267463,0.32273978,0.40406227,1.9911369
1968-10-01,0.055066682,-1.0079674,1.9316947,3.984827,0.41974336,3.5793061,2.9805062,1.1228409,0.6498543,0.4277664
1968-11-01,0.13310699,-1.571029,4.68136,0.019328307,-2.1760278,2.693505,4.6696906,0.8664726,3.561437,-3.4622445
1968-12-01,-0.25892028,-1.5046577,1.0889267,-1.081268,-2.091423,-1.7741547,4.885579,1.832867,4.0913134,-2.2518806
1969-01-01,-0.09387894,-0.8462372,2.9606698,-1.005799,-1.3697045,0.67838365,4.1734667,1.9157276,4.5808287,-3.5926118
1969-02-01,-0.41067886,-0.25874788,2.5081933,1.00812,-2.6408844,0.2723488,4.7795334,1.7150326,4.649828,-1.777729
1969-03-01,-0.03118248,-0.5682495,1.903122,-0.744397,-1.6410576,0.4975914,2.1233888,2.488953,3.7329323,-1.3653908
1969-04-01,-0.036157988,0.55332184,0.93547213,2.544352,0.5463554,1.5140053,1.2472961,1.2068256,0.42626992,-0.09819107
1969-05-01,0.18377724,0.28959808,1.7883441,3.380305,-0.5178272,3.3441474,2.7775562,0.2653822,1.1079706,0.64521027
1969-06-01,0.36058807,-2.148269,0.9086021,3.3205948,-0.007961273,3.5488236,3.226384,0.6846859,0.5111923,1.497419
1969-07-01,0.5320915,0.30651626,0.53109586,2.4680543,3.0502365,2.4070165,1.1156002,1.1630375,-0.47403908,1.6447061
1969-08-01,0.5022354,1.5232937,0.8790787,1.7133739,3.2107925,2.08126,0.70458984,-0.32973748,-0.13235931,2.6982737
1969-09-01,0.39276582,1.6437111,1.9469101,2.7858498,3.9459014,3.1066303,1.1756432,0.3645687,0.89168435,3.4831414
