,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7,abs_vo1000_cluster8,abs_vo1000_cluster9,abs_vo1000_cluster10
1965-01-01,9.058258e-05,5.627245e-05,-2.6062686e-05,8.251217e-05,0.0001617413,6.0651888e-05,5.3310257e-05,0.00013539108,3.520375e-05,0.00017836923
1965-02-01,8.439982e-05,5.389447e-05,-9.054644e-05,0.000112887545,0.00014319303,6.138772e-05,4.0451196e-05,0.00012910065,0.00010284617,0.00022194468
1965-03-01,8.394218e-05,5.255741e-05,-7.413386e-05,0.000103187165,0.00013532324,5.980838e-05,3.946411e-05,0.00012424597,0.00012103551,0.00017486956
1965-04-01,8.287432e-05,5.301506e-05,-6.3293846e-05,0.000111182584,0.00012715734,5.8614896e-05,3.058032e-05,0.00010862306,0.00014267067,0.00013770122
1965-05-01,7.276116e-05,5.2862513e-05,-2.3137329e-05,7.501927e-05,0.00013886779,6.2599145e-05,3.4259465e-05,8.509448e-05,0.00012836688,2.3351604e-05
1965-06-01,8.041558e-05,5.455851e-05,4.3374435e-05,3.655875e-05,0.00011662242,6.399004e-05,4.0442224e-05,0.00010254799,0.00013872232,5.510891e-05
1965-07-01,9.156967e-05,5.6837784e-05,0.00010840557,-2.7682709e-05,8.66329e-05,6.291322e-05,4.8024856e-05,3.0854499e-06,0.000121116274,9.7804936e-05
1965-08-01,7.140616e-05,5.7286463e-05,4.1759202e-05,3.231427e-05,0.00010406846,6.400799e-05,3.4681223e-05,3.776812e-05,0.000113838745,4.889026e-05
1965-09-01,7.4376396e-05,5.3104795e-05,9.152637e-05,-2.1544813e-05,0.00012529982,6.4995074e-05,4.9765717e-05,0.00013924073,8.953844e-05,9.199907e-05
1965-10-01,7.752611e-05,5.5554567e-05,6.5112017e-06,6.635982e-05,0.000112413836,6.548862e-05,4.060375e-05,9.107085e-05,2.4211182e-05,0.00011625451
1965-11-01,7.109209e-05,4.97487e-05,-3.2308264e-05,8.408254e-05,0.000155065,6.4743814e-05,4.2479216e-05,8.091282e-05,-4.69399e-05,0.00013618471
