,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8,vo1000_cluster9,vo1000_cluster10
1965-01-01,6.931041e-06,4.6112837e-07,-1.4731042e-05,5.094618e-05,6.7995876e-05,-9.836076e-07,1.5563572e-05,5.703023e-05,3.6377605e-06,8.462381e-05
1965-02-01,7.482813e-07,-1.916851e-06,-6.696593e-05,8.132156e-05,4.94476e-05,-2.4777546e-07,2.7045098e-06,5.073979e-05,7.1280185e-05,0.00012819924
1965-03-01,2.9063813e-07,-3.25391e-06,-1.5520716e-05,7.162118e-05,4.157782e-05,-1.8271166e-06,1.7174243e-06,4.588511e-05,8.946952e-05,8.112414e-05
1965-04-01,-7.772178e-07,-2.7962597e-06,-3.831347e-05,7.961659e-05,3.341191e-05,-3.0205993e-06,-7.166367e-06,3.0262207e-05,0.00011110469,4.3955803e-05
1965-05-01,-1.0890377e-05,-2.9488074e-06,7.5725984e-07,4.3453285e-05,4.512236e-05,9.636497e-07,-3.487221e-06,6.7336223e-06,9.680089e-05,-7.039382e-05
1965-06-01,-3.2359603e-06,-1.2528108e-06,3.5018173e-05,4.992762e-06,2.2876993e-05,2.3545435e-06,2.6955386e-06,2.4187128e-05,0.00010715633,-3.8636514e-05
1965-07-01,7.918134e-06,1.026463e-06,8.6050604e-05,-5.9248698e-05,-7.112525e-06,1.2777236e-06,1.02781705e-05,-7.5275406e-05,8.955028e-05,4.0595114e-06
1965-08-01,-1.22453785e-05,1.4751422e-06,5.2947275e-05,7.482813e-07,1.0323034e-05,2.3724933e-06,-3.0654628e-06,-4.0592735e-05,8.227275e-05,-4.4855165e-05
1965-09-01,-9.275143e-06,-2.7065253e-06,7.583873e-05,-5.31108e-05,3.155439e-05,3.3595788e-06,1.2019031e-05,6.087987e-05,5.7972447e-05,-1.7463535e-06
1965-10-01,-6.1254323e-06,-2.56754e-07,1.0071773e-05,3.4793833e-05,1.8668412e-05,3.8531216e-06,2.8570648e-06,1.2709992e-05,-7.354807e-06,2.250908e-05
1965-11-01,-1.2559452e-05,-6.062619e-06,-1.5538659e-05,5.2516545e-05,6.131957e-05,3.1083182e-06,4.73253e-06,2.551962e-06,-7.850589e-05,4.243928e-05
1965-12-01,-5.2101386e-06,-4.5460984e-06,-5.681687e-05,9.663936e-05,7.032002e-05,1.4930847e-06,-2.4777546e-07,5.1188465e-05,-7.373197e-05,6.391292e-05
1966-01-01,3.337802e-06,9.1005495e-07,-8.5283114e-05,0.00010071653,8.99709e-05,1.5373589e-06,-3.7417667e-06,4.7713434e-05,9.374584e-06,0.00011664353
1966-02-01,-7.660379e-06,-3.0329975e-06,-8.884327e-05,8.841486e-05,6.33553e-05,2.338711e-07,-4.743826e-06,2.764786e-05,6.844704e-05,6.302942e-05
1966-03-01,3.7207028e-06,-5.0778435e-06,-4.8703972e-05,8.208479e-05,4.0837534e-05,-2.633802e-06,-1.0063686e-05,2.3435965e-05,9.8679826e-05,3.726109e-05
1966-04-01,-5.49333e-06,-3.2529606e-06,-3.4903285e-05,6.6060034e-05,4.706169e-05,-4.523863e-06,-6.1206338e-06,4.8531074e-06,0.00011715678,-1.1212385e-05
1966-05-01,-2.364959e-06,-4.988229e-06,1.3008059e-05,6.8895126e-05,3.0091902e-05,3.316345e-07,2.7240521e-05,1.0645486e-05,8.759204e-05,-2.8581366e-05
1966-06-01,-2.3864413e-07,-1.19182e-06,1.134611e-05,3.5916866e-05,-9.534146e-06,1.3173958e-06,-7.644088e-06,1.2445929e-05,7.826394e-05,-3.5196572e-05
1966-07-01,-7.912931e-06,1.219636e-06,5.4239026e-05,3.1232456e-05,2.9847499e-05,1.9935796e-06,5.9233207e-07,-3.1758624e-05,8.260619e-05,-6.470429e-05
1966-08-01,-1.7458005e-06,-3.2825847e-07,3.810021e-05,-3.5880905e-05,-2.1143336e-05,3.264482e-06,1.9202598e-06,-2.6226946e-05,9.0223446e-05,-5.8936355e-05
1966-09-01,-3.7743557e-06,-9.392679e-07,6.5115004e-05,-6.8411086e-05,-4.3364853e-06,3.6310885e-06,1.6551916e-05,6.7070236e-05,2.9684561e-05,2.0283152e-05
1966-10-01,-2.2753447e-06,-3.4403383e-06,2.0071335e-05,3.234042e-05,2.813667e-05,1.9121107e-06,-3.0981719e-06,3.223451e-05,-2.2259454e-05,-1.1676755e-05
1966-11-01,-5.9821396e-06,-8.189923e-06,1.4564097e-05,5.4662658e-05,7.406834e-05,3.997695e-06,1.4474483e-05,2.3427818e-05,-9.2696704e-05,1.9582527e-05
1966-12-01,-3.4729237e-06,-2.8130344e-06,-5.257072e-06,8.444737e-05,6.349379e-05,1.0322583e-06,4.022135e-06,3.4523764e-05,-4.781597e-05,0.0001148105
1967-01-01,-3.1971394e-06,-5.3706826e-06,-4.884153e-05,8.725752e-05,8.01915e-05,2.1123997e-06,9.082174e-06,6.0372964e-05,-4.722942e-05,0.00013769814
1967-02-01,1.2811681e-05,-4.1996973e-06,-0.000106989806,7.5788266e-05,3.722594e-05,1.9519903e-06,2.9977673e-07,4.1974046e-05,4.9962415e-05,9.761994e-05
1967-03-01,-1.2051718e-05,-4.111469e-06,-5.4014723e-05,7.3791176e-05,4.9962415e-05,-4.621652e-07,7.8902667e-07,2.5243384e-05,0.00010034689,2.873228e-05
1967-04-01,-6.0123166e-06,-4.1355306e-06,-1.4858877e-05,5.548851e-05,1.1905373e-05,-7.348608e-07,-5.843889e-06,-7.423918e-06,9.401876e-05,-1.2164004e-05
1967-05-01,-4.1275125e-06,-9.834948e-07,1.2466804e-05,4.219862e-05,3.1226642e-05,-1.1519223e-06,-4.6408204e-06,2.02306e-05,0.00010200713,-2.7868053e-05
1967-06-01,-2.9805888e-06,1.5509686e-06,4.8326245e-05,-4.621652e-07,-1.8853061e-05,-8.7923036e-07,-2.667788e-06,3.90546e-05,8.6511616e-05,1.0622098e-05
1967-07-01,-9.958381e-06,6.366354e-07,9.369794e-05,-5.3260803e-05,-5.0097624e-06,6.687187e-07,7.5101634e-06,-3.5960686e-05,8.4723055e-05,-3.184619e-05
1967-08-01,-8.02545e-06,-4.14042e-07,0.000104685954,-7.387336e-05,8.777395e-06,4.0404484e-07,8.945826e-06,9.71579e-06,8.5100015e-05,-1.651109e-05
1967-09-01,-1.1923392e-05,-4.1756357e-06,5.730915e-05,-7.862147e-05,-3.3321958e-05,3.9891856e-06,7.3898555e-06,7.890021e-05,6.0372964e-05,2.4032295e-05
1967-10-01,-1.0303258e-05,-7.5041207e-06,4.523035e-05,-2.6408328e-05,2.5981264e-05,3.6282654e-06,1.2049739e-05,4.1613126e-05,-2.6929658e-05,3.8196413e-05
1967-11-01,-9.741827e-06,-6.2609506e-06,-2.5983245e-05,6.249838e-05,4.4805263e-05,1.8798055e-06,7.4379786e-06,1.3052297e-05,-5.179306e-05,5.7445497e-05
1967-12-01,-2.9645453e-06,-2.7399728e-06,-4.4614753e-05,5.772621e-05,9.463633e-05,1.7595012e-06,1.7062523e-05,4.808563e-05,-5.4568132e-05,6.0437123e-05
1968-01-01,5.1650204e-06,2.075547e-06,-5.1059622e-05,7.515269e-05,8.197372e-05,3.446985e-07,9.361858e-06,7.1355986e-05,1.8332488e-05,0.00011983834
1968-02-01,1.3577312e-05,-3.1263044e-06,-6.351056e-05,5.6848505e-05,5.5173492e-05,-7.90591e-07,5.630296e-06,6.1063954e-05,9.050698e-05,0.00010339529
1968-03-01,4.4205663e-06,-2.5214395e-06,-8.0735284e-05,7.639964e-05,6.815485e-05,-1.8793507e-06,-2.6982452e-06,2.4381152e-05,0.00010802949,2.497671e-05
1968-04-01,-4.782705e-06,-4.5593697e-06,-4.1465515e-05,6.711262e-05,1.5633854e-05,-3.997484e-07,-7.7139775e-06,2.21478e-05,9.448979e-05,1.7448452e-05
1968-05-01,7.820636e-07,-2.419074e-06,-1.0058997e-05,6.771748e-05,-1.5409736e-05,-3.3461401e-07,-7.751201e-06,1.0841453e-05,0.000103069586,-1.139901e-05
1968-06-01,6.6260036e-06,-1.3023964e-06,-1.2645964e-05,5.5275854e-05,-5.834241e-06,1.6288759e-06,-7.2673065e-06,-1.0170668e-05,0.00010249264,-3.6142694e-05
1968-07-01,-9.26802e-06,9.123396e-07,3.525013e-05,-1.3837089e-05,-5.834241e-06,1.5358237e-06,-1.2465607e-06,9.157135e-06,8.447693e-05,-4.0246472e-05
1968-08-01,-4.7733993e-06,8.0998143e-07,6.208758e-05,-6.0523445e-05,-5.0211383e-07,1.3031822e-06,7.1005925e-06,-1.915991e-05,9.142824e-05,-2.7572205e-05
1968-09-01,-6.5693894e-06,-6.346054e-06,6.568886e-05,-6.316625e-05,-6.2250765e-06,3.6109777e-06,8.477822e-06,3.493374e-05,5.290292e-05,-2.7832757e-05
