,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9,zgv850_cluster10
1965-01-01,0.20825188,0.002943492,-0.16925073,-0.07520614,0.17660937,-0.19824405,-0.105965614,0.28257498,0.47257727,0.3259914
1965-02-01,0.14997078,0.11096954,-0.22385235,0.15173693,0.12421527,0.043269325,0.15571065,-0.105818465,0.3181912,0.052541256
1965-03-01,0.056073476,0.16292211,-0.1630693,0.050922394,0.21914282,-0.09787104,-0.08933494,0.15217844,0.2992057,0.035027504
1965-04-01,-0.04488821,-0.051805414,-0.15055947,-0.10567129,0.03694079,0.28389958,0.055043243,-0.11111672,0.15232559,-0.100372985
1965-05-01,-0.34129772,-0.32658017,-0.1492349,-0.096104935,0.27977866,0.12406807,-0.14599709,0.5355679,0.07093809,-0.06313787
1965-06-01,-0.328935,-0.02501967,-0.4273947,-0.07196832,0.15585776,0.16645434,0.2000101,-0.045329668,0.05813391,-0.08889341
1965-07-01,-0.07476463,0.02560836,-0.13657789,0.45064822,-0.21281429,0.12730591,0.42798328,-0.53983593,0.054748893,0.27330297
1965-08-01,-0.23842268,0.091395356,-0.114648916,0.016042018,0.3539546,0.16601281,0.20177619,-0.3660229,0.03885405,0.011185253
1965-09-01,-0.22090892,-0.619163,-0.29081675,0.09963713,0.26550284,0.103316486,0.09625216,1.1360397,0.08874621,0.0069171907
1965-10-01,1.1718032,-0.087568805,-0.12892485,0.06667004,-0.061224557,0.15880124,-0.36131334,-0.25225702,0.16983934,0.054896068
1965-11-01,-0.14702728,0.005592632,0.09610496,0.03267274,0.16174476,-0.08462534,-0.37867993,0.114648916,0.39118975,0.43460622
1965-12-01,0.22193913,-0.04503541,-0.111116745,-0.07550049,0.27948433,-0.36028314,0.0011773944,0.26049885,0.38898212,0.14481969
1966-01-01,0.13960354,0.062640764,0.06944013,-0.14293079,0.1563849,-0.01953001,0.0098373415,0.076818086,0.4081052,0.21511964
1966-02-01,0.117758796,-0.085208796,-0.116022825,-0.1190608,0.24318501,0.01851735,-0.2507077,0.12441349,0.32072645,0.08810215
1966-03-01,0.06640208,-0.14322016,-0.19587894,-0.15667419,0.046004057,0.10965748,0.114576176,-0.14553487,0.1653542,-0.040796064
1966-04-01,-0.10517283,-0.1618822,-0.28803173,-0.038192056,0.15435955,0.16231623,0.026329374,-0.035009384,0.22235295,-0.04123006
1966-05-01,-0.028354693,-0.006654692,0.1008328,-0.21627693,0.028788757,0.14727089,-0.16578822,0.48651466,0.05482874,-0.005642009
1966-06-01,-0.37222785,0.08390679,-0.17591491,0.11081481,-0.049042035,0.23551767,0.019819355,0.14756016,0.089838125,-0.06553407
1966-07-01,-0.031682014,-0.19587891,-0.1970363,-0.12687285,0.15869956,0.35877383,-0.11255083,-0.34965977,0.17851892,0.056854106
1966-08-01,0.49027595,0.20759697,-0.08332813,0.034141373,-0.5940021,0.11153815,-0.25186506,0.5640561,0.08781278,0.032839395
1966-09-01,-0.019385386,-0.08868079,0.13685484,0.014900684,-0.028499413,0.0711761,-0.24911633,0.6550516,0.16260555,0.33504844
1966-10-01,0.1313575,0.042676736,-0.20036359,-0.037902735,0.038915373,-0.053092767,-0.016636705,0.34025645,0.21005628,-0.0015913487
1966-11-01,-0.17417888,-0.15956755,0.09822879,0.045714714,0.45237333,-0.21266027,-0.054684065,0.16419688,0.2773264,0.3252111
1966-12-01,0.28267902,0.100254156,-0.11558881,-0.07233343,0.09359946,-0.048752736,0.08347277,-0.05482874,0.4431146,0.2256803
1967-01-01,0.242798,0.12939234,-0.110574625,0.13072452,0.20366386,-0.18168215,0.005328846,0.20899276,0.36020032,0.39750257
1967-02-01,0.04879272,-0.07960044,-0.005162382,0.39683646,0.1280601,0.08309752,0.11990023,0.076269865,0.34604543,0.31940088
1967-03-01,-0.14038318,0.13372205,-0.20049985,-0.03164034,0.02930894,0.09075781,-0.48010048,-0.025478791,0.30807695,0.12739399
1967-04-01,0.031973384,0.006661129,-0.17768548,0.21332249,-0.026811028,0.25428843,0.37701964,-0.17935076,0.12189858,-0.027643656
1967-05-01,-0.0074937344,-0.29542083,-0.24546242,0.042631198,0.034304798,0.2026647,-0.14537905,-0.08859297,0.09009168,-0.029475486
1967-06-01,0.0807662,0.0041632177,-0.31823522,-0.15936741,0.13089108,0.2031643,-0.18351397,0.399834,0.00066611764,0.13921747
1967-07-01,-0.008992577,-0.30374727,-0.19150734,0.25861818,-0.11906767,0.15670294,-0.10391353,0.08776031,0.0414655,0.2156539
1967-08-01,0.014820981,0.23613687,-0.12756053,0.20582874,-0.20832667,0.51274,0.17235656,-0.08259797,0.2328063,0.29941756
1967-09-01,-0.1210659,-0.04296427,-0.2777689,0.22831002,0.69358957,0.14654474,-0.021648645,0.09891768,0.151041,-0.11940064
1967-10-01,0.2173192,-0.42281485,0.23913436,0.35037512,0.15370545,0.063114144,0.02964201,0.82914335,0.20149902,0.408993
1967-11-01,-0.11590358,-0.02264781,0.007993365,0.085262395,0.29558736,0.093089215,0.4299756,-0.023480456,0.3330562,0.44746098
1967-12-01,0.09109092,-0.27427182,0.1776855,0.61415565,0.28959236,-0.3488764,-0.30308113,0.3467115,0.4353045,0.4376358
1968-01-01,0.12839904,-0.076727964,0.08493872,0.23386462,0.09498978,-0.1509078,-0.08168276,0.027746677,0.422287,0.3515047
1968-02-01,-0.16987741,-0.031710435,0.013165569,0.31568888,0.07531233,-0.051529504,0.15147407,0.4137931,0.30478844,0.27052984
1968-03-01,-0.014439583,0.041903116,-0.17426595,0.09045973,0.14198923,0.13264596,-0.06342091,0.20583482,0.2535421,0.12273644
1968-04-01,0.1333538,0.03411708,-0.07233946,-0.1460946,-0.05223732,0.10065238,-0.29997525,0.12797435,0.18615736,0.116224505
1968-05-01,0.035674263,-0.10263429,-0.2315996,-0.043035604,0.16350703,0.004671621,-0.14382954,-0.11141129,0.10008613,-0.13151346
1968-06-01,0.032418273,0.25977093,-0.24901202,0.0012740731,-0.120754525,0.31710452,-0.11509194,-0.11721544,0.07248105,-0.15345597
1968-07-01,-0.13731757,-0.06993284,-0.12953153,-0.20385294,-0.011466694,0.22721109,-0.31158358,-0.15529628,0.062288404,0.020526886
1968-08-01,-0.29275545,-0.12103768,-0.100793935,-0.15642878,-0.23584652,0.25113547,-0.018969655,1.0334212,0.11565821,0.21546116
1968-09-01,-0.14099824,0.031427335,-0.14029045,0.3656612,0.080125526,0.15727821,0.05336982,-0.06271309,0.071631655,0.2628853
1968-10-01,0.28978258,-0.1373176,-0.04629164,0.657992,0.33338445,0.09371571,-0.25991246,0.18573275,0.15543786,0.25184333
1968-11-01,0.29148138,-0.033267666,0.09923668,0.42554292,-0.038363982,0.021376252,-0.0059457063,-0.01231606,0.23881939,0.4078474
1968-12-01,-0.14439583,-0.066393755,-0.04799037,0.029728603,0.19606689,0.06313779,-0.25127703,-0.051529504,0.24674697,0.3069119
1969-01-01,0.07797854,0.1023563,-0.20123008,-0.16685888,0.06495688,0.089031816,-0.101296425,-0.038610745,0.23196724,0.087517664
1969-02-01,0.23211865,-0.046030056,-0.13627319,0.0502697,-0.008630633,0.0028768778,0.058748864,0.084035136,0.27103218,0.09417987
1969-03-01,-0.109927036,0.053146552,-0.086457774,-0.04830127,0.23756954,0.077372886,-0.18124333,0.19320509,0.07782713,0.15625991
1969-04-01,0.32145327,-0.10281058,-0.15792546,-0.051178146,0.06283708,-0.013778734,0.023317862,-0.27224356,0.1262798,0.00075707433
1969-05-01,0.06192856,-0.3135797,-0.20955786,0.061020114,0.29147315,0.15822831,-0.2737577,0.24074936,0.043304585,0.016504193
1969-06-01,-0.21213198,-0.29041332,-0.24695727,-0.2035013,0.17049293,-0.03028295,0.05874889,0.18866262,0.047544193,-0.004845238
1969-07-01,0.028314495,-0.082369566,0.08509507,0.023772096,-0.12022324,0.25210539,-0.019683909,-0.5461526,0.099328004,0.13475904
1969-08-01,-0.25043982,-0.027103234,0.034522533,-0.2471087,-0.1394529,0.1651934,0.35567304,-0.5650794,0.08797191,0.27345484
1969-09-01,-0.06798516,0.19108528,0.012718821,0.14081563,0.01695844,0.17730656,-0.034219645,-0.1072016,0.09433131,0.28753644
1969-10-01,0.01938107,-0.2571021,-0.04239609,0.616409,0.11386381,0.18866265,-0.4392539,0.20244142,0.16791883,0.07146771
1969-11-01,-0.0034825325,-0.2419606,-0.10583882,0.7357238,0.6153492,-0.2504398,0.0031797409,0.23832674,0.2914732,0.80264914
1969-12-01,0.18714851,-0.14702363,0.20092726,0.18018344,0.16988723,-0.27057803,-0.14490381,0.15156603,0.41517895,0.77433455
1970-01-01,0.20810278,-0.11276052,0.048718832,0.07635238,-0.022133017,-0.17798091,-0.040599037,0.20666218,0.36670095,0.30829072
1970-02-01,0.1011047,0.091020405,-0.032610178,0.040337108,0.007988835,0.042301573,0.09887829,-0.08944883,0.33487657,0.10215242
1970-03-01,0.12166612,0.1473352,-0.07085188,-0.0603747,0.037717808,0.055267073,0.0859128,0.08329348,0.26991805,0.05880312
