,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,0.024163783,0.040501118,0.32322538,-0.021906257,0.06256431,0.031991005,0.2776281,-0.026476502,-0.07112825,-0.02537334
1965-02-01,0.030204952,-0.053425133,0.5114456,0.011713862,0.008509457,0.02174735,0.5578834,-0.086099744,0.039450467,-0.036352456
1965-03-01,0.028891623,-0.06272322,0.4097447,-0.010664523,0.004937291,0.009087265,0.38547516,-0.030468881,0.005935371,-0.026949286
1965-04-01,0.034985304,-0.009876549,0.1615336,0.009717643,-0.071023166,0.0087195635,0.00456959,-0.07722193,0.021274567,-0.02269423
1965-05-01,0.029627085,0.031728327,-0.048382163,-0.0014715195,-0.06949979,-0.04932773,-0.06445676,-0.04654354,0.016441703,-0.06408906
1965-06-01,0.009927809,0.019593596,-0.16479182,-0.060832083,-0.0667156,-0.023324609,-0.061304867,-0.00021076202,0.023113191,-0.07039279
1965-07-01,-0.017703772,-0.036667645,-0.09340161,-0.0206455,-0.045440376,-0.013343632,-0.115727484,-0.034934103,0.02573973,-0.14761406
1965-08-01,-0.025320828,0.007879078,-0.13311535,-0.006409526,0.017649889,-0.03924167,-0.018386662,-0.018859446,0.0139727,-0.02705437
1965-09-01,-0.031256855,0.028681517,-0.11646289,-0.003782928,0.00010442734,-0.057365,-0.031256855,-0.013816416,-0.055211246,-0.06839663
1965-10-01,-0.014446795,0.009244859,-0.014236689,0.01701951,-0.011715174,-0.015865147,0.031203032,-0.080058575,-0.02673918,-0.011610091
1965-11-01,0.017492294,0.052425742,0.1557551,-0.006304443,-0.008615851,0.024268866,0.3898878,-0.07512063,0.043022573,-0.024427772
1965-12-01,0.04696244,-0.024270177,0.4428395,0.016914487,0.037139058,0.040133357,0.3299494,-0.026581585,0.012606859,-0.010979712
1966-01-01,0.033040345,0.015441954,0.37616345,0.011293113,0.042933762,0.01968199,0.868417,-0.083400846,0.017311215,-0.010682106
1966-02-01,0.02857238,0.024195552,0.38560092,0.010928392,0.04489422,0.011566639,0.28397706,-0.085133314,0.036961257,0.018861353
1966-03-01,0.033769846,-0.019207716,0.4671189,0.010198891,-0.017657638,0.020183504,0.37351915,-0.2352668,0.037599504,-0.0063964725
1966-04-01,0.022964597,0.010700405,0.25055835,0.014530122,-0.00037837029,0.006369233,-0.029967368,-0.12625706,0.025472105,-0.0073083043
1966-05-01,0.019180477,0.010563672,-0.03676051,0.0012173653,-0.054039776,-0.048705578,-0.040407896,-0.021350563,0.0059589148,-0.055407524
1966-06-01,0.008603215,-0.053264737,-0.107473254,-0.053902984,-0.12689531,-0.0072627068,-0.043508112,-0.06548327,0.0069162846,-0.02727747
1966-07-01,-0.009587884,0.013937414,-0.1142208,-0.097032726,-0.025225818,-0.030970395,-0.12922049,-0.102366984,0.0017644763,-0.033432364
1966-08-01,-0.007673025,-0.00872165,-0.09840053,-0.0077642202,-0.006897986,-0.036669374,-0.010271728,-0.051805794,-0.121469915,-0.015514791
1966-09-01,-0.028006911,0.0076001883,-0.091425,-0.011001229,0.022189558,-0.058371007,-0.15917426,-0.032155752,-0.04793048,0.0023115277
1966-10-01,-0.016928136,-0.04090935,0.14651808,-0.03370589,-0.02878201,-0.00069749355,-0.02650243,-0.0059405565,0.017539203,-0.031471908
1966-11-01,-0.007217109,0.07348019,0.3134293,-0.030332088,0.0074633956,0.019818783,0.0016276836,-0.020347536,0.042842567,-0.036213458
1966-12-01,0.027386963,-0.05417657,0.5483633,-0.013144016,0.020046711,0.031946182,0.5111605,-0.093841314,0.018587768,-0.090786695
1967-01-01,0.02831769,-0.033569813,0.48041564,-0.048060775,0.013355851,0.024027944,0.5961343,-0.0070465803,0.033444464,-0.07913542
1967-02-01,0.019215047,0.015709996,0.43254828,-0.00045502186,-0.018817306,0.026591301,0.07644659,0.0051949024,0.030619502,-0.0074127913
1967-03-01,0.0015329123,0.012257218,0.32342118,0.010112405,0.0033638477,0.015448451,0.15057558,-0.010447025,0.057351947,0.021307588
1967-04-01,0.039722145,0.010635495,0.24866444,0.019633532,-0.03367448,-0.004117012,0.017593324,-0.037807226,0.027062118,-0.03995216
1967-05-01,-0.01384747,-0.020439029,-0.013952017,-0.021642208,-0.041312337,-0.0060526133,0.004357815,-0.053763032,-0.035819292,-0.03911507
