,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1013.7866,1009.44305,1008.59467,1014.6381,1010.20087,1016.73553,1006.3658,1015.43695,1014.3882,1025.1431
1965-02-01,1016.7368,1008.7646,1007.47833,1014.9321,1009.21173,1012.8657,1010.09174,1015.7191,1013.9318,1022.72076
1965-03-01,1014.72687,1010.8731,1007.17694,1014.75415,1010.04584,1013.10944,1007.1831,1015.49084,1012.90045,1021.03204
1965-04-01,1018.07697,1010.8967,1012.142,1013.98456,1010.00305,1008.43964,1016.3108,1017.1957,1014.1842,1015.1132
1965-05-01,1022.4783,1010.3032,1017.5554,1012.09424,1009.00214,1006.73413,1021.0005,1019.4804,1011.7829,1008.59216
1965-06-01,1018.0032,1011.2657,1012.21704,1012.2679,1010.1147,1004.1995,1015.16406,1017.32166,1009.3147,1005.34937
1965-07-01,1016.99414,1009.65204,1009.1305,1009.4604,1009.5081,1003.27545,1017.4494,1014.93585,1007.6818,1000.95294
1965-08-01,1016.4001,1009.9578,1013.4636,1010.1426,1009.639,1006.42346,1016.111,1013.3638,1010.42474,1005.37103
1965-09-01,1016.60345,1009.8424,1015.654,1007.1577,1010.044,1007.4275,1015.8903,1015.31354,1010.14136,1012.3336
1965-10-01,1020.59174,1009.6793,1016.2872,1011.8071,1010.4204,1012.3671,1022.4696,1014.08435,1016.90295,1018.11914
1965-11-01,1021.5276,1010.1085,1019.56226,1015.13245,1010.38635,1014.4099,1023.16486,1019.0451,1017.5511,1022.7573
1965-12-01,1018.9278,1009.46906,1012.50415,1015.7495,1009.3705,1015.73334,1016.43665,1017.5095,1014.6183,1026.9205
1966-01-01,1015.8457,1011.16846,1008.2981,1018.2109,1011.6478,1016.6168,1006.05554,1017.6933,1014.46313,1024.9166
1966-02-01,1022.0037,1010.4599,1015.8025,1016.18365,1010.5012,1013.7389,1021.61255,1018.80237,1014.92377,1020.8377
1966-03-01,1016.4841,1010.1582,1010.65704,1014.24084,1009.6231,1009.163,1011.3718,1016.76447,1010.97314,1015.5309
1966-04-01,1019.8382,1009.9567,1016.03345,1013.7058,1009.10425,1007.78925,1014.82544,1017.8391,1014.7742,1013.1844
1966-05-01,1019.4045,1011.1496,1013.9016,1012.10913,1009.5542,1006.24963,1019.5728,1016.87836,1012.8183,1010.60956
1966-06-01,1017.31396,1011.12396,1013.75146,1012.0215,1010.44617,1005.4935,1014.351,1016.0785,1010.4662,1004.06024
1966-07-01,1018.6772,1009.2031,1015.4307,1010.7466,1008.66797,1003.8381,1019.1754,1015.2355,1009.73706,1002.07306
1966-08-01,1017.74646,1009.92474,1014.4925,1007.7335,1009.38025,1005.1373,1019.2536,1012.55225,1010.24774,1003.5577
1966-09-01,1016.46216,1010.0168,1014.8005,1006.02423,1009.53296,1008.7556,1017.1857,1012.7531,1010.82794,1013.28076
1966-10-01,1016.48157,1009.068,1016.3583,1011.2717,1009.6119,1011.83185,1017.3628,1013.1268,1015.0934,1018.45685
1966-11-01,1016.54474,1008.82385,1017.4023,1012.8915,1008.7274,1013.40967,1015.48016,1016.18994,1016.32385,1022.61896
1966-12-01,1015.1697,1008.68616,1009.10736,1013.76526,1008.0377,1013.84094,1008.3137,1015.6535,1015.9214,1026.6154
1967-01-01,1016.53906,1008.65045,1008.6395,1015.96216,1009.45435,1018.4604,1010.55804,1015.7134,1015.2642,1030.6859
1967-02-01,1016.8097,1009.6953,1011.26697,1015.90344,1009.92096,1016.4854,1010.53406,1017.3604,1018.10565,1026.9904
1967-03-01,1019.37756,1008.8514,1015.51086,1015.0864,1010.0538,1012.32776,1017.06146,1016.5884,1015.685,1018.784
1967-04-01,1019.11194,1010.1147,1021.4695,1014.2622,1009.868,1010.03564,1021.1393,1018.5692,1018.95526,1015.87805
1967-05-01,1018.4981,1009.1453,1015.5443,1010.0842,1008.70197,1005.349,1019.0133,1014.5379,1012.3328,1007.39087
1967-06-01,1015.42017,1009.6177,1008.96606,1009.27155,1008.4574,1002.90375,1012.7224,1013.4938,1006.63257,1001.7421
1967-07-01,1016.9243,1008.72955,1014.02057,1005.5159,1008.5053,1002.85156,1020.28455,1012.4968,1007.96326,1000.6145
1967-08-01,1016.04346,1009.2912,1008.9348,1006.96783,1008.88336,1002.03094,1015.56024,1011.761,1007.17896,1002.81525
1967-09-01,1015.7424,1009.3978,1014.02783,1005.5427,1009.8114,1006.4911,1017.03394,1009.30493,1009.3303,1012.5614
1967-10-01,1019.2179,1009.3709,1016.0268,1009.64307,1009.7141,1012.34955,1016.72406,1015.968,1015.26056,1020.2693
1967-11-01,1016.6181,1008.308,1018.47205,1013.1368,1009.37463,1014.29846,1016.2358,1017.04407,1020.492,1026.4883
1967-12-01,1017.62744,1009.91736,1013.21216,1014.5176,1010.65015,1018.2086,1013.2848,1017.12604,1016.1574,1029.2499
1968-01-01,1010.1942,1008.3945,1003.9921,1014.81335,1009.3469,1015.3157,1005.019,1013.71204,1011.7456,1024.9032
1968-02-01,1006.0209,1010.2879,1004.37714,1015.69214,1011.4121,1017.04315,994.2171,1014.47345,1016.2903,1028.4053
1968-03-01,1022.4816,1010.1655,1017.02814,1014.64667,1009.39343,1011.2604,1019.7109,1019.46466,1015.07166,1017.02954
1968-04-01,1021.65155,1009.53796,1016.5544,1014.1693,1010.147,1012.2057,1022.1718,1017.1283,1018.17303,1016.53436
1968-05-01,1016.25024,1010.0503,1014.9357,1011.1717,1009.0628,1006.23553,1017.3258,1014.1965,1011.40424,1008.247
1968-06-01,1016.74896,1010.69867,1014.50494,1011.33484,1009.6675,1005.2072,1015.3321,1014.6859,1011.2475,1004.9861
1968-07-01,1020.5402,1009.97595,1014.05695,1008.1333,1008.9684,1003.4469,1021.02325,1014.9579,1007.23444,1001.8282
1968-08-01,1015.3887,1009.73975,1012.7553,1008.1075,1009.0664,1002.3978,1014.6459,1012.6451,1008.6821,1005.28375
1968-09-01,1015.4073,1009.7248,1015.9941,1005.06836,1009.4872,1006.3815,1019.2951,1011.30835,1014.8191,1012.93854
1968-10-01,1018.08,1009.3326,1014.3561,1008.4152,1010.0826,1012.6987,1019.15845,1014.14,1014.9751,1020.1409
1968-11-01,1017.56195,1009.80774,1016.5072,1012.56213,1010.6078,1015.5132,1014.1457,1015.47455,1018.91437,1022.21185
1968-12-01,1014.3389,1008.23846,1014.4176,1014.7711,1009.55225,1013.66626,1018.46857,1014.48846,1014.46124,1022.12384
1969-01-01,1017.0767,1008.7918,1009.767,1015.6909,1010.15826,1012.39575,1014.67694,1015.98663,1014.1653,1024.7196
1969-02-01,1017.5996,1009.36584,1012.4183,1015.37085,1010.92444,1013.517,1014.7943,1016.4409,1016.288,1026.3094
1969-03-01,1020.2614,1010.9164,1014.5603,1015.3864,1010.72485,1012.20483,1016.2026,1018.02893,1015.5162,1020.43866
1969-04-01,1022.2388,1011.0362,1014.7425,1014.9765,1010.40717,1010.36725,1019.1077,1018.80005,1014.989,1014.0524
1969-05-01,1020.7843,1010.55444,1014.3918,1011.98584,1008.88416,1006.0108,1017.2683,1018.02704,1009.5368,1006.6429
1969-06-01,1019.22815,1010.5532,1014.70447,1011.4193,1009.2966,1004.56696,1014.80054,1017.5821,1009.03577,1004.97437
1969-07-01,1020.038,1009.92303,1013.4821,1010.03656,1009.41956,1003.382,1018.92804,1016.5607,1011.2258,1002.5684
1969-08-01,1014.2639,1010.2649,1011.26764,1010.6687,1009.93115,1006.5861,1014.0623,1013.5476,1009.4164,1004.15015
1969-09-01,1015.63416,1009.09564,1012.4482,1007.1008,1008.7756,1006.3184,1014.9571,1012.4183,1013.4422,1012.44946
1969-10-01,1017.47546,1009.65906,1015.457,1009.9055,1009.9143,1011.46173,1016.293,1013.8346,1015.1605,1018.1693
1969-11-01,1018.75085,1009.4257,1018.97424,1011.1872,1009.48065,1015.8981,1018.1131,1017.632,1018.02203,1026.0892
1969-12-01,1019.03284,1009.6753,1012.3184,1014.53156,1009.8032,1018.3259,1010.8671,1018.10815,1016.887,1027.4744
1970-01-01,1012.18506,1010.74475,1007.9484,1015.5274,1011.0252,1017.09015,1004.73627,1014.654,1014.4662,1028.075
1970-02-01,1015.4258,1010.3193,1008.4054,1015.9208,1011.29205,1014.8607,1003.94836,1017.5346,1016.05804,1023.29297
1970-03-01,1015.42163,1010.18445,1007.90326,1014.6771,1009.72687,1011.5493,1006.4559,1016.2779,1015.2494,1022.84076
1970-04-01,1021.91974,1010.93365,1018.50494,1014.8773,1009.964,1011.579,1021.50146,1018.43005,1017.90356,1016.6665
1970-05-01,1020.43134,1010.29376,1017.89233,1012.21594,1008.8998,1006.9163,1021.00116,1016.6475,1012.84344,1008.7738
1970-06-01,1017.4514,1010.4197,1012.1174,1011.2712,1008.98474,1005.2252,1014.8465,1016.4098,1011.8351,1006.911
1970-07-01,1019.6814,1010.60986,1012.3223,1009.6562,1009.7447,1004.30005,1020.75995,1012.56,1008.6959,1000.7949
1970-08-01,1018.8989,1009.535,1017.1513,1006.31976,1008.76843,1003.59357,1021.9299,1014.2338,1011.5076,1005.3186
1970-09-01,1016.8074,1009.43274,1014.29987,1009.7512,1008.44525,1005.53125,1016.89343,1013.5701,1012.91235,1011.6538
1970-10-01,1017.80554,1008.9818,1017.8959,1010.56415,1007.8831,1010.08936,1021.1729,1014.49414,1017.7509,1019.56915
1970-11-01,1015.1733,1009.23193,1014.0645,1012.74835,1008.67334,1014.07697,1016.1971,1014.24695,1015.9107,1024.0107
1970-12-01,1017.49835,1007.8992,1012.2368,1014.17206,1008.4482,1014.48047,1015.4045,1016.11804,1015.74786,1025.2681
1971-01-01,1013.0469,1008.7707,1007.6284,1013.95435,1009.2968,1017.0959,1010.0807,1011.6819,1013.51404,1026.7003
1971-02-01,1010.4384,1008.6114,1009.06384,1014.2488,1008.3253,1014.051,1004.9188,1014.19366,1016.3465,1024.0112
1971-03-01,1019.0497,1009.29803,1012.3334,1012.9746,1009.53424,1014.0196,1016.82837,1015.1447,1014.99554,1022.29553
1971-04-01,1020.7014,1008.93646,1016.719,1010.7111,1008.59344,1009.5924,1020.1351,1015.0577,1015.6272,1014.8951
1971-05-01,1018.65424,1010.2266,1015.1908,1010.73663,1008.2268,1006.6307,1017.2328,1015.6957,1012.8818,1009.49713
1971-06-01,1017.73773,1010.43976,1009.92267,1011.5449,1009.1061,1003.4662,1016.21533,1014.8561,1007.7961,1002.775
1971-07-01,1018.1813,1009.7262,1011.37146,1007.89276,1008.37646,1002.14014,1017.10864,1014.3486,1006.90845,1000.37256
1971-08-01,1015.2349,1009.98724,1012.8287,1008.34515,1009.1752,1005.42633,1016.40283,1011.799,1008.90643,1005.2113
1971-09-01,1017.0204,1009.48553,1014.46185,1008.2684,1008.7905,1006.24805,1017.8357,1011.29407,1011.26337,1011.9532
1971-10-01,1019.29736,1009.96875,1017.34485,1011.43225,1008.82385,1011.5373,1020.27515,1016.4777,1015.67267,1021.7125
1971-11-01,1018.1192,1009.09454,1014.7671,1012.2495,1009.17456,1016.43286,1016.7503,1015.6272,1017.6181,1025.2534
1971-12-01,1019.36194,1008.2293,1016.0733,1014.563,1008.7234,1016.2294,1016.6121,1018.1794,1017.5881,1026.5557
1972-01-01,1015.98016,1008.7951,1013.3209,1013.9603,1009.65625,1016.5488,1012.4073,1015.7614,1018.0325,1026.3375
1972-02-01,1013.12103,1008.9138,1009.66125,1012.87726,1008.8551,1011.90356,1007.03394,1014.4615,1012.73724,1025.0913
1972-03-01,1013.71967,1009.83185,1010.7905,1015.252,1010.1593,1013.12164,1009.89435,1015.00085,1014.48584,1019.5605
1972-04-01,1021.2779,1010.24805,1021.0966,1014.3021,1010.1443,1010.4705,1024.0007,1019.1368,1017.3256,1014.98334
1972-05-01,1020.20734,1008.0776,1015.18524,1011.6611,1009.39374,1004.93225,1018.9199,1016.51385,1010.87244,1008.7676
