,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,5066.335754394531,1576.6960144042969,4207.046254475912,1879.8904984085648,1771.7160408956963,1669.6240034259733,5919.815602022059,1952.2779024564302,2820.0748019748266,1862.990500710227
1965-02-01,5082.160339355469,1575.8039474487305,4203.943634033203,1879.8805519386574,1769.5446349026865,1664.1467485271517,5940.3650620404405,1952.919241098257,2819.1763983832466,1858.3113236860795
1965-03-01,5071.629943847656,1578.9730548858643,4201.551564534506,1879.3957745587384,1771.9079804002195,1664.341260566086,5924.89839441636,1952.626741849459,2815.616861979167,1854.9456232244318
1965-04-01,5089.6014404296875,1579.4013977050781,4224.162801106771,1878.3629240813077,1771.9670881304826,1657.7055383901127,5977.410170611212,1955.2516056941106,2818.8268025716147,1844.5754172585225
1965-05-01,5110.58837890625,1578.5377025604248,4243.555450439453,1874.5190655743634,1770.3521728515627,1654.2270347720287,6003.712732651654,1958.0978393554688,2811.773173014323,1835.2995161576703
1965-06-01,5089.228820800781,1580.426263809204,4221.938578287761,1874.1232412832753,1772.6802357456143,1650.2529456967213,5972.527358111212,1954.8228337214543,2804.898240831163,1830.2633389559658
1965-07-01,5085.960388183594,1578.108024597168,4211.757659912109,1871.148794668692,1771.46568967585,1649.1873319031763,5981.195786420037,1951.1790348933293,2800.5630493164062,1823.1871448863635
1965-08-01,5081.950988769531,1578.4297466278076,4224.034372965495,1870.710245768229,1771.903857850192,1652.8591468685963,5976.112275965073,1948.720491849459,2806.4688788519966,1829.579856178977
1965-09-01,5082.9345703125,1578.2344818115234,4232.5836181640625,1867.2491002965855,1772.1799616228072,1655.6222384093237,5976.141716452205,1950.521498460036,2808.0342610677085,1840.7707075639203
1965-10-01,5101.159973144531,1578.209924697876,4236.948649088542,1874.3708857783563,1772.8910747327304,1664.0600986168033,6010.734647863051,1949.4964599609375,2824.089558919271,1851.3289018110795
1965-11-01,5104.920349121094,1578.6804676055908,4250.582377115886,1881.1991373697915,1772.8043941029332,1668.22509765625,6014.704446231617,1958.218266413762,2829.6028984917534,1858.572443181818
1965-12-01,5092.884521484375,1576.9622325897217,4224.149322509766,1881.8346941912614,1770.5443800541393,1670.1299948770493,5976.739860983455,1955.8351956881008,2821.770901150174,1866.0628995028408
1966-01-01,5077.22412109375,1579.0405750274658,4205.389912923178,1885.1857503255208,1774.249106959293,1670.2913878393956,5918.360093060662,1956.3990666316106,2820.4839070638022,1862.8542258522725
1966-02-01,5108.643493652344,1578.1999588012695,4237.0147705078125,1882.2742603443285,1772.1393250582512,1665.4175805263833,6005.321906594669,1958.2747239332932,2823.3505249023438,1855.2734374999998
