,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9,mgv850_cluster10
1965-01-01,0.05794740555917515,-0.1208598492667079,0.019000075491411347,-0.4136325347991217,0.03287132991396862,0.38775168359279627,-1.179189262566743,0.2484285321674849,0.05191087257117033,-1.1474074501740306
1965-02-01,0.012461134396931703,0.15430989442393184,-1.064208745956421,-1.052998077301752,0.4233874056650245,0.4956436476537159,-1.3975742790434094,-0.05341491318847004,0.043420667449633285,-1.8575600887599744
1965-03-01,-0.20525190321838152,-0.03940470051020384,-0.9361850363867624,-1.0622912929171608,0.18197257557640903,0.3394355731351035,-0.9602970547146267,0.005559007465643318,0.0763015506284622,-1.4791425905729594
1965-04-01,0.2671814359286252,0.19609075970947742,-1.2450908763068063,-1.6382714112599692,0.306131723134414,0.39717533758708407,-1.0372323018533212,1.0664383047505428,-0.01821407194559773,-0.21949343775448046
1965-05-01,1.0238106636440052,0.3787213936448097,-0.5168145895004272,-2.3186389889035905,0.27167746878188587,-0.05617061230753149,-0.6549954414367676,1.4373559700815302,-0.017391644845095776,-2.2877862578944157
1965-06-01,0.3651079228695701,0.293452525511384,-1.2582975625991821,-2.1670480569203696,0.1257893021987832,0.06791670540613787,-0.15574492238186022,-0.6814221018239072,0.022968812457596265,-1.9787540561274477
1965-07-01,0.18792518359773297,-0.11220226297155023,-0.4455529366220747,-0.554474549634116,0.42143707042155054,0.43909618897097447,-2.359950542449951,1.7907335569984035,0.02539415106487771,-0.5092647514845196
1965-08-01,0.042781622751670724,0.02473096246831119,0.32995038798877174,-0.2065061458519527,0.13749502275301062,0.22266775901828492,-1.7545075328261763,-0.7798784657528526,-0.0019547824437419576,-1.0757605496205782
1965-09-01,0.5708821994416854,-0.01218816832988523,-0.0037271679112953803,-1.9578553381420318,-0.261202665126842,-0.3069480615002768,0.33915274673038054,0.051736326790169665,0.012029753997921944,-1.4851308182666176
1965-10-01,0.007637151215663727,-0.2650429029017687,0.12586780956813268,1.1580306149664379,0.4353739645170129,0.20852924457618166,-0.2297754227011292,-0.04101209097394818,-0.04239590217669805,-3.05988914088199
1965-11-01,1.08004712006625,0.014664417540188879,-0.12111996965748924,-0.6963096913837251,0.45806318521499634,0.10941421080912861,-0.6302013993263245,3.2583669612282202,-0.09413710252071421,0.6367466167399758
1965-12-01,0.46947944690199456,0.0887925794813782,-0.6791396226201739,-0.30948519706726074,0.5885322456774504,0.34550407103129793,-0.9151609959425749,1.9793988842713206,-0.0469990074634552,-0.850600004196167
1966-01-01,-0.01758622854728909,0.18283951794728637,-0.6607148051261902,-0.8745983952567691,0.48913910337116406,0.3398160317114421,-1.1521401228728116,-0.7442508873186613,-0.0010239891707897186,-1.0166397220210026
1966-02-01,0.8150577545166015,0.325513887219131,-0.6359541416168213,-0.6774986783663433,0.733998936155568,0.3426442721060344,-1.1435304526929502,1.6710585669467324,0.002286413994928201,-0.37622506681241485
1966-03-01,0.17902312033316667,0.3130065742880106,-1.2809938192367554,-0.7412180304527283,0.3113447324089382,0.36132130771875376,-1.4690810883486711,0.1939221824470319,-0.012460863217711449,0.27334597942076233
