,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,27.969116,14.145874,15.849823,21.309967,18.986298,25.912384,25.924866,10.602722,28.207123,27.876312
1965-02-01,27.576935,13.138458,14.171326,20.96817,17.758362,25.707825,26.4393,8.241638,28.26648,27.57193
1965-03-01,27.88379,12.982269,13.229279,20.843445,16.907135,25.862,26.871887,6.9118958,27.82492,27.424744
1965-04-01,28.465576,13.186371,14.342468,22.71753,17.471436,26.454773,28.250519,7.517151,28.679138,28.546417
1965-05-01,28.476044,14.77005,16.914612,24.400024,19.504211,27.26706,29.189087,9.988525,28.29544,28.749481
1965-06-01,28.843292,16.181122,20.02414,26.18332,22.523926,27.910736,28.398224,12.901947,28.183167,28.92163
1965-07-01,28.872223,19.27768,22.761932,28.735504,25.069641,28.572845,28.035461,15.803925,28.566864,28.301422
1965-08-01,29.305328,22.183655,26.203278,28.75,27.28003,29.437561,28.735016,19.4628,28.352325,28.707062
1965-09-01,29.381683,21.942139,24.000854,27.223663,27.33493,28.76944,28.311401,19.637451,29.000977,28.48404
1965-10-01,29.22699,21.265045,22.053406,25.876465,24.247864,28.554382,28.854279,18.364075,29.275879,28.981018
1965-11-01,29.05783,18.572662,20.569489,25.396973,22.81482,27.892761,29.01593,14.999573,29.675049,29.120728
1965-12-01,28.345337,15.955597,17.626617,23.901062,20.688263,26.784088,28.331848,12.82312,28.726044,28.627747
1966-01-01,28.012665,14.075531,15.393738,22.796265,19.045837,26.269836,27.757996,10.475861,29.00412,27.7005
1966-02-01,27.887604,13.363953,14.596466,22.618744,18.133575,26.025238,27.695984,9.095612,28.758514,27.342468
1966-03-01,27.959717,13.972137,14.777985,22.782135,18.189026,26.054504,28.300629,9.383575,28.706573,27.318268
1966-04-01,28.307678,13.322113,15.300934,23.495209,18.773499,26.736298,29.473602,9.651337,29.285004,27.809448
1966-05-01,28.921906,15.833984,17.332733,24.567352,19.952057,27.403992,29.541687,11.133484,29.716675,28.67279
1966-06-01,29.048492,16.99588,19.788666,26.124603,21.984863,29.09134,29.123627,13.319061,29.56488,29.32788
1966-07-01,29.179108,19.81186,23.001007,28.492249,26.36615,29.256256,28.722717,16.230865,30.16803,29.216919
1966-08-01,29.221466,22.890045,27.567871,29.384338,27.518463,29.604218,28.605225,21.737762,29.636505,29.260284
1966-09-01,29.452423,22.564789,25.074646,27.732788,27.846252,29.420166,28.616821,21.091248,28.881073,29.198761
1966-10-01,29.842743,20.850708,22.54007,26.072144,26.020203,29.203796,29.010681,19.054413,29.009644,29.478638
1966-11-01,29.408539,18.533478,20.483582,24.359558,23.549164,28.486694,28.898712,16.192047,29.522034,29.013184
1966-12-01,28.581512,16.12445,17.519348,23.122528,20.849182,27.284973,28.5336,12.643311,29.138245,28.560333
1967-01-01,28.173859,14.264923,15.235535,21.671143,19.046814,26.838135,27.71109,10.803741,28.197388,27.929932
1967-02-01,28.12976,12.849091,13.518219,21.23291,18.088745,26.581726,26.904755,9.434967,27.713593,27.492706
1967-03-01,28.299042,12.601196,13.534729,21.484833,18.0737,25.799438,27.217255,10.026947,28.351135,27.063019
1967-04-01,28.714722,13.203674,14.948059,23.69696,18.137299,26.090424,28.393219,10.8403015,28.960632,27.926422
1967-05-01,29.213562,15.374756,17.951996,25.568054,19.655823,26.84616,29.302216,13.115051,29.94226,28.950623
1967-06-01,29.095856,16.502106,21.494354,26.36737,22.02472,28.423767,28.873993,14.820343,29.502045,28.892517
1967-07-01,29.46045,20.174164,24.384094,28.512909,25.870544,28.787354,28.644104,19.030792,29.836578,28.477844
1967-08-01,29.463959,24.095612,27.928436,29.15445,27.460663,28.856476,28.192383,21.819366,29.541107,28.491852
1967-09-01,29.525574,23.798126,26.062866,28.051147,26.64383,28.463806,28.130768,21.11322,29.374329,28.865479
1967-10-01,29.3638,20.761139,22.324707,25.592102,25.348175,28.291534,28.019073,18.68872,28.258972,28.80487
1967-11-01,29.08435,18.015625,19.477509,24.616486,23.306824,27.760162,27.760162,14.800812,28.8685,28.387695
1967-12-01,28.634094,15.41983,16.754028,22.607666,20.999023,26.704437,27.153656,13.294342,28.871979,27.970001
1968-01-01,28.11322,14.420898,14.562836,21.131775,18.765564,26.367218,26.660522,11.248962,28.415405,28.39859
1968-02-01,27.706146,12.869293,12.37619,20.032257,17.372253,25.309753,26.27475,10.2933655,28.605835,27.966797
1968-03-01,27.88916,12.601227,12.451355,20.192993,17.290619,25.646088,26.462189,9.733978,28.046448,27.324799
1968-04-01,28.267517,12.855438,14.532196,22.028503,18.201202,25.984406,27.951477,11.497253,28.34665,28.567749
1968-05-01,28.475769,15.03125,16.568481,23.960938,19.449615,26.78122,29.6846,13.240265,28.914978,29.412048
1968-06-01,28.737915,16.27716,19.521332,25.114868,21.07489,28.824951,30.24942,16.211395,28.844238,29.606934
1968-07-01,29.039612,20.148987,22.75064,27.823853,23.931274,28.970856,29.911621,18.911469,29.053955,29.464478
1968-08-01,29.609894,22.27481,25.526886,28.804169,27.211517,29.510986,28.658752,22.313904,28.894196,28.581604
1968-09-01,29.53769,21.509155,24.361572,27.728882,26.609589,29.434814,28.427277,20.870636,28.85315,28.73294
1968-10-01,29.486755,21.147095,22.055206,26.205505,25.217255,28.605347,28.780945,18.930267,29.647003,29.24289
1968-11-01,29.146454,18.069641,19.445648,23.811584,23.113678,28.217072,28.386719,17.712036,29.387817,29.053955
1968-12-01,28.571228,16.115448,17.256989,23.067688,20.773682,26.647675,27.975708,15.301788,29.766693,28.556885
1969-01-01,28.109314,15.784332,14.995209,21.97171,18.732147,26.0896,27.893433,13.208801,30.157227,28.058563
1969-02-01,27.990875,14.490173,13.660004,21.770172,17.859955,25.549652,27.38736,11.663879,29.981354,27.437103
1969-03-01,27.60785,13.167267,13.149841,21.647125,17.61383,25.758362,27.824738,10.696838,28.55899,27.637085
1969-04-01,28.162628,14.589111,14.049194,22.991547,18.148132,26.419281,28.962524,11.934113,29.026611,28.34314
1969-05-01,28.686676,15.988922,16.844696,25.290741,20.28012,27.146362,30.265442,13.565155,29.342468,28.838959
1969-06-01,28.709229,17.313873,19.445374,25.27945,22.580322,28.308777,29.8255,15.649475,29.717804,29.269653
1969-07-01,28.810242,20.295013,22.758759,28.685638,25.68042,28.935364,28.882538,18.795715,29.768585,29.312225
1969-08-01,29.362488,23.506866,26.054718,28.896912,27.192505,29.543976,28.482605,21.129242,29.582458,28.721039
1969-09-01,29.606537,22.532135,24.828217,28.868195,27.335052,29.600403,28.674866,20.707764,29.925476,29.018433
1969-10-01,29.114807,18.663422,21.041565,26.429047,24.379578,28.96817,29.092255,17.38617,29.362488,29.126617
1969-11-01,28.76767,17.029297,18.993134,24.096008,22.59674,28.2052,28.75998,15.682831,29.174805,29.083038
1969-12-01,28.23288,15.778687,16.301178,22.21936,20.648804,27.174072,27.91858,13.19751,29.0979,28.7164
1970-01-01,28.0401,13.91214,14.314545,21.224579,18.738373,26.249176,26.809631,10.730652,28.90274,28.091217
1970-02-01,27.446045,12.611938,13.762329,20.750885,17.359161,25.730011,26.68927,10.148987,28.306122,28.13565
1970-03-01,27.711548,12.095917,11.970886,20.543243,16.665405,25.908752,27.533844,9.269806,28.142883,27.925415
1970-04-01,28.166656,12.677032,13.37854,21.95758,17.532715,26.63144,28.621735,10.208405,28.775665,28.179047
1970-05-01,28.49414,14.610535,15.983551,24.625092,19.442444,27.598938,30.07843,13.26593,29.108337,28.797882
1970-06-01,28.428009,16.3219,19.174347,26.569946,21.812927,28.43216,29.66623,14.686981,29.21939,29.580475
