,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6,r200_cluster7,r200_cluster8,r200_cluster9,r200_cluster10
1965-01-01,73.60472,5.9410667,52.711674,80.083115,21.200932,8.771576,22.635845,61.26054,31.156866,25.097801
1965-02-01,81.07085,6.124523,31.40257,82.037285,13.911709,7.1892433,11.299053,83.66221,18.344212,21.413876
1965-03-01,77.29356,5.0548935,42.71479,92.373245,17.769264,10.211403,20.403214,59.355515,30.272331,22.740679
1965-04-01,79.12651,40.906406,53.101524,76.86603,65.17052,43.42078,64.27287,74.4221,51.80912,67.45884
1965-05-01,79.11996,79.0184,66.39903,75.73907,72.418785,43.248787,71.86022,75.68501,42.320026,69.31964
1965-06-01,78.67933,80.56634,66.22049,83.431244,83.34444,44.854053,74.356575,71.39174,53.705956,81.576996
1965-07-01,81.37552,85.48697,57.868187,81.72443,55.375107,68.6202,84.179825,63.503002,56.685528,60.390747
1965-08-01,75.0167,70.310646,66.515335,83.20356,71.24432,49.465103,81.32966,66.79871,69.322914,69.99778
1965-09-01,85.86372,68.96091,73.79146,84.2388,51.225983,20.757027,59.49147,65.96496,58.67901,66.738106
1965-10-01,75.0642,50.549477,45.64686,73.989655,39.012848,30.827621,51.104767,82.22238,56.606903,67.594795
1965-11-01,69.76682,33.11267,52.31691,79.373856,51.656784,20.637451,38.966984,79.56878,31.826818,47.517487
1965-12-01,65.67175,20.96178,27.610535,75.51302,31.641722,15.747936,35.669632,65.63244,24.108433,43.337242
1966-01-01,68.74024,7.482422,35.870552,77.34385,31.566284,10.609661,17.97879,71.84122,28.60156,52.882416
1966-02-01,71.41933,23.126837,23.391134,72.3813,25.365974,16.767292,24.320278,70.603455,20.288517,26.625078
1966-03-01,78.937836,21.194675,27.96298,68.08032,32.49543,23.402624,34.558914,85.07577,23.607824,40.862648
1966-04-01,65.49973,49.43999,54.2827,69.79579,61.394096,49.103462,68.66637,84.63747,42.71929,51.67092
1966-05-01,83.92501,64.81026,72.66037,85.63719,69.77609,45.693867,71.20264,72.62097,58.23074,63.037334
1966-06-01,83.14033,73.96709,63.634876,90.06458,83.396416,58.97274,77.008965,75.11784,57.843323,78.488045
1966-07-01,75.6448,79.66507,73.86531,88.1866,65.701645,70.368706,66.98209,81.265625,63.46251,66.44365
1966-08-01,73.96545,70.95147,78.22867,86.56306,63.33282,58.120754,71.76735,71.62125,77.05821,51.40498
1966-09-01,73.561615,68.13613,73.86859,85.4796,43.865128,32.447823,62.45949,67.29564,74.853546,31.846998
1966-10-01,77.81827,45.045433,39.007645,87.900955,33.16192,29.737547,55.842216,72.115364,63.572495,50.589108
1966-11-01,79.39584,31.659857,48.88513,85.60108,36.96878,16.83788,34.357,73.172554,35.154816,38.963318
