,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9,zgv200_cluster10,zgv200_cluster11
1965-01-01,0.44417268,-0.03826542,-0.33909,0.33496913,-0.08948211,-0.37190992,0.013687229,0.18426228,1.2395033,-0.22017303,-0.08271208
1965-02-01,-1.171656,0.6318199,0.12553978,1.0231569,0.40060893,0.12657014,-0.8746578,0.24725309,0.0865386,-1.2546624,-0.83300763
1965-03-01,-0.07550053,-0.19750805,0.06887765,0.36043015,0.07550049,0.3011191,-0.61445343,0.017955303,-0.025902748,-0.5365981,-0.096105
1965-04-01,0.025902653,-1.3562126,-0.48876643,0.45624083,-0.23945293,0.4485878,-1.0512674,-0.11332436,1.0977743,-0.63549936,0.95692843
1965-05-01,0.15114817,-1.4891113,0.24695878,0.43740255,0.26447254,-0.30656445,-0.6669947,0.21943717,0.04297495,0.7495596,0.4137074
1965-06-01,-0.15865421,-1.2175745,-0.14849906,0.393103,0.6658174,-0.4213605,-0.018102456,-0.1639524,-0.528062,0.25122675,-0.1845568
1965-07-01,0.24901919,-0.27006516,0.533949,0.08256493,-0.07653065,0.49185705,0.526296,-0.19279861,0.0033849715,-0.09154253,0.05195265
1965-08-01,0.20001006,1.8530737,0.09978429,0.49421197,0.14114037,0.11096954,-0.35881138,-0.33055386,-0.0922784,0.0007359505,0.72792494
1965-09-01,0.34026733,-0.30523983,0.13098529,0.2915526,-0.46109763,0.9158667,-0.4575654,0.13378148,0.564267,0.3033266,0.15747662
1965-10-01,-0.2635895,0.26255924,-0.08830466,0.589581,-0.2069273,0.14069879,0.5449871,1.4568802,0.12509842,-0.16660157,-0.4041411
1965-11-01,-0.051069546,-0.52482414,0.015894841,0.16851477,-0.3701439,0.017808104,-0.16100883,0.8659746,-0.23091678,0.17234115,0.63034827
1965-12-01,0.6590473,-0.9663476,0.22605996,0.1643939,0.6669947,-0.1331929,-0.71968323,-0.31642514,-0.013981581,0.11803398,0.99254465
1966-01-01,0.60051215,0.6858656,0.3849586,-0.27732635,0.34618777,-0.3376524,-0.30090714,0.282245,-0.22249761,-0.714365,-0.74040496
1966-02-01,-0.2365303,0.98677254,-0.15652952,0.06654672,-0.27804986,0.027631378,-0.87393224,0.015624046,0.022712708,-1.0732834,-0.6447801
1966-03-01,-0.008969498,0.1209415,0.10025413,0.2096223,0.4024632,-0.09200802,0.16651157,-0.063653424,0.07985611,-0.3989912,-0.26575294
1966-04-01,0.77715045,-0.12513676,-0.19226225,-0.122822165,-0.27978578,0.61541283,-0.48333198,-0.17736149,-0.17085156,-0.2078863,-0.1532022
1966-05-01,0.27747107,-1.0174421,0.8794298,0.26025572,0.5753403,-0.3502384,0.746481,-0.7286869,-0.60369486,0.39103454,-0.91993654
1966-06-01,0.34864712,-1.257589,-0.2524437,0.65837896,0.14813885,1.6580269,0.6158468,0.93975604,-0.46886533,-0.09779491,-0.9684
1966-07-01,0.08752346,-0.3003285,-0.048174046,0.31841174,0.21034566,-0.5445261,-0.14177361,-0.150309,-0.3994252,0.11298485,-0.15349159
1966-08-01,0.25851974,0.6164255,0.09504612,0.54713005,0.13005547,0.10893412,0.5112527,-0.010560703,0.039349366,-0.47074598,0.5267321
1966-09-01,0.36730924,0.20918831,0.1641969,0.39045587,-0.19862762,0.19009228,0.6277095,0.118337534,0.1471262,-0.6094815,-0.6198975
1966-10-01,0.1222435,-0.25519234,0.3563145,0.23132233,0.059024073,-0.85845315,0.19443226,-0.59385747,0.18763295,0.01634736,-0.15956755
1966-11-01,-0.19110508,-0.38741773,-0.20311217,0.17967625,0.59298956,0.19660234,0.21613236,-0.2619915,0.53960735,-0.21483016,0.61816156
1966-12-01,0.11240616,0.41157722,0.50778073,0.2685017,0.055841397,0.73432904,-0.1286087,0.10112228,0.36383718,-0.6779089,-0.6550516
1967-01-01,-0.08209839,0.4051628,-0.13788529,0.81398934,1.0148222,-0.5488766,-0.29075804,-0.5467118,-0.3282269,-0.6776029,-0.6984188
1967-02-01,-0.21215686,0.11257295,0.61948454,0.26577884,0.6001672,-0.36819363,0.14454642,-0.055120848,1.484598,-0.41632026,-0.40616202
1967-03-01,-0.10441313,-0.73072535,-0.43513793,-0.030641174,-0.20766059,-0.03447132,-0.59350616,-0.039966773,0.81199104,0.227977,0.42448014
1967-04-01,0.1440467,-1.1640315,-0.3070778,0.3025815,-0.23713604,0.7107419,-1.2208177,0.713573,0.90125,-0.25878468,0.44895974
1967-05-01,0.24979214,-0.97385633,0.3555375,0.078268215,0.5587018,-0.13688609,-0.28542918,1.2572871,-0.5640305,0.62581265,-0.041298974
1967-06-01,0.4218157,-1.3630326,0.14837655,0.103580475,0.4779357,-0.17085782,0.38084984,0.003996658,-0.30324763,0.74887687,-0.5523737
1967-07-01,0.72522986,0.21548748,-0.08975868,0.25745243,0.54088324,0.2672776,2.0274796,-0.2960868,-0.23863478,-1.0997517,0.6178193
1967-08-01,0.55420554,1.064614,0.1149044,0.40133277,0.16786031,0.16119924,0.43097472,-0.111740306,-0.35054165,0.32456332,0.38118285
1967-09-01,0.23197365,0.548044,0.19733581,0.28776056,-0.16319756,0.010657835,0.47377247,0.5487101,0.054121625,-0.045462154,-0.22381377
1967-10-01,0.12989192,-0.03563702,0.26511273,0.31557074,0.3780188,-0.60233206,0.13488774,0.26594543,-0.027810192,0.37901798,0.4306417
1967-11-01,0.07243967,-0.27044165,0.49708638,0.26294786,0.18118258,-0.7164039,0.3891762,1.1035818,0.17418842,-0.17985034,1.0444642
1967-12-01,0.5781854,-0.07360534,0.57502156,-0.32472962,-0.5377192,1.5345564,-1.0542892,-0.78934336,0.80366457,-1.3563714,-0.9135729
1968-01-01,0.99534035,-0.26699066,0.4803285,-0.060306452,0.24094287,0.17978688,-0.30592096,0.29261392,0.12910685,-0.70371735,-0.5008553
1968-02-01,0.19705792,0.29813492,-0.4799038,-0.2744937,0.35107994,-0.8835043,0.70428354,1.4530184,0.23867798,0.2866682,-0.6473745
1968-03-01,0.059315585,-0.4023264,-0.10291743,0.21900034,-0.24816263,0.777614,-0.69833785,0.12429361,0.8489625,-0.53667116,0.28100556
1968-04-01,0.43361226,-1.3608596,-0.054927062,0.26868948,-0.7102292,0.90275705,-1.3331132,0.056767367,1.1162363,-0.83225805,0.958675
1968-05-01,0.05436077,-0.3220593,0.1506247,0.24434035,0.24773793,0.0022649765,0.1568535,-0.20569327,0.1704437,-0.19111209,-0.3253153
1968-06-01,-0.117781736,0.12712498,-0.5673906,0.33480015,0.87359476,0.38194114,-0.17766348,0.15685359,-0.43502778,-0.5746104,0.32503214
1968-07-01,0.2202744,-0.52039117,0.26132813,0.0151474,-0.041761495,0.9961896,0.9169135,0.33310136,-0.18346758,-0.49561745,-0.66974175
1968-08-01,-0.004671621,0.035108007,0.5049607,0.32389966,0.15487166,-0.088336274,0.19026275,0.80068904,-0.29558676,-0.631661,-0.14892587
1968-09-01,0.13363695,-0.87486887,0.3581583,0.18318455,-0.46461478,-0.027321959,0.059032418,0.3284297,-0.22508761,0.8199418,-0.44720238
1968-10-01,-0.042752504,-0.1456699,-0.056484222,0.18474174,-0.42327803,0.079842374,0.7427891,0.6664858,-0.3182371,-0.19465122,-0.07701111
1968-11-01,-0.10291748,0.26798162,0.34994754,0.18460016,-0.4799037,0.37302247,-0.004105377,1.2028738,-0.097254835,-0.2761925,-0.79757464
1968-12-01,0.3515048,-0.18615742,0.050680112,0.041336823,-0.03369236,0.11679077,-0.5617281,0.529593,0.21914187,-0.47466594,-0.028879166
1969-01-01,0.7154342,0.4035201,-0.49709424,0.07601013,0.6771264,-0.7024125,0.28905058,0.3983719,-0.46514577,0.12537137,-0.2790572
1969-02-01,0.7065007,-0.846105,-0.59611946,0.10947285,0.2384781,-0.092817165,-0.5735587,0.32614714,-0.0664711,-0.08221817,0.41290778
1969-03-01,0.08236952,0.33432359,0.2280304,0.23984079,0.45303267,0.13718167,-0.15731974,0.33235517,-0.14308684,-0.5157183,-0.6899966
1969-04-01,-0.08055258,0.0222579,0.12900527,0.08297522,0.99630845,-0.57628405,-0.19032821,0.104476094,0.025286293,-0.026497554,-0.34991923
1969-05-01,-0.12991376,-0.1936593,-0.10023651,0.09735966,0.50405943,-0.7776656,0.21622011,0.6972644,-0.1733698,0.40185452,0.043910217
1969-06-01,-0.17776081,-0.47862166,0.1349105,0.33326358,-0.9142416,-0.8279354,0.35249332,-1.1964786,1.155748,0.26437,-0.44273645
1969-07-01,0.084186554,0.0027255057,-0.050875284,0.34916222,-0.06419973,-0.46075478,0.59596807,0.14414677,0.047847033,-0.26361296,0.30888587
1969-08-01,0.3691489,-0.20577249,0.34885937,0.17639808,-0.16277075,-0.29374447,2.322398,-0.500274,0.17715514,0.26452142,-0.7446572
1969-09-01,0.3312953,-0.09751091,-0.14414674,0.33523208,0.3915583,1.1004817,1.1879994,0.68833095,-0.6612278,-1.339414,-0.09796524
1969-10-01,-0.12355433,-0.3423485,0.30555478,0.044970132,-0.35870123,0.4101824,-0.8875926,0.46999103,-0.5226834,-0.78629637,-0.32978114
1969-11-01,-0.09523983,-0.9540637,0.3275099,0.33023533,0.10523319,-0.018472672,0.28587085,-0.42002422,0.020289565,0.53313094,-0.74647415
1969-12-01,0.94906694,-0.14550944,0.06798525,0.024226379,0.80643445,0.032099914,-0.13884723,0.22485074,0.023317909,-0.24256626,-0.47089958
1970-01-01,0.6139622,0.9261818,0.18662462,0.12219,0.26585808,-0.6177602,0.5742799,0.3549142,0.10817671,-0.29990882,-0.9399331
1970-02-01,-0.110795975,-0.14196566,0.48168784,0.18583879,0.4946533,0.066791914,0.532895,1.076791,-0.5531947,-0.14707327,-0.55974275
1970-03-01,0.21268654,0.46151954,-0.023835564,0.25669068,0.918193,0.2012926,-0.07294731,-0.12677374,-0.33684102,-0.8739268,-0.83948314
1970-04-01,0.33461457,-1.0207382,0.12323771,0.14746618,-0.5031661,0.75461817,-1.3849509,0.24398708,0.52621585,-0.8680334,0.6033541
1970-05-01,0.4024543,-0.11917782,0.07582855,-0.03077668,0.27345413,0.09914017,-0.40533543,0.04465892,0.56458837,-0.94451684,0.27554956
1970-06-01,0.46793652,-0.3238755,-0.12323771,0.15414533,0.12991695,-0.4932128,-0.53603816,0.68415916,-0.31785116,0.5871144,-0.90208423
1970-07-01,0.21399613,0.8012416,0.32989985,0.45405436,0.022264004,0.30920744,-0.2641556,-0.26271516,-0.11537981,-0.7732152,-0.3948583
1970-08-01,0.44737515,0.6421195,0.12611897,0.21543685,0.13633423,1.172919,-0.2064002,0.020037651,0.11223669,-0.33592424,0.020692443
1970-09-01,0.4331,-0.9201573,-0.0015715599,0.21294847,-0.18033828,0.27921656,-0.77085763,-0.101497576,0.19880429,0.5285732,-0.10320015
1970-10-01,0.07229247,0.47880667,0.35033032,0.22250888,0.5466463,-0.36251006,-0.8789035,-0.010870075,-0.04190868,-0.09062757,0.24699926
1970-11-01,-0.7615592,0.048849773,0.38202375,0.37914246,0.32125622,0.73025864,0.5801733,-0.39577514,1.2243882,0.24647543,-0.36827254
1970-12-01,-0.3097313,-0.5757204,0.5162624,0.60977125,0.2471302,0.011917782,-0.3046237,0.11485596,1.0622542,-0.23350993,0.0015715599
1971-01-01,0.14338227,-0.7421047,0.3754431,0.0426116,0.21622524,-0.20110969,0.057007454,-0.116318226,-0.0064781187,-0.17706862,-0.41474366
1971-02-01,-0.4713193,-0.008925438,0.3190114,0.40351495,0.1320097,0.6658068,-0.49262494,0.67113334,0.16180897,-1.0281497,-0.47750932
1971-03-01,-0.5671953,0.057583284,0.40740174,0.34060517,0.71230537,-0.52141666,0.16238487,0.8519448,0.53192556,-0.15086825,-0.3989083
1971-04-01,-0.54373044,-0.74023324,-0.16900702,0.32030708,0.3679572,-0.3692528,-0.2880605,0.64896375,0.5956993,0.14467803,0.66782224
1971-05-01,-0.1459736,-0.7742073,-0.031814776,0.3030321,0.67573994,-0.44209576,0.06348558,0.62708205,0.1665597,0.31944332,-0.35917577
1971-06-01,0.26373148,-1.2152954,-0.34708327,0.09314098,0.14640561,0.08651896,-0.3896949,-0.34002933,0.29641,-0.3347029,-0.063053705
1971-07-01,0.13560864,0.42510867,0.15835409,-0.17649278,0.38580808,-0.34420413,0.19347987,-0.5540954,-0.17044656,-0.42985934,0.38321686
1971-08-01,0.12481179,-0.015403557,0.033254337,0.2717932,0.014827728,1.3893409,-0.078889176,0.28287792,0.10926428,-0.5427225,-0.16814327
1971-09-01,0.6426296,0.0070539475,-0.19491939,0.020586014,0.36320662,0.24717626,-0.79105055,-0.19736674,-0.02144978,0.5340851,-1.0138979
1971-10-01,0.3783222,-1.7417507,0.28590107,0.26704252,0.1910325,0.3246258,0.24660046,0.10019493,-0.43777698,1.0955222,-0.5086044
1971-11-01,-0.17145424,-0.45850697,0.2460247,0.43101102,-0.61297417,0.49017772,-0.2719371,0.016843129,0.97675645,-0.5018384,-0.52285624
1971-12-01,0.114446834,-0.8513689,0.069819644,0.15720233,-0.50313395,0.75851595,-1.4594486,-0.35514498,1.0624118,-0.93155366,-0.17591687
1972-01-01,1.0644267,0.23766442,0.2114912,0.07549496,0.43166304,-0.22714253,-0.0134155275,0.10627165,0.19781265,-0.7095739,-0.46651703
1972-02-01,-0.6359205,0.52149415,0.7528455,0.31500092,0.8242633,-0.3482767,0.4473144,0.04445524,0.16190651,-0.3906273,-0.3847088
1972-03-01,0.06918182,-0.25042233,-0.066419795,0.07562657,0.27541205,0.07996674,-0.014467669,0.15704012,0.25449982,-0.14375612,-0.15085849
1972-04-01,0.025121117,-0.67919195,-0.054714106,0.34840798,1.1725397,-0.41009313,-0.20438881,0.10469341,0.030776596,0.20254746,0.10390425
1972-05-01,-0.16348481,-0.766261,0.61211437,0.07904615,-0.8009836,0.6298704,0.92356414,-1.2492185,0.871349,0.87779367,-0.8208437
1972-06-01,-0.1348125,-0.6669601,-0.11889806,0.21819897,1.2184417,-0.74114,0.2481865,-0.62421477,-0.4861141,0.21504235,-0.16532612
1972-07-01,-0.12823626,0.5901499,-0.026173353,0.011968708,-0.66788083,-0.13888974,0.34932876,0.33065218,-0.15138455,-0.8019041,0.2888275
1972-08-01,0.069707915,0.2927733,0.26778364,0.33630782,0.08167672,0.34341016,-0.09653888,0.5355672,-0.2852764,-0.12363291,-0.40812016
1972-09-01,0.06681442,0.51360273,-0.09640737,0.25134307,0.15769772,0.48400974,-0.556348,0.16216955,-0.22635345,0.7671817,-0.28133067
1972-10-01,0.36616388,-1.0307566,0.3302577,-0.17939928,0.44744593,-0.3451199,0.07575798,0.29487762,-0.5109722,0.299481,0.50544816
1972-11-01,-0.1818982,0.2984287,0.038536645,0.45533738,-0.21399012,0.9574976,-0.55056113,0.29856032,0.85688114,-0.89068305,-0.71720237
1972-12-01,-0.18900052,0.018807983,0.09180393,0.3609028,-0.24003199,0.16098595,-0.7357475,-0.698263,0.86516744,-0.817424,-0.32499677
1973-01-01,-0.24337153,-0.11385975,0.3273119,0.07285909,0.18935056,-0.01662178,-0.5003176,0.16261701,-0.0033243657,-0.5727612,-0.536193
1973-02-01,0.07022734,-0.4807869,0.29600736,0.33437625,0.8521466,-0.35446084,0.18297882,0.53591603,-0.26968947,-0.003462887,0.4486513
1973-03-01,-0.06468668,-0.103332326,-0.33299103,0.17259017,-0.13449845,0.36360285,-1.2156109,-0.06371708,0.26151705,-0.50225675,0.30528793
1973-04-01,-0.36609617,-0.14253235,0.1461337,0.056375742,0.39019775,-0.35321426,-0.63730925,0.5478283,0.13200521,-0.2903282,-0.0747983
1973-05-01,-0.14627227,-0.43964782,-0.18658018,0.4363235,0.14668778,0.7467364,-0.027841592,0.6161164,-0.25431427,0.41914755,-0.50017905
1973-06-01,0.12050837,0.3382546,0.051250745,0.09612968,-0.11247444,-0.025763845,0.10153178,0.15444466,0.16344814,-0.5812105,0.025209809
1973-07-01,0.52275705,-0.3526602,0.3004399,0.103332475,-0.14433298,0.78288895,-0.7132157,-0.5030878,0.023270559,-0.001385212,-0.46845898
1973-08-01,0.27578416,0.75144595,-0.06357856,0.07216649,-0.0049865246,0.027149033,0.060808253,-0.012189341,-0.2910208,-0.6416033,-0.32287937
1973-09-01,-0.12951188,-0.36166367,-0.36304885,0.05526767,0.11815363,0.16524884,-0.7352396,0.3618022,0.06399407,0.67734027,-0.6248429
1973-10-01,-0.2437871,-0.27619973,0.053328417,0.16178596,0.5407641,-0.32454157,0.06357856,0.5417336,-0.20680341,0.5674976,-0.4706753
1973-11-01,-0.15250531,-0.2583312,0.17494497,0.256392,0.21719213,0.17688417,-0.80768317,-0.21649957,0.20403318,-0.66861373,-0.13075848
1973-12-01,-0.51167583,1.1018898,0.050142575,0.5529534,-0.31055152,0.2577772,0.26151696,-0.51458466,0.94675267,-0.7001953,-0.71293867
1974-01-01,0.037185095,-0.05795288,0.57096756,0.074510574,0.002806425,0.29074574,-0.913071,-0.11183615,0.13288431,-0.98547685,-0.24275589
1974-02-01,-0.72518075,-0.08068476,0.21946259,0.15645829,-0.080404185,-0.10004914,-0.08040412,-0.027783584,0.3931804,-0.32372135,0.052620508
1974-03-01,0.119273186,-0.6443556,0.17413883,-0.21679649,0.08559599,0.15589705,-0.5342034,0.15393257,0.5611451,-0.54935807,0.19125795
1974-04-01,0.23040763,-0.32428265,-0.020065928,0.25019294,0.3712903,-0.28597492,-0.38251597,0.48074096,0.6461798,-0.27348632,0.34027925
1974-05-01,0.0019644736,-0.36104682,0.37662253,0.538413,0.1780678,0.33396482,-0.42461243,0.41942048,0.19560795,0.037746478,-0.50880516
1974-06-01,-0.17217436,-0.048691463,-0.16052768,0.24275593,-0.04672699,1.2811339,1.8253002,0.50221014,-0.16193075,0.15954533,-0.68729395
1974-07-01,0.12320213,0.4411703,0.28962323,0.13358593,-0.4051078,-0.099628165,-0.3367712,-0.18592577,0.030449724,-0.6199397,0.18999511
1974-08-01,0.39837235,0.9153162,-0.0007016182,0.040973853,-0.13007784,0.3300358,0.2151126,0.05472536,-0.17554201,-0.44846702,0.06426718
1974-09-01,-0.005332184,-0.05290117,0.2591735,0.37620154,0.24247523,-0.082649276,-0.5076826,0.058654327,-0.31207466,-0.4535187,-0.097523406
1974-10-01,-0.24710591,-0.8426296,0.3780257,0.122921444,1.1089596,-1.0577424,0.4352768,-0.13148108,-0.68280363,0.845857,-0.38223535
1974-11-01,0.9318741,0.47723293,0.1615098,-0.020486902,0.98659945,-0.56956434,-0.16726303,0.22858343,-0.36076623,-0.4862135,-0.44846708
1974-12-01,0.94688857,-0.347155,0.8291589,0.26997834,0.24808809,0.68869716,-0.64014596,-0.12727144,0.20753527,-1.068547,-0.43555754
1975-01-01,0.70386267,0.54199046,0.4395787,-0.1524767,0.38280252,0.4309885,-0.18026085,-0.1903275,-0.29824236,-1.3492044,-0.81338835
1975-02-01,0.14576569,0.4397129,0.53984284,-0.0004026413,0.16818085,-0.07489605,-0.3947483,0.20656839,-0.18267682,-1.011635,-0.6143363
1975-03-01,-0.37582302,-0.72829115,-0.21260843,0.52279663,0.45635647,0.004160881,-0.5256152,-0.26039165,0.22227244,-0.28522283,0.3650852
1975-04-01,-0.08549976,-1.39833,-0.3312611,0.12979317,-0.22146711,0.31622815,-1.4132285,0.39045325,1.5675844,-0.13435689,0.877144
1975-05-01,0.23301025,-0.92707473,-0.028723622,0.19905193,0.26428413,0.12616912,-0.73701566,0.35891095,0.314349,0.100935265,-0.009798241
1975-06-01,-0.015569782,-0.73204935,-0.3350193,0.06576903,1.0081451,0.33528778,0.008992863,0.34065676,0.035300445,-0.8351323,-0.34790468
1975-07-01,0.33515358,0.08268104,0.11046507,0.010872031,-0.3982381,0.34522024,0.43608886,0.21502438,-0.22804403,0.25435162,-0.28441745
1975-08-01,0.24012402,-0.13435669,-0.091137074,-0.0302001,0.0144960405,0.5621238,0.2359631,0.22307777,0.18079765,-0.24683514,-0.38119182
1975-09-01,-0.034629345,1.0451905,0.089526415,0.44736356,-0.26938456,-0.39904347,-0.3390461,0.7492299,-0.28280678,-0.9402286,0.0255023
1975-10-01,0.16912034,0.55500996,-0.31649664,0.5552784,0.41246566,-0.5621239,0.09704284,0.034092475,-0.087513044,0.23005733,-0.5876261
1975-11-01,0.23180218,0.68372935,0.20831327,0.38239986,0.038253404,0.36736697,-0.602122,0.10402243,0.23394978,-1.0808936,-0.18415336
1975-12-01,0.8030531,0.18925372,0.06469524,0.2134138,0.32857662,0.21797733,0.120666005,0.30106106,0.01597252,-0.3100539,-0.6277586
1976-01-01,0.83771163,0.28187448,0.33390462,0.0691946,0.97945356,-0.48315603,0.32518822,-0.44386515,0.04063177,-0.41583863,-0.6218136
1976-02-01,0.34128016,-0.39143276,-0.01635995,0.1056694,0.57166076,-0.21777554,-0.116263196,0.01662817,0.33189315,-0.16601363,-0.22407818
1976-03-01,-0.112508394,-0.6813532,-0.43957406,0.5169487,0.19940408,-0.15407887,-0.9531703,0.2903227,-0.0056321146,-0.356299,0.21951886
1976-04-01,0.11881094,-0.65802,-0.18478736,0.10446253,0.8802208,-0.5813159,-0.41248623,0.12752743,0.415168,0.007911826,0.50890285
1976-05-01,-0.24084046,0.18827394,0.7465248,0.15716314,-0.5935188,0.25585946,0.17231616,-0.15045814,1.0711768,-0.7128662,-0.64514667
1976-06-01,0.19202867,-0.4831561,-0.11170385,0.0071072103,1.0945098,0.027758336,0.9688598,0.11183796,-0.77656287,-0.7547049,0.17848477
1976-07-01,0.2569322,0.61725414,0.4543248,-0.13879165,-0.06959705,0.89108276,-0.06557403,0.24660666,-0.30601218,-0.60679454,-0.04304552
1976-08-01,0.37346357,0.9244733,-0.17754607,0.1527379,0.96818936,-0.61604726,0.1900172,-0.30158702,-0.18344638,-0.7804518,1.1855625
1976-09-01,0.41878876,-1.5706928,0.05149374,0.15783362,0.56750375,-0.34128004,1.1354097,0.09936681,-0.312583,-1.0459663,0.76704186
1976-10-01,0.038888477,-0.14026675,0.20798635,0.121493004,0.21723919,-0.5764883,0.22890568,0.21683684,0.035267852,0.28589743,-0.286568
1976-11-01,-0.060210086,0.34650993,-0.3120466,0.5024661,1.0167328,-0.600626,0.05725994,0.70522267,0.14026675,-0.546048,-0.6206066
1976-12-01,0.6310663,-0.17472991,0.10593758,-0.07737465,0.5292858,-0.32049483,0.058735084,0.69489706,0.07750883,-0.4132908,-0.32062894
1977-01-01,0.3345192,-0.67638934,0.10845528,0.11857958,0.16074124,-0.39027262,0.045074135,-0.0022190094,0.91535157,0.077804886,-0.34367293
1977-02-01,-0.22606412,0.9561261,-0.07100916,0.19527492,0.36489257,-0.6834625,0.31108084,0.040358543,0.36697277,-0.41634616,-0.74725974
1977-03-01,0.06268773,-0.6532281,-0.06254902,0.29360598,-0.19014354,0.7411574,-1.1113201,-0.20858917,0.41787186,-0.4908228,0.21150169
1977-04-01,0.3385414,-0.36572456,-0.1897274,0.38916302,0.93060744,-0.1445146,-0.45920143,0.055475853,0.3746008,-0.18515065,0.06476806
1977-05-01,0.8680584,-1.0677716,0.12703967,0.04895742,0.8544668,-0.13466768,0.03328552,0.012204671,-0.023438549,1.3175515,-0.7268724
1977-06-01,0.31343856,0.42605457,-0.03827834,0.094170235,0.37640363,0.05020561,0.01373024,0.19693927,0.03952656,-0.5024725,-0.03855572
1977-07-01,0.50524634,-0.07114776,0.16684365,0.5143999,-0.18085127,0.3384027,-0.011788607,-0.23729797,0.13771877,-0.5454663,0.344505
1977-08-01,0.66515553,-0.1533908,0.27862749,0.21718797,-0.10373993,0.13785748,0.42827362,-0.16906267,0.32661405,0.21191779,-0.47598282
1977-09-01,0.3023434,0.3094166,0.107207105,0.18431851,0.5155093,-0.23979434,0.014423704,-0.8027356,0.3747394,-0.46669063,0.595672
1977-10-01,0.3442277,-0.7920565,0.24145865,0.37571025,-0.3085844,-0.23660454,0.52910095,0.23799133,0.9405931,1.2720613,-0.78747976
1977-11-01,-0.05173125,0.9616739,0.1525586,0.32869443,0.25740796,0.018723106,0.1762745,0.047847927,0.26267818,-0.75918704,-0.87582505
1977-12-01,1.210067,0.9213152,0.009846973,-0.04757061,1.1862127,-0.77250147,1.0619464,0.33757058,-0.39817792,-0.22134857,-0.78747976
1978-01-01,0.34839362,0.5868966,0.45677233,0.31118193,0.41723496,-0.48351803,0.5247997,0.3374626,0.06895771,-0.051398564,-0.83423746
1978-02-01,0.8691233,0.25978342,-0.09395943,0.16582422,0.27269116,-0.48572764,0.34316063,0.28187782,0.107332185,-0.13163605,-0.7600468
1978-03-01,0.61934054,0.6251547,0.36630154,0.1181468,0.90586966,0.27362147,0.1632659,-0.44956264,0.23385163,-0.46491233,-0.94994223
1978-04-01,0.1508232,-0.6113167,-0.31943828,0.20466375,-0.11989117,0.12686828,-0.26152772,0.05291023,1.0308774,0.27966836,-0.19977972
1978-05-01,-0.005814314,-1.0207605,0.090586945,0.26129514,0.3262991,0.20361719,-0.40874615,-0.21861811,0.4742152,0.34571892,-0.6117819
1978-06-01,0.29350653,0.12070508,-0.28385466,0.03697901,0.7883043,-0.4395619,-0.55875534,-0.17047557,0.0001162529,-0.48142505,-0.3219965
1978-07-01,0.3894426,0.26373714,0.09384298,0.22350211,0.17001048,0.5615462,-0.22582793,-0.052793883,-0.023141002,-0.09919214,0.4844485
1978-08-01,0.20838495,0.36211532,0.14198546,0.18152285,0.0001162529,-0.21815296,-0.4728198,0.19094196,-0.36013842,0.04139786,0.50131
1978-09-01,0.16663814,-0.8590063,0.13617118,0.5580576,0.2361773,1.213912,0.2532715,0.6431791,-0.68294907,0.925522,-0.48316938
1978-10-01,0.12965915,-0.74190617,0.20757094,0.058608245,0.81877136,-0.74632514,0.7903975,0.14210181,-0.30466992,0.8077242,-1.2751948
1978-11-01,0.8521454,-0.7449297,-0.08070264,0.3803723,-0.51526433,0.5702678,-0.30397218,0.76225626,0.92040557,-0.27152833,-0.69608945
1978-12-01,0.2790869,-0.19710521,0.03162985,0.5539876,-0.29908818,0.15710278,-0.377465,0.19350033,0.08279576,-0.7056249,-0.30420485
1979-01-01,0.8767339,0.41657877,-0.046550892,-0.011154366,0.4127118,0.4424568,-0.09101963,1.0529732,-0.19438362,-0.6346096,-1.0943186
1979-02-01,-0.44721612,0.13504219,0.24301668,-0.1118412,-0.24301665,-0.061720848,-0.50016224,-1.0175765,-0.033463098,-0.5557853,-0.43264103
1979-03-01,0.5531082,-0.17356208,-0.14515562,0.19200401,0.24911442,0.21148701,-0.27871066,0.23305216,0.707931,-0.33983666,0.2639869
1979-04-01,0.43695408,0.50120336,0.017252088,0.10187666,0.3117276,0.28852654,-1.0562451,-0.10321512,-0.41390172,-0.58791,-0.47577143
1979-05-01,-0.32184094,-0.7141775,-0.47517642,0.21936938,0.31425595,-0.638179,0.20063002,0.012939071,-0.12983695,-0.028406477,0.15407905
1979-06-01,-0.08611174,-1.1780508,0.2437603,0.17490062,0.9188231,-0.11600552,0.47592002,-0.115856744,-0.350991,0.147089,0.31901515
1979-07-01,0.3005733,1.3419459,0.14931993,0.28465968,-0.5415077,-0.5166707,-0.5901408,0.91227925,-0.38861838,-0.33180553,0.48305884
