,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11
1965-01-01,0.04895866,-0.000315845,0.019961298,0.0051473975,0.0025208592,0.0630371,-0.05226946,0.038715005,0.0422346,0.0043069124,-0.032727778
1965-02-01,-0.030468881,0.008246779,0.025529623,0.015548646,-0.09203577,0.027735949,-0.022431612,0.031623244,-0.0039405227,0.047487795,0.093242645
1965-03-01,0.0026258826,0.024373949,0.01801765,0.020171404,-0.21175498,0.026842892,-0.027894855,0.034039736,0.047435224,0.0027834773,0.03146571
1965-04-01,0.0057777762,0.02069676,0.021116972,-0.009666443,-0.18743289,0.03556311,-0.023429692,0.027315676,0.07995224,-0.026529074,0.012869537
1965-05-01,0.055892825,0.012922049,-0.020172715,0.008509457,-0.41069156,0.030625165,0.010242999,-0.00073611736,0.025582135,0.023533404,0.0028885603
1965-06-01,-0.05899352,0.0032037497,-0.029050589,-0.00089371204,-0.214329,0.0385049,0.008036673,0.0004196167,0.03015238,-0.004150629,0.033619463
1965-07-01,0.023270786,0.00010442734,0.00556767,-0.048014402,-0.32947797,0.038294792,0.022692919,-0.0025746822,0.051585257,0.0063031316,0.02038157
1965-08-01,0.02742076,0.0033613443,0.025687218,-0.025846124,-0.37628347,0.031045437,0.024373949,0.00556767,0.028839111,0.01129359,0.017754972
1965-09-01,0.024268866,0.013289809,0.028261244,0.009139836,-0.40932578,0.03388214,-0.04050243,0.014025211,0.044808686,-0.01360631,0.0257923
1965-10-01,-0.010401905,0.006408155,0.018227756,0.021957457,-0.49090713,0.046804845,0.013342321,0.0017853975,0.014130294,-0.026686668,0.021169543
1965-11-01,0.04191941,0.0072486997,0.0065657496,0.021589756,-0.3193919,0.061251044,0.02778846,-0.0033626556,0.032621384,0.022640407,-0.031519532
1965-12-01,0.020223975,0.027525842,0.026632786,0.02847141,-0.30846536,0.057626367,-0.0013664961,0.020118892,0.07117945,-0.04754162,0.0087195635
1966-01-01,0.011429906,0.012979984,0.03180939,0.034909606,-0.37723935,-0.012596905,0.05054754,0.0104724765,0.0055941343,-0.022855043,0.031079888
1966-02-01,-0.02349335,0.03518319,0.016764104,0.047584116,-0.2284736,0.018815756,-0.01665461,0.036095023,0.027295828,0.040973306,0.032493234
1966-03-01,0.044255912,0.018496633,0.0153051615,0.014074206,-0.15288258,0.05624652,0.011977017,0.015533149,0.021277726,-0.00024157763,0.033997774
1966-04-01,0.050502002,0.019180477,0.008785546,0.005092621,-0.08709377,-0.0014725327,-0.010180593,0.02196157,0.05752307,0.033587456,0.015122831
1966-05-01,0.028845906,0.021414459,-0.0144661665,0.020274699,-0.49988103,0.056930423,0.063723564,0.010107756,0.03691566,-0.0073083043,0.044939816
1966-06-01,0.021688044,-0.00028717518,-0.023630142,-0.0009254813,-0.3629691,0.03878492,0.012387335,-0.0023843646,0.042933762,0.020685017,0.003496945
1966-07-01,0.013344765,0.007098675,-0.029009938,-0.046836317,-0.028645217,0.038009822,0.027751744,-0.0019284487,0.05205208,0.0054118037,0.014302194
1966-08-01,0.008284092,-0.011411548,0.015943468,-0.031517506,-0.33807606,0.03386098,-0.003296256,0.006095648,0.035319924,0.019043684,0.02592802
1966-09-01,-0.019298911,0.0131623745,0.026156008,-0.008174539,-0.12466133,0.027888477,0.0018100142,0.015487552,0.026156008,-0.0007430911,0.021277726
1966-10-01,-0.0111836195,0.0045911074,0.03139907,0.012068152,-0.16181856,-0.009177566,0.049179792,-0.023538947,0.02196157,-0.08216989,0.015533149
