,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,24.606598,26.16986,26.425812,20.84494,25.100586,23.71994,27.673218,26.447266,18.748291,19.960266,6.7347717
1965-02-01,23.775818,26.022156,26.097504,20.943237,24.928436,25.738739,28.209625,26.840454,18.064209,18.872528,5.2957764
1965-03-01,23.945984,25.950317,26.13092,20.61142,25.43637,27.168762,29.067322,27.979584,17.35318,18.563171,4.103241
1965-04-01,24.367615,26.713715,26.878387,20.508636,25.733246,27.04953,29.120728,29.042877,17.753357,19.096558,4.447052
1965-05-01,24.869568,27.080444,27.07248,21.47113,26.171356,26.637878,28.800385,28.69162,18.819641,20.55304,8.928223
1965-06-01,25.689362,28.358795,27.197723,22.16269,27.018097,26.133423,27.42276,28.269989,21.298492,22.092346,15.312927
1965-07-01,26.759125,28.748505,27.464172,23.37616,27.526031,25.020752,26.41336,27.638306,24.101166,23.616669,20.772095
1965-08-01,27.235138,29.250946,28.22757,23.642609,27.98407,23.069305,25.888428,27.308472,26.140411,25.149475,22.435608
1965-09-01,28.001038,28.884705,28.628754,24.205933,28.348328,22.926605,25.726288,27.116882,25.172913,24.520294,19.752716
1965-10-01,27.313965,28.716553,28.382263,24.797699,28.349335,24.220398,26.489685,27.339417,23.879608,23.391144,15.2126465
1965-11-01,26.790558,27.723114,28.268982,23.78183,28.049438,23.536316,27.087433,27.181244,22.072876,21.586395,11.7942505
1965-12-01,25.844543,26.970184,27.869812,22.318878,27.057495,23.795776,27.570953,27.431244,20.700714,20.541565,8.540527
1966-01-01,24.576416,26.438782,27.105438,21.380219,26.206299,24.819489,28.302124,27.730774,18.751312,19.577362,6.141968
1966-02-01,24.47403,25.624847,26.729248,21.523926,25.838654,25.674255,28.458466,27.678314,17.544556,18.584412,4.4586487
1966-03-01,24.69693,25.521973,26.91684,20.957611,25.750397,25.29956,29.152863,28.348541,16.959564,18.399841,3.964447
1966-04-01,25.30362,26.531067,27.374725,21.38272,26.335907,24.49524,29.70105,28.661194,17.085632,19.38977,5.034027
1966-05-01,25.803864,27.563354,27.45694,22.213806,26.311676,23.483093,29.367188,28.04898,18.977234,19.92279,7.4990234
1966-06-01,26.249664,28.395416,27.79483,22.52597,27.141266,23.540588,28.081757,27.538635,22.031738,21.258667,14.632263
1966-07-01,26.915314,28.99353,28.133698,22.98639,27.959229,23.05951,27.055023,27.180084,24.517914,23.026733,21.450287
1966-08-01,27.602173,29.493774,28.516449,23.702972,28.252716,21.776062,26.095337,26.92038,25.902191,24.403961,22.011566
1966-09-01,27.904755,29.419159,28.71112,24.660645,28.591095,21.192596,25.675262,26.851776,24.716095,24.75241,20.187042
1966-10-01,27.60318,28.994019,28.609253,24.58197,28.760529,21.767487,26.42868,26.771606,23.843689,23.590515,15.932312
1966-11-01,27.162445,27.560822,28.59311,23.899658,27.932983,21.392822,27.79834,26.659637,21.685822,21.823486,12.509186
1966-12-01,26.129639,26.211853,28.113037,22.10437,26.839691,21.978302,28.479156,26.377747,20.30252,20.151245,10.289795
1967-01-01,24.919983,25.833984,27.24231,21.115204,25.897583,23.320343,28.5755,26.403412,18.474854,19.26065,7.999115
1967-02-01,23.969421,25.560028,26.546661,20.581848,25.676239,25.290588,28.761322,26.927277,17.999573,19.100403,6.2322083
1967-03-01,23.63736,25.883057,26.745483,20.213226,25.420319,26.139984,28.967163,27.711578,18.015106,18.931122,5.4849854
1967-04-01,24.552368,26.409943,27.26233,20.7341,25.569061,25.347198,29.325745,28.340607,17.570892,19.68335,4.611023
1967-05-01,24.48227,27.242798,27.555328,21.280975,26.241669,24.214325,28.950623,28.340607,19.529114,19.78952,6.7605896
1967-06-01,25.544006,28.422241,27.762665,21.833405,27.40857,23.012848,27.526276,27.463165,21.445251,21.490326,13.769623
1967-07-01,26.842163,29.248627,28.022095,22.815002,27.708588,21.299011,26.324799,26.513123,24.673065,23.303314,20.682007
1967-08-01,26.828125,29.369812,28.259491,23.683441,28.174835,20.220734,25.388763,25.977234,26.967865,24.597443,21.691162
1967-09-01,27.457153,28.985687,28.698212,24.407135,28.456299,19.838104,25.400787,26.54715,25.90561,25.05371,18.294067
1967-10-01,27.329437,28.18686,28.552979,24.544373,28.591034,20.995514,25.819977,26.190063,23.80014,24.254395,15.7659
1967-11-01,26.683899,27.414093,27.987549,23.253235,27.88086,21.464783,26.81662,26.287231,22.588135,22.304688,12.120392
1967-12-01,25.78241,27.003906,27.534302,22.234558,26.680878,21.232422,27.28537,26.303772,20.580322,20.612396,9.645813
1968-01-01,24.430817,26.375153,26.802002,21.094666,25.52243,22.240204,27.954437,26.275726,18.538025,19.642517,6.6936035
1968-02-01,24.138031,25.69159,26.490387,20.723724,25.21579,24.70337,28.28238,26.898438,18.268463,18.925812,5.0430603
1968-03-01,24.080658,25.232605,26.680328,20.397766,25.01596,24.757263,28.525726,27.25357,17.966278,18.746277,3.9761963
1968-04-01,24.554962,26.060577,27.340118,20.67279,25.35376,24.975891,29.168213,28.120148,18.030579,19.361572,6.132202
1968-05-01,24.676147,27.245178,27.65274,21.57544,26.44043,23.200226,29.025757,27.930695,18.38272,20.185577,9.959015
1968-06-01,25.165833,28.243774,27.771912,22.176392,27.43509,22.197174,28.269012,27.257538,20.187073,21.512146,15.981903
1968-07-01,26.150604,29.042572,27.63147,23.162659,28.003418,21.763885,27.393066,27.26892,23.055328,23.086487,20.715302
1968-08-01,27.261993,29.56488,28.006378,24.231018,28.529663,21.828674,26.455261,27.138336,24.289368,24.85669,22.50531
1968-09-01,27.479126,29.361603,28.504456,24.786469,28.820496,21.801971,26.098175,26.969177,24.088074,25.31073,20.068848
1968-10-01,27.791718,28.778961,28.517303,25.416595,28.666687,22.462769,26.84848,26.69812,22.300537,23.957489,16.839539
1968-11-01,27.135864,27.715057,28.381775,24.414001,28.007843,22.488495,28.037048,26.775787,20.772675,22.159576,12.785217
1968-12-01,26.070465,26.556671,27.712067,22.721954,27.074524,22.80011,28.133972,27.139801,19.719666,20.450195,9.82843
1969-01-01,25.146637,25.944489,27.16687,22.025543,26.2547,23.933472,28.585663,27.217651,18.600372,19.720734,7.240906
1969-02-01,24.911804,25.721436,27.01715,21.700958,25.753754,24.667725,29.218384,27.371979,18.052246,18.633698,5.8533936
1969-03-01,25.29535,25.775787,27.510406,21.855804,25.95935,26.7659,29.53067,28.373383,16.903687,18.147095,4.912506
1969-04-01,25.576324,26.944855,27.863708,21.49176,27.016144,27.020752,29.90445,29.228119,17.234924,18.480896,6.6158447
1969-05-01,26.000885,27.881653,28.352356,21.902985,27.4971,25.757843,29.406067,29.125061,18.503967,19.107483,10.191254
1969-06-01,26.293152,28.985596,28.330322,22.488556,28.372345,25.195343,27.876007,28.24057,20.687775,20.830322,16.486298
1969-07-01,26.825897,29.909058,28.379028,23.105377,28.81845,22.894653,26.251099,27.35556,24.226257,22.701324,21.136414
1969-08-01,27.627838,29.989563,28.94458,24.153442,28.673859,22.095795,25.31482,26.906403,25.924988,24.253937,22.942322
1969-09-01,28.094452,29.546051,29.19992,24.38675,28.971771,21.45279,25.453278,27.124847,25.214844,24.186249,21.209747
1969-10-01,27.611938,29.017914,28.903564,24.613892,28.863556,21.848114,26.243408,26.763855,23.490448,23.477142,16.914429
1969-11-01,27.305847,27.852936,28.569244,24.14267,27.92984,22.976685,27.091003,26.757202,21.241547,21.905548,13.557983
1969-12-01,26.563873,26.72232,27.919586,22.500336,26.987915,23.360748,27.8237,26.972046,20.294495,19.908386,10.75119
1970-01-01,25.508942,26.029633,27.422272,21.922974,26.498138,24.552795,28.454376,26.98941,18.179962,18.731659,7.0527344
1970-02-01,24.858063,25.172668,27.086517,21.047394,26.148956,25.730011,28.78186,27.495636,17.44696,18.286896,4.829956
