,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6,mgv250_cluster7,mgv250_cluster8,mgv250_cluster9,mgv250_cluster10,mgv250_cluster11
1965-01-01,-0.00706439,0.3061229,-0.7744322,-0.05607338,0.57118416,0.79680264,-1.7257679,-0.6219593,0.97282326,-0.46124482,-0.5267374
1965-02-01,0.45947877,-0.32834625,-0.18750039,0.09168968,0.49789137,0.403994,-0.035763405,-0.9654646,0.83845294,0.09698801,-1.2768856
1965-03-01,-0.28625435,0.24107179,-0.16262779,-0.13245702,0.6238726,0.19000229,-0.92616904,-0.038559724,0.99107283,0.39310303,-0.19721393
1965-04-01,-0.34306368,0.3117155,-0.9167498,0.0859499,0.6184271,0.6565453,-2.24029,-0.7673677,0.71629816,-0.31201,-0.15880127
1965-05-01,-0.17440179,0.7180642,-0.424304,-0.42077184,0.7293967,-1.1697428,-0.45638806,-0.35263005,0.39045388,0.80062926,0.80578023
1965-06-01,0.46153918,-0.07491181,-0.18750039,-0.08447814,0.7045243,0.31039098,0.33967867,-0.4634524,-0.16365805,0.207516,0.61092126
1965-07-01,0.91204023,0.06931915,-0.4075261,0.010743761,0.5301224,0.60238516,0.26697445,-0.5404246,-0.96119654,-0.003532219,-0.48229083
1965-08-01,0.6346163,-0.52011454,-0.60974383,-0.3234895,0.6377069,0.50304234,0.10052017,-0.3944276,-0.7778172,0.3907482,-0.87127286
1965-09-01,0.8372757,-0.29567352,-0.2609403,-0.20545554,0.4634525,-0.57898444,-0.5015706,-0.9123346,0.122596405,0.29876417,0.89040565
1965-10-01,0.77443206,-0.06622849,0.07888546,0.44652733,0.45226717,1.3360499,-0.032084085,-0.9878351,-0.0072114943,0.0506279,-1.5569587
1965-11-01,0.6016492,-0.07535334,0.24828339,-0.14423104,0.40355244,0.7407292,-0.57574654,-0.995341,0.076383546,0.06902466,-0.26550293
1965-12-01,0.90365124,-0.17263564,0.1798472,0.17763963,0.4722829,0.6109212,-0.91027415,-0.31377602,0.99622405,-0.2312111,-0.29434896
1966-01-01,-0.5501681,-0.033852052,0.05034404,0.55364007,0.6240929,0.47392863,-0.68991625,0.3793165,1.1590708,-0.5627543,-1.2688732
1966-02-01,-0.6641656,0.254035,0.45627937,0.7609478,0.57403815,-0.061483383,-0.19906168,1.0284368,0.71465427,0.056854058,-1.0358146
1966-03-01,0.42532054,0.20094228,-0.2394237,0.5361355,0.18271425,0.47320533,-0.7111823,-0.5581249,0.53946275,-0.041519403,-0.8397912
1966-04-01,-0.2812324,0.37324053,0.1844502,0.7281083,0.8337151,-0.1566743,-1.2335744,-0.0034721375,0.5885049,-0.15566154,-0.17591496
1966-05-01,0.49345866,0.3955192,-0.22683764,-0.064232066,0.16781358,0.98445797,0.005931282,-0.7007663,-0.4201126,0.47841334,0.39248118
1966-06-01,0.3182671,0.044702005,0.2265482,-0.55233806,0.6789216,0.6780536,0.59400225,-1.5177001,-0.33880982,-0.5895175,0.68485296
1966-07-01,0.81736785,-0.0571434,-0.21208152,0.054684065,0.43834057,0.739103,0.59660614,-0.3392438,-1.1192876,-0.6343641,-0.6562088
1966-08-01,1.1090162,-0.22596964,-0.28340238,0.09316544,0.27370968,0.0432554,0.2706717,-0.25866437,-0.2849936,0.64101887,-0.32202846
1966-09-01,0.8830465,-0.13888018,-0.23074369,0.3752659,0.5304933,1.0008054,0.094901465,0.35689315,-0.3395331,-0.12774086,-0.40130582
1966-10-01,0.491144,0.005786681,0.6984516,0.117469504,0.1915389,1.2518023,-0.6025376,-0.90792924,0.0007234573,0.038915373,-0.2738544
1966-11-01,0.47928128,-0.23233494,-0.31696495,-0.39074516,0.21020088,0.13396153,-1.1881489,-0.6112175,-0.01070528,0.04687209,-0.01924057
1966-12-01,0.3644158,-0.31262508,0.050922774,-0.46134263,0.4393533,0.90301055,-1.4646072,-0.7911829,0.3435838,0.15030885,-0.7862644
1967-01-01,0.4103252,0.3074109,-0.16502944,0.030807685,0.01815157,0.23480454,-1.2254803,0.030974198,0.18284786,0.14554557,-1.0231485
1967-02-01,0.38384733,-0.024646092,-0.026644517,-0.46444672,0.26994205,1.1065792,-2.1227338,0.14204845,0.3488763,0.44246522,-1.0409672
1967-03-01,-0.4965868,0.5258958,-1.2945894,-0.133389,0.1996672,0.6791016,-0.87577134,-0.42231527,0.86994284,-0.37152424,0.060949277
1967-04-01,-0.45395556,0.5199007,-1.1991688,-0.59017557,0.266778,-0.018651199,-0.80649555,-0.68642884,0.6226486,-0.6236477,0.844131
1967-05-01,0.2972527,0.71940136,-0.28576222,-0.05928401,0.2910911,1.0437981,0.72572947,-1.6049976,-0.28676128,0.11990027,0.2874275
1967-06-01,0.4764369,0.17435491,-0.34055004,-0.35204038,0.44562927,-0.15886779,0.36619535,-1.4286447,0.32489634,-0.10591187,0.90841085
1967-07-01,0.6491265,-0.12239814,-0.945047,0.014154887,0.3035807,0.62831056,0.22631173,-0.21382208,-1.2734404,0.7688602,-1.0131571
1967-08-01,0.935888,-0.008825993,-0.42564583,0.0064945696,0.19683623,0.49292317,0.17418842,-0.5280606,-0.73172444,1.5062468,-1.4259802
1967-09-01,0.9192351,-0.1315572,-0.63930136,0.290425,0.5179023,0.9418829,0.6427985,-1.048794,-0.28059986,0.35337263,-0.26977554
1967-10-01,0.96752834,-0.37735265,0.7728569,0.075770296,0.13888443,0.6018325,-1.028311,-0.6502923,0.3615325,-0.11856804,0.0041631935
