,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7,zgu600_cluster8,zgu600_cluster9,zgu600_cluster10,zgu600_cluster11
1965-01-01,0.39855498,-0.15674973,0.04334259,0.41093865,-0.17956161,-0.2825405,-0.36661854,0.2554924,0.4621025,0.0,-0.12383576
1965-02-01,0.5784426,0.0026069642,-0.4946905,-0.08147087,0.11699219,-0.502512,-0.5735544,0.32718658,0.2620102,0.35130215,-0.14501801
1965-03-01,0.29981232,-0.13947812,-0.13035317,0.1277462,0.100371934,0.17695466,-0.5438992,-0.04171295,0.07984142,-0.10917091,-0.25255966
1965-04-01,0.11536274,0.101023674,-0.19129333,0.28612536,-0.15218735,-0.21052055,-0.539011,0.05507431,0.4523262,0.07397576,-0.13002738
1965-05-01,0.09124718,0.12611695,-0.16717796,0.059636306,0.0042362213,0.23659115,-0.25712186,0.04627533,0.010754013,0.0423645,0.0009773255
1965-06-01,-0.1570755,-0.1492546,0.28123704,0.00065193174,0.03910599,-0.0844038,-0.14241104,0.22029705,-0.35130233,-0.023137664,0.040084075
1965-07-01,0.41550142,0.056703947,0.2620102,-0.13882598,-0.030632783,-0.18314667,-0.1603344,0.57550985,-1.0020908,0.20269927,0.07104187
1965-08-01,0.08016739,0.095158,0.051163483,0.099394225,-0.10884476,-0.23985024,-0.015968323,0.35879746,-0.2466938,-0.19878845,0.059962463
1965-09-01,-0.38389054,-0.0016292572,-0.08277397,-0.021182632,-0.040083695,0.3128479,0.122206494,0.32197246,0.43081743,0.21540871,0.1381752
1965-10-01,0.48295897,-0.17141457,0.13198242,-0.47024918,-0.07690849,-0.23756886,-0.029981231,0.105912015,0.23007354,0.393993,0.080818936
1965-11-01,-0.005214119,-0.034217454,0.18477555,-0.27471963,-0.12285805,-0.36759624,0.04334221,0.3431549,0.18673114,0.19194527,-0.022159958
1965-12-01,0.3053526,-0.24799728,-0.13002738,0.4392906,-0.057355117,0.02346344,-0.39562225,0.06973915,0.1189476,0.22355576,0.14306298
1966-01-01,0.4421257,-0.031510163,0.06072254,-0.068928525,-0.011159515,0.24026413,-0.22582206,-0.079431534,-0.2612709,-0.13654366,0.0091903685
1966-02-01,0.42932472,0.09387398,-0.25864524,-0.10536194,-0.08337021,0.0055797575,0.08533974,-0.18938904,-0.25733224,-0.21925735,-0.029212952
1966-03-01,0.20941086,-0.24420318,0.08172913,-0.088293836,-0.12833862,-0.2789955,-0.46017838,0.12144508,0.18840408,0.052188493,-0.042998124
1966-04-01,0.40634862,-0.055142593,-0.07221069,0.3869831,0.0187088,0.13818474,-0.110285565,-0.49070376,0.15886346,-0.20383072,-0.08074455
1966-05-01,0.009846878,-0.19299889,-0.007221222,0.09026337,-0.068927765,-0.2566759,-0.10339241,0.18249588,0.10339241,0.85864943,0.17691574
1966-06-01,-0.18971673,0.16772537,0.12210121,-0.23205833,-0.14507751,-0.088293836,-0.08435516,0.16805382,0.106674954,0.28752938,0.078775786
1966-07-01,0.017724609,0.17822877,0.09223251,-0.054486085,-0.085668184,-0.43162233,0.010503387,0.5455181,-0.30394095,0.05711212,0.1211174
1966-08-01,0.21630326,0.16805382,0.08698082,0.16378708,0.040700912,-0.060394287,-0.061050795,0.23435593,-0.22516593,-0.14212342,0.21696015
1966-09-01,0.29803276,0.010503387,0.2724308,0.13326149,0.0072216033,-0.19529685,-0.077790454,-0.16017608,-0.12866592,0.17232056,0.04135742
1966-10-01,0.121445276,-0.25043947,0.15787849,0.23238678,-0.11192627,-0.13588695,0.05415802,0.0193655,-0.013457489,0.13063546,0.0055797575
1966-11-01,-0.081401065,0.0797596,0.15328331,0.19004516,-0.13063546,-0.26159936,0.2359974,0.4710102,0.32954293,0.16116104,-0.08960686
1966-12-01,0.5954092,-0.062363815,-0.20153312,0.35974008,-0.078775026,-0.59311163,-0.4040512,0.47232285,0.14474945,0.13391761,-0.096171185
1967-01-01,0.45650864,-0.08326874,-0.0241642,0.0009796142,0.026123429,-0.1417202,-0.23054028,-0.2315199,-0.19984475,0.20833512,0.14204636
1967-02-01,0.61716807,-0.35821915,-0.15445518,0.60867804,-0.026450347,-0.18449707,-0.21225357,-0.29421616,-0.016327286,0.1737217,0.040164948
1967-03-01,0.029715538,-0.0048980713,-0.1391079,0.1616394,0.037552644,-0.30629843,-0.4388752,-0.096004106,0.19723244,0.0829422,0.22270317
1967-04-01,-0.10873928,0.095351025,-0.12735215,0.32687074,-0.090452954,-0.032327842,-0.5998615,0.4940613,0.075431824,0.13420944,0.05649223
1967-05-01,0.065308765,-0.14074059,-0.05485954,-0.7226421,-0.067921065,-0.37715855,-0.066288374,0.25372466,-0.15706769,0.6645172,-0.0032653809
1967-06-01,-0.24588776,-0.17404786,0.26646003,-0.42189485,-0.024817277,0.2419693,-0.2230297,0.3412388,0.057798386,0.20441666,0.07837067
1967-07-01,0.5472881,-0.0104496,0.044083405,0.3921791,0.1364952,-0.15870056,0.17698708,0.376832,-0.725581,0.012408828,0.018939972
1967-08-01,0.32164612,0.041797638,0.18253823,0.32197267,0.12343369,-0.4163437,0.12473984,0.43822232,-0.73407096,0.1547821,0.07216644
1967-09-01,0.11069832,-0.17078248,-0.35919875,0.046369553,0.12506676,0.22368279,-0.19951859,0.22531548,-0.35495338,-0.32980958,0.13943405
1967-10-01,0.22792777,-0.28376693,0.18972245,-0.12800522,-0.026449967,-0.114617154,-0.09633026,0.0068572997,-0.04865532,0.17568092,0.0734726
1967-11-01,0.5280218,-0.43691596,0.18090515,-0.13812828,-0.091105655,-0.6498226,-0.2824604,0.4865505,0.250786,0.32295227,-0.12669906
1967-12-01,0.08588104,0.40622061,-0.23380546,0.5819017,-0.118535616,-0.5054901,-0.41765004,-0.032654572,0.238377,-0.38075066,0.0682476
1968-01-01,0.19947815,0.04558449,-0.019327546,0.14915314,-0.06163025,-0.33185595,-0.42448387,0.1827034,0.2702259,0.20421906,0.23631135
1968-02-01,0.48903197,-0.25636786,0.40770873,0.020786667,-0.012763977,-0.28007203,-0.20531349,-0.0021881103,0.15644646,-0.21588859,-0.12982559
1968-03-01,0.45292893,-0.18963203,-0.13565978,0.2556389,-0.0047401427,-0.53534585,-0.1881733,0.3679592,-0.015316391,0.027715683,0.02260971
1968-04-01,0.09554539,-0.12982483,-0.35738373,0.21005401,0.0021881103,0.20421906,0.252721,-0.3333149,-0.098097995,-0.25016823,-0.20640716
1968-05-01,-0.04923172,-0.0018234253,-0.082417294,0.1126854,-0.29064712,0.1476944,-0.43505973,0.13711853,0.40223885,0.20057258,-0.09700394
1968-06-01,0.32419816,0.2104187,0.058348082,-0.25235596,-0.16884613,0.07585259,-0.20385437,0.23011132,-0.15681115,0.36905327,0.0652771
1968-07-01,0.09846268,0.17395096,0.044855498,0.17832717,-0.042302705,0.0853344,0.023703765,0.48720855,-0.7304481,0.0831459,0.12873077
1968-08-01,-0.15389366,0.20567779,0.15754089,-0.17249298,-0.07111206,0.030997848,-0.26183814,0.76582223,-0.31982154,0.25709686,0.13565978
1968-09-01,0.025892258,0.028809357,0.0871582,-0.05287857,0.012034607,-0.13529548,-0.24579239,0.2727787,-0.23959312,0.019692231,-0.14185944
1968-10-01,-0.090804294,0.06600647,0.20896034,0.3781704,-0.089710236,0.1626461,0.19911346,-0.31617507,-0.48137397,0.13310699,-0.12180176
1968-11-01,0.33732644,-0.23995742,-0.195467,-0.13821259,-0.028079987,0.027350616,-0.23266391,-0.037197113,0.06418304,0.16884537,-0.19145584
1968-12-01,0.33112678,-0.37233543,-0.17103347,0.30961075,-0.06819534,-0.10210991,-0.58457756,0.06782989,0.29648247,0.11049728,-0.09955673
1969-01-01,0.3085068,0.025211334,-0.03814888,-0.23154601,-0.13899383,-0.119753644,-0.30717984,-0.07961483,-0.11577301,-0.09487419,0.08326378
1969-02-01,0.26670915,-0.18543549,-0.06568203,-0.4070301,-0.02620697,-0.28329545,-0.17548409,0.4763611,0.11245575,0.11875858,0.032177735
1969-03-01,0.47536603,-0.16553192,-0.080609895,0.030187225,-0.08027802,-0.14131585,0.13899383,0.13468151,0.19008026,-0.12207584,-0.03483162
1969-04-01,0.12340279,-0.21197395,-0.19339713,-0.06767235,-0.023220826,-0.10217209,-0.078287885,0.14131622,-0.0006637573,0.28495407,0.05738907
1969-05-01,0.07994652,-0.12937394,0.033836365,-0.40835685,-0.056725312,0.035163116,-0.22557488,0.13766709,-0.07861938,0.46342355,0.03781738
1969-06-01,-0.2998821,-0.24116592,0.19273415,-0.43522683,-0.11842652,0.13799858,0.16951294,0.19306564,0.14728698,-0.045778655,0.022225952
1969-07-01,0.10217209,0.087244034,0.17979622,0.1423111,-0.056061555,-0.0043125153,-0.03284111,0.046110153,-0.48797148,0.031513978,0.21363297
1969-08-01,-0.15458527,0.056393813,0.39442444,0.19107513,-0.13998947,-0.07132149,0.15392189,0.29457435,-0.26704064,-0.1253933,0.13567658
1969-09-01,0.047436904,-0.0043125153,0.24282455,-0.12904206,-0.10582123,-0.33272284,-0.045114897,0.5563076,0.40105876,0.27831954,0.12008591
1969-10-01,-0.315473,-0.2554306,0.16088791,-0.06269646,-0.09188843,-0.074970625,-0.13003731,-0.18775788,0.069662854,0.27566567,-0.010615158
1969-11-01,0.12705174,0.09122505,0.07430725,0.05838432,-0.009951782,-0.57256204,0.2202671,0.2249115,-0.08558579,-0.13368607,-0.19041176
1969-12-01,0.6223213,-0.35926095,0.06203308,0.08790779,-0.11809464,-0.7304646,-0.15624389,0.42427978,0.7347767,-0.053739928,0.0043125153
1970-01-01,0.3697338,0.0059904098,0.10849075,0.19634858,-0.02895317,0.064229205,-0.2765518,-0.32680377,-0.27122706,0.17471695,-0.039269257
1970-02-01,0.53646374,-0.43995363,0.26723328,-0.037273027,-0.110487364,-0.6013588,-0.25059396,0.59969443,0.14543113,0.16207047,-0.038936615
1970-03-01,0.40700704,-0.12879105,-0.34710425,-0.07887211,0.0053245546,-0.5168289,-0.47190207,0.570409,-0.20699768,0.40301362,0.07687569
1970-04-01,0.17072335,0.022629928,-0.5021858,0.34710425,-0.016307067,0.20100784,-0.5424541,0.015974045,0.029951477,-0.14110489,-0.05757294
1970-05-01,-0.12379952,0.24260673,-0.31382447,-0.0009986877,-0.1976799,-0.19102402,0.12346649,0.18336944,-0.011980439,0.087524794,0.039269257
1970-06-01,-0.018303681,-0.13511428,0.2073307,-0.41199914,0.10083695,-0.08386383,-0.02895317,0.11714325,0.06422901,0.2938568,0.103831485
1970-07-01,0.3414467,0.23828049,0.024294281,0.27588654,-0.003327942,0.001663971,-0.20300445,0.4795559,-0.35242882,0.13677827,0.07021942
1970-08-01,0.2639057,0.13345031,0.00931778,0.07887192,0.0029949187,-0.34477425,0.11381531,0.66026306,-0.98640096,0.09950485,0.22430344
1970-09-01,0.11514664,0.10183487,-0.087525174,-0.048255157,-0.028952789,-0.14909133,-0.03627472,0.31681976,-0.5234848,0.11647797,0.11980591
1970-10-01,-0.24493638,0.08885612,-0.13844223,-0.111486055,-0.012645721,0.0672245,-0.24027748,0.21132393,-0.22596702,0.021964645,-0.048588563
1970-11-01,0.016306877,-0.032281112,0.2432724,-0.058238983,0.0036613464,-0.28453866,0.1820385,0.19335327,-0.0788723,-0.22030945,-0.083531186
1970-12-01,0.15108833,0.025957871,0.028620148,0.18137245,-0.08186798,-0.33612174,-0.4865448,0.340448,0.2599121,-0.016307067,-0.027954865
1971-01-01,0.431794,-0.28808022,-0.0062057497,0.2113243,0.058791734,0.010778809,-0.14012107,-0.283181,-0.12215652,-0.020903777,0.0075122835
1971-02-01,0.43440706,-0.13946763,-0.22994156,0.085901454,-0.081328586,-0.65226364,-0.43277398,0.2985321,0.11660423,0.08688126,-0.079695895
1971-03-01,0.40337792,-0.3945591,-0.08753471,0.16004467,0.011104966,-0.4399597,-0.56603545,0.4925453,0.6127424,0.14501992,0.18846092
1971-04-01,0.08557491,-0.14665337,-0.14861298,-0.07446976,-0.1103981,-0.3429529,0.1103981,0.028089523,0.22504234,0.26227722,-0.023843383
1971-05-01,0.0058792112,-0.15547219,-0.18029518,0.27534217,-0.11758385,0.06499787,-0.24398652,-0.092760466,-0.010451889,0.49907836,0.24561921
1971-06-01,-0.06369133,-0.1613514,-0.034295272,-0.24072036,-0.03037567,0.12444286,-0.119543456,0.31290358,0.06826363,0.094393924,0.19433975
1971-07-01,0.43342704,0.06369133,0.0035930634,0.029722596,0.035928346,-0.08851433,0.07120361,0.45825043,-0.7502502,-0.06793709,0.16853714
1971-08-01,0.16102448,-0.013391495,0.04082794,0.1355484,0.02253685,-0.24790612,-0.042134095,0.56570876,-0.98247796,-0.14436683,0.10876503
1971-09-01,0.014698029,0.049646758,-0.19923934,-0.0663044,0.085574724,0.07153015,-0.03331566,0.30571786,-0.07969551,0.23614731,-0.019924164
1971-10-01,-0.115623854,0.3112709,-0.0058792112,0.09308739,0.0065322877,0.2936329,-0.2371273,-0.091127396,0.0032665252,0.21459083,-0.052259825
1971-11-01,0.163311,0.0663044,-0.11497078,-0.07185688,-0.07120361,-0.64932424,-0.32302895,0.5924919,0.4549839,-0.119543456,-0.12084999
1971-12-01,0.21459083,0.12705573,-0.41742247,0.2152439,0.11693039,-0.2671768,-0.48242036,-0.12999573,0.323682,-0.077409364,-0.20021896
1972-01-01,0.23928872,-0.15206604,-0.2854828,0.20600644,-0.0088943485,-0.20801505,-0.28290024,-0.116201594,0.5815811,0.37270546,0.16555138
1972-02-01,0.38905984,-0.37557468,-0.07029476,0.12681732,0.04648056,-0.0051643373,-0.29351616,0.04963665,0.07172928,0.44816476,0.18993911
1972-03-01,0.48345527,-0.10902862,-0.011763764,-0.10931549,-0.0043037413,-0.56522673,-0.111036874,-0.075172424,0.118496895,-0.004016876,-0.20313759
1972-04-01,-0.014632797,-0.12079201,-0.03643837,0.35491657,-0.18420105,-0.10185585,-0.41889897,0.17358474,0.53108346,0.27056274,0.0832058
1972-05-01,-0.14690152,0.030987168,-0.043898392,0.43467942,-0.08923111,-0.26912823,-0.021231841,-0.09410858,-0.08664894,-0.11361923,0.17301102
1972-06-01,0.2969591,-0.23555908,0.24588814,0.003155899,-0.0022956848,-0.3810261,-0.09669113,0.19079971,-0.21174487,0.14145012,0.19166069
1972-07-01,0.14374542,0.22063942,0.09468269,-0.29064712,-0.08722267,-0.00028686522,-0.003730011,0.3371277,-0.30757523,0.05709648,0.10357666
1972-08-01,-0.010902787,0.18821755,0.09210052,-0.2676937,0.12595634,-0.04963665,-0.19280815,0.68228894,-0.35692483,0.25076523,0.19194755
1972-09-01,-0.02955246,0.24014969,-0.020944977,-0.28777772,0.060539626,0.15407448,0.25277406,0.22637768,0.02324028,0.21777001,0.070868686
1972-10-01,-0.09210052,0.05824394,0.030986786,-0.3262249,-0.09726486,-0.207728,-0.012337113,0.20198956,-0.26425076,0.6085514,-0.012050629
1972-11-01,0.20371094,-0.0077468874,-0.0938221,0.06713867,-0.024101257,-0.36352426,-0.22752514,0.11792298,0.110750005,-0.09669113,-0.20170288
1972-12-01,0.13657264,-0.12538262,-0.13083419,0.45906752,0.02582245,-0.07976303,0.040168382,-0.27744883,0.08435364,0.07230301,0.061113358
1973-01-01,0.75911444,-0.08664665,-0.3590107,0.2198021,0.02516594,-0.07358589,-0.55842555,-0.0825058,-0.23127022,0.14685364,-0.067214966
1973-02-01,0.3306591,-0.5886879,0.021980286,0.07199307,-0.08919525,-0.23286304,-0.659407,0.45999223,0.8212326,0.28797302,-0.0688076
1973-03-01,0.015609169,0.030899812,-0.5004488,0.22171363,-0.083461,0.25388756,-0.18507996,-0.1509945,0.29243279,-0.062755205,-0.13060722
1973-04-01,0.25994015,0.09238052,-0.31377563,-0.054472733,-0.115953445,-0.007645416,-0.39882985,0.42017287,0.0860096,0.27268237,-0.074223325
1973-05-01,0.2841503,0.08282433,0.05702095,-0.42845535,-0.09015045,-0.48611373,0.10544147,0.07263031,-0.3873617,0.30294496,0.060206603
1973-06-01,0.27682343,0.14589806,0.020706177,-0.30039674,-0.002230072,0.02389183,-0.42718124,0.4055191,-0.12168751,0.08823967,0.03695221
1973-07-01,0.21502419,-0.04077492,0.31823578,-0.327792,-0.058932878,-0.23381881,0.08728371,0.54727614,-0.26503715,-0.076452635,0.16660424
1973-08-01,0.20960847,0.05702133,0.07167473,0.12742157,0.011467743,0.06530361,-0.22712937,0.4794239,-0.7861916,-0.06466637,0.0082824705
1973-09-01,-0.18093872,0.02739563,0.14462356,0.20960847,0.023254776,-0.020068932,-0.24018975,0.28510588,-0.55237275,0.19718513,0.05001297
