,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,2215.6844429347825,5355.310701069079,1163.5098161368535,2907.121756417411,4856.087239583334,2680.443211605674,2618.7061798878203,3758.156331380208,1055.4417504204644,1567.271259014423,3187.1994018554688
1965-02-01,2214.7387960682745,5315.8951608758225,1161.840399380388,2910.042201450893,4827.793085007441,2677.1935713918583,2601.850304236779,3758.220757378472,1054.9676259358725,1563.8821176382212,3184.9281311035156
1965-03-01,2218.1610107421875,5333.971846731086,1162.9113909841954,2902.990897042411,4846.864246186756,2682.084896689967,2619.4969764122593,3751.053421585648,1055.9560351901584,1563.255615234375,3183.8294982910156
1965-04-01,2213.2829749065895,5380.019659745066,1163.159740930316,2903.1229073660716,4890.12451171875,2674.9861867804275,2623.4088604266826,3758.697735821759,1055.0139321221245,1562.3154860276443,3172.3657608032227
1965-05-01,2216.8609619140625,5359.963186163652,1161.8190721533765,2910.228445870536,4863.763427734375,2671.9704075863488,2617.9216433794068,3768.19751880787,1055.171987745497,1562.0639272836538,3171.3497161865234
1965-06-01,2221.901802394701,5387.247185958059,1162.750665072737,2912.2160993303573,4869.665817987351,2673.9848889802633,2622.809776893029,3783.9233398437495,1057.3962741427952,1562.0705942007212,3172.8988647460938
1965-07-01,2223.337986158288,5400.429815995066,1162.537112181214,2910.301688058036,4879.597400483631,2671.1509303042762,2623.950977814503,3792.1052155671296,1056.830660502116,1563.7024864783652,3174.104118347168
1965-08-01,2216.7853313943615,5377.881180612664,1162.762310861171,2908.377336774554,4868.828764415923,2670.4825953433387,2615.5811798878203,3778.04113317419,1055.7486640082466,1562.7654559795672,3172.694969177246
1965-09-01,2212.309066109035,5370.2254445929275,1162.2794315732758,2913.8321358816966,4860.792178199405,2672.344328227796,2615.987298427484,3770.729347511574,1055.6162728203667,1559.7516338641826,3175.789260864258
1965-10-01,2212.5443168308425,5371.738795230263,1162.6777035066452,2906.4604840959823,4835.829671223959,2669.3672581722863,2611.607478215144,3772.4145959924767,1055.0655576917861,1562.3858173076922,3183.246612548828
1965-11-01,2209.5185653023095,5373.1673391241775,1162.6137919809626,2909.532470703125,4859.294201078869,2681.6836708470396,2615.107140174279,3769.2529748987267,1055.0019794040256,1564.5506873497595,3184.3862533569336
1965-12-01,2212.976604959239,5363.7923391241775,1162.0396405801005,2910.484619140625,4874.902053106399,2690.61279296875,2623.895263671875,3762.711136429398,1055.9058083428276,1565.8710186298076,3187.332534790039
1966-01-01,2212.0504628057065,5294.9446828741775,1161.3727438038793,2904.828578404018,4809.41656203497,2681.778275339227,2606.844075520833,3742.1323423032404,1055.8119244045681,1565.3443321814902,3198.8122940063477
1966-02-01,2218.679146144701,5316.7252390008225,1162.2668737652657,2917.376883370536,4810.465494791667,2677.912501284951,2613.17138671875,3762.8205475983796,1056.0193379720054,1566.3812725360576,3192.827033996582
1966-03-01,2214.7876241932745,5360.504150390625,1161.9609262751437,2911.444091796875,4868.675595238095,2681.9111071134867,2613.054011418269,3771.326587818287,1054.617076449924,1566.1080228365383,3182.8128814697266
1966-04-01,2215.1084568189535,5334.5475046258225,1162.5942186377515,2910.475725446429,4837.718273344494,2671.0805792557567,2614.614007411859,3763.002296730324,1054.6678966946072,1562.5601900540864,3173.861885070801
1966-05-01,2221.675574261209,5400.3064607319075,1163.2002907237788,2910.397426060268,4877.609979538691,2671.965267783717,2620.0345552884614,3793.03882740162,1055.2793502807617,1561.2766676682693,3176.6714096069336
1966-06-01,2220.6207275390625,5394.669382195723,1163.4590938173492,2912.8923688616073,4870.506359281994,2671.1041902240954,2621.6102013221152,3790.2343749999995,1055.7931900024414,1562.2019606370193,3177.424430847168
1966-07-01,2220.1474397078805,5393.971653988487,1162.7541728403376,2904.7898646763397,4883.686755952381,2667.860011050576,2622.4127353766025,3781.441921657986,1056.1591042412651,1561.6808143028845,3170.3821182250977
1966-08-01,2218.1985606317935,5375.156121504934,1163.4437297952586,2909.2588588169647,4859.923444475447,2667.897595857319,2616.706417768429,3780.622468171296,1055.7728661431206,1562.594463641827,3175.185203552246
1966-09-01,2213.502966839334,5369.247275904605,1163.0624354570762,2899.7862025669647,4853.72052873884,2671.1294073807567,2614.461419521234,3769.4137008101848,1055.8070288764106,1560.3226412259614,3173.251533508301
1966-10-01,2209.4588569972825,5343.744538959704,1162.700924928161,2904.816545758929,4830.543154761905,2668.8454075863488,2607.766332381811,3766.469997829861,1054.6826680501304,1560.8051006610576,3181.426239013672
1966-11-01,2203.8249140200405,5371.949205900493,1163.0373899964081,2911.510009765625,4872.95880998884,2680.4011294716283,2610.783190604968,3768.2926884403932,1053.6993662516277,1566.6592172475962,3188.8484954833984
1966-12-01,2209.212991465693,5363.1729929070725,1163.0149402837644,2910.831996372768,4882.868303571428,2689.169632761102,2615.501521183894,3761.3326461226848,1053.8613637288413,1566.26708984375,3189.9431228637695
1967-01-01,2218.7874172044835,5344.0169484991775,1163.1123860677083,2913.7681361607147,4855.132184709822,2692.346352025082,2614.051544971955,3771.761293764467,1055.5706871880425,1567.8037672776443,3188.136863708496
1967-02-01,2219.6850320567255,5371.047491776316,1163.5100967582614,2907.3570033482147,4862.091064453125,2680.451885022615,2622.0196063701924,3770.4047309027774,1055.3358713785808,1566.9931265024038,3189.3129348754883
1967-03-01,2215.4214610224185,5373.972681949013,1163.5117103313578,2914.7222028459823,4882.9682849702385,2685.4203073601975,2620.865728916266,3767.078993055555,1054.6872668796116,1566.4244666466345,3182.6601028442383
1967-04-01,2212.2006623641305,5353.505345394737,1163.1422722476652,2906.747698102679,4860.343424479167,2665.4043097245067,2611.572109124599,3750.5664966724535,1054.804441663954,1564.1102013221152,3174.488639831543
1967-05-01,2221.4396601137905,5391.345857319079,1163.061663748204,2904.652797154018,4860.97644624256,2670.965576171875,2620.758995643029,3778.3985279224535,1055.6936475965713,1562.0828951322114,3171.407127380371
1967-06-01,2218.9169178838315,5397.063887746711,1162.8523201778016,2910.770438058036,4878.248814174107,2672.3028885690787,2622.682698567708,3792.347321686921,1056.0768339369033,1560.0130521334133,3169.8776245117188
1967-07-01,2223.7747855808425,5395.622815583882,1163.4712306932472,2913.7576729910716,4874.214680989584,2672.2698010896383,2621.4998685396636,3797.846589265046,1056.4984427558052,1565.1072340745193,3176.2088775634766
1967-08-01,2219.683041779891,5390.625,1163.3496514682113,2914.138357979911,4867.046537853423,2669.1767642372533,2617.636969150641,3793.7852647569443,1056.258265177409,1563.4259502704326,3179.7563552856445
1967-09-01,2211.513088060462,5368.907727693257,1163.0996879489942,2905.5008370535716,4859.426443917411,2673.758255807977,2614.551720252404,3770.273618344907,1055.7345496283638,1559.7657189002402,3180.5633544921875
1967-10-01,2211.530469811481,5375.595574629934,1162.6419944324712,2910.3848702566966,4866.062709263393,2677.3638273540296,2617.232885116186,3776.7618815104165,1055.4806815253364,1562.9444298377402,3179.3460845947266
1967-11-01,2210.018655528193,5381.715794613487,1162.603900076329,2905.3892299107147,4863.04931640625,2672.8057861328125,2612.7626076722754,3767.070855034722,1054.0449354383682,1564.8044057992788,3185.5405807495117
1967-12-01,2210.2726148522415,5324.752646998355,1163.470599295079,2911.5073939732147,4871.31841750372,2686.7401123046875,2613.674535506811,3749.048077618634,1056.007300482856,1565.2097731370193,3185.8505249023438
1968-01-01,2214.7145146908965,5364.980597245066,1163.1161744567169,2919.7764369419647,4881.651088169643,2694.53125,2618.511806390224,3770.86927625868,1056.0297012329102,1569.1110464242788,3202.3880004882812
