,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,-1.2200508e-05,-1.40311095e-05,-1.1007032e-05,-9.0418325e-06,-4.223046e-06,-7.875271e-06,-7.920142e-06,5.418915e-07,-1.3438861e-05,-4.1333114e-06,1.7421095e-05
1965-02-01,-1.7979459e-05,-2.3148212e-05,1.5043108e-05,-2.9577786e-06,-3.541063e-06,-7.951603e-07,7.2630646e-06,2.7942442e-06,1.4746984e-05,-8.131101e-07,3.0858064e-07
1965-03-01,-2.9218863e-06,-2.2376487e-05,-1.8975523e-05,1.3374032e-05,-7.686831e-06,7.980947e-06,-1.1051903e-05,1.5653306e-05,2.3455723e-06,-3.361587e-06,-5.4254997e-06
1965-04-01,3.781337e-06,-2.5629488e-06,-1.2496639e-05,1.4038073e-05,5.854221e-06,-1.1554417e-05,-6.933049e-06,-8.925177e-06,-1.2559452e-05,-1.6857768e-05,8.743693e-06
1965-05-01,-1.1222393e-05,9.578231e-06,-7.3637784e-06,-9.759715e-06,-8.05474e-06,-7.5163334e-06,-6.0536477e-06,2.0673906e-06,-8.243187e-06,-1.2218457e-05,-1.1446733e-05
1965-06-01,-3.962814e-06,-1.2720979e-05,-3.2808312e-06,-8.189345e-06,-1.1348027e-05,-5.2370597e-06,-1.1706965e-05,-1.3156241e-06,-2.1470165e-05,-3.7474529e-06,-1.6121943e-05
1965-07-01,2.1391825e-06,-7.067654e-06,2.1481537e-06,-1.2191536e-05,-1.4766942e-05,-9.19438e-06,-7.794508e-06,-2.0783773e-06,-1.076475e-05,1.5917976e-06,-2.818236e-05
1965-08-01,6.751572e-06,-2.4642359e-06,1.5603291e-07,-1.3887533e-05,-1.3959325e-05,-4.573012e-06,-3.2987737e-06,-8.490024e-07,-1.40580305e-05,-2.5360278e-06,-2.4296824e-05
1965-09-01,-3.2808312e-06,-3.8461585e-06,-7.7277946e-08,-1.6588565e-05,-4.851194e-06,-1.40580305e-05,-4.070498e-06,-3.3750985e-07,-1.997158e-05,-4.53712e-06,-1.9348008e-06
1965-10-01,-1.0280179e-05,-1.5305348e-05,-8.557261e-06,-9.652031e-06,2.6686175e-06,2.6327252e-06,-2.1052983e-06,-2.9488074e-06,-2.5355701e-05,1.2054923e-05,9.721807e-06
