,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,-0.3751114658687426,-14.027644793192547,4.212178754024818,-4.579198360443115,-28.742826307142103,-9.196571509043377,2.1318898925298377,6.151477341513032
1965-02-01,-0.16630063022392386,-13.059982458750408,4.305698441677406,-4.2164625792667785,-27.78873959103146,-8.66782824198405,2.37631631802909,6.194142924929128
1965-03-01,-0.3080871226131052,-13.459259668986004,4.001387807189441,-4.155031565962167,-29.38626005842879,-8.892296155293783,1.974681811996653,4.925163972724988
1965-04-01,-1.4076562031455664,-15.366834004720053,4.039565461580871,-6.107395270775105,-32.03795407269452,-10.819915930430096,1.4964873277688329,5.537851805825835
1965-05-01,-2.6086404703665473,-16.86529318491618,2.954606834005137,-7.901700611772209,-34.36837325225005,-12.561124165852865,0.4143380288836322,5.431147917960454
1965-06-01,-3.796113401219465,-18.152318000793457,1.747368691397495,-9.631728303843532,-35.365349537617455,-14.094613393147787,-0.6184802779668493,4.165783784921887
1965-07-01,-4.504139872564786,-19.08195972442627,0.4900986040306858,-10.625569573764144,-36.26871882258235,-15.257253646850586,-1.1848375012602987,2.643004725280317
1965-08-01,-5.3609053293863935,-19.09323851267497,0.11951206404654706,-11.402466379362963,-35.73140582522831,-15.531798998514812,-1.7566462106342555,2.717895936040045
1965-09-01,-5.415205333543861,-19.644769032796226,0.46694216272625766,-11.365195800518169,-37.68175485971812,-15.935632387797039,-1.8002673040462445,3.5787337034651374
1965-10-01,-5.090876938640208,-19.830493927001953,1.2214118095694995,-10.888558420641669,-38.18492373904667,-15.594468116760254,-1.3491736182683631,4.5837119945044655
1965-11-01,-4.145957076031229,-18.57208093007406,2.8469502925872803,-9.711071540569437,-36.360941706476986,-14.435539245605469,-0.28881839936292625,6.242100243429536
1965-12-01,-2.04760043517403,-15.460039774576824,3.8970495833725227,-6.631159371343153,-32.14715751441749,-11.068205833435059,1.102809740018241,6.516480214387467
1966-01-01,-0.6674199864484263,-13.461845715840658,4.0819252123598195,-4.590507211356328,-29.36232025558884,-8.74824603398641,1.8920857695084583,6.1842888304330765
1966-02-01,0.10421330082243768,-12.324365774790447,4.442398665381259,-3.717873836385793,-28.1713021768106,-7.982792854309082,2.482535114771203,6.422840044336412
1966-03-01,-0.6687113772267881,-12.944588661193848,4.779782646992167,-4.614465812156941,-29.43611918268977,-8.71017615000407,2.110515063322043,6.680375858417992
1966-04-01,-1.5488246212834897,-14.701986312866211,4.497178460730881,-6.159117304045579,-31.770066957216006,-10.372097492218018,1.3266567942462388,6.560779080807584
1966-05-01,-2.671744339707969,-16.62888844807943,3.229344086568864,-7.604552137440649,-33.851762720056485,-12.266064484914144,0.43632546557655816,5.907884616296268
1966-06-01,-3.921310797981594,-18.171958923339844,1.607910678034923,-9.162342959436877,-35.95070194553685,-13.862255414326986,-0.6108242499677441,4.243727332179986
1966-07-01,-4.870581972426263,-19.185128211975098,0.6248288467282155,-10.47325216490647,-36.98606233339052,-15.319091478983562,-1.4261005799981612,3.2707137968933697
1966-08-01,-5.3593963816546015,-19.341959953308105,0.45984507706321653,-10.914762266750994,-37.3506210945748,-15.452011426289877,-1.735445668425741,3.044010886868227
1966-09-01,-5.554899962052056,-19.706069628397625,0.6124534689989246,-11.352116486121869,-37.58519920142921,-16.0038693745931,-1.665106151677385,3.783146501744835
1966-10-01,-5.34581274226092,-19.538194338480633,1.9434633802195065,-11.111991158847152,-37.352471738248255,-15.627689361572266,-1.2189803244192388,5.796121162118263
1966-11-01,-3.8667689199032993,-18.201313018798828,3.622542639247707,-9.203871365251214,-35.41491998208536,-13.836568196614584,0.03132595433087289,7.365600113729829
1966-12-01,-1.5196145444676497,-15.65554936726888,4.377993599313204,-6.352344463611471,-30.87484256641285,-11.141591866811117,1.4565333535399618,7.666597551512487
1967-01-01,-0.21252338437066565,-13.400540351867676,4.460043399060359,-4.4233601668785365,-27.766287004625475,-8.874581654866537,2.1853775917729243,6.222541818341005
1967-02-01,0.3728147434151691,-11.991403897603353,4.075098428569857,-3.339726760469634,-25.47748411023939,-7.7612654368082685,2.5966583927975426,5.14201076285353
1967-03-01,-0.014535166269195253,-12.863121032714844,4.14223925012057,-4.254722595214844,-28.32627683072477,-8.658450444539389,2.423288852353639,5.367368170358602
1967-04-01,-1.0676561922266865,-14.60714340209961,4.5368403684897505,-5.8251919417545714,-31.24721114699905,-10.260785420735678,1.8652522111240821,6.1733880089324655
1967-05-01,-2.611217118691707,-16.436643600463867,3.6348098614176765,-7.51223399721343,-34.3234938544196,-12.16809113820394,0.5949835234050509,5.435101036886567
1967-06-01,-3.778647685396499,-17.861920992533367,2.16031123380192,-9.264277589732204,-35.792312106570684,-13.954394658406576,-0.45121289506743223,3.8691960492180386
1967-07-01,-4.837619394495868,-18.827980359395347,1.0371152983337153,-10.879108823578933,-36.23111570203626,-15.468358993530273,-1.1625913125050218,3.1676920293604285
1967-08-01,-5.075795063074085,-19.37000274658203,0.9438960522901817,-11.195880791236615,-36.72718099645666,-15.7331387201945,-1.384613634664801,2.820249350325575
1967-09-01,-5.5442747862442685,-20.011072158813477,0.8172184473178425,-11.517967848942199,-38.04383664517789,-16.35682741800944,-1.8027147160300725,3.9115950899216734
1967-10-01,-4.624321495277295,-18.850973447163902,2.042587272456435,-10.119741538475301,-37.21538749901024,-14.946425755818685,-0.7756986195528054,5.649126617653856
1967-11-01,-3.363911310831706,-17.696175575256348,3.3010634242511188,-8.538984430247341,-34.93637652010531,-13.391497929890951,0.25520575574681725,6.600391517565088
1967-12-01,-1.7460921536321228,-15.792304674784344,4.317269364341361,-6.629573476725612,-32.2387643762537,-11.478012402852377,1.5240553059155428,6.821776825247459
1968-01-01,-0.6436459828114165,-13.622241020202637,3.9996549731395286,-5.016764279069572,-29.66523041596284,-9.356577396392822,1.9430441192433803,6.29008371853134
1968-02-01,-0.12475863315057065,-12.424286206563314,4.2197073092226125,-4.060146315344449,-28.853699967667865,-8.278687000274658,2.501277078556109,5.486288579922278
1968-03-01,-0.4798544489819071,-12.761645317077637,4.791896069636111,-4.453707152399524,-28.92644212052629,-8.552536964416504,2.316761318641373,6.523542496764544
1968-04-01,-1.6973866932633996,-14.946176211039226,4.368868616760754,-6.270485088743013,-32.22413449674039,-10.620951652526855,1.3898983786377725,6.937245720798529
