,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8
1965-01-01,0.21825974,0.17866984,-0.17366588,0.25608358,0.028110314,-0.047978878,0.39015955,-0.33644086
1965-02-01,-0.2500494,0.65566224,-0.23356588,0.3223121,-0.050480843,-0.09478035,-0.054896068,-0.11288283
1965-03-01,0.04488821,-0.049156286,-0.2962622,0.5217335,-0.2877261,-0.047095824,0.13937423,0.03267274
1965-04-01,-0.15880127,-0.045918465,-0.21943712,0.4871475,-0.19971581,-0.04842038,0.027227258,-0.33099538
1965-05-01,-0.24960795,0.03694079,-0.05165825,0.0952219,-0.053277157,-0.095369056,-0.4322514,-0.11155824
1965-06-01,-0.25196272,0.38103467,-0.16822043,-0.08491969,-0.14378953,-0.048567604,-0.16365802,0.09757666
1965-07-01,-0.28713742,0.366906,-0.12642288,0.25505337,-0.0014717102,-0.06622851,-0.3505696,0.07432308
1965-08-01,-0.19971576,0.23768678,-0.2057499,0.24740028,0.011038065,-0.07005505,-0.6101853,-0.059752844
1965-09-01,-0.23915854,0.3794158,0.015453314,0.40016738,0.056073476,-0.18190765,-0.013834405,-0.099637106
1965-10-01,-0.119211316,0.3000888,0.07947421,-0.052835654,-0.03311429,-0.21987867,-0.2903752,-0.17145824
1965-11-01,0.13275138,0.27521628,-0.050186493,0.36734748,-0.8306527,-0.08742163,-0.48052463,-0.08477249
1965-12-01,0.09948993,0.2110482,-0.30994946,0.43284017,0.055631924,-0.067847446,-0.28183907,-0.38942364
1966-01-01,0.007667327,0.29569906,0.16795826,0.05598607,-0.054105423,-0.015334701,0.16709025,-0.012875366
1966-02-01,0.32781515,0.16289489,-0.31508446,0.46322328,-0.15942287,0.0024593354,-0.24275097,0.13280419
1966-03-01,-0.09331012,0.045280717,-0.25056297,0.2074523,-0.031826686,-0.036745407,0.25634965,-0.6238035
1966-04-01,0.012441349,0.35703784,0.00014467239,-0.3082851,0.026908016,0.11038084,-0.2572177,0.11182747
1966-05-01,0.10488348,0.003327346,-0.04311073,-0.06813808,0.15247889,-0.06148343,-0.10734282,0.19862759
1966-06-01,-0.35920778,0.40289712,-0.1799655,-0.07320142,0.38148654,0.02227869,-0.14061622,0.16115889
1966-07-01,0.11862681,-0.18734357,-0.0619174,0.22900765,0.15233421,0.016491985,-0.4500586,-0.0075226785
1966-08-01,0.0510674,-0.48955268,-0.031971358,0.2585197,0.0011573315,-0.080579475,-0.52239203,0.03298402
1966-09-01,0.30336642,-0.07797547,-0.002893305,0.22003832,0.003327322,0.0679934,-0.34546447,-0.029801369
1966-10-01,-0.067704104,0.11124883,0.15609553,0.14206286,-0.12991086,0.054684065,-0.37078118,0.28398114
1966-11-01,-0.08000078,0.056420088,-0.26285967,0.080434754,0.24144897,-0.0092587,-0.106185436,0.34691113
1966-12-01,0.014177347,-0.008390689,-0.0075226785,0.1129848,-0.35530183,-0.15305753,0.07609477,-0.017070722
1967-01-01,-0.062448062,0.036636185,0.20149902,0.013322234,0.007826805,-0.075770296,0.052955937,-0.0019983412
1967-02-01,0.3342219,-0.0717736,-0.16086614,-0.077269055,0.17985037,-0.043963414,0.1695256,-0.15270628
1967-03-01,0.15620334,-0.04512911,-0.23497114,0.32189885,-0.05928402,-0.2707747,-0.043463826,-0.33955082
1967-04-01,-0.07893431,0.64179933,-0.084596254,0.49025875,-0.18218184,-0.094921015,0.024313068,-0.8011667
1967-05-01,0.04346385,0.3668614,-0.21981716,-0.11373869,0.42697802,-0.1843466,-0.12639482,0.06810999
1967-06-01,0.058784436,0.61665356,-0.29741916,-0.037302304,0.50274837,-0.15320586,0.11157384,-0.2294757
1967-07-01,-0.105745375,0.018984199,0.227977,-0.06011665,0.17102435,-0.0056619644,-0.15853477,-0.29725266
1967-08-01,-0.0073272227,0.17185701,-0.14271459,0.07477113,0.4143219,-0.059617065,-0.4759373,-0.2962535
1967-09-01,0.074604616,-0.32223186,-0.039467145,0.1816822,0.076769456,-0.07626988,0.021981716,-0.17968382
1967-10-01,-0.24196534,0.6293098,-0.19134079,-0.061115813,0.18334751,-0.113572165,0.012323094,0.0073272707
1967-11-01,0.0048293113,0.19217344,0.038134933,0.04363036,-0.035137426,-0.02731061,-0.28925934,0.039633702
1967-12-01,-0.09592018,0.13055804,0.17635325,0.15420504,-0.10474618,-0.057951786,-0.17435493,0.04779358
1968-01-01,0.43984097,0.10461619,-0.36226365,0.4054408,0.28341216,-0.01429801,0.07120695,-0.2882254
1968-02-01,0.56710756,0.22466293,-0.15119092,0.7466114,-0.5332736,-0.084089324,0.12471835,-0.4511662
1968-03-01,0.07970085,0.50496066,0.048556637,0.16025105,-0.20654266,-0.112402245,-0.37599537,-0.35787517
1968-04-01,0.21701841,0.33437535,0.20371136,-0.13377848,-0.27350274,-0.086354375,-0.29402953,-0.22452135
1968-05-01,0.028737616,-0.5753182,0.21701844,-0.2965777,-0.16832022,0.12018826,-0.33310136,0.2450482
1968-06-01,-0.1278327,-0.08465557,0.14198923,-0.15458846,-0.16548891,0.2553824,-1.0485685,0.0076444624
1968-07-01,0.17638941,-0.035674274,-0.381658,0.3161136,0.16463955,0.116790734,-0.14113982,-0.3057794
1968-08-01,0.21928349,-0.535114,0.13108873,0.31299913,-0.2151781,0.149209,-0.4505999,-0.30648726
1968-09-01,0.20385292,0.10008614,0.25198486,0.085221864,-0.042327784,0.059740234,-0.46546417,0.10022764
1968-10-01,-0.10107708,0.05775833,0.138167,0.40402517,-0.22862673,-0.13066407,-0.40218487,-0.034683324
1968-11-01,-0.14977527,-0.110420346,-0.041053724,-0.053086758,-0.2594878,-0.06596909,0.009484863,0.15869382
1968-12-01,0.102492735,0.138167,0.110986605,0.26033717,0.15147404,0.1987566,0.10036926,-0.12627557
1969-01-01,0.19396214,0.14384393,-0.12870245,0.23514695,-0.114469506,-0.06828799,0.12007181,-0.35431027
1969-02-01,0.08176391,-0.36808902,-0.03876214,0.3100972,0.016049957,0.040881943,0.12279727,-0.086457774
1969-03-01,-0.33765465,0.13294211,-0.046181463,0.11401524,0.085397914,-0.012718821,0.11643787,-0.34038013
1969-04-01,0.09160588,0.22984748,0.16231652,0.010750389,-0.34219715,-0.09069737,-0.15671416,-0.10629307
1969-05-01,-0.07479882,-0.024832059,0.1997159,0.16625327,-0.337049,-0.16489054,-0.55508614,-0.15141465
1969-06-01,-0.3391688,0.042093277,-0.4274436,0.15550283,0.3979177,0.06843941,-0.10326477,0.22151962
1969-07-01,0.0071165087,0.5566002,0.1477807,0.17670089,-0.0546607,-0.024832,-0.03361406,-0.22787905
1969-08-01,0.09766235,-0.007419324,-0.36551496,0.28647652,0.1651934,0.013930154,-0.2937444,0.08751766
1969-09-01,0.32327026,-0.21001211,0.42184123,0.41411906,-0.43380293,0.22999883,-0.39261818,0.13218498
1969-10-01,0.12249444,0.17412683,0.21137485,-0.23272431,0.18608859,-0.001816988,-0.0651083,0.24483748
1969-11-01,0.028314542,-0.04179039,0.18336315,0.059354544,-0.06268565,-0.1397557,-0.05329796,0.004088199
1969-12-01,0.20183572,-0.2926845,0.1892683,0.08479221,-0.45348692,-0.1559571,-0.1552,-0.022257948
1970-01-01,-0.57768494,0.024490356,0.074518874,0.2687394,0.11498692,-0.15532403,-0.12271385,0.052123882
1970-02-01,-0.04217062,0.29859936,0.16396765,0.32400644,-0.4122766,-0.1868865,0.08538894,-0.44816095
1970-03-01,-0.2050906,-0.03365793,-0.20063777,-0.11786814,0.015584755,-0.14694229,0.13319102,0.07740009
1970-04-01,0.31156483,0.030252814,0.24568963,0.013751316,-0.19972105,0.09219909,-0.056052852,-0.30698106
1970-05-01,0.07884069,-0.1862317,-0.20797181,0.0019644736,0.37351102,0.15951492,-0.30396888,0.2046977
1970-06-01,-0.3014806,0.27371603,-0.35504502,0.11511791,-0.05160005,0.059195995,-0.15401438,-0.3770471
1970-07-01,0.20325708,-0.024228478,0.024752235,0.16344385,-0.1605626,0.027764488,-0.060636602,-0.36918923
1970-08-01,0.34548467,-0.19697085,-0.17038497,0.5340737,-0.42851624,-0.19120833,0.17064695,-0.5161316
1970-09-01,0.07713814,-0.15859815,0.094163515,0.02566905,-0.2831455,-0.052516818,-0.33003086,0.00471468
1970-10-01,0.0318244,0.2399272,0.2547262,-0.1475971,-0.31261256,-0.06823258,-0.33107856,0.062077235
1970-11-01,0.19710176,0.06718485,0.10110464,0.23560533,0.35661668,-0.09521127,-0.6969937,-0.24437992
1970-12-01,0.13672705,0.18046923,-0.0948184,0.13109559,-0.35858113,-0.21072206,-0.106081344,-0.15755042
1971-01-01,-0.06967578,-0.03987646,-0.19016877,0.44238368,-0.09645204,-0.08205619,0.06622078,-0.4084095
1971-02-01,0.5458897,0.19938219,-0.13157782,-0.010796869,0.18311487,-0.019866228,0.20398882,-0.53926754
1971-03-01,0.2981375,0.2910835,-0.23853879,0.22183964,-0.12639531,-0.031814765,0.020586038,-0.081624314
1971-04-01,0.35370538,0.162097,0.26790625,0.13848782,-0.5526557,-0.021017909,-0.27711964,-0.09472451
1971-05-01,-0.17231801,0.10120265,0.11977329,0.15072429,0.1727499,-0.15734634,-0.2601325,0.056863498
1971-06-01,0.09328492,0.21665713,-0.32016307,0.08594306,0.17030258,-0.07125932,-0.17879611,0.14870887
1971-07-01,0.17246199,0.103074096,-0.20182943,0.02864771,0.09400473,-0.06694057,0.27452835,-0.5247277
1971-08-01,0.2486159,-0.49910322,0.29180336,0.17519717,-0.17332573,-0.11962928,0.064637184,-0.30994207
1971-09-01,0.06564498,0.23234859,0.065932944,0.27568,0.23306838,-0.025912475,-0.54070705,-0.35543287
1971-10-01,-0.036277484,0.18714571,-0.16353655,0.36047143,-0.03642142,-0.12034909,0.08104847,-0.26445127
1971-11-01,-0.13690428,-0.09386072,0.10177846,0.2293255,0.003742981,0.17174217,-0.088246346,0.068955995
1971-12-01,0.19923821,0.084359504,0.382497,-0.20902736,-0.30447167,-0.035125803,-0.13906364,-0.15043636
1972-01-01,-0.08404408,-0.2797523,-0.009338188,0.03064518,0.22161858,0.019334078,0.17492743,-0.11324251
1972-02-01,-0.05050535,-0.09325085,-0.07536344,0.28619707,0.24542451,0.09838023,0.13362877,-0.1796623
1972-03-01,-0.32184014,0.2625227,-0.45612645,0.1337603,-0.05155754,0.093382314,0.44389477,-0.30513656
1972-04-01,0.15138456,0.18742223,0.0249897,0.13612774,-0.0044718264,0.07773091,-0.15980211,-0.04826944
1972-05-01,-0.057739187,0.27265,0.3097399,0.054188035,0.1937354,-0.04550743,0.052609753,-0.089962676
1972-06-01,-0.3718194,0.2692304,-0.0132839205,0.37681738,0.1526998,-0.080098346,-0.19544521,-0.16177496
1972-07-01,-0.13165593,-0.018281888,0.060764216,0.08733215,0.0074968813,0.25344747,-0.1721654,-0.1787415
1972-08-01,-0.15204218,0.08654306,-0.022753716,0.12258072,0.12876236,0.07365365,-0.47427693,-0.66275126
1972-09-01,-0.06983948,0.13770603,-0.21333256,0.3473559,-0.12126547,-0.2138586,-0.06300018,-0.14086261
1972-10-01,-0.12665801,-0.0009206772,0.42955866,0.019991685,-0.1354701,-0.022885228,-0.22977309,-0.011179591
1972-11-01,-0.2819883,-0.016835118,0.12955153,-0.107060865,-0.12218616,0.0356431,-0.31539544,0.24542446
1972-12-01,0.08457017,0.2196457,-0.13112979,0.3052681,-0.041430093,0.006313181,0.069970965,0.18202972
1973-01-01,0.2917134,0.28257138,-0.10000811,0.495331,-0.10845755,0.120785415,0.28257138,-0.26027045
1973-02-01,0.3237104,0.21580696,0.17369829,0.2745375,-0.012604902,-0.0037399053,-0.2019554,-0.26996648
1973-03-01,0.09446752,0.15555277,0.04460196,0.33839306,-0.35418382,-0.032274082,0.24351005,-0.2656725
1973-04-01,-0.23990865,0.11829214,-0.058314968,-0.21165152,0.024932778,-0.045156013,-0.46942863,-0.039476883
1973-05-01,-0.038784314,0.34836617,-0.067180015,-0.027564561,-0.024517227,0.092112735,0.09155868,-0.2241179
1973-06-01,-0.34213302,-0.007895375,-0.02451725,0.2507129,0.35903186,0.1070724,-0.30030134,-0.2846491
1973-07-01,-0.06440965,0.43715453,-0.3098589,0.4626414,-0.3033487,0.13269775,-0.46693534,-0.47676998
1973-08-01,0.28270993,0.001800704,-0.2685813,0.16317114,0.06717996,-0.0063717067,-0.045710064,-0.79341614
1973-09-01,0.040169477,0.45890146,-0.12743416,-0.11275153,0.29199043,0.041831642,-0.25694606,0.2260571
1973-10-01,0.26830432,0.22204013,0.2889431,0.0055406094,0.3135988,0.1584616,-0.31803137,-0.3129063
1973-11-01,0.20306356,0.108734585,0.16469479,-0.4666583,0.06496372,0.08435587,-0.3439337,0.07285909
1973-12-01,0.48023286,0.06925769,-0.011081231,0.48355716,-0.19406012,0.059977163,0.12175503,-0.49408436
1974-01-01,0.13723427,-0.52213573,-0.16263244,0.41843826,0.098505594,-0.11141516,0.059355933,-0.26801375
1974-02-01,-0.0015435338,0.021749819,-0.14663582,0.50024563,-0.16585985,-0.10608294,0.18241777,-0.22900443
1974-03-01,-0.05079632,0.16291304,-0.2546833,0.6338315,0.0127692465,0.033536803,0.10860871,-0.2452817
1974-04-01,-0.31389886,-0.22479479,0.09780397,-0.24303654,0.088262156,-0.039289974,0.11239741,0.14761807
1974-05-01,0.09808464,0.27994108,-0.50880516,-0.0012629032,0.3799902,-0.042236734,-0.09808461,-0.21721745
1974-06-01,-0.17315646,-0.22381255,-0.33284223,0.1420052,0.24850912,-0.07703642,0.038869023,0.00561285
1974-07-01,-0.26240095,-0.13583107,-0.20220299,0.21834001,-0.09822494,0.05135761,-0.36665964,-0.39781106
1974-08-01,0.0009822488,-0.25075427,-0.39500457,0.1946257,-0.1741388,0.31053114,-0.79463977,0.056128502
1974-09-01,0.21707706,-0.27769595,0.2151126,0.12278116,-0.2045885,0.08166703,0.19392414,0.016277289
1974-10-01,0.061180092,-0.06735424,-0.18115482,0.46600723,0.17441943,0.14018103,-0.57391435,-0.31193438
1974-11-01,-0.003928995,0.10552166,0.22970605,-0.017680502,0.36637905,0.024977196,-0.4914054,0.05879469
1974-12-01,0.16417596,-0.33129868,0.18480322,-0.10271521,-0.20865786,-0.10089104,-0.17105173,0.2522978
1975-01-01,0.02912631,0.18401901,0.45407468,0.07892282,-0.20133372,0.0448303,-0.07717793,-0.12147136
1975-02-01,-0.05382321,-0.15422162,0.2131453,0.028320884,0.21247418,0.0037582158,-0.12965894,-0.06429257
1975-03-01,0.28146455,0.012214231,-0.07798326,0.3327375,-0.3974328,0.15838253,0.21207154,-0.15274522
1975-04-01,0.13798073,0.33112687,0.016509343,0.05852101,0.123753116,-0.007919121,-0.24831161,-0.098250866
1975-05-01,-0.18536124,0.071674824,0.05100455,-0.22549379,0.104290865,-0.0025502443,-0.17475769,0.10174064
1975-06-01,-0.26884764,0.32871088,-0.17650251,0.23488939,0.5462855,0.07704373,0.13932295,-0.2620023
1975-07-01,0.47783202,0.00926137,-0.105364636,0.2625392,0.01288538,-0.034092523,-0.36387715,-0.48655653
1975-08-01,0.23099689,-0.060400106,-0.15207414,0.25931785,-0.039998293,0.110196665,0.110062405,-0.03154228
1975-09-01,0.119726464,0.038790323,-0.23019154,0.11677351,-0.1585168,0.044964552,-0.41031814,-0.26831073
1975-10-01,-0.01879115,-0.2818672,0.11838424,0.32146287,0.1505976,0.26401564,-0.34025404,-0.09274769
