,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8
1965-01-01,0.01192112,-0.06446242,-0.6062117,0.6703797,-0.12097745,-0.051069546,-0.08241768,-0.5252657
1965-02-01,0.2150219,-0.01780815,-1.0016695,0.9469206,0.41017526,-0.8620008,-0.4527088,-0.3379125
1965-03-01,-0.08006296,-0.06019435,0.21369734,-0.06828885,0.40340528,0.077119395,-0.01192112,-0.3679362
1965-04-01,-0.011038089,-0.22900352,0.00706439,1.1849016,0.13172121,0.23709813,-0.87274474,-0.5224695
1965-05-01,0.1707224,-0.1551218,-0.24666438,0.89967746,0.011332417,-0.27948433,-0.69878435,0.28699017
1965-06-01,0.27050668,0.3707325,-0.6449187,0.8494911,0.08388944,-0.6029738,-0.32113475,-0.021193122
1965-07-01,-0.20854625,0.053866006,-0.948098,0.9314672,0.23341879,-0.5021593,-0.4671318,-0.6307898
1965-08-01,-0.18691158,-0.17808113,-0.5056915,0.34644872,0.111411095,0.07240982,-0.39531058,0.28743175
1965-09-01,0.07049656,0.14128742,-0.1735187,0.28360525,0.2156106,0.22753172,-0.24004154,-0.25358158
1965-10-01,0.04694867,-0.0004415512,-0.3958993,0.38235924,0.3418863,-0.4340175,-0.115090564,0.12406807
1965-11-01,0.082270525,0.39943162,-0.5320357,0.30494553,0.9798876,-1.4662993,-0.5117256,-0.600619
1965-12-01,0.095369056,0.08418389,-0.37338164,-0.02899332,-0.29582068,-0.015158939,-0.41944724,0.1983912
1966-01-01,0.31161243,0.03327336,-0.23450498,0.0063653467,-0.05743275,-0.23030968,0.25634965,-0.2741437
1966-02-01,0.025461387,-0.07001877,-0.35703784,-0.21020088,0.25895372,0.42343998,-0.61628085,0.8736432
1966-03-01,0.019674683,-0.5818502,0.055841397,0.24564438,0.23956832,0.6916523,-0.8451439,-0.20774159
1966-04-01,0.071610115,-0.028210068,-0.12542614,0.23146701,0.8917265,-0.5621754,-0.25461373,0.7314356
1966-05-01,-0.05005474,0.026618695,0.25953236,-0.120362855,-0.5705661,0.008824634,0.0069439886,0.261413
1966-06-01,0.25519237,-0.5173287,-0.48926336,0.060036756,-0.08274946,0.07869878,-0.22148499,0.3121911
1966-07-01,-0.006075859,0.04036207,-0.15407029,-0.1702729,-0.30177507,0.16463092,0.07001877,-0.29540968
1966-08-01,0.2745777,-0.05511818,-0.7527017,0.20643958,-0.1063302,0.5568228,-0.11558886,0.47595397
1966-09-01,-0.14669228,0.032839395,-0.73635423,0.24636765,-0.028210068,-0.19848295,-0.0651,0.12195416
1966-10-01,0.22003822,0.17750625,-0.3979786,0.17244288,0.2084649,-0.34589848,-0.0788434,-0.38437986
1966-11-01,-0.100832745,-0.17866358,-0.5371481,-0.09562478,-0.3767125,0.18054418,0.086944796,0.16173753
1966-12-01,-0.049476076,0.30929774,-0.5048874,0.0925868,0.41244525,-0.2321903,-0.40333122,-0.38843054
1967-01-01,0.11457129,-0.07327236,0.054288197,0.03713576,0.51473844,0.059783578,0.089092515,-0.39816865
1967-02-01,0.23247328,-0.22048315,-0.11890106,0.42514625,-0.19417176,0.37918442,-0.69708663,-0.24646163
1967-03-01,0.13621998,0.23846826,-0.065945104,-0.06877613,-0.15453815,-0.39433852,-0.4482937,0.3452128
1967-04-01,-0.13438818,-0.6689434,-0.12589522,0.30924264,-0.17868462,0.43413872,-0.32572895,0.2234807
1967-05-01,0.40549594,-0.28476304,-0.02348051,-0.26477966,-0.4264784,0.48842698,-0.0989177,0.39383897
1967-06-01,0.10041647,-0.5821823,-0.5169032,-0.8344723,0.51890165,1.0393019,-0.15020828,0.15753555
1967-07-01,-0.016153146,-0.11523743,-0.14388028,0.105245784,0.07693601,0.012323069,-0.14154892,0.8904257
1967-08-01,0.059617043,-0.38384733,-1.0314751,0.08176537,0.5338891,0.14354725,-0.5795178,0.24379715
1967-09-01,-0.054454707,0.010158205,-0.3946716,0.040299796,-0.142548,0.0034970879,-0.09059129,-0.050458014
1967-10-01,-0.20516261,0.035470486,-0.30274805,-0.05428817,0.52905977,-0.2612826,-0.28659487,-0.22348075
1967-11-01,-0.053289033,-0.019816875,-0.51873505,0.4407999,0.6238143,-0.39800215,-0.16852646,-0.3057456
1967-12-01,-0.20699444,0.28476304,-0.3027481,0.54970926,0.41615373,-0.8736065,-0.09425487,-0.44446355
1968-01-01,-0.07064066,-0.10673964,0.13250437,-0.3253153,0.22197315,0.28227967,-0.33536637,0.19408503
1968-02-01,0.3703329,0.200597,-0.03793926,0.13250442,0.080833316,0.2175848,-0.89893484,0.14340487
1968-03-01,0.06016493,-0.023782825,0.10461626,0.80281246,0.32305026,-0.60943526,-0.09314947,0.20611791
1968-04-01,-0.11381787,0.49462643,0.3156889,0.6748381,0.19295247,-0.34060425,0.2508523,0.044026565
1968-05-01,0.10829687,0.43063933,-0.040062714,-0.19521742,0.083098315,-0.120613,0.29459578,-0.4194557
1968-06-01,0.15671197,-0.22919293,-0.48981333,1.2334517,0.4595185,-1.3900222,-0.9960481,0.8791157
1968-07-01,0.18091956,-0.013731766,-0.46744603,-0.3682093,0.027888227,0.4279496,-0.1500584,0.28511104
1968-08-01,-0.18332615,0.26090345,-0.35787517,0.47041893,0.52817726,-0.3699081,-0.037656117,-0.15954323
1968-09-01,-0.115233615,0.20003061,-0.12754965,0.6015078,0.07899304,-0.35136315,-0.06228838,-0.13193817
1968-10-01,-0.08635435,-0.16761246,-0.18785612,0.5972608,0.3901519,-0.6027818,-0.23032542,-0.25439146
1968-11-01,-0.23485556,-0.057899952,-0.25226802,-0.055210162,-0.38363987,0.15982635,0.30365592,-0.20215416
1968-12-01,0.025623178,-0.06016493,0.13462786,-0.43842536,0.054219246,0.12287798,0.38675433,0.109854124
1969-01-01,0.1447524,-0.15308018,-0.13157931,-0.13475904,0.3508277,-0.8854729,-0.01120472,0.28359962
1969-02-01,0.2041069,0.16337642,0.24014358,-0.23514691,0.2206111,-0.1788207,0.016806984,0.06041441
1969-03-01,0.018169736,-0.0472414,0.12052605,-0.28556806,0.18215182,0.34825364,-0.24377756,0.61110944
1969-04-01,-0.24453464,-0.47438207,-0.07631302,0.25089407,0.02937441,0.57234734,-0.15777406,0.63427603
1969-05-01,0.10977562,-0.32372445,-0.08206673,0.27769452,0.6575937,0.46696272,-0.7914444,0.48392123
1969-06-01,0.17715521,-0.29313874,0.031948566,0.025286246,-0.00045423507,0.6118666,0.034371126,0.3061604
1969-07-01,0.037096597,-0.5852176,-0.30343494,-0.265884,0.04057913,0.5158698,-0.24983415,0.74132615
1969-08-01,0.24059781,-0.07934128,-0.43319732,-0.84398526,-0.50042546,0.42396098,0.08297522,0.15202026
1969-09-01,-0.26664123,0.5390361,-0.2770888,0.19093385,0.74647427,-1.169981,0.20819512,-0.051632382
1969-10-01,-0.06828804,0.14490382,-0.6148949,-0.14520666,-0.07676723,0.027103234,0.36627203,-0.23333006
1969-11-01,0.32130185,-0.25467938,0.17170425,0.24074927,-0.011658919,-0.012718832,-0.024226379,0.20925502
1969-12-01,-0.06980219,0.24892569,-0.6974158,0.010447621,0.14278404,0.1997159,0.18502864,0.0019683957
1970-01-01,-0.25511903,-0.30685025,0.47697315,0.12755947,0.5005468,0.26860842,-0.6116048,1.5407988
1970-02-01,0.110272214,-0.39171514,-0.33592424,0.25904799,0.30213538,-0.2680846,-0.3347456,1.2260907
1970-03-01,-0.121797085,-0.41541976,-0.022002053,0.70393485,0.013882232,0.17090881,-0.43689793,0.7497724
1970-04-01,-0.19710174,0.18190984,0.17588547,0.48902187,0.028288364,0.04269445,0.016239643,-0.21596059
1970-05-01,0.006155348,0.3769161,-0.1345007,0.0073340177,-0.0214782,-0.89186907,-0.11865397,-0.14262049
