,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,0.23272705,-8.574951,2.6906128,-1.8813782,-11.200989,-6.61203,1.8947754,2.1816711
1965-02-01,0.4753418,-8.239532,2.648346,-2.105774,-11.524689,-6.1254272,2.1698303,1.9263306
1965-03-01,0.43252563,-8.393616,2.9043884,-1.5478516,-11.925751,-5.979645,1.5437317,1.8610535
1965-04-01,0.115478516,-9.582336,2.4516296,-3.286438,-13.260193,-6.9817505,1.6008911,2.2141113
1965-05-01,-1.2212524,-10.432098,1.5619507,-4.26593,-13.659882,-8.295532,0.8120117,2.2964172
1965-06-01,-1.9078674,-10.977997,0.6937256,-5.277832,-13.476288,-9.158783,-0.07965088,2.355774
1965-07-01,-2.2367554,-11.163666,0.47512817,-5.8197937,-13.673462,-9.349457,-0.45944214,2.7034912
1965-08-01,-3.2695923,-11.139221,0.08544922,-6.588196,-12.984863,-9.083496,-1.4034729,2.3766785
1965-09-01,-3.046814,-11.213837,0.14953613,-7.537964,-13.67569,-9.29483,-1.289978,2.3175354
1965-10-01,-2.501648,-11.905579,0.6652832,-6.011322,-14.319061,-9.507568,-1.0681152,1.8363342
1965-11-01,-2.435791,-11.195557,1.843811,-5.4081116,-13.819611,-8.292084,-0.26080322,1.8692627
1965-12-01,-0.9378662,-9.528992,2.8587341,-3.5589294,-12.143066,-6.366577,0.9556885,2.2514954
1966-01-01,0.27526855,-8.162567,2.8597717,-2.1644897,-11.321442,-5.5140076,1.1981506,2.2233582
1966-02-01,0.9324951,-6.916321,2.8417358,-1.3469238,-10.360657,-5.123047,2.1100159,2.77417
1966-03-01,0.00894165,-7.641693,3.0538635,-1.6905212,-11.304871,-4.8544617,1.5495605,2.7306213
1966-04-01,-0.4538269,-8.631439,3.0943909,-2.873413,-12.467621,-6.232025,1.3041382,2.504364
1966-05-01,-1.3077087,-10.45105,2.1134338,-3.7752075,-12.460144,-7.940674,0.6444397,2.7634583
1966-06-01,-1.8233032,-11.312561,0.948822,-4.6231384,-13.33429,-8.580322,-0.31344604,2.4294128
1966-07-01,-2.3278198,-11.611359,0.6828003,-5.681366,-13.207947,-8.727295,-1.2390442,3.0237427
1966-08-01,-3.3215332,-11.586395,0.5690918,-6.4093323,-13.075592,-9.503174,-1.365387,2.276123
1966-09-01,-3.4760132,-11.919373,0.4005127,-6.1109314,-13.297607,-9.803375,-1.0301819,2.0717163
1966-10-01,-3.1054688,-11.67392,0.9313965,-5.353607,-13.674957,-9.808044,-0.87597656,2.179535
1966-11-01,-2.438446,-11.29837,1.9408264,-4.651306,-13.538971,-8.461731,0.14352417,2.6261597
1966-12-01,-0.3468933,-10.043457,2.6239014,-2.3615417,-11.550262,-7.0620728,1.5916138,2.4665527
1967-01-01,0.69937134,-8.296448,2.8469238,-1.7241211,-10.462494,-5.906006,1.723053,2.5804749
1967-02-01,0.893219,-7.469055,2.6175537,-1.5603333,-9.897064,-5.566925,2.3521118,2.5755005
1967-03-01,0.4721985,-7.584564,2.9552917,-2.566803,-10.563965,-5.6608887,2.0978699,2.692871
1967-04-01,-0.5758972,-8.319153,2.9163513,-3.8793335,-11.607056,-6.682953,1.5991821,2.8697815
1967-05-01,-2.0637512,-9.350739,2.4451904,-4.819275,-12.941681,-7.3604736,0.25106812,3.1197815
1967-06-01,-2.7919617,-10.341888,1.3718872,-5.941162,-13.071411,-8.348633,-0.6925049,3.038147
1967-07-01,-3.376709,-11.334808,0.9258728,-6.3571167,-13.198395,-9.49881,-0.7208252,3.0624084
1967-08-01,-3.540039,-11.400482,0.53466797,-6.54599,-13.078247,-9.455261,-1.0774841,2.7858887
1967-09-01,-3.774292,-11.918701,0.44418335,-6.9099426,-13.841858,-9.679504,-1.8936768,2.5185852
1967-10-01,-3.2537842,-11.407227,0.8750305,-5.5330505,-14.094635,-9.242157,-0.8232727,2.2372742
1967-11-01,-2.0016785,-11.328033,1.9348145,-4.678589,-13.746033,-8.119751,0.34768677,2.210266
1967-12-01,-0.5560303,-9.789734,2.724884,-3.6921997,-12.538757,-7.4343567,1.9515991,2.456421
1968-01-01,0.12020874,-8.30304,2.663971,-2.8479614,-11.529358,-5.6054077,1.6940613,2.3182373
1968-02-01,0.46270752,-6.9297485,2.88974,-2.7804565,-11.061249,-4.2469788,2.264557,2.5
1968-03-01,0.10632324,-6.882019,3.1402588,-2.403839,-10.96405,-5.039612,2.1713257,2.644165
1968-04-01,-0.9003906,-8.451111,3.07135,-3.4580078,-11.989563,-6.38562,1.4420776,2.7987976
1968-05-01,-1.9713135,-9.586853,2.547943,-4.476532,-12.517426,-7.858185,0.6328125,2.6869202
1968-06-01,-2.357727,-10.8897705,1.1401367,-5.9896545,-13.391022,-9.035461,-0.02368164,2.5270386
1968-07-01,-3.096222,-10.754791,0.5599365,-6.295868,-12.968658,-9.22348,-1.2508545,2.3439941
1968-08-01,-3.6024475,-10.832184,-0.073394775,-6.896576,-12.771545,-8.96405,-2.1428528,2.2937927
1968-09-01,-3.8826294,-11.628723,0.2374878,-7.0328064,-13.849518,-9.23233,-1.9595947,2.5112
1968-10-01,-3.200653,-11.485901,0.8482361,-6.2682495,-13.364899,-8.955444,-1.7712402,2.025879
1968-11-01,-2.066101,-11.010651,1.3224792,-4.24881,-12.871857,-8.712677,-1.125824,2.364624
1968-12-01,-0.7744751,-9.492004,2.3133545,-2.4977112,-12.032318,-6.514435,0.08810425,2.2020874
1969-01-01,-0.033233643,-7.657837,2.8079224,-2.0555115,-11.219391,-5.204834,1.3665771,2.6771545
1969-02-01,0.39163208,-7.531372,2.952301,-2.546936,-10.69043,-4.829193,2.082672,2.5410767
1969-03-01,-0.09460449,-8.48526,3.5833435,-2.7157898,-10.838776,-5.514374,2.3050537,3.0726624
1969-04-01,-1.1860657,-9.229553,3.609192,-4.4963684,-12.026611,-6.728882,2.0868225,3.0456848
1969-05-01,-2.5428162,-10.132538,2.6436768,-5.5644226,-12.824982,-7.71286,1.0039062,3.075409
1969-06-01,-3.1766663,-11.033051,1.6206055,-6.233185,-12.616913,-8.432373,0.013153076,3.192688
1969-07-01,-3.4066162,-11.520905,0.86816406,-7.429657,-12.627411,-9.039185,-0.52960205,3.1852722
1969-08-01,-3.4690247,-12.027344,0.36889648,-6.896759,-13.002075,-9.892761,-1.2595825,3.5202637
1969-09-01,-3.5682373,-12.087067,0.18765259,-6.960083,-13.15155,-10.17453,-1.3454895,3.078003
1969-10-01,-3.1166382,-12.081543,1.0638123,-6.2777405,-13.637238,-9.70752,-0.7487488,2.3605652
1969-11-01,-2.2437744,-11.110748,2.1274414,-4.9300537,-13.10022,-8.58905,0.16973877,2.9252625
1969-12-01,-1.245758,-9.828705,3.3987122,-3.135254,-11.29361,-7.361847,1.664093,3.0423584
1970-01-01,-0.097961426,-8.272034,3.1098633,-2.1693726,-10.5433655,-5.700592,2.440918,2.941986
1970-02-01,0.13925171,-7.549225,3.144104,-1.7828674,-10.276154,-5.1012573,2.5629578,2.9271545
1970-03-01,0.04034424,-8.015442,3.2910767,-2.0124817,-11.116852,-5.780792,2.291504,3.3070679
1970-04-01,-0.46038818,-9.332855,3.362671,-3.2399902,-11.84848,-7.056366,1.5588379,2.8538818
1970-05-01,-1.210144,-10.456085,2.2539062,-4.287323,-12.731537,-8.287048,1.1934204,3.187317
1970-06-01,-1.9702454,-11.38147,1.3471069,-5.5691223,-13.397095,-8.483063,-0.17056274,3.1519775
1970-07-01,-3.181366,-11.669495,1.1236572,-6.0895996,-13.543579,-8.851135,-0.7127075,3.1392822
1970-08-01,-3.6884155,-11.404266,0.6104126,-6.635895,-13.745331,-8.576111,-1.1329651,3.4825134
1970-09-01,-4.064026,-11.139374,0.59121704,-7.5544434,-13.6137085,-8.609772,-1.4807129,3.2943726
1970-10-01,-3.9533691,-11.303009,0.98443604,-6.754181,-13.31192,-9.238312,-1.0022583,3.0202026
