,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8
1965-01-01,-5.8819231136502435e-05,-0.00015641686261306037,1.9872064754108797e-06,-0.00012460312229284847,-7.832462590438528e-05,-6.966158321549026e-05,-1.814478951821323e-05,-7.874344009906054e-05
1965-02-01,-6.031237197540967e-05,-0.00015722511554344838,2.1691411654819057e-06,-0.0001301303630250252,-7.360451071200748e-05,-7.076458750130116e-05,-1.5013773757827415e-05,-7.404770682721089e-05
1965-03-01,-6.272376984790233e-05,-0.0001653750993320447,2.312352201015638e-06,-0.00013225238283418796,-7.297527470375196e-05,-7.500444587763785e-05,-1.758608585292035e-05,-8.092041146786262e-05
1965-04-01,-5.4123509991248806e-05,-0.00016305302337571545,-4.348293073399621e-06,-0.0001372967711755667,-7.536557789605398e-05,-5.626868856642483e-05,-1.7707025108393282e-05,-8.132676399933796e-05
1965-05-01,-5.1265337138569786e-05,-0.00017942081276752344,-1.0509833680179689e-05,-0.00013664719352329317,-7.333310070232704e-05,-4.898022454207816e-05,-2.1864663508227642e-05,-7.749257686858375e-05
1965-06-01,-4.41128109481984e-05,-0.00017830643981460085,-1.242961482066347e-05,-0.0001513213448395783,-6.901443367286657e-05,-3.967530437018107e-05,-1.8676268262103858e-05,-9.229033215281864e-05
1965-07-01,-4.548373648763768e-05,-0.00016732321932315101,-1.128559211705228e-05,-0.00013791048497130925,-7.026208690009438e-05,-3.936805303553383e-05,-2.2684561211944502e-05,-8.598287240602076e-05
1965-08-01,-4.3839073831415074e-05,-0.00016810651501251872,-9.012915526624736e-06,-0.00013379468741318718,-8.417330368851812e-05,-3.513432945836476e-05,-2.0122976874357418e-05,-8.943664336887498e-05
1965-09-01,-4.7532105652083245e-05,-0.00018252141618857034,-9.68496362518811e-06,-0.00013796678103972226,-7.150211716249872e-05,-3.8105607464391176e-05,-1.8588038716081748e-05,-8.379267334627609e-05
1965-10-01,-5.162365726261799e-05,-0.000175102129273424,-6.171928570361764e-06,-0.00012831218059132382,-7.640807710301418e-05,-5.120014151852613e-05,-1.8510419228251148e-05,-7.985793248129387e-05
1965-11-01,-5.163085006643087e-05,-0.000175990975796453,-3.925759367383904e-06,-0.0001311431630959057,-7.754121795117568e-05,-4.935457942543885e-05,-1.810739323606386e-05,-8.101915591396391e-05
1965-12-01,-5.454623793152028e-05,-0.00016051068369669894,-1.4689798186430063e-06,-0.00011987648163498801,-7.980953691563067e-05,-5.7976558309746906e-05,-2.209662103696781e-05,-8.15955475748827e-05
1966-01-01,-5.934219059002187e-05,-0.00015964132685042484,2.8905710596189745e-07,-0.0001167871894060888,-6.813835800410464e-05,-7.791510005569401e-05,-2.1032486556043083e-05,-7.316607904310028e-05
1966-02-01,-5.734659810384204e-05,-0.0001620347071913731,2.934312892264928e-06,-0.00012619631227359852,-7.881593214383778e-05,-7.016037413433089e-05,-2.0343241511214088e-05,-7.664891503130396e-05
1966-03-01,-5.5281473448433515e-05,-0.00016479142625065683,2.0173362268489808e-06,-0.00012326764011628586,-7.481607518946895e-05,-6.646007606386259e-05,-2.240075178526561e-05,-7.717419066466391e-05
1966-04-01,-5.2863407680498706e-05,-0.0001642664129285196,-2.4856010797126386e-06,-0.0001350576349068433,-7.153195978249781e-05,-4.998159536900754e-05,-2.0970217198790875e-05,-8.04655331497391e-05
1966-05-01,-5.79884830845653e-05,-0.0001675499042550337,-8.628549368446131e-06,-0.00013809730510481379,-8.194291485079493e-05,-4.7608179711288645e-05,-1.4562094079070342e-05,-8.31055319091926e-05
1966-06-01,-4.496406680638237e-05,-0.00018198503683167463,-7.684819861588697e-06,-0.00014983935133469373,-7.369331657313384e-05,-3.643562589752277e-05,-1.939242793014273e-05,-8.66948685143143e-05
1966-07-01,-4.260524032620847e-05,-0.00017093335876232284,-1.1033882335787752e-05,-0.00013448534776795316,-6.903056391120817e-05,-3.8363754665281375e-05,-2.406727135701872e-05,-8.477657684125006e-05
1966-08-01,-4.975196913749512e-05,-0.00016872397538057518,-8.361498712693868e-06,-0.0001407242300708524,-7.206264014642399e-05,-4.3173723789327336e-05,-2.1570096364217426e-05,-8.562235355687638e-05
1966-09-01,-4.461287192368348e-05,-0.00018470453548254174,-8.7721947424888e-06,-0.00014021572000770405,-7.3094107882263e-05,-2.9878126197046476e-05,-1.9266613783068297e-05,-8.350914382996659e-05
1966-10-01,-5.472583974811382e-05,-0.00018357315939371882,-9.610629417857784e-06,-0.0001450439330338585,-7.76560941281227e-05,-3.913127724410755e-05,-1.546146663980942e-05,-7.754350372124463e-05
1966-11-01,-5.526381885699396e-05,-0.00016845412918556373,-7.559796117620644e-06,-0.00013826461244289845,-7.146413666375268e-05,-5.7242120745732394e-05,-1.9546667531625752e-05,-7.618760961728792e-05
1966-12-01,-5.678094437046509e-05,-0.00017185529323240507,-2.1320039217331564e-06,-0.00013384032751094887,-7.597220246680081e-05,-5.0027825156301435e-05,-2.0754564235069076e-05,-7.910365335798512e-05
1967-01-01,-6.122168477824224e-05,-0.00016581905989916724,3.5822771876034923e-06,-0.00012095713331787422,-7.286693569487677e-05,-7.690105464788294e-05,-2.1797448639785324e-05,-6.752343324478716e-05
1967-02-01,-6.65156715383221e-05,-0.00015148723885661117,5.977688444370168e-06,-0.00011776206850878555,-7.531479730879744e-05,-7.634232631216774e-05,-1.908412848612951e-05,-7.672830057951312e-05
1967-03-01,-5.875328497495503e-05,-0.00015564178239816384,1.7182831371943636e-06,-0.00013256551359187472,-7.353706818181448e-05,-6.531792232120972e-05,-1.9945169590167043e-05,-7.775071329281975e-05
1967-04-01,-5.34229028354665e-05,-0.0001548689414828437,-2.033338128660626e-06,-0.00012928576986517078,-7.568572562796851e-05,-5.8083698501643495e-05,-2.0164837170501842e-05,-8.232026205708583e-05
1967-05-01,-5.0408634706400335e-05,-0.0001783879022837336,-8.194797647961258e-06,-0.00014236941669051618,-7.599375609201021e-05,-4.818010601634599e-05,-1.964924141408547e-05,-8.625586633570492e-05
1967-06-01,-4.8332029629299154e-05,-0.00016530410576503254,-9.939373400362479e-06,-0.00014098936596631324,-7.043620616269227e-05,-4.5232054445769565e-05,-2.107706463635516e-05,-7.884599229631324e-05
1967-07-01,-4.540501582336479e-05,-0.0001881256554325482,-1.0100185212956922e-05,-0.00013392181823622772,-6.575369647739884e-05,-4.0946690445844924e-05,-2.2416579133063994e-05,-8.242086429769795e-05
1967-08-01,-4.155665010330267e-05,-0.0001708373867621808,-8.281891627646758e-06,-0.00013500749694437465,-8.030510798562318e-05,-3.0831764854396306e-05,-2.0341191403156915e-05,-8.57129052747041e-05
1967-09-01,-5.195082589385233e-05,-0.00017749435111238322,-6.919717305712963e-06,-0.0001241790397960523,-7.424871280538634e-05,-4.4598325401685146e-05,-1.8878336584962468e-05,-7.791917596478015e-05
1967-10-01,-4.4490947662520094e-05,-0.00017274068544157644,-9.04298857161607e-06,-0.00013750377878419715,-7.128956405302652e-05,-4.925618925898441e-05,-1.957917180227335e-05,-7.450029079336673e-05
1967-11-01,-5.282260514962088e-05,-0.0001678297107415364,-3.4384551195600295e-06,-0.00013214379908855665,-7.539832530220827e-05,-5.4865134034288237e-05,-1.834626720451257e-05,-7.877377599167328e-05
