,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8
1965-01-01,-0.94310606,-0.22909585,-0.30176812,-0.248975,0.40311775,-0.5553051,0.26592064,0.5911522
1965-02-01,-0.9330036,0.36857376,-0.8117752,-0.3239277,0.83165395,-0.8459927,0.5875675,-0.13980408
1965-03-01,-1.3296036,0.15968284,-0.38943022,0.18738289,1.0226215,-0.55888975,0.36759606,1.3602364
1965-04-01,-0.23430976,0.8759743,-0.27211228,-0.34022218,0.36759645,-0.06322136,0.23561363,-0.47187918
1965-05-01,-1.0219696,1.1304886,-0.6615429,-0.2985092,0.759634,0.6569805,0.06648026,-0.35130233
1965-06-01,-0.80590916,0.8714115,-0.82448465,-0.34999847,0.37867624,0.5585636,-0.34282914,-0.24930039
1965-07-01,-1.168943,0.90432584,-0.92713773,0.071042255,0.39203757,0.8000431,-0.18705711,0.2910141
1965-08-01,-0.76387024,0.84273374,-0.76256675,-0.279282,0.67523,0.990033,0.060940553,-0.79319954
1965-09-01,-0.94538707,0.5634521,-1.1679653,-0.25190774,0.35260543,0.91768724,-0.25809973,-0.7322594
1965-10-01,-0.96722144,0.57746506,-0.6550251,0.093854144,-0.24995232,0.8531624,-0.16131249,-0.5898487
1965-11-01,-0.35586435,0.55465317,-0.18738289,-0.18119125,0.55432737,0.35260582,0.17467347,-0.4722046
1965-12-01,-0.8189446,1.0747627,-0.6797924,-0.45916978,1.286261,-0.4761154,0.45004463,0.7694103
1966-01-01,-1.4038395,0.10995712,-0.29081154,0.064661406,0.61510277,-0.6564598,0.29442254,1.8587662
1966-02-01,-0.73228073,0.23271522,-0.59048575,0.00295372,0.7276859,-0.60525626,0.9269215,1.4248463
1966-03-01,-0.63610953,0.56455535,-0.8835949,-0.019693756,0.900663,-0.59278333,0.6968323,-0.31510085
1966-04-01,-1.2210152,0.7171825,-0.4070053,-0.059081268,0.7578831,0.34956473,0.42505798,-0.3521904
1966-05-01,-0.8918007,1.1415837,-1.2416939,-0.86226004,0.22713509,0.65449065,-0.5077717,-0.19628143
1966-06-01,-0.22811966,1.0503356,-0.6758255,-0.50580215,0.44081268,0.9101814,-0.21728821,-0.6282318
1966-07-01,-1.0998986,1.0204666,-0.9915825,-0.56258583,0.5632423,1.0224361,-0.080416106,-0.31017724
1966-08-01,-0.8287808,0.61674386,-0.9633549,-0.20645675,0.3692585,1.007994,-0.33085555,-0.3459545
1966-09-01,-0.59147036,0.595081,-0.8396122,-0.3791054,0.26914826,0.9994602,-0.21695939,-0.7880802
1966-10-01,-0.1027359,0.4116005,-0.47429198,-0.34300002,0.18544999,0.7785614,0.02789917,-0.13818511
1966-11-01,-1.0414737,0.8832668,-0.90755576,-0.34858018,0.9489128,0.014770126,-0.07450829,-0.3781208
1966-12-01,-0.46707115,0.7585392,-0.9942085,-0.37319717,1.0546029,-0.54519004,0.5878601,-0.4273556
1967-01-01,-1.1788242,0.45846787,-0.84379005,0.0924118,0.84509623,-0.53259355,0.9433857,1.1073112
1967-02-01,-0.66386414,-0.50581706,-0.08392181,-0.052573394,1.4550804,-0.6635376,1.1556396,1.422426
1967-03-01,-0.62859726,0.17208862,-0.29062423,-0.50875586,1.1102498,-0.4924286,0.35723916,0.9701626
1967-04-01,-0.101228714,0.9832241,-0.5250832,-0.21617241,0.7833794,-0.297155,0.35299414,-0.34940186
1967-05-01,-0.7249279,1.3016049,-0.56100273,-0.7732563,0.72786677,0.7572559,0.44409943,-0.14727135
1967-06-01,-0.93718165,1.2784199,-1.113842,-1.0240425,0.49046937,0.85913736,0.16523132,0.6609249
1967-07-01,-1.2617662,1.2153969,-1.0775955,-0.4303852,0.4646721,0.9495903,-0.19429359,0.20213088
1967-08-01,-1.1334345,0.87121964,-0.91595614,-0.25862312,0.5002655,1.0152256,0.096003726,-0.6197807
1967-09-01,-1.184049,0.7154579,-1.0482067,-0.6573334,0.121801,1.1435573,0.012081909,-0.27886885
1967-10-01,-1.0364507,0.9675499,-0.707621,-0.60443306,0.2462143,0.55806386,-0.12637253,-0.071186826
1967-11-01,-1.3195648,0.99595946,-0.6331692,-0.50679666,0.13388328,0.15870056,0.0032653809,-0.24588776
1967-12-01,-0.6455776,0.09012604,-0.6514557,-0.12931176,0.47969323,-0.45879441,0.4666317,-0.1528225
1968-01-01,-1.3073677,-0.22646447,-0.34753686,0.06090088,0.84131014,-0.45402297,1.7668602,1.319402
1968-02-01,-0.8300049,-0.9098694,-0.66954726,0.033550262,0.81104165,-0.41755524,0.92190397,2.6205697
1968-03-01,-1.1399807,0.20895997,-0.47955018,-0.105027005,0.8310989,-0.74284744,1.108619,0.2020317
1968-04-01,-1.1866596,0.34936064,-0.5769192,0.02188034,0.35555992,0.13638917,-0.0,-0.5174767
1968-05-01,-0.6713707,0.85772055,-0.76290476,-0.45256424,0.71330833,0.6691826,-0.11888504,0.064912416
1968-06-01,-0.16082267,0.84349823,-0.56597865,-0.50106657,0.2202652,0.7315426,-0.38728714,-0.27095565
1968-07-01,-1.1702487,1.4247932,-1.1804596,-0.5488388,0.8289108,0.9222687,0.029538726,-0.33258516
1968-08-01,-1.3288834,1.2194805,-0.7413887,-0.40916824,0.65678406,0.9273739,0.12216721,-0.88616484
1968-09-01,-0.9514427,1.1137238,-0.685228,-0.33185655,0.4711624,0.83547556,0.078769684,-0.88543624
1968-10-01,-0.98645175,1.1717079,-0.9339382,-0.31398696,0.55430907,0.5860359,0.005105591,-0.38254625
1968-11-01,-0.83802795,0.52148855,-1.0123436,-0.5616028,0.7413887,0.14477691,-0.19510193,-0.14331818
1968-12-01,-1.0688686,0.70382655,-0.5583202,0.011305237,1.3175786,-0.6203159,0.24579239,-0.12180176
1969-01-01,-1.2456379,0.25941125,-1.1189175,-0.14662361,0.7779015,-0.53275454,1.11361,0.9772701
1969-02-01,-0.77193034,0.2650505,-0.45546228,0.10250397,0.753022,-0.7669548,0.4219578,1.8954922
1969-03-01,-0.85187685,0.485981,-0.39376068,-0.16188316,0.5486778,-0.4388756,0.47702447,0.5330868
1969-04-01,-1.0356541,0.8044399,-0.3841408,-0.044120025,0.9948513,-0.17714271,0.40404433,-0.10283508
1969-05-01,0.18311386,1.0031449,-0.20434418,-0.53441316,0.4388756,0.53607213,-0.10582085,-0.44219285
1969-06-01,-1.0820957,1.0396347,-0.9779335,-0.33968925,0.40304908,0.7244934,-0.07430725,-0.19870491
1969-07-01,-0.99982756,1.2539307,-0.708902,-0.47204858,0.7337822,0.81372833,0.026206207,-0.3838089
1969-08-01,-1.0170772,1.4317372,-0.94874114,-0.77624285,0.54337007,1.0230484,0.18510361,-0.6276291
1969-09-01,-0.84424704,1.169672,-0.3556118,-0.27931443,0.8246754,0.7407482,-0.09155693,-0.31082916
1969-10-01,-1.0426204,0.68700826,-0.083927155,-0.4478325,0.0802784,0.44086608,0.043456268,-0.6863445
1969-11-01,-1.0811005,1.0701535,-0.46541405,-0.5519951,1.0014862,-0.30220413,0.51484144,-0.17714271
1969-12-01,-0.71387786,0.44086608,-0.33670348,-0.35693932,0.9769379,-0.58085555,0.37783775,-0.13468131
1970-01-01,-0.5274784,0.14476547,-0.4738987,-0.6392967,1.1624489,-0.74778783,0.8715874,0.18303642
