,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8
1965-01-01,2.7242168e-05,1.0174917e-06,5.5088305e-05,0.00014780244,0.00024224591,8.5058586e-05,3.318465e-05,0.0002881394
1965-02-01,2.1687556e-05,8.321942e-06,6.8081965e-05,0.00016932993,0.0002597443,8.508551e-05,3.0914347e-05,0.00031706106
1965-03-01,2.1220934e-05,3.9338847e-06,6.6350076e-05,0.00016446627,0.00020791321,9.159131e-05,3.212578e-05,0.00026348015
1965-04-01,2.8740753e-05,-1.988643e-06,3.9438477e-05,0.000111226356,0.00022523211,8.666485e-05,4.0354495e-05,0.0002603035
1965-05-01,3.266218e-05,-6.0805687e-06,6.3326e-05,0.00013030408,0.00015802938,8.491501e-05,3.1757863e-05,0.0002230634
1965-06-01,4.8679918e-05,-1.3546538e-05,5.4406315e-05,7.0603215e-05,0.00014537672,7.8669436e-05,5.245081e-05,0.00011596437
1965-07-01,3.7328413e-05,-4.5191773e-06,7.2120056e-05,5.747495e-05,6.373559e-05,8.759809e-05,5.8768168e-05,5.299716e-05
1965-08-01,3.218658e-05,-2.7334463e-06,6.308372e-05,6.463582e-05,9.086256e-05,9.853682e-05,4.732693e-05,5.3840668e-05
1965-09-01,4.168057e-05,-3.5948979e-06,6.197997e-05,8.553515e-05,0.00013451875,8.1334576e-05,4.006734e-05,9.956078e-05
1965-10-01,3.852189e-05,-4.1333114e-06,6.0346792e-05,9.763146e-05,0.00016247129,5.9851955e-05,2.8940176e-05,0.00014275932
1965-11-01,2.2979744e-05,2.1750748e-06,5.0610513e-05,0.00015502612,0.00024450722,7.4003205e-05,3.9555856e-05,0.00021260025
1965-12-01,2.644353e-05,1.367458e-06,5.2898766e-05,0.00014887926,0.0002630286,7.838228e-05,4.3243974e-05,0.0002761956
1966-01-01,1.7238795e-05,1.3418357e-06,7.1539616e-05,0.00014856359,0.00020123075,7.5572265e-05,4.0061615e-05,0.00027294896
1966-02-01,2.5377452e-05,3.5007397e-06,5.2305022e-05,0.00016603031,0.000248914,9.90432e-05,3.4440323e-05,0.00033154074
1966-03-01,3.3418346e-05,5.464117e-06,4.8728576e-05,0.00011068909,0.00023864901,9.167849e-05,3.197999e-05,0.00024362045
1966-04-01,2.4807177e-05,2.8897302e-06,5.6427303e-05,0.00014318668,0.00018749524,8.620384e-05,3.6216326e-05,0.00027139293
1966-05-01,3.649784e-05,-8.385447e-06,5.2924177e-05,0.00014114998,0.00018588218,7.487164e-05,4.308408e-05,0.00023559586
1966-06-01,4.5752608e-05,-7.415976e-06,6.363723e-05,6.529511e-05,8.3151e-05,7.481461e-05,6.0681174e-05,0.00013902367
