,zgv50_cluster1,zgv50_cluster2,zgv50_cluster3,zgv50_cluster4,zgv50_cluster5,zgv50_cluster6,zgv50_cluster7,zgv50_cluster8
1965-01-01,-0.030023599,0.027374458,0.09639926,0.06563983,0.16969216,-0.09419165,-0.06887765,-0.09904841
1965-02-01,0.2081047,0.03885405,0.007211542,-0.15968427,-0.17616782,-0.028110337,0.02266487,-0.05504327
1965-03-01,-0.0013245583,-0.030906629,0.04665432,-0.08285923,-0.1268644,-0.036940813,-0.0047095777,0.0052982806
1965-04-01,-0.06122457,0.016483545,0.04915626,-0.021340286,-0.005151105,0.002796316,0.048273228,-0.16910346
1965-05-01,-0.05121672,-0.100225784,-0.039884306,-0.048861932,-0.021340322,-0.042974927,-0.07638355,-0.07653072
1965-06-01,-0.0073587177,-0.14025728,0.002943492,0.047978878,0.002796316,-0.010449385,0.043710817,-0.024872493
1965-07-01,0.032819916,-0.06313787,-0.042533446,-0.0986069,-0.06814177,-0.028110314,-0.06931917,-0.011626768
1965-08-01,-0.034144472,-0.029876422,-0.03326144,0.011773968,-0.038412523,0.0067700385,-0.008388949,-0.012068296
1965-09-01,0.013834405,-0.01295135,0.04194472,0.018543983,0.020015717,-0.0061813355,0.035469055,-0.017955279
1965-10-01,-0.019721365,-0.0032378435,-0.0069172145,-0.06416807,-0.30980226,0.013392878,-0.038118195,-0.021487474
1965-11-01,0.015011835,0.24887204,0.008977652,-0.07888553,-0.124656774,-0.016042018,-0.16424672,-0.10802607
1965-12-01,-0.114354566,0.39884287,0.021634627,-0.07623639,-0.17042804,-0.009566331,-0.16807322,-0.105965614
1966-01-01,-0.023002004,0.14654751,-0.0062206746,-0.17403421,-0.3720832,-0.010271358,-0.16115884,-0.021555329
1966-02-01,-0.05468409,0.049186707,-0.0065100193,-0.097794816,0.08969345,-0.016058017,-0.14264151,-0.241015
1966-03-01,0.0201087,0.047016717,0.0011573315,-0.02878871,-0.01417737,-0.004195309,0.048318744,-0.22900765
1966-04-01,0.025172044,0.07537146,-0.0056420327,-0.03370738,-0.040796064,0.0,-0.027631354,-0.2065843
1966-05-01,-0.049765397,-0.045280743,-0.0056420327,-0.02517202,-0.09114011,0.02271266,0.022134017,-0.090561435
1966-06-01,-0.088825464,-0.044991396,0.020832062,-0.017070675,-0.111393474,-0.05801139,-0.124268815,-0.045859385
1966-07-01,0.07435875,-0.03472004,-0.075226784,-0.123545505,-0.20050827,-0.011139393,-0.03038001,0.021989346
1966-08-01,-0.011284018,-0.030380059,0.0021700382,-0.037613392,-0.096637465,0.031826735,-0.0128753185,-0.025172044
1966-09-01,-0.04557004,0.013019991,0.054394722,-0.031392716,-0.07956676,0.023725366,-0.026040029,-0.018951321
1966-10-01,0.037902735,0.035443377,0.032116033,-0.021555375,-0.0013020039,0.02227869,0.07551608,0.084051445
1966-11-01,0.020976687,0.042098045,-0.038047362,-0.0031826496,-0.16839227,-0.04730611,0.029222678,0.028499365
1966-12-01,0.056130745,0.024882698,-0.097794816,-0.09822879,-0.13164683,-0.022568036,-0.0619174,0.05699873
1967-01-01,0.20732751,0.0044962526,-0.100416444,-0.3212327,-0.18967552,-0.014321422,-0.06644471,-0.004329729
1967-02-01,-0.050124954,0.071440555,-0.04029981,-0.053122472,0.20932579,0.021315599,-0.09125743,-0.1392175
1967-03-01,-0.0019983412,0.13105762,-0.02930894,-0.03713577,-0.00999167,0.0024979233,-0.013655305,-0.07427154
1967-04-01,-0.05711913,0.09891768,-0.09741895,-0.076769486,0.019150723,-0.0033305646,-0.033638667,-0.10258131
1967-05-01,-0.03646965,0.0033305646,-0.046627868,-0.053622045,-0.048626207,0.0019983412,-0.03746883,-0.029808527
1967-06-01,-0.050791074,-0.0787678,-0.032472968,0.013322258,0.018484592,0.009991693,-0.11973373,-0.081265725
1967-07-01,-0.11090771,-0.03597008,0.011323905,0.04363036,-0.052456368,0.019650316,-0.039467167,-0.00033305882
1967-08-01,-0.03447132,0.031140756,0.0053288937,-0.102914356,-0.11656965,0.0039966824,-0.026977545,0.03746883
1967-09-01,-0.0134887695,0.02214824,-0.02098254,0.0016652823,-0.023147404,0.023147415,0.06860957,-0.011990023
