,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6,r400_cluster7,r400_cluster8
1965-01-01,22.486784,8.918999,38.24625,64.32693,16.100113,21.787346,11.99358,42.98179
1965-02-01,49.22759,6.6421394,28.159275,45.342186,12.085308,30.316557,22.907757,32.93904
1965-03-01,62.403885,11.949352,26.948772,59.4669,13.495651,38.131588,13.521858,29.369778
1965-04-01,63.327732,13.11235,42.95722,44.331524,31.60077,31.920187,16.491604,52.59701
1965-05-01,64.11398,9.466103,8.863308,38.354362,64.931366,35.038994,53.78622,70.770935
1965-06-01,70.007614,28.236261,5.2760277,33.191296,89.881805,55.493046,26.830833,62.844513
1965-07-01,55.594604,60.64792,22.940517,25.187893,85.85553,78.782524,28.123238,55.317776
1965-08-01,67.72584,51.289867,13.027172,13.978867,76.36316,70.20254,32.079075,87.30027
1965-09-01,64.76756,23.684183,6.671627,32.853863,82.15359,49.35863,25.033918,72.31886
1965-10-01,64.838,7.7150497,9.618439,54.9656,75.33447,38.626274,37.579575,70.785675
1965-11-01,59.88624,17.084568,15.480938,53.881226,32.527893,23.9692,38.942413,64.1058
1965-12-01,70.98224,11.544758,15.502235,48.352882,41.23729,13.5497055,29.662985,60.0484
1966-01-01,62.470985,14.352501,20.85979,51.070095,26.252436,23.909878,24.699486,32.424843
1966-02-01,64.859505,18.704376,23.7884,63.14568,12.958786,29.284466,21.408085,31.960268
1966-03-01,48.670082,6.3579254,16.83788,53.107315,12.770004,26.618513,16.051556,35.44866
1966-04-01,55.53031,13.489021,27.268585,57.383675,17.225296,32.470802,36.26782,50.20005
1966-05-01,61.011604,23.781834,13.965084,49.806065,45.63477,32.470802,39.669205,62.7123
1966-06-01,63.45594,47.760635,23.3977,22.95611,84.76551,57.68737,46.286484,54.7128
1966-07-01,64.92189,56.314995,23.533953,24.7553,80.06398,73.11017,35.06781,67.839005
1966-08-01,71.678696,49.095253,16.553883,18.614086,80.845375,78.54878,27.670776,73.794716
1966-09-01,64.50328,23.000433,5.934395,28.299507,69.531494,49.513863,30.487757,68.498924
1966-10-01,75.87134,29.73098,17.712852,53.319084,35.841003,26.643137,38.90094,71.83301
1966-11-01,73.32522,12.733887,30.459848,34.41117,40.276596,13.956879,17.415722,51.58884
1966-12-01,69.92712,7.488987,18.612446,55.730587,37.692726,17.425571,27.606754,53.035088
1967-01-01,65.39982,5.403778,15.202118,49.60694,32.994865,17.639458,13.111042,29.593061
1967-02-01,40.85752,9.362976,29.09985,59.51676,8.570801,24.313004,19.95856,24.610281
1967-03-01,24.453197,20.326778,29.182615,59.63331,21.183144,39.860962,17.180027,27.67089
1967-04-01,44.880905,24.601835,45.60552,59.013416,18.823502,39.95724,17.36414,35.02176
1967-05-01,72.80473,16.381096,24.33496,42.482414,47.090218,33.78704,36.592598,73.286125
1967-06-01,43.93164,40.624428,11.413517,18.326912,64.68196,53.757008,51.942936,59.4644
1967-07-01,58.356365,62.437176,36.013245,14.732555,85.73969,74.7117,27.106739,73.94148
1967-08-01,66.17848,49.83159,38.719147,12.401627,84.69922,75.40423,23.032684,74.77589
1967-09-01,56.70445,26.198015,13.820454,25.56799,80.95285,52.53918,15.975716,58.503315
1967-10-01,72.92466,26.746965,14.739311,44.657944,55.956184,21.578388,33.910343,61.83924
1967-11-01,67.691895,24.645752,35.550438,56.489933,11.307106,35.23289,40.369377,49.79781
1967-12-01,42.639496,6.4695854,24.818037,51.561207,31.729744,32.48307,17.646214,47.588493
1968-01-01,43.52559,6.2879677,27.474861,57.229546,10.109108,36.16015,16.257702,24.015875
1968-02-01,14.125008,18.4757,37.296516,62.88239,7.300392,27.47808,11.663963,9.57312
1968-03-01,46.54033,7.224743,21.110584,62.544376,12.77779,34.64071,35.471252,42.076965
1968-04-01,50.623833,23.969196,32.966743,55.739075,29.995462,43.334045,20.127132,28.488895
1968-05-01,75.24718,9.925617,33.918007,46.7705,32.45973,31.972025,30.391418,45.16092
1968-06-01,69.09376,36.414467,8.240387,36.50943,76.3433,66.4299,23.198208,63.45862
1968-07-01,69.91464,65.46577,22.597836,7.8556976,79.74274,74.31362,19.639427,66.70353
1968-08-01,68.69297,37.99829,20.180248,10.456776,75.6206,62.018044,14.245728,58.25646
1968-09-01,66.352646,27.510271,4.958454,22.092426,69.46235,57.953857,20.088501,64.80423
1968-10-01,65.21628,13.788609,9.838699,44.19356,58.35786,26.155006,30.071112,60.022167
1968-11-01,44.238632,12.320671,25.012203,55.41555,33.10839,27.278492,25.575558,36.868366
1968-12-01,67.68537,9.26408,28.125132,58.797276,28.221706,20.571373,32.087914,23.41389
1969-01-01,35.982605,12.262299,30.526299,63.96768,18.773102,20.691582,28.166636,36.044434
1969-02-01,30.895622,21.21632,17.339252,57.19451,15.651394,16.712574,17.992672,29.36819
1969-03-01,54.285038,21.814594,26.072683,66.55629,22.145481,34.035713,13.513992,33.850216
1969-04-01,47.35645,9.753902,33.235233,44.353394,33.910378,36.29511,10.078106,45.3494
1969-05-01,68.51655,16.841251,18.96194,44.36676,65.15754,40.345978,19.637085,71.558044
1969-06-01,68.397896,25.125141,4.00515,24.04725,71.34247,48.66496,19.707272,66.02988
1969-07-01,65.371445,42.037178,20.671528,16.247993,78.11063,68.84409,16.279743,56.507668
1969-08-01,70.97983,33.36057,25.654896,16.246323,79.90878,59.25838,23.94531,59.915142
1969-09-01,67.77957,23.196636,7.848793,33.424072,70.931366,52.97653,7.6282005,35.412743
1969-10-01,65.77252,5.2100487,11.147644,56.101578,59.1531,23.754799,15.858616,53.120247
1969-11-01,77.5909,16.811169,19.314552,52.461815,30.763601,19.09563,28.753208,54.722878
1969-12-01,56.58454,6.854458,25.435976,56.813488,26.403572,21.029152,17.163784,63.573288
1970-01-01,54.39162,10.800434,31.983698,61.011387,18.052395,27.560038,18.062325,50.26419
1970-02-01,27.91916,7.5401993,24.968397,56.951813,10.596878,29.575758,16.178997,34.03086
1970-03-01,48.087944,12.432209,23.826488,54.5025,10.722652,32.602646,13.239822,28.433847
1970-04-01,55.899273,22.828556,20.0466,51.793358,20.366005,33.56748,17.708164,55.181026
1970-05-01,65.135506,22.841797,16.690376,42.646492,68.379196,37.66677,33.320892,70.29396
1970-06-01,69.57075,27.164507,10.904697,17.292774,76.71182,54.51574,19.581562,63.957184
1970-07-01,68.72342,40.379223,13.545986,31.260489,84.73995,67.76686,20.653961,64.049866
1970-08-01,68.09454,49.50623,35.21911,9.795887,81.2414,72.59102,22.404892,71.30513
1970-09-01,70.131775,27.3631,21.517841,18.803738,74.068886,55.642754,25.633684,61.069313
1970-10-01,79.66259,7.156254,4.9882774,34.979145,56.66882,28.95681,11.57164,55.099934
1970-11-01,74.17645,7.596466,13.43676,50.85997,53.322525,21.827316,12.064812,52.423893
1970-12-01,54.14338,10.712723,26.226154,61.26625,15.138039,16.9833,26.322142,42.5985
1971-01-01,60.101063,9.571262,17.237793,47.85997,21.923927,25.08352,10.85606,30.51856
1971-02-01,53.5283,6.3896904,26.390297,68.60779,3.880951,29.855873,11.949829,27.090174
1971-03-01,53.820763,13.248154,32.858246,56.48841,16.695133,37.40914,15.77549,27.507734
1971-04-01,36.469208,10.644745,37.973778,48.41446,18.536118,52.089664,13.403683,17.521801
1971-05-01,68.58243,18.965511,28.07575,45.905724,44.921837,47.41029,17.422062,34.58258
1971-06-01,81.46592,34.295193,16.20319,21.440437,81.668785,72.44528,14.428139,49.993412
1971-07-01,66.421936,37.497047,34.741493,12.544895,78.1508,68.06851,13.990295,61.99614
1971-08-01,84.40744,32.10089,27.299799,18.394112,73.530594,70.866325,23.300018,47.846443
1971-09-01,72.41992,23.651646,6.7734413,24.417454,59.923557,50.09146,17.242863,60.053726
1971-10-01,82.10832,14.022415,6.579029,28.36483,50.580025,38.489388,8.056549,44.798428
1971-11-01,46.815224,17.13129,15.283546,61.920067,22.721859,23.225636,18.121937,30.285267
1971-12-01,69.16228,7.975403,16.68668,60.493263,12.154385,23.43695,20.972164,60.114586
1972-01-01,16.742878,14.090393,44.153503,62.62175,8.783802,24.86286,16.073254,20.757359
1972-02-01,42.469696,10.734158,14.353691,66.553345,7.637966,17.883835,23.606504,19.019917
1972-03-01,42.266533,8.761047,43.591152,60.733154,7.07724,34.962452,4.7676926,12.770653
1972-04-01,65.56354,26.561295,42.227528,45.96896,10.609009,36.38621,15.675056,27.96555
1972-05-01,50.69207,7.5502014,25.11478,47.46261,31.811,35.39966,11.502922,34.616264
1972-06-01,52.962612,47.222065,17.90984,32.6139,60.341457,48.52555,27.998056,66.61185
