,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8
1965-01-01,0.14503866,-0.12980592,0.025161922,0.023008108,0.036298573,0.27941415,0.52998924,0.36661637
1965-02-01,0.164738,-0.0946098,0.026737869,0.006040454,-0.19951516,0.62044835,0.58236307,0.18659106
1965-03-01,0.052478254,-0.06235552,0.03115052,0.027315676,0.049799144,0.44068575,0.23991051,0.1061129
1965-04-01,0.0032562613,-0.030889153,0.026265085,-0.02001512,0.0028885603,0.3016875,-0.048854947,0.066976964
1965-05-01,-0.008825958,0.043442845,0.023796082,-0.052164376,0.060252905,0.18333411,-0.3749177,-0.14992547
1965-06-01,-0.09497756,0.05499977,0.013079643,-0.026318908,0.111733735,-0.0017341971,-0.23718017,-0.19410437
1965-07-01,-0.039346695,0.05610293,0.0004721284,0.0069335103,0.095921755,-0.01665312,-0.10474837,-0.36976963
1965-08-01,-0.05463338,0.0503245,0.00456959,-0.032885373,0.09135157,-0.1648444,0.0072486997,-0.36215252
1965-09-01,-0.059886515,0.02946949,0.005410075,-0.056104243,0.0945034,-0.01933223,-0.030679047,-0.21196508
1965-10-01,0.023848593,-0.042761266,0.018070161,-0.06172514,0.11399257,0.44052815,0.1465621,-0.0721789
1965-11-01,0.15055448,-0.05263716,0.031675816,-0.035722077,0.08268386,0.31476784,0.11357236,0.057258606
1965-12-01,0.1615861,-0.06109476,0.026160002,-0.045440376,-0.05972892,0.37060878,0.22131437,-0.0132911205
1966-01-01,0.12805343,-0.028827548,0.030168056,-0.006989181,0.13220227,0.3578812,0.085334,0.12832701
1966-02-01,0.14619896,-0.085862815,0.030897558,0.02706784,-0.047109842,0.19434378,0.3188547,0.1337524
1966-03-01,0.14939037,-0.11039114,0.033268332,-0.001199007,-0.19783598,0.35172632,0.17556,0.2233401
1966-04-01,0.064453006,-0.014192641,0.03614056,-0.003888905,-0.10724527,0.30636257,-0.066167176,-0.00060629845
1966-05-01,-0.026228845,-0.0005607009,0.023694038,-0.094981134,-0.0053934455,0.23254961,-0.3336081,-0.06019467
1966-06-01,-0.069404185,0.0922184,0.0016732812,-0.060103476,0.12153381,-0.03411621,-0.47758663,-0.19514608
1966-07-01,-0.020119548,0.04886067,-0.009359896,-0.065984786,0.07644367,-0.06612158,-0.12730563,-0.46678138
1966-08-01,-0.066349566,0.052918315,0.0021291971,-0.08362877,0.095683336,-0.08221543,0.0023115277,-0.5780251
1966-09-01,-0.03826505,0.021368861,0.012979984,-0.042322695,0.03992468,0.03199172,0.0062324405,-0.23558593
1966-10-01,0.0008981824,-0.019207716,0.021232128,-0.078476906,0.039468765,0.09695989,0.047584116,-0.083993554
1966-11-01,0.07252276,0.094361186,0.024514735,-0.012414575,-0.02955705,0.050593138,0.1579616,-0.18566298
1966-12-01,0.14820498,-0.05057484,0.036596477,-0.017110527,-0.07651651,0.39914167,0.21376583,0.15609235
1967-01-01,0.13404435,-0.067573905,0.028003812,0.02502191,-0.09655595,0.5053171,0.53152645,0.030253291
1967-02-01,0.17129195,-0.13699472,0.034856915,0.012152672,-0.16922009,0.55961907,0.6928629,0.2843426
1967-03-01,0.0521729,-0.10623407,0.024603367,0.011524916,-0.03838277,0.3443991,0.16266012,-0.0619241
1967-04-01,0.022196949,-0.029803276,0.00932765,0.0017421246,-0.0046402216,0.46043164,0.07691741,0.01612848
1967-05-01,-0.024205565,0.031561136,0.012048006,-0.045968294,-0.00066435337,0.16935635,-0.17753804,-0.12313151
1967-06-01,-0.05810511,0.04746461,-0.004221678,-0.06720781,0.09156537,0.080840945,-0.0053203106,-0.28237545
1967-07-01,-0.036028624,0.08408445,0.0024222136,-0.009191513,0.075766504,-0.06229019,-0.12710738,-0.38632345
1967-08-01,-0.04173088,0.07644659,-0.0015536547,-0.018660307,0.055416346,-0.030274034,0.102812886,-0.1911397
1967-09-01,-0.0046924353,0.036060154,0.0045148134,0.008961439,0.09679675,0.039774477,-0.07432246,-0.22394061
1967-10-01,-0.004797101,0.00090515614,0.02135992,-0.08086169,0.05933988,0.14424556,0.04940021,-0.1078558
1967-11-01,0.07111055,-0.06595218,0.0085430145,-0.09760225,0.030357897,0.31981152,0.21377093,-0.005110979
1967-12-01,0.16417724,-0.05078113,0.036374032,-0.00092589855,-0.062499523,0.38734895,0.24840283,0.26618963
1968-01-01,0.14784601,-0.07569945,0.02908051,0.004903376,-0.07279819,0.43819472,0.5399619,0.14144838
1968-02-01,0.1447216,-0.05847788,-0.02031523,0.022459716,-0.1323111,0.29298317,0.3222561,0.2179225
1968-03-01,0.030382365,-0.09585947,0.029712856,-0.0102724135,-0.046538115,0.43741363,0.39608935,-0.03188303
1968-04-01,0.011598587,-0.06480116,0.025621325,-0.004693061,0.0104827285,0.07628173,-0.014401108,0.058948576
1968-05-01,-0.013471216,0.044739872,0.019521266,-0.009082139,-0.016112119,0.04901734,-0.13160437,-0.13584471
1968-06-01,-0.061527908,0.058613807,0.002522856,-0.02745676,0.14263862,0.013755947,-0.13789046,-0.2645042
1968-07-01,-0.045422226,0.05433631,-0.0012338758,-0.034747094,0.10767478,-0.037945926,-0.035453826,-0.4533834
1968-08-01,-0.026080519,0.03306043,0.015504122,-0.011313885,0.082939714,-0.07131034,-0.10835719,-0.2666244
1968-09-01,-0.050518036,0.045930117,0.0090321,-0.015926152,0.095400244,0.0050893724,-0.026973218,-0.25375468
1968-10-01,0.06895417,-0.004172325,0.025844514,-0.010755956,0.02647683,0.102393,0.07516584,-0.18062818
1968-11-01,0.09264776,-0.021319509,0.033134848,-0.00086191297,0.0079906285,0.33378673,0.04291728,0.025584131
1968-12-01,0.20096129,-0.084031224,0.033469588,0.008511364,-0.14187038,0.49886072,0.3720238,0.23480928
1969-01-01,0.23246229,-0.12774509,0.030587256,0.026003838,-0.13874537,0.33889997,0.5548818,0.20883214
1969-02-01,0.23444849,-0.0692299,0.029415905,0.020147204,-0.2328077,0.58396125,0.29973704,0.27177805
1969-03-01,0.040518045,-0.17286652,0.034712374,0.025188982,-0.012700796,0.8882507,0.059513867,0.13610822
1969-04-01,0.051620126,-0.06464642,0.040263414,-0.05975741,-0.07691985,0.38916504,0.21300817,-0.04213667
1969-05-01,-0.010918319,0.01933235,0.0138831735,-0.119036615,0.031453013,0.20531815,-0.17668611,-0.13976389
1969-06-01,-0.05048871,0.07087058,0.009452522,-0.036789298,0.0778476,0.09455168,-0.30461496,-0.25638705
1969-07-01,-0.07111418,0.06766218,0.007262647,0.009197891,0.10967708,-0.048757195,-0.08099407,-0.3418427
1969-08-01,-0.029455781,0.033286393,0.017346203,-0.008932173,0.09073216,-0.043155193,0.07738924,-0.23397905
1969-09-01,0.0043597817,0.053453505,0.0024755,0.015614688,0.06435192,0.06745851,0.1319322,-0.21742779
1969-10-01,-0.008779407,-0.019932449,0.023457468,-0.0043996572,0.086505234,0.30039907,0.079375446,-0.0007328987
1969-11-01,0.09200537,-0.03495592,0.030281663,-0.028691888,0.019383311,0.15011317,0.15892357,0.1499604
1969-12-01,0.11446422,-0.12647194,0.039856017,-0.036993027,0.059666634,0.60565615,0.20857751,0.21336466
1970-01-01,0.15673524,-0.07686508,0.04258454,-0.011841357,-0.051044166,0.3441274,0.27124518,0.22827026
1970-02-01,0.12642378,-0.09599495,0.03989017,-0.010404408,-0.06577331,0.44583917,0.30487967,0.07559037
1970-03-01,0.14047933,-0.036584496,0.03818375,0.014697969,-0.15266615,0.19557881,0.23972127,0.100198746
1970-04-01,-0.033441067,-0.016062498,0.014697969,-0.0137274265,0.062208414,0.12642378,-0.15095973,0.02354443
1970-05-01,-0.056522727,0.044425666,0.01388967,-0.07488918,0.09669608,0.17519152,-0.2935807,-0.1760621
1970-06-01,-0.023786306,0.08241606,0.012587428,0.005133033,0.10181534,-0.0011088848,-0.22788346,-0.32384723
1970-07-01,-0.06456083,0.059963107,0.015730858,-0.022663653,0.10724896,-0.012559891,-0.10915238,-0.39897484
1970-08-01,-0.050864577,0.0707854,-0.006228149,-0.0038481355,0.06342083,-0.0013334155,-0.033979952,-0.2590481
1970-09-01,-0.021316528,0.06647444,0.012273073,-0.081669986,0.06858504,0.0233199,0.118026376,-0.22640157
1970-10-01,0.02960676,-0.023965955,0.024622202,-0.024235368,0.09463042,0.14501482,0.19584823,-0.0903368
1970-11-01,0.06324124,-0.014805138,0.02206254,0.0014058352,0.111694634,0.22683328,0.06292689,0.0727613
1970-12-01,0.17460775,-0.118133545,0.016045153,-0.0013782978,-0.026705205,0.36433503,0.33608925,0.34367833
1971-01-01,0.123951584,0.013676107,0.03313923,0.03290534,-0.07938194,0.14767227,0.27291936,0.016670465
1971-02-01,0.13368315,-0.08579165,0.028367043,0.019758344,-0.12069428,0.5472278,0.6203081,0.19511363
1971-03-01,0.033419967,-0.04433894,0.044601917,0.01882261,0.12820914,0.41557097,0.012833953,0.044929445
1971-04-01,-0.011260986,-0.033905625,0.02598095,0.013676107,0.0670594,0.30169296,0.13695818,-0.10764092
1971-05-01,-0.004289806,0.060649633,0.018261194,-0.01767075,0.1204426,0.06345683,-0.38503724,-0.1861952
1971-06-01,-0.05991882,0.06107074,0.0118047,-0.019355059,0.108231366,0.012506485,-0.17360967,-0.28645837
1971-07-01,-0.02758944,0.066170454,0.009886444,-0.04185927,0.04712838,-0.079101205,0.05419314,-0.21740168
1971-08-01,-0.05322838,0.062006414,0.014565051,-0.020898998,0.07487267,-0.055240154,-0.053789794,-0.24350852
1971-09-01,0.010120392,0.06584293,0.01746583,-0.05285406,0.083060324,-0.008547366,0.15394163,-0.19667536
1971-10-01,0.0797385,0.008623183,0.025653422,0.0070792437,0.060041428,0.22674122,0.19848225,-0.16373777
1971-11-01,0.13377672,-0.05449158,0.030706346,0.009137869,0.099856615,0.29673362,0.074404836,0.113565
1971-12-01,0.15464345,-0.13632095,0.038893998,-0.024174035,0.08549321,0.511483,0.26388958,0.40434223
1972-01-01,0.25589344,-0.12664264,0.022189856,0.0070857406,-0.19229954,0.38879985,0.6554346,0.35828325
1972-02-01,0.20184726,0.00045835972,0.039708674,0.023474216,-0.34298164,0.27032974,0.39871517,0.16896743
1972-03-01,0.09920055,-0.093043625,0.03123182,0.021624744,-0.14390457,0.2834817,0.5044443,0.11959636
1972-04-01,-0.001853466,0.015973508,0.023474216,-0.0023158789,-0.034784675,0.09853268,0.004516959,-0.08451539
1972-05-01,-0.032781065,0.009603083,0.030461192,-0.023482263,-0.01027894,0.2720765,0.03195107,-0.062424302
1972-06-01,-0.06673974,0.054504573,0.002975762,-0.09617746,0.08024329,0.037653685,-0.2488631,-0.21356869
1972-07-01,-0.053433716,0.074540734,0.024501741,-0.013977945,0.056302667,-0.009765208,-0.060985804,-0.50568527
1972-08-01,-0.02240336,0.04006827,0.030461192,-0.0083780885,0.060977757,-0.03365445,0.0581522,-0.16229671
1972-09-01,-0.03966528,0.045770884,0.010990202,-0.027951837,0.081270814,-0.0063744783,-0.06201327,-0.28015035
1972-10-01,0.035701454,0.012017667,-0.0070423484,-0.11261737,0.036934435,0.031642854,-0.098386586,-0.06817824
1972-11-01,0.17184442,-0.027283967,0.02527237,-0.023379505,0.09848136,0.2856394,0.09688872,0.04993224
1972-12-01,0.2493175,-0.092324376,0.032413423,-0.019577742,-0.25215107,0.28918427,0.41114783,0.31589913
1973-01-01,0.19293201,-0.047445893,0.034537315,0.02523458,-0.36329013,0.42490265,0.53966916,0.3119768
1973-02-01,0.13806099,-0.08127391,0.034885526,0.010260701,-0.07903528,0.36266905,0.5113133,0.10731727
1973-03-01,0.11398339,-0.14798474,0.031850934,0.007226169,-0.16519725,0.38455778,0.23511755,0.12935525
1973-04-01,0.0023509264,-0.07147372,0.034736276,-0.035257876,-0.034113705,0.72368366,-0.032521784,0.118858576
1973-05-01,-0.02491045,0.0060819387,0.0062809587,-0.055355668,0.023443699,0.22118837,-0.283446,-0.1386323
1973-06-01,-0.12316096,0.07498169,0.0045895576,-0.018443346,0.15691513,0.015334904,-0.2981214,-0.3063795
1973-07-01,-0.0410285,0.051501036,0.0043905377,-0.06943411,0.084135115,-0.07251841,-0.08714408,-0.24499154
1973-08-01,-0.048789084,0.055132568,0.014737964,-0.029387712,0.06140071,-0.009538591,0.07035518,-0.24076307
1973-09-01,0.018170536,0.05901289,0.021304548,0.00891757,0.07358873,0.005186498,0.015832365,-0.23021668
1973-10-01,0.069410026,0.05652553,0.020856857,-0.014712334,0.07707107,0.0966714,0.09264189,-0.18977231
1973-11-01,0.085130095,-0.04351586,0.021901548,0.013693273,0.10632235,0.435847,0.14308542,0.07781726
1973-12-01,0.069260776,-0.006305039,0.027622461,-0.0040664673,0.046974063,0.29093376,0.19969761,0.08781642
1974-01-01,0.1986751,-0.09785253,0.019463181,0.02729714,-0.15490097,0.1973953,0.71032685,0.2844998
1974-02-01,0.21988887,-0.041773677,0.03656608,0.0354414,-0.30650008,0.3272764,0.58552617,0.21310201
1974-03-01,0.09241223,-0.029440999,0.016942322,0.025009036,-0.03677082,0.35655686,0.116612256,0.09586382
1974-04-01,-0.02284807,-0.09238428,0.031640768,0.0086429715,0.047037244,0.71373963,-0.15168208,0.03323084
1974-05-01,-0.049025953,0.06522602,0.020122468,-0.040493906,0.014886916,0.0888055,-0.2711308,-0.13442403
1974-06-01,-0.027967274,0.0694145,0.017291367,-0.009545803,0.041724086,0.0037564635,-0.3554818,-0.2884664
1974-07-01,-0.035723686,0.062123477,0.004997492,-0.06504291,0.084694624,-0.057596803,-0.11879486,-0.3890671
1974-08-01,-0.03580123,0.07077187,0.0055404305,-0.040610254,0.09322667,0.013529539,-0.056627214,-0.3217414
1974-09-01,-0.035956383,0.04936415,-0.0036897063,-0.18104005,0.09353691,0.03617823,-0.11041796,-0.23188335
1974-10-01,-0.005318582,0.004376948,0.022876024,-0.0014791489,0.013800979,-0.020016968,0.1223132,-0.09114325
1974-11-01,0.04909265,-0.019435227,0.020665407,0.021014452,0.08438438,0.2957466,0.07802409,-0.07093781
1974-12-01,0.1973953,-0.060854495,0.026288807,-0.02482593,-0.1137144,0.25017768,0.54205143,0.2808155
1975-01-01,0.14916465,-0.042735398,0.019938529,-0.010319114,-0.08539611,0.32708842,0.5020852,0.18051994
1975-02-01,0.15410393,-0.07485902,0.03303677,0.010901451,-0.19087714,0.5115613,0.5337331,0.12893191
1975-03-01,0.10123539,-0.07474923,0.035927176,0.023633838,-0.19808483,0.5143785,0.21213129,0.18736175
