,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6,vws850-250_cluster7,vws850-250_cluster8
1965-01-01,70.84488386949128,18.84444570449753,9.482243361261336,67.38349276581037,111.48743975062654,115.9052226071376,36.25838352022003,95.72132738719016
1965-02-01,100.58834722032292,9.69299650241791,14.380396804626587,77.87879919554993,158.99197790822876,113.29911762810761,28.390560180812695,84.90235622533126
1965-03-01,76.40927272468619,9.943466915384969,8.746347548347797,68.23323617541841,117.539536447376,88.08912103380072,28.693006620843995,64.00565628397592
1965-04-01,55.82894572603108,5.494045500752917,5.086382900916463,50.9767089692039,94.00997017951582,81.13790335458171,18.86216176975657,70.75943968553949
1965-05-01,61.699971834414335,14.271015150547345,22.493932894027562,28.29355326982698,70.16666037286039,78.72461356091544,6.993002874942741,51.51818808830873
1965-06-01,82.87217754718898,39.66341337064379,34.213693789906195,12.986480987608173,49.27402101559394,68.10091514679159,21.551612731846205,87.77547872332651
1965-07-01,64.16275335687338,41.91109404397552,32.25767541351469,21.49258085131792,24.246362162876412,36.737409384561175,31.73778219438376,84.35786457546372
1965-08-01,49.07787398385404,33.87324271508004,26.905253792780837,13.814411207590918,23.07714166577049,40.73591660550901,24.256553868799656,80.35184466680322
1965-09-01,68.3120445590629,27.15199736972745,24.450433509074614,13.074414068914932,63.539725620663724,71.2594325648414,14.395780481638168,96.47693164475888
1965-10-01,94.8881439672614,9.074404284008736,14.301065579085854,31.63163037639606,89.88779243464545,82.3889639076596,8.953347268764624,73.11521609022431
1965-11-01,74.52501409551896,8.948954677948306,9.826679773152403,52.17491753284271,87.21060879407156,100.61982213627888,23.94862930414082,80.29140710775309
1965-12-01,69.60489397516552,9.985722142883242,16.792713327300223,65.53194350453856,112.51613182303632,152.39616181246942,21.356657224025323,95.07293695430606
1966-01-01,68.22829934898131,17.385254865259345,8.376257669976406,71.2159998595466,81.50036512683091,117.98021622677362,36.71569643725237,97.20976211547541
1966-02-01,65.40801937450347,8.785637876657479,8.206784140610822,69.54915929673518,128.19913244848235,116.67760471566201,27.068836001489316,94.3198791416378
1966-03-01,79.73434422789862,7.573661187667305,10.952768498900005,59.423727723509636,122.50014957440258,114.22593271356075,23.575079958349537,105.08571983074579
1966-04-01,49.32223565113085,7.74328433852749,7.303912869306334,53.807060474677144,74.51043571544649,74.9173732957478,26.604222505979685,83.56253839457146
1966-05-01,70.53426566656636,13.313671025810448,14.934529610289122,30.44616324879874,65.45483173771261,90.95465586595175,9.059991742119017,88.99727815480834
1966-06-01,71.68269108134842,35.33540299638415,26.952173200407415,12.624522926259607,27.020699878138583,65.44353701952187,19.22149986955326,75.62007069907527
1966-07-01,57.72532650540746,38.168983469014115,30.844255736489504,20.927246188859787,20.308433580810703,38.866924027004565,28.245300023123665,98.04835620029989
1966-08-01,62.55614248384945,36.14199969673069,26.07841495298593,22.157243877262392,23.918870668291333,27.280942079477644,26.636424331785552,87.17635958634223
1966-09-01,70.93391910656862,26.018259900630408,23.84174299667125,9.756917332767566,40.90090283482795,53.60143893418405,11.389180924631003,76.69547273905164
1966-10-01,61.649489042669636,11.77343292717631,17.88974540350908,45.5496455816288,95.0083983146763,101.6860342062187,9.24554432507749,73.46364762368637
1966-11-01,45.115998068132726,11.661917580775555,12.657494241040784,58.56187082133573,79.6655696823673,166.23204819182325,17.51263172278426,93.70599216761654
1966-12-01,76.7228470496925,10.425699095338103,15.762372038231133,72.426583445722,116.54637289860882,152.45258826319764,24.460826874029067,111.65966336719376
1967-01-01,97.10986964473348,7.489770739457569,12.47689284755459,73.33607225252442,155.15739078518737,157.99966739554586,20.9713786819073,93.53177119858988
1967-02-01,94.84780180494319,11.126136593809912,14.645500646914028,77.85668790105834,149.45421701597104,129.3326786739653,29.76902188285622,110.38631697428674
1967-03-01,70.66291706291481,10.099381331969273,3.5451498431411084,71.0598129557915,142.25957041661135,89.9402294820506,29.246210015035203,80.90762253355952
1967-04-01,60.89370656414631,8.265788520795343,5.208588942517593,47.972961187654555,101.10589199843349,80.73049063971274,21.70516723707447,80.80716507732312
1967-05-01,61.466525113690416,10.972238566353775,16.548005400134166,31.743275082251447,88.12163033481175,76.52727678737419,6.770171453407815,54.14377605043744
1967-06-01,83.96939926961052,30.49618544722377,25.12962729549783,12.209403691008813,40.818137390870525,61.30124083545157,17.763114074519024,84.58776131694188
1967-07-01,68.13866446072696,39.88277262251538,31.479082451851074,23.99609215599709,22.07504641397946,32.504779587097175,31.653941169024232,96.38945881288673
