,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7,zgu600_cluster8
1965-01-01,0.5403141,0.041713335,-1.1813266,0.32979393,0.20237312,-0.00032615662,-0.14566955,-0.057681274
1965-02-01,0.58854485,-0.2923172,-1.5880287,0.34934694,0.16717815,0.014338684,-0.253537,-0.03454361
1965-03-01,0.53868484,-0.27732658,-1.0170815,0.23235473,0.081796646,0.21247597,-0.40767974,0.054748155
1965-04-01,0.5940849,-0.24180527,-1.3481789,0.14632149,0.45721397,0.026722718,0.18770866,0.034217834
1965-05-01,0.4950165,-0.23724289,-0.87401885,-0.054096602,0.43961677,0.68370324,-0.20758763,0.14078179
1965-06-01,0.39431876,-0.12872353,-1.0754147,-0.18347244,0.14371452,0.9998096,-0.08798828,0.20041808
1965-07-01,0.18379822,0.018575286,-0.045949556,-0.12057686,-0.23430976,0.41159058,0.14892884,0.43342438
1965-08-01,0.06648026,-0.029003525,-0.42495155,-0.008798981,0.050837707,0.23072548,-0.26852798,0.50023043
1965-09-01,0.22681466,-0.029655457,-0.46601295,-0.003584671,-0.32327613,0.49990463,0.2013958,0.756049
1965-10-01,0.22909585,-0.011079788,-0.7762535,-0.045297623,0.070064925,0.13915214,0.27048302,-0.18607941
1965-11-01,0.4992531,0.04920845,-1.0376122,-0.09352837,0.4340767,0.17923585,-0.038454246,0.026396561
1965-12-01,0.5240204,-0.014339065,-0.89454955,0.1072155,0.3151291,0.14566955,-0.1459957,-0.11275558
1966-01-01,0.5550369,0.12111702,-0.62494963,0.12899438,0.050875474,-0.050875474,-0.073523715,0.2576607
1966-02-01,0.60624087,-0.03150978,-1.4074501,0.22811966,0.34365693,0.12636872,0.047264863,-0.083042145
1966-03-01,0.6535057,-0.19759445,-1.2390683,0.2917965,0.14507751,0.10569038,0.0042671203,0.0006565094
1966-04-01,0.65449065,-0.2248375,-1.0109482,0.24912643,0.3187111,0.35744247,0.06334839,0.08632431
1966-05-01,0.6692608,-0.21170807,-1.3381935,0.038074493,0.096171185,0.4444233,-0.069913104,0.33709222
1966-06-01,0.31444436,-0.077790454,-0.3751667,-0.16181716,0.10142326,0.7060226,-0.14704704,0.37418213
1966-07-01,0.31510085,-0.043982696,-0.31149024,-0.1874195,-0.17429009,0.42965278,0.18906021,0.27965164
1966-08-01,0.06991272,-0.061707307,0.067287065,-0.08698082,-0.20383072,0.49398613,-0.37385407,0.5753872
1966-09-01,0.19037361,-0.043982696,-0.14868812,0.021334838,-0.077790454,0.48315468,-0.07221069,0.4257141
1966-10-01,0.46411705,-0.12866631,-1.3171867,-0.10536156,-0.077462,0.26455346,0.08895035,0.1280098
1966-11-01,0.5688221,-0.18151131,-0.5179466,0.05547104,-0.0938736,0.09551468,-0.2799801,0.17888527
1966-12-01,0.57866937,-0.19102974,-0.89475477,0.25733224,0.14179496,0.045295715,0.07417984,0.061707307
1967-01-01,0.5946369,-0.23576507,-1.1429043,0.30009383,-0.0022857666,-0.17339516,-0.07902374,-0.10351448
1967-02-01,0.67953837,-0.23739739,-2.314218,0.34809607,0.42352754,-0.10253449,0.26809272,-0.12049446
1967-03-01,0.60769844,-0.20017166,-1.3038906,0.19364052,0.15510826,-0.00032653808,0.30335942,-0.23413238
1967-04-01,0.6188011,-0.21813163,-1.6356595,0.047348786,0.29291,-0.03755226,-0.09926949,-0.10677986
