,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6,vws_u500-250_cluster7,vws_u500-250_cluster8,vws_u500-250_cluster9,vws_u500-250_cluster10,vws_u500-250_cluster11
1965-01-01,16.343540298375615,19.151029237287233,10.034728888342563,24.060320934365876,34.74059966329262,17.282030974288823,29.352412848512518,19.65331596932395,18.43597546934462,33.90986145475124,18.46019087709847
1965-02-01,29.986802680925003,27.72685784706834,17.539224115345526,14.52575008936016,22.24887659868928,28.825845605853083,15.934471282653645,25.00768494296664,28.215324958725883,31.627922099415006,16.171634563137367
1965-03-01,25.864822872637387,21.803875061048714,15.242981174515942,14.804406574000533,18.987561835613814,24.971627189388208,10.811139667072721,20.891212727033004,28.230539547481573,38.37223075174279,24.386015957597742
1965-04-01,27.88064546734538,19.830029735333124,7.559951660530032,10.939271856806533,16.837311401941353,18.23333116269572,7.737628703351467,23.4906510959133,22.602109069806694,22.172219152007873,17.565445632616836
1965-05-01,19.51289218518615,12.685831596301982,8.532623332310017,9.891794699338051,6.512817892975958,17.98469828050103,1.0211031565015343,21.36649295457074,20.164050796486425,12.808252862982606,11.626856639998271
1965-06-01,12.40216484267121,2.8033542720807527,3.5229452632102323,9.973114478828183,-8.879359620948751,16.949445331282337,2.0426112475802953,13.048623283151585,10.163600267982833,5.394977181335744,9.53788597919018
1965-07-01,25.935052886568386,6.760637168978408,0.31380302468942656,-0.12174906924564592,-0.770106985498346,13.203541785995514,6.52560820684926,10.310904779536635,-0.5186414656841261,2.534466018646673,6.057478654413659
1965-08-01,17.152003494322507,-2.827762694090089,1.314022314942689,5.447399457593447,-16.99850661946455,13.255125825326857,0.2794192850760026,1.8528949045363334,2.3085386857259587,7.927555595249876,9.232590244824156
1965-09-01,13.839790271385871,-3.2386986116398995,2.909092181203426,7.503171409801444,-9.262026428720585,17.001121775491097,-4.748383273814647,7.108959035790335,6.577843397352036,5.54948491744025,12.580738787860067
1965-10-01,15.377885501809288,4.941963808703221,9.05410106307424,10.112514539043442,2.9405208770045204,13.999768234894638,-4.474472823538879,14.348203276881904,20.705384688570078,6.896438752008869,9.778047367387371
1965-11-01,26.239082474838185,14.68315095555694,6.095101271347649,14.954967299215426,6.797981095756458,21.225206371950055,2.3043084037010813,12.923708340469188,20.205609667249693,28.109239977921305,22.292081340820552
1965-12-01,34.08355008055598,13.195125352210495,8.175630914406543,13.984007790481437,9.708401954655415,28.29638325965545,11.102107335474033,19.67471684537631,26.269690916930006,21.104018322508058,21.215236929004707
1966-01-01,24.330162687443767,19.88176438841853,11.366326659074671,24.700578514261178,17.86928523059604,36.67816803418068,15.933198445771358,20.00122812689463,35.42876703962559,38.5626629743391,21.979136996728567
1966-02-01,37.41184190756637,24.321753163552795,10.32208111500633,14.676981392338028,13.593750419557926,34.509735021654706,11.264632363567037,21.453623704703276,34.051712408054186,39.62904713941044,19.829450864616103
1966-03-01,27.850104835963887,25.010336229892086,9.169134525685498,20.388143494063247,18.423216659359245,24.443329739212068,12.76640351236755,26.70251378207499,33.09115905836292,28.55235815681762,13.218004484598195
1966-04-01,28.43856887373647,23.602406150748703,8.332307551252267,14.425423648755338,13.674702899622629,21.256496257438254,10.4996511915902,25.399566312006268,26.869895226759517,20.35267523397469,15.459884465381457
1966-05-01,21.688087873883855,10.845105187920362,10.226869438698813,8.226201918319195,2.987374517796337,18.54666870548911,-0.25005149256470577,19.989999671293646,17.810060466642852,12.795268355150196,14.042517542606886
1966-06-01,15.43561491030848,-0.5129003206177569,6.216557632476947,13.759288428325117,-8.590868754169852,13.08478425180511,-9.189659291228345,16.501715707039555,14.244093080532567,1.9251741358725312,10.62927274670255
1966-07-01,19.173767133643757,1.7286732340010715,4.812640369468693,1.4433735735517181,-0.9876001344631257,11.223509658672892,0.5989713356207099,11.286686990289002,-1.0972279194656729,8.638656626084472,6.646837586449263
1966-08-01,16.185533207977326,-3.695866827189553,6.94106002426084,1.316165291764005,-6.683619127461746,9.106426392827856,-3.862600083072862,6.115281967853605,-0.31522252163617137,10.21500179282068,11.258214800825492
1966-09-01,11.711126247966586,-5.809230475599636,2.1368775107761886,4.1747282370014105,-15.907151149340937,15.028908593645845,-4.21217296842623,4.773060946581064,9.509311926854162,1.8765959898087536,13.117276853283105
1966-10-01,12.067112061198161,-3.9241823914537424,11.997522864112085,13.28263893711426,-0.45460523193989466,16.11061545734908,-5.081975718390827,12.410743770744745,15.313554147149238,13.618948210702554,16.61499077500105
