,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11
1965-01-01,4.189381e-05,-2.1681117e-06,-9.768299e-05,-6.798446e-05,4.7547135e-05,8.995303e-05,0.00014480826,7.1452596e-05,9.995094e-05,8.099745e-05,9.591285e-05
1965-02-01,3.72545e-05,1.4033503e-06,-0.00012761867,-5.142865e-06,3.9551724e-05,0.00010151093,9.265413e-05,7.633419e-05,6.396711e-05,7.6654265e-05,8.9146815e-05
1965-03-01,3.6895563e-05,7.9315214e-07,-0.00010930371,4.0334955e-05,4.0143972e-05,4.7535184e-05,0.00012402558,6.6750465e-05,8.1447535e-05,8.897491e-05,8.1905186e-05
1965-04-01,4.229762e-05,-7.8618905e-07,-7.5114585e-05,-2.8527873e-05,4.7170248e-05,5.4830656e-05,0.00018193173,6.789908e-05,7.9886144e-05,9.181055e-05,8.0083555e-05
1965-05-01,4.1292584e-05,6.6298526e-08,-9.814246e-06,0.00022301795,4.8211175e-05,0.00014470947,9.745497e-05,5.477081e-05,7.3434174e-05,7.282257e-05,7.405335e-05
1965-06-01,4.3473152e-05,-3.1372547e-06,1.5616724e-05,0.000389773,4.9907172e-05,0.00010347613,6.789618e-05,4.8480375e-05,8.037969e-05,7.90143e-05,6.673993e-05
1965-07-01,3.764036e-05,-1.9527433e-06,-1.4570212e-05,0.00037094654,5.1648032e-05,6.7339744e-05,0.00011928756,8.43296e-05,7.888111e-05,8.0180864e-05,7.2384275e-05
1965-08-01,3.611486e-05,-2.3206594e-06,-3.1781434e-05,0.00033773552,5.00328e-05,5.5620323e-05,0.00012927508,7.5786804e-05,6.985374e-05,8.90826e-05,7.402643e-05
1965-09-01,4.944952e-05,-5.493348e-09,-3.7578327e-05,0.0002505667,5.0221246e-05,7.254439e-05,7.436609e-05,5.1989024e-05,8.646373e-05,8.057569e-05,7.869266e-05
1965-10-01,4.6694648e-05,5.1497045e-07,-5.998522e-05,6.7452944e-05,5.1935185e-05,6.995104e-05,0.00012148607,4.0799037e-05,6.9512746e-05,7.8197714e-05,8.807897e-05
1965-11-01,4.4496137e-05,2.3994144e-06,-5.373964e-05,4.736983e-06,5.1701874e-05,8.922099e-06,0.00020059667,5.1818526e-05,8.108859e-05,0.00010101738,7.531862e-05
1965-12-01,3.6949397e-05,-5.0800736e-07,-8.662761e-05,8.2313105e-05,4.6129313e-05,2.967786e-05,0.00017334407,7.708797e-05,8.247051e-05,8.363567e-05,7.278808e-05
1966-01-01,4.188162e-05,-7.681847e-07,-7.659973e-05,0.00017150605,4.3478394e-05,5.2511037e-05,0.00015340207,7.021984e-05,7.8190795e-05,7.5012504e-05,7.33353e-05
1966-02-01,3.8329614e-05,-8.4150815e-07,-0.000117928466,7.0086506e-05,3.870437e-05,7.141162e-05,0.00013040364,8.629348e-05,7.438624e-05,8.348518e-05,9.006068e-05
1966-03-01,4.038261e-05,3.1667187e-06,-6.2562794e-05,9.0983056e-05,4.613425e-05,6.609991e-05,0.00014568705,7.6623226e-05,8.7510736e-05,7.947696e-05,8.6598295e-05
1966-04-01,4.132764e-05,6.5750646e-07,-5.037518e-05,6.5736116e-05,4.290812e-05,9.626751e-05,0.00011002035,5.7967052e-05,7.749017e-05,8.6377295e-05,8.36573e-05
1966-05-01,3.7905982e-05,-1.6236008e-06,1.6713739e-05,0.00014954228,4.7299243e-05,5.4824734e-05,0.00013646486,5.4724624e-05,8.60769e-05,7.314689e-05,7.66592e-05
1966-06-01,6.208569e-05,-1.5910118e-06,4.1432227e-06,0.00013724061,5.0786075e-05,0.00010030833,0.0001188026,4.8801896e-05,6.82354e-05,8.0756e-05,6.426791e-05
1966-07-01,3.767787e-05,-2.6012167e-06,5.3978306e-06,0.00032331358,5.0680166e-05,5.1248287e-05,0.00012980893,6.578798e-05,7.52335e-05,8.489458e-05,6.741258e-05
1966-08-01,3.7775633e-05,-2.7885908e-06,-1.28510055e-05,0.00029619288,5.0786075e-05,7.946881e-05,0.00012927939,6.6195316e-05,7.223548e-05,7.450741e-05,7.570602e-05
1966-09-01,3.828888e-05,-1.4525176e-06,-3.4920697e-05,0.00019284253,5.232582e-05,5.1818562e-05,0.0001276093,5.111559e-05,7.850038e-05,7.93466e-05,6.8740505e-05
