,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,26.876373,26.16986,26.493195,17.073273,23.196533,26.447266,14.022614,15.192688,19.242249,25.396454,20.532593
1965-02-01,26.397888,26.022156,26.859924,16.336792,24.506317,26.840454,13.22229,14.259613,19.084595,24.851105,20.50763
1965-03-01,26.063568,25.950317,26.759613,16.27243,26.058594,27.979584,13.028198,14.244171,18.947388,25.057678,19.878937
1965-04-01,26.49768,26.713715,28.16571,16.370728,26.938263,29.042877,13.465271,15.030029,19.513214,25.319122,20.930237
1965-05-01,27.19571,27.080444,28.635223,17.256409,26.820496,28.69162,14.511108,16.047394,19.841003,26.1958,22.349792
1965-06-01,27.167786,28.358795,28.469574,19.307129,26.70575,28.269989,15.850311,18.571167,20.05606,26.775085,24.506317
1965-07-01,27.8833,28.748505,28.980011,21.0979,25.970276,27.638306,20.846924,21.657745,20.849915,27.125366,26.324524
1965-08-01,28.093842,29.250946,28.84079,22.209106,24.612091,27.308472,23.64859,21.903229,22.43164,27.438202,26.833984
1965-09-01,28.825317,28.884705,28.689606,21.89325,24.4599,27.116882,21.773499,22.242035,22.16568,28.456085,27.233154
1965-10-01,28.666656,28.716553,29.29834,21.35785,25.317139,27.339417,18.002838,19.94281,21.902222,28.14325,26.005707
1965-11-01,28.126282,27.723114,29.042389,19.107056,25.145996,27.181244,16.757446,16.771912,21.992554,26.559052,23.847198
1965-12-01,27.141327,26.970184,28.731018,16.527924,24.66748,27.431244,15.59436,14.641327,21.129333,25.486786,22.650177
1966-01-01,26.610748,26.438782,28.187653,15.540985,25.269806,27.730774,14.367493,13.93985,19.79419,25.158356,21.66513
1966-02-01,26.100403,25.624847,27.9794,14.828918,25.874481,27.678314,13.171326,13.362946,19.491638,24.548676,20.836578
1966-03-01,26.42566,25.521973,28.078735,14.676636,26.240082,28.348541,13.255524,12.662994,19.35144,24.85025,20.640411
1966-04-01,26.85028,26.531067,28.440308,15.410889,26.064575,28.661194,13.744202,13.301422,19.772522,25.084747,21.202179
1966-05-01,27.653107,27.563354,28.694977,16.72052,24.708038,28.04898,14.729584,14.834991,20.11795,25.993988,22.58496
