,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,36.85502324785505,29.841713678269162,48.09661518443714,64.54018486870659,98.78241221110027,34.87616761090004,53.45932153555063,82.66331354777019,30.908648173014324,42.15998485170562,46.61486035301572
1965-02-01,36.82959829057966,29.519894009544736,48.72605410489169,61.77572321008753,103.62652142842612,35.57942011584974,50.05234938401442,77.00978385077583,30.296543188262408,41.45596274014177,45.516572679792134
1965-03-01,36.68559210641044,29.537437075660343,49.03807206587358,60.88025834825304,109.06262397766113,36.51465847067637,49.92475509643555,77.89669566684299,29.982596949527142,41.447530943771895,44.827393123081755
1965-04-01,37.18224116734096,31.088735943748837,50.64416711980646,61.49614122178819,112.61261304219565,37.807145837235126,51.91829754756047,82.11090829637315,30.688004744680306,41.76393377369848,47.065067291259766
1965-05-01,37.4986253465925,32.14189211527507,51.577172712846235,65.30269340232566,113.05572986602783,38.11104918179447,55.676276867206276,87.901242574056,31.26871878640694,43.19083115150189,49.55730438232422
1965-06-01,37.95909609113421,33.20159457978748,51.57934709028764,71.58550686306423,111.53705914815268,37.91096569740609,61.9113408602201,100.96192889743381,32.13976809853002,44.18429670662716,55.29238837105888
1965-07-01,38.69982583182199,33.683193297613236,51.85338453813032,78.20864076967592,109.32550430297852,37.61093453185199,78.66995151226337,118.69946585761177,34.1103336267304,44.983613902124866,60.291131337483726
1965-08-01,39.393054417201455,34.09128643217541,51.6234727339311,82.63621860080295,104.51517105102539,37.3114677324687,88.42292198768028,120.32437854342992,37.19399770100912,46.27092624532766,62.33920142764137
1965-09-01,39.95105062212263,34.01289894467308,51.80851329456676,81.96664739538122,103.52194309234619,37.31737528761772,82.38763075608473,122.57638507419163,37.312925907603486,47.30308138090989,61.84024356660389
1965-10-01,40.00495093209403,33.47324643816267,52.64603354714133,79.57647818106192,106.96540673573813,37.46594990769478,70.71225826556866,108.38958952162001,37.15607827169854,47.011539853852376,58.39345568702335
1965-11-01,39.541289465767996,32.40442048935663,52.521618929776274,72.58649048981843,105.85581461588542,37.19923202305624,64.4797105055589,91.79975721571181,36.042223478618425,44.64365860511517,53.5354841323126
1965-12-01,38.54162761143276,31.257763363066175,52.036521218039766,63.78418957745587,104.81629371643066,36.813315300092306,58.92676573533278,80.98945087856717,33.54544388620477,42.58905936931742,50.19805090767997
1966-01-01,37.375751222882954,30.39192245120094,51.49124145507812,59.28017651593243,107.04092184702556,36.87154430232636,54.29931420546311,77.2253778245714,30.706606413188737,41.39808457473229,48.159158797491166
1966-02-01,36.975930077689036,29.503558930896578,51.21119065718217,57.25967619154188,109.6608320871989,36.73624012568226,50.04945901724008,73.75417285495334,29.876197011847246,40.80586926690464,45.80465044294085
1966-03-01,37.191332408360076,29.72168695359003,51.426166187633164,56.049046693024806,109.54771836598715,36.86867282815176,50.64033728379469,70.59581544664171,29.730311611242463,40.93130045923694,45.104158492315385
1966-04-01,37.68515586853027,30.707254863920667,51.721992492675774,59.52082033510561,108.22532176971436,37.56770042523946,51.32178526658278,75.14317830403647,31.103452046712242,41.494083404541016,46.193708692278186
1966-05-01,38.57320240565709,32.333775929042275,51.946418068625704,63.00600546377676,104.09093697865805,37.44304604726295,55.98240265479455,81.89636336432564,31.430348178796603,42.878072015170396,49.54766773042225
1966-06-01,38.91228267124721,33.22728247869583,52.340039339932524,69.21222828052662,104.92064158121745,37.35951985398384,61.773234147291916,92.07084443834093,32.733552497729924,44.425934758679624,55.4723376319522
1966-07-01,39.352634974888396,33.90452521187919,52.912556041370735,75.9079615275065,105.19328117370605,37.34913656156357,75.53967695969801,111.97972827487523,34.484726085997465,45.75295612729829,61.03312174479167
1966-08-01,39.616988045828684,34.302936281476704,50.76347697864879,79.6394630714699,98.23424021402995,36.771591395547944,85.75563430786133,121.8830320570204,35.938594215794616,46.09650907845333,61.864376068115234
1966-09-01,39.63112422398159,34.15552093869164,50.42992678555575,80.71250209101923,97.46163686116537,36.72625920543932,83.64381056565504,119.37906477186415,36.92166177850021,46.7092645579371,62.420645214262464
1966-10-01,39.70068522862026,33.55944497244699,50.3002305464311,79.20378932246454,97.47811158498129,36.49894505330961,72.99273564265324,108.65009095933702,36.74456947728208,46.49270156334187,59.08268973940895
1966-11-01,39.26328659057617,32.10347039358957,50.02775712446733,73.3615239461263,97.31884002685547,35.958561831957674,64.60150938767653,96.276060740153,35.12608377557052,45.50601038439521,54.294781457810174
1966-12-01,38.14312934875488,30.525489080519904,49.984155134721235,66.10490304452401,97.83738454182944,35.16268534203098,58.435711493858925,82.02817175123427,33.65288450006853,43.59217676623115,50.727426438104544
1967-01-01,37.07393373761858,29.739554723103844,48.329426158558235,62.23912415681062,100.25417009989421,35.056182129742346,53.20342870858999,75.11164877149794,31.525715610437228,42.276957939411034,48.512236277262375
1967-02-01,36.780470439365935,29.509696506318594,48.16343134099787,60.154879534686046,104.44818337758383,35.61664476786574,50.784309093768776,72.3895443810357,30.64346313476563,42.11549758911133,47.20914931524368
1967-03-01,37.36017908368792,29.972264880225772,49.168531244451344,58.51743486192491,106.56921068827312,36.06661443840967,52.58086277888371,73.80148039923775,30.663517065215533,41.725668413885714,46.36344455537342
1967-04-01,37.67132486615862,30.902714956374396,50.733229897238985,56.65867770159686,107.1729342142741,36.868944560011776,54.96283311110276,74.06454086303711,29.889816150330663,41.66261738744276,47.018686930338546
1967-05-01,38.27300616673061,32.121992111206055,51.70996232466264,60.346476236979164,105.75250784556071,37.314122343716555,58.652338614830605,82.0972760518392,30.894931993986432,43.0148091809503,49.52083315168108
1967-06-01,38.65483011518206,33.19028445652553,51.77039059725674,69.28191008391204,103.87578010559082,36.672545132571706,65.40153943575345,98.5099368625217,32.33510736833539,45.35940762223869,55.65554755074638
1967-07-01,39.3041011265346,33.907888049171085,51.88680822199041,77.555133678295,99.1307020187378,36.24675698476295,77.06096355731671,114.44925732082791,34.49630068059553,46.27576696461645,59.49021294003442
1967-08-01,39.7038459777832,34.00053069705055,50.14825994318181,86.1646016438802,94.68710422515869,36.10779749204035,90.95026162954477,124.34458202785916,37.284693801612185,47.20917734606513,62.013426281156995
1967-09-01,39.80146408081055,33.67849985758464,49.41349029541015,86.12369254783347,92.8901751836141,35.99118794480415,87.69738857562724,117.09003448486328,38.62932104813426,47.26944298579775,63.007913316999165
1967-10-01,39.05167170933315,32.98437708900089,48.497810363769524,81.34883598045066,92.58283774058025,35.755664355134314,76.21564865112305,106.42439524332683,37.87126373826412,46.76301232699691,61.54630297706241
1967-11-01,38.75390870230539,31.7436763218471,49.45135636763139,74.38183537235966,95.65705458323161,35.657869626397954,67.34435741717999,95.26943630642361,36.56349516751474,44.89954915539972,57.00052352178665
1967-12-01,37.917250224522185,30.995807193574453,48.810736916281954,66.55931119565611,94.64704195658366,35.24875118307872,60.891807996309716,88.42706680297852,33.026320474189625,43.01887380665747,52.15245655604772
1968-01-01,37.10256576538086,30.042071569533576,47.92876503684304,62.2031741672092,95.9394137064616,34.86339360067289,55.197624059823845,81.08335071139865,31.208747729920507,41.64830240710029,47.60216304234096
1968-02-01,37.29250499180385,29.307778676350914,48.28513752330433,60.146367108380346,102.49149799346924,35.48896737294655,51.16230891301082,75.26754803127713,31.369791532817644,41.28428492052802,44.29042452857608
1968-03-01,36.987368719918386,29.123476573399135,47.3142519864169,59.327182063349966,101.74439748128256,35.52134265638378,48.038515677818886,72.34226332770454,31.285001520524947,41.14018144278691,43.592012496221635
1968-04-01,37.53498486110143,30.384956087384907,49.27555431019176,61.049249437120224,105.22772471110027,36.626990853923644,50.88409277108999,77.14905738830566,30.989623488041396,41.859485363138134,46.46602358136858
1968-05-01,38.18567684718541,32.08938099089123,50.4766880382191,65.02279352258752,102.78310775756836,36.96419964097951,54.15208156292255,82.43326081169977,31.89811706542969,43.18556292303678,50.00849678402855
