,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10,mgv600_cluster11
1965-01-01,0.32554993,-0.59487927,-0.09669366,0.1801415,0.3315841,0.23783398,-0.14496689,0.5705954,0.35792834,0.222675,0.15644646
1965-02-01,0.6054757,-0.46889797,-0.059016943,-0.43504778,0.21001801,0.8668575,0.11391306,-0.4815549,-0.2091349,0.10861478,0.054896068
1965-03-01,0.34159195,-0.72718906,0.027227283,0.06563983,0.36778894,0.84772503,-0.4917099,0.58148634,-0.18764743,-0.0819762,-0.12730594
1965-04-01,0.42400962,-0.4986271,0.15350299,0.067847446,0.15747666,-0.20354232,-0.44152346,0.10699582,0.60473984,-0.260646,0.35527918
1965-05-01,0.37853274,-0.41915303,0.14555554,0.10567129,-0.06034155,-0.24475107,-0.25549492,0.21722952,-0.07520618,0.03370297,0.11052803
1965-06-01,0.34895068,-0.447999,0.28154477,0.23076954,-0.03797102,0.5864903,-0.34615427,-0.24121895,0.17587356,0.31407034,0.072556995
1965-07-01,0.26373667,0.114501715,-0.08374228,0.23680373,-0.11803393,-0.251374,0.14776316,-0.04179754,-0.20015728,0.14908774,-0.20766321
1965-08-01,0.48435116,0.28345805,-0.010743737,-0.21855406,0.061518908,-0.017219448,0.13451748,-0.34659585,-0.07917986,0.18911919,-0.06931915
1965-09-01,0.37249857,-0.16630726,-0.13304572,0.068583295,-0.052982807,1.0823209,-0.11612066,0.34159192,-0.93029004,0.21840692,0.0865386
1965-10-01,-0.41782838,-0.10066728,0.17808113,0.58222216,-0.31171554,-0.22664866,0.5224694,0.28625435,0.6375598,-0.13996296,0.085802734
1965-11-01,-0.13657792,-0.2813976,0.20442533,-0.054454613,0.19162118,-0.4225379,-0.23945284,-0.39972597,0.6054757,-0.2744804,0.03355577
1965-12-01,0.20795755,-0.30774182,0.36410964,-0.2503439,0.25255138,0.013245726,-0.14275928,-0.06505108,0.46742612,0.08845182,0.023106385
1966-01-01,0.4461526,-0.24810366,0.071899414,0.44991392,0.23276901,0.5420667,-0.036022045,0.52890205,0.63335156,0.053960703,-0.5059
1966-02-01,0.48014933,-0.15363617,-0.09316547,0.026908016,-0.40101647,0.0005786419,0.27920708,-0.22452295,0.030090714,0.019819355,0.26054502
1966-03-01,0.12484751,-0.20325693,-0.061772753,0.41389194,-0.094178155,-0.022712708,0.035009384,0.3299851,0.6508562,0.16853693,-0.08708944
1966-04-01,0.4661166,-0.1886456,0.08043478,-0.124268815,-0.0820262,0.7745463,0.20441428,-0.12267752,-0.54235613,0.08115812,-0.038336754
1966-05-01,-0.0201087,-0.3105998,0.24795899,0.28253436,-0.22640364,-0.28224504,-0.59024084,0.29815844,-0.008824634,-0.114142224,0.09316544
1966-06-01,0.17794028,-0.011284018,0.15956755,0.49230132,0.16361824,0.22640367,-0.5316508,-0.09041677,0.31190175,0.21193695,-0.070886776
1966-07-01,0.32550046,0.16347356,0.07522674,-0.4857914,-0.24882701,0.40231857,0.0947568,-0.26213637,-0.4037652,0.0807241,0.041808724
1966-08-01,0.33041912,0.14944088,-0.040506743,-0.45627934,-0.22524628,0.09548013,-0.004773998,0.013020014,-0.4218486,-0.044846725,0.052948095
1966-09-01,-0.0280653,-0.052369405,0.15985689,0.5763528,-0.3038004,0.19038157,-0.31841177,0.1999296,0.34589845,0.038336754,0.07218876
1966-10-01,0.0865108,-0.4995347,0.10705347,0.546696,0.090561464,0.30886376,-0.10473881,0.36875582,0.20094223,0.12759614,-0.05757742
1966-11-01,0.27125037,-0.43949795,0.1270175,-0.11515484,0.10705347,-0.5069127,-0.39277053,0.1261495,0.4007272,-0.04716139,0.04079604
1966-12-01,0.28542772,-0.073056795,0.13960353,0.12166481,0.20195499,0.39580855,-0.18141222,0.13685484,0.43096256,-0.23638567,-0.15768686
1967-01-01,0.37435517,0.065778635,-0.0114904465,-0.001998329,0.29492125,0.56353104,0.019983387,-0.31740254,0.21948405,0.05745219,-0.20466304
1967-02-01,0.32539597,-0.59317315,0.23330589,0.39983398,0.3643635,0.6442971,-0.2819321,0.47460508,-0.060616303,0.016319776,-0.2834308
1967-03-01,0.5373862,0.027144145,0.21332249,-0.7020825,-0.009825158,0.19467135,-0.053788614,-0.115737036,-0.012156546,-0.16619506,0.29059157
1967-04-01,0.728727,-0.3262287,0.28293124,-1.1661965,0.0068276403,0.3157373,-0.69692004,-0.113738716,0.5753546,-0.053622056,0.1179019
1967-05-01,-0.0414655,-0.3122402,0.28226513,0.09558713,0.023647,0.40649518,-0.654955,0.2747713,0.078601316,-0.044462997,-0.06860957
1967-06-01,0.18318091,-0.17452154,0.22714433,0.21199027,-0.16153228,0.67843544,-0.32672814,0.21865138,-0.34371406,0.0061615407,-0.016486263
1967-07-01,0.10041647,0.10208173,0.14654472,-0.14121583,0.20383044,-0.1042466,0.121399,-0.21698613,0.11024161,0.03680271,0.18834329
1967-08-01,-0.029975032,0.059617065,0.1843466,0.15470462,0.040632844,-0.2729396,0.038134944,-0.48809385,0.18134913,0.24879298,0.120899394
1967-09-01,-0.37135768,-0.34970903,0.115403965,0.7573698,-0.04229815,0.14587861,-0.24629505,0.13455471,0.5415494,0.041798554,0.17152394
1967-10-01,0.19550398,-0.09558711,-0.16819337,0.6437977,-0.20782706,0.2484599,0.05795177,0.32489634,0.28659487,0.077435575,0.055287324
1967-11-01,0.69808567,-0.4809332,0.34571236,0.021149063,0.13205679,0.3671945,-0.49442196,-0.32872644,-0.113239095,-0.21915095,-0.0076602935
1967-12-01,0.43380576,-0.72123325,0.19034162,0.13955055,-0.10224829,0.27360553,-0.34321442,0.8166537,0.1675272,0.006661129,-0.117402315
1968-01-01,0.17398281,-0.14906745,0.35348663,-0.09583922,0.051387955,-0.017412473,-0.07375512,0.55521613,0.27605087,0.19394341,0.12995625
1968-02-01,0.14609459,-0.07106533,0.031993628,0.4920784,0.41053715,0.0033975602,0.6381729,0.89072406,0.5471469,0.07375512,-0.050821662
1968-03-01,-0.2645841,-0.15147406,-0.40756425,0.44040728,-0.47551528,-0.13066408,-0.058041383,-0.12018828,0.8690647,0.0539361,0.05761678
1968-04-01,0.18927176,-0.45045835,0.29445425,0.2678401,0.11254382,0.2793068,-0.28850853,0.14892587,-0.1533144,0.07389669,-0.045300674
1968-05-01,-0.435594,-0.2151781,0.1473687,0.18955489,-0.124859914,-0.08748688,-0.1428386,0.10320053,0.26033717,0.3615558,-0.05039698
1968-06-01,-0.051812552,0.14198923,0.19847348,0.8452818,0.2705298,0.29756862,-0.8738778,0.17653097,0.29360485,0.1656305,0.007927609
1968-07-01,-0.15345593,0.011891413,0.046999406,0.30054152,-0.18757302,-0.14864278,-0.01599679,-0.010192645,0.44734392,0.09640543,0.028879166
1968-08-01,0.31370705,0.2144702,-0.04346032,-0.28397846,-0.008493865,0.28397846,0.20569327,-0.42129606,-0.15444693,0.18700674,0.074038245
1968-09-01,-0.25892156,-0.007927609,0.07502918,0.038505543,0.08253212,0.71730745,-0.058041453,-0.03638209,-0.26557502,-0.024207521,0.31639677
1968-10-01,0.2114974,-0.26883107,0.079276145,0.25255114,-0.10362522,-0.47395808,-0.2682648,0.3299869,0.38717902,0.1441127,-0.07686953
1968-11-01,-0.06398718,-0.27010506,-0.12670025,0.49660835,0.15388066,0.023358155,-0.0539361,0.735994,0.5079335,-0.13533571,-0.17497376
1968-12-01,-0.3792513,-0.1356188,0.040345896,-0.06073122,0.26741543,-0.3413121,0.10900469,0.28879166,0.11792324,0.0045300485,0.17171778
1969-01-01,0.43562,0.080703996,0.17140135,-1.054603,-0.3423485,-0.04194186,0.19517346,0.19759616,-0.42396098,-0.016958427,0.25225678
1969-02-01,0.13809013,-0.008024978,0.28889912,-0.1477808,-0.12597695,-0.204107,-0.43864822,-0.088880345,0.85640126,0.1653448,-0.368089
1969-03-01,0.23438986,-0.58112943,-0.21092057,0.16019669,-0.018321132,-0.06495686,-0.28587085,-0.06631961,0.22121687,0.02452917,-0.2985897
1969-04-01,0.117194936,-0.07843284,0.1085643,0.4392539,-0.07994695,-0.37248,-0.19895887,-0.24968278,0.60581,-0.19971591,0.2219739
1969-05-01,-0.07570734,-0.22485073,-0.051026724,0.82793534,-0.291019,-0.12673402,-0.09372566,0.13369915,0.35960978,0.016049957,-0.058143236
1969-06-01,0.18745133,-0.4374369,0.062382817,0.30313215,-0.25528508,0.52737725,-0.30040666,0.34719378,0.0033311844,0.29011047,0.033159804
1969-07-01,0.5814322,0.1343048,-0.02604332,-0.20017023,-0.19805035,-0.12794536,-0.086760595,0.06329131,-0.07237621,0.07449601,0.065865375
1969-08-01,0.4038228,0.020895243,-0.2525596,-0.38762152,0.024831986,-0.26482427,-0.08040118,-0.056629073,0.26542988,0.26830673,0.07707007
1969-09-01,0.37293428,0.011204672,0.022257924,0.16776752,-0.33386928,-0.08676062,-0.15186888,-0.17851785,0.3104,0.1592882,0.16625328
1969-10-01,-0.13536462,-0.83459747,0.030888582,0.4749877,-0.06571398,0.6162576,-0.033008434,0.392921,0.21606866,-0.13233642,-0.008024978
1969-11-01,-0.2783001,-0.7298185,0.35976118,0.87017995,0.08994029,0.2887478,-0.37384272,0.4669628,0.48952356,-0.3338693,0.07646439
1969-12-01,0.048149873,-0.26164448,-0.077978514,0.5238948,0.16579905,0.13324489,0.14899202,0.4422822,0.6092925,0.06707668,-0.10341619
1970-01-01,0.3009567,0.20312615,-0.2087576,-0.04151573,0.17706418,0.3584501,0.37049884,0.38189277,0.14157276,-0.013358379,-0.04190867
1970-02-01,0.44488677,-0.48181883,0.3395912,0.7789776,0.10044986,0.34613943,0.16278899,0.33343592,0.16357478,0.08434123,-0.077531055
1970-03-01,0.30815965,-0.46990108,0.1090935,0.21399622,0.3634268,1.0639565,-0.5521468,0.5010706,-0.32505426,0.06508942,-0.3498065
1970-04-01,0.4100502,-0.47317514,0.13816765,-0.11184378,0.19094643,0.47527057,-0.6676576,-0.09874735,-0.01597767,0.19002965,0.2248662
1970-05-01,-0.35098517,-0.05068331,-0.03667011,0.62155807,0.09154425,0.28772926,-0.27515668,0.06260109,0.07897167,0.039027452,0.06613712
1970-06-01,0.39472732,0.12952404,0.026061963,0.47252035,0.09521127,0.55804014,-0.5326331,-0.15506212,0.18806525,0.16187227,0.13725093
1970-07-01,0.28772926,0.23429568,-0.30920747,0.008774626,-0.08303156,-0.15113315,0.12507121,-0.36761767,0.07320917,0.13044076,0.0796265
1970-08-01,0.15349054,0.28812212,0.0077269077,-0.09835444,-0.17143269,-0.13947731,0.040206145,-0.13908441,-0.052254915,0.19683981,0.31221965
1970-09-01,0.03771782,-0.24307029,-0.0064172624,0.11262957,-0.07988842,0.44161263,0.13515547,0.008119797,-0.42602786,0.11354633,0.27437088
1970-10-01,0.22093734,-0.2012926,0.15257378,-0.20901951,-0.2387485,0.09665189,0.1732662,-0.20207842,-0.19828045,-0.044396996,0.23141448
1970-11-01,0.08617473,-0.071506694,0.050159454,-0.3951202,-0.20640023,-0.22303276,0.12664275,-0.32714957,0.21268654,-0.22630687,0.3153628
1970-12-01,0.20967436,-0.28235966,0.29689682,-0.20037575,0.27332312,0.2187109,-0.9421595,-0.13607225,0.2823597,-0.06076758,-0.19016062
1971-01-01,0.15201989,-0.46052235,-0.006478095,-0.0690999,-0.053408526,0.1484209,-0.082488075,0.5543831,-0.23479585,0.1623849,0.33369517
1971-02-01,-0.31325302,-0.5188254,0.083927706,0.582167,0.73346716,0.5182497,-0.29756168,0.9403351,-0.025192738,0.21449776,-0.31454873
1971-03-01,0.08464743,-0.036853313,0.057151437,-0.12294035,-0.06838016,-0.038580798,-0.2820142,0.12164471,0.25264668,-0.042755604,-0.11084785
1971-04-01,0.19016881,-0.16526404,0.045634747,0.12164469,-0.07989681,0.06737246,-0.36910892,-0.12898658,0.80170345,-0.0050385473,0.10940828
1971-05-01,0.052256823,-0.42107782,0.10595326,0.23162878,0.08824639,0.67098933,-0.64522076,0.0074858307,0.21291427,0.06924392,-0.01597936
1971-06-01,0.31570038,0.29410666,0.12394804,0.025624562,-0.06377349,-0.012380409,-0.06708455,0.06319767,0.34866682,0.26085234,0.066508725
