,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7,vws_v250-50_cluster8,vws_v250-50_cluster9,vws_v250-50_cluster10,vws_v250-50_cluster11
1965-01-01,6.591208457946777,-7.348421573638916,-2.349640369415283,-9.260217666625977,-5.18348503112793,9.62153148651123,-4.307061195373535,-4.111319065093994,10.773171424865723,-2.731558322906494,-6.115835189819336
1965-02-01,12.659948348999023,10.442028999328613,-6.9812211990356445,-1.0096168518066406,8.34920883178711,-0.866121768951416,-5.708898544311523,-7.370497703552246,1.1023368835449219,-9.157195091247559,-8.250600814819336
1965-03-01,9.093174934387207,-7.564032077789307,13.787303924560547,-2.0494046211242676,3.017812490463257,5.936283111572266,-2.4099819660186768,-6.066531658172607,-6.287292957305908,-1.0427310466766357,-4.510897636413574
1965-04-01,2.8132402896881104,-1.1082239151000977,-2.7764463424682617,-6.0819854736328125,-5.440304279327393,9.53396224975586,-1.479103446006775,-12.12864875793457,1.8911919593811035,3.407824754714966,-0.16042017936706543
1965-05-01,-1.9603639841079712,-1.5284069776535034,-4.683091640472412,-0.891877293586731,0.03385019302368164,8.69727611541748,-0.44373106956481934,-12.13232707977295,-2.308431625366211,7.552258491516113,0.8006291389465332
1965-06-01,2.523306369781494,0.6784743070602417,-5.182013511657715,3.2658016681671143,4.924458026885986,8.335962295532227,0.6527187824249268,-6.24019718170166,-1.939023733139038,0.4856758117675781,4.767716884613037
1965-07-01,-5.482985019683838,-4.3063249588012695,-1.3069093227386475,1.3422311544418335,6.951050758361816,-4.432158946990967,1.5541622638702393,-1.8727951049804688,1.744017481803894,3.4806766510009766,1.510010004043579
1965-08-01,-3.32319974899292,-0.8698011040687561,-1.2539265155792236,1.3613637685775757,5.4697394371032715,-9.831254959106445,3.0251710414886475,6.851707458496094,-0.2994999885559082,-2.256920576095581,3.650662899017334
1965-09-01,-0.4128243923187256,-6.613284587860107,-4.8700032234191895,1.8264352083206177,-3.581490993499756,2.5865914821624756,2.434265613555908,-5.415285110473633,1.5158971548080444,-0.044152259826660156,-0.02869892120361328
1965-10-01,0.58575439453125,2.2341084480285645,-2.029536247253418,2.123727798461914,13.504730224609375,-3.610189914703369,-2.535816192626953,1.2988146543502808,4.66395902633667,-5.430737495422363,-5.727294921875
1965-11-01,-4.07820463180542,-10.520767211914062,6.241669654846191,-0.9735591411590576,-0.7962141036987305,-6.08566427230835,-0.8182899951934814,-3.0825693607330322,0.562942385673523,8.634726524353027,10.88134479522705
1965-12-01,-0.7741377353668213,-7.97244119644165,-5.470475196838379,-4.868531227111816,-0.7969498634338379,2.5284576416015625,1.4982362985610962,-11.187467575073242,1.4172900915145874,3.8096113204956055,5.216599464416504
1966-01-01,8.757408142089844,-1.2788550853729248,2.5750699043273926,-7.027916431427002,5.4322404861450195,0.7645635604858398,2.137453079223633,-6.201869010925293,-2.4738032817840576,-9.613113403320312,2.476696729660034
1966-02-01,4.379789352416992,8.96138858795166,-6.661909103393555,-3.205817699432373,4.568579196929932,0.27848386764526367,2.066566228866577,-3.9088990688323975,4.875272750854492,-11.74405574798584,-4.081775665283203
1966-03-01,-0.8130276203155518,2.4513800144195557,0.43906402587890625,-3.7692949771881104,4.160618782043457,1.055344820022583,-1.1754182577133179,1.1681848764419556,0.9171879291534424,-0.9193578958511353,-2.5193734169006348
1966-04-01,1.819908857345581,0.2669103145599365,1.9001991748809814,-3.6304149627685547,6.33206844329834,-7.349076747894287,2.6025571823120117,-4.33494234085083,0.707421064376831,-1.3953118324279785,-0.5815607309341431
1966-05-01,-5.137120246887207,-12.037006378173828,3.8597121238708496,0.041229963302612305,6.276371955871582,5.871304512023926,-0.9070611000061035,-4.133132457733154,1.5877187252044678,2.104902744293213,3.469834804534912
1966-06-01,1.2274985313415527,-6.484692096710205,-2.9237172603607178,2.256803035736084,1.9016458988189697,5.686131000518799,0.9345479011535645,0.057866811752319336,-0.9569714069366455,0.2611236572265625,4.470205783843994
1966-07-01,0.025316715240478516,-10.632290840148926,-1.3634852170944214,0.7450342178344727,1.92551589012146,-3.62101149559021,2.0058062076568604,1.7945923805236816,3.6680281162261963,2.8137705326080322,4.469483375549316
1966-08-01,-2.297309637069702,-6.589575290679932,2.8383638858795166,2.0701828002929688,3.3888213634490967,-4.003655433654785,3.542168140411377,5.244897365570068,0.4332772493362427,0.24738025665283203,-1.7468523979187012
1966-09-01,0.5909640789031982,-4.307456016540527,-3.4170315265655518,1.1522715091705322,6.852145195007324,3.801121950149536,3.4611544609069824,1.426415205001831,0.3146505355834961,-5.1949872970581055,1.9667458534240723
1966-10-01,-4.148322105407715,-4.102752685546875,5.414157867431641,1.4763253927230835,2.0398030281066895,1.286088466644287,-1.6318423748016357,-2.465123414993286,-1.8112292289733887,-0.10705363750457764,0.6032607555389404
1966-11-01,-3.7410850524902344,-10.441330909729004,1.2788550853729248,-4.710352897644043,-8.546918869018555,-0.645214319229126,-2.645233631134033,-0.21844696998596191,3.8199286460876465,6.222121715545654,5.516870498657227
1966-12-01,7.108205795288086,2.783390522003174,1.4618585109710693,-5.720128059387207,1.616652250289917,3.6239049434661865,-2.171449661254883,0.019530057907104492,-0.07450354099273682,-3.265854597091675,0.6878907680511475
1967-01-01,8.014998435974121,7.731067657470703,2.818488121032715,-6.865120887756348,7.825155735015869,-1.6752724647521973,-4.081603527069092,-0.32722771167755127,-0.23896780610084534,-7.108251571655273,-3.9159083366394043
1967-02-01,12.465461730957031,-6.769367218017578,12.199849128723145,-7.532898902893066,-1.2439649105072021,1.109076976776123,0.5945053100585938,-3.247298002243042,-2.1015846729278564,-5.155710220336914,2.852626323699951
1967-03-01,5.260622501373291,-8.280609130859375,3.301419496536255,-2.8284800052642822,-6.577027797698975,0.1665281057357788,-3.112410306930542,-5.590348243713379,0.18401354551315308,5.018324375152588,4.632811546325684
1967-04-01,-2.34804630279541,-11.20234489440918,-1.193173885345459,-5.193178653717041,3.9850175380706787,14.404681205749512,0.7268950939178467,-12.424660682678223,0.40299803018569946,5.760207176208496,4.311412811279297
1967-05-01,-1.5453808307647705,-8.475447654724121,5.626152038574219,-2.6769392490386963,-1.2897601127624512,7.756046295166016,-0.1357203722000122,-5.202337741851807,0.8018327951431274,5.956710338592529,-1.9225668907165527
1967-06-01,0.566195547580719,-6.144054412841797,-0.7318910956382751,2.1615347862243652,4.049130439758301,8.229818344116211,1.5012507438659668,-5.396343231201172,0.34637850522994995,7.736063003540039,0.2539553642272949
1967-07-01,-0.8076612949371338,-6.30475378036499,0.46461331844329834,1.125730037689209,-0.09575366973876953,-9.288104057312012,3.5936763286590576,6.284770488739014,2.5112435817718506,-2.5628674030303955,2.812659740447998
1967-08-01,1.9067468643188477,-6.064953327178955,-1.4479620456695557,-0.33971738815307617,4.015825271606445,-10.42798900604248,2.1015846729278564,4.577024936676025,1.2922580242156982,1.0807673931121826,6.804337978363037
1967-09-01,2.4313101768493652,-5.738558292388916,-0.0915905237197876,1.9283955097198486,4.389680862426758,7.336395740509033,3.509579658508301,3.92506742477417,0.6153213977813721,-3.1140756607055664,3.279771089553833
1967-10-01,1.7776875495910645,6.162372589111328,-2.6977553367614746,1.3963382244110107,5.28143835067749,-1.8592863082885742,0.6419658660888672,5.234810829162598,-1.560368537902832,-1.514573097229004,-2.3139078617095947
1967-11-01,4.90508508682251,-8.895098686218262,2.640303134918213,-1.9075794219970703,0.2531227469444275,1.665281057357788,-1.4071625471115112,-0.8767704367637634,-0.8101592659950256,0.8484606742858887,6.153213024139404
