,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9,zgv200_cluster10,zgv200_cluster11
1965-01-01,0.1215661,0.5036311,1.3042603,-0.15703516,0.44417268,-0.19736099,0.9152781,-0.37058532,-1.0927706,0.47169417,0.68730485
1965-02-01,0.035174705,1.0664263,-0.662138,-1.1851962,-1.171656,-0.53983593,-1.7240019,1.2386205,-0.5065746,0.830064,0.8094595
1965-03-01,-0.3286406,-0.005298233,-0.36852494,-0.56647456,-0.07550053,-0.5941435,0.5136389,0.2546118,0.83065283,0.5340962,0.7625109
1965-04-01,-0.06240196,0.4054657,0.43445912,-0.8840771,0.025902653,-1.108371,0.10213909,-0.4914156,-0.64300525,1.1840185,0.49362317
1965-05-01,-0.09080668,0.21237275,0.4431425,0.51820123,0.15114817,-1.4365699,0.0604887,-0.100520134,-0.32893497,1.6395235,1.3604809
1965-06-01,0.54851925,-0.05504322,-0.5988529,-0.20972362,-0.15865421,0.22149768,-0.5380699,-1.0998348,-0.26373667,1.0471464,-0.43019104
1965-07-01,0.37264574,-0.025166845,-0.005739975,0.30523983,0.24901919,-0.48597017,1.1856375,-1.261138,-0.2521099,-0.54160213,0.010890961
1965-08-01,-0.035763405,0.06004715,-0.16365814,-0.59855855,0.20001006,0.041944645,-0.14378949,-0.09654637,0.22841477,-0.27521628,0.34070897
1965-09-01,-0.020898724,0.019721413,0.53777564,0.4507954,0.34026733,-0.25858554,0.11494331,-0.29743975,-0.28492975,0.025608445,0.10670147
1965-10-01,-0.15026517,-0.15188408,-0.6953993,0.044005204,-0.2635895,-0.19029656,-0.47066396,0.9479507,-0.026638579,0.29861698,0.19000225
1965-11-01,0.051363945,0.84007186,0.25652513,-0.12642288,-0.051069546,-0.5658859,1.4764543,-0.91351193,0.15335579,-0.7816437,-0.42533427
