,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1282.0751077515163,4405.113419242527,6694.189860026042,5627.569580078125,1213.4529477074034,4636.2157648259945,2738.972761824324,2216.7521601137905,1142.2068795241878,5036.861572265625,1960.5388934795672
1965-02-01,1280.247169204905,4428.162947944973,6779.16259765625,5668.503824869792,1210.7574462890625,4648.104026100852,2754.0019267314187,2214.9923573369565,1142.1689825542903,5090.425720214844,1959.098933293269
1965-03-01,1281.285822743605,4423.671025815217,6732.679443359375,5665.0543212890625,1210.0962320963542,4642.068758877841,2748.8073400548988,2211.611673106318,1143.8991050935733,5061.163635253906,1960.0723266601562
1965-04-01,1281.257159398075,4439.793595023777,6799.745686848959,5680.28564453125,1207.286362420945,4636.7223566228695,2750.6895323057433,2210.552978515625,1143.9338640978108,5094.4586181640625,1960.8365572415864
1965-05-01,1280.2360438093353,4442.176089079483,6802.0166015625,5692.813449435764,1205.4453531901042,4661.80586381392,2752.095650337838,2212.969572647758,1143.312236548817,5107.3809814453125,1963.8019268329326
1965-06-01,1280.8360940796413,4453.353749150815,6789.503987630209,5692.852105034723,1205.6319463820685,4649.6462735262785,2757.857369087838,2212.632419752038,1144.5918713585804,5096.923522949219,1961.644099308894
1965-07-01,1280.4480186494593,4446.189814028532,6827.916666666667,5690.715874565973,1208.6488996233259,4645.2256636186075,2753.6218591638512,2210.8852220618205,1142.8794386696682,5113.548583984375,1959.2564509465144
1965-08-01,1280.5293215981012,4440.321681810462,6806.044108072917,5679.059516059028,1207.918003627232,4634.406072443182,2751.3788996516046,2210.4049019191575,1142.8751282772776,5098.3740234375,1955.5529080904446
1965-09-01,1280.4185827070148,4424.040421195652,6760.437418619792,5681.3201904296875,1206.6648210797991,4642.1550403941765,2742.4260319890204,2212.3898713485055,1142.7427475061793,5074.166564941406,1955.1722599909856
1965-10-01,1281.1105462569224,4421.231742527174,6791.74072265625,5636.150783962674,1211.3906860351562,4632.337535511364,2750.9307036528717,2211.089291779891,1142.729023216808,5109.5013427734375,1957.6097928560696
1965-11-01,1281.176551786656,4439.531143851902,6824.017740885417,5659.937201605903,1211.3525390625,4608.07939009233,2747.7699073585304,2215.3248662533965,1142.4877102092162,5106.122741699219,1955.2107590895432
1965-12-01,1280.24371827202,4450.610882302989,6807.940266927084,5680.721028645834,1212.0924450102307,4633.567116477273,2754.1167388091217,2217.6887843919835,1142.2872597214866,5098.890380859375,1959.8626943734976
1966-01-01,1279.9361216871043,4427.950917119565,6714.25537109375,5640.897284613716,1214.3686930338542,4637.905606356534,2750.885009765625,2217.584361200747,1142.4178818524895,5058.2159423828125,1962.0040893554688
1966-02-01,1280.621234877703,4426.457944123641,6812.694498697917,5662.371148003473,1212.884012858073,4637.7605091441765,2753.2045106630067,2220.3732697860055,1142.5585385769773,5113.531188964844,1960.2034348707932
1966-03-01,1280.1462422946333,4424.918265964674,6760.672200520834,5641.562228732639,1211.3407679966517,4635.4550448330965,2750.6120011613175,2215.9468941066575,1142.8263691185557,5076.700744628906,1961.3158005934495
