,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9
1970-01-01,0.832935,-0.07792397,-0.47893763,-0.24529675,0.06692295,0.11603465,0.10634325,0.27515665,0.06679197
1970-02-01,0.68835,-0.10175948,-0.44488677,-0.2053525,0.1990662,0.059326984,0.12166612,0.3841192,-0.053826474
1970-03-01,0.62457025,-0.093246795,-0.5563377,-0.28995568,0.10739102,0.12952402,0.11367726,-0.034312747,-0.042039655
1970-04-01,0.5939245,-0.1457636,-0.23455763,-0.27070385,0.11380825,0.2758115,0.10267627,0.029859925,-0.13895345
1970-05-01,0.5010706,-0.022656893,-0.06928029,-0.06980415,0.15925297,0.4238015,0.06613712,-0.6531205,-0.2667749
1970-06-01,0.6798373,0.02435944,-0.24228454,0.07425694,0.12533316,0.39263195,0.066661,-1.347102,-0.3982634
1970-07-01,0.4312665,-0.037324954,-0.4164675,-0.05867214,0.10699811,0.50617826,0.09206812,-1.2516288,-0.30331406
1970-08-01,0.30868357,0.03784878,-0.3390674,-0.061291434,0.11839201,0.31523186,0.10175951,-1.3767,-0.31601763
1970-09-01,0.5284422,0.088401124,-0.37246335,-0.045313764,0.061291434,0.28000236,0.10490265,-1.3180279,-0.24477284
1970-10-01,0.52739453,0.11983261,-0.3549141,-0.14589459,0.30331406,0.11826104,0.06417267,-0.6189388,-0.20469768
1970-11-01,0.5273945,0.036015272,-0.20810278,-0.19959007,0.26795357,0.12480929,0.05971985,0.5239894,-0.0043218373
1970-12-01,0.76142824,-0.04898076,-0.436898,-0.259179,0.20076875,0.29008663,0.11603463,0.40952635,-0.029205108
1971-01-01,0.8129322,-0.039732456,-0.40481052,-0.29684186,0.17059052,0.1740455,0.10149054,0.3773145,0.11156763
1971-02-01,0.68250597,-0.11732595,-0.45994654,-0.3036079,0.24170585,0.14122303,0.15058032,0.47808534,-0.059310794
1971-03-01,0.63183266,-0.109120324,-0.31829166,-0.26646668,0.17087841,0.124092,0.12322824,0.30029687,-0.20283714
1971-04-01,0.42266136,-0.048945807,-0.4746303,-0.096883915,0.21420984,0.17894009,0.077161595,0.5710823,-0.14007136
1971-05-01,0.6308249,0.045202874,0.0919893,-0.07399454,0.11430285,0.48629087,0.08220015,-0.41186452,-0.27971083
1971-06-01,0.8820321,0.008925414,-0.37342766,0.014395809,0.2873406,0.3347029,0.06981973,-1.1459075,-0.41992617
1971-07-01,0.63528764,0.026056457,-0.35284165,-0.0011516571,0.1703026,0.50169444,0.12970638,-0.8356775,-0.33254352
