,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8,zgu250_cluster9
1965-01-01,-0.27243882,-1.07737,-0.32327613,0.10102387,0.75311583,-0.3646633,-0.7459465,-0.3952961,-0.0661541
1965-02-01,0.12579116,-0.5344486,0.32457963,-0.15740165,1.1682907,0.05507431,-0.007821274,-0.35260564,0.098090746
1965-03-01,0.29655343,-0.21834183,-0.045298003,-0.044646073,1.0812805,-0.30795974,0.88053626,-0.31317407,0.32327613
1965-04-01,-0.41061288,-0.8433857,-0.22257805,0.052793123,0.93300325,-0.20758781,0.2532112,-0.8107977,0.30600435
1965-05-01,0.25418893,0.19878845,-0.20758781,0.16359329,0.25484085,0.003910446,0.17499924,-0.2558182,-0.0058662416
1965-06-01,0.09189911,0.048556518,-0.28742903,0.39431876,-0.4122421,0.18249473,0.43603173,-0.19259682,0.3649891
1965-07-01,0.35879746,-0.11959915,-0.15772705,0.13491516,0.1603344,0.24832305,-1.063031,-0.112104036,-0.04399414
1965-08-01,0.07560501,0.0368248,0.041060638,0.3356598,0.06387329,0.353257,-0.48132974,0.07071686,-0.07071648
1965-09-01,0.35325775,-0.35782012,-0.7110771,-0.16294174,-0.29264298,0.35162812,-0.55888957,-0.16359329,0.2564701
1965-10-01,-0.36629257,-0.26722413,0.02346344,0.25158197,0.036173247,0.10134964,-0.31415138,-0.32229844,0.1039566
1965-11-01,-0.09222488,-0.3659668,0.2965538,0.42071533,1.5010178,0.017923355,-0.19292298,-0.42462596,0.097113416
1965-12-01,0.20172158,-0.38812676,0.06094017,0.0778862,0.6837021,-0.58398247,-0.02281189,0.01759758,0.42267075
1966-01-01,0.15623704,-0.3154289,-0.12341423,-0.31772652,0.77134097,-0.16181736,0.5277939,0.02855606,0.5107258
1966-02-01,-0.06203537,-0.16247407,-0.00787735,-0.10700264,0.68238986,0.026914978,-0.33085555,-0.12768134,0.7339218
1966-03-01,0.10733108,-0.22943267,0.057440568,-0.11061325,0.7240753,-0.23107414,0.21302147,-0.3623659,0.17987022
1966-04-01,0.1280098,0.047921754,-0.17790031,-0.28982735,0.7408142,-0.09912529,0.053173065,-0.32724532,-0.004923248
1966-05-01,0.15000114,0.040700532,-0.24912643,0.25043947,-0.22844772,0.15919152,0.8373146,0.17954178,0.097156145
1966-06-01,0.0091903685,-0.15131378,-0.2307457,0.16050415,0.22680664,0.27111816,0.85602343,-0.060065843,0.29606324
1966-07-01,0.08435478,-0.4198059,-0.3059105,0.29737625,0.062363815,0.16936722,-0.74639493,0.060394287,-0.045952223
1966-08-01,0.29212493,-0.30755156,-0.20908204,0.16345826,0.15656567,0.3682739,-0.18906021,-0.16345902,0.26324043
1966-09-01,0.19398423,0.21400604,-0.2658661,0.03216629,-0.1874195,0.23468475,-0.24748535,-0.12800941,0.302956
1966-10-01,0.11422386,-0.09420204,0.16181716,-0.039387513,0.1673973,0.2901554,0.33807677,-0.012472915,0.2606144
1966-11-01,0.119804,-0.7857822,-0.021991348,0.26849213,0.287529,-0.3105053,0.20284614,-0.22122726,0.7093048
1966-12-01,0.10995636,-0.94924086,0.14803162,0.018380737,0.7211212,-0.3905937,0.39420414,-0.08763733,0.65383375
1967-01-01,0.046369173,-1.4714077,0.27070504,0.31642112,0.990081,0.16686401,0.038858604,-0.46042728,0.39348564
1967-02-01,0.2782158,-0.8304016,0.1616394,-0.6031269,0.7105606,-0.36605605,0.5642683,-0.39283258,0.27560312
1967-03-01,0.12539291,-0.9492636,0.28213423,-0.0035919189,0.9440384,-0.45389596,-0.121147916,-0.3369934,0.12637253
1967-04-01,-0.075431444,-0.3915264,0.19070168,0.071186446,0.9064865,-0.063676074,0.7455002,-0.46173325,-0.040491484
1967-05-01,0.21388626,-0.10057564,-0.71415174,0.2073555,0.27756232,0.36376992,1.1657623,-0.1485775,0.25045928
1967-06-01,0.37487298,0.04277725,-0.24425507,0.41699678,0.2720112,0.19429398,0.09535084,-0.11102486,-0.08424835
1967-07-01,0.41797638,-0.19037513,0.088819884,0.014694977,-0.3595249,0.4715294,-0.90615976,-0.02285843,0.0933918
1967-08-01,0.36834183,-0.26319465,-0.3079315,-0.13616943,-0.21747836,0.46238708,-0.9084457,-0.14204636,0.13518944
1967-09-01,-0.08751373,0.29258347,-0.26613313,-0.11331101,-0.049634553,0.35397416,0.5570841,0.005878067,0.14596558
1967-10-01,0.13518944,0.29976767,-0.19853897,0.1675171,0.23249893,0.30172652,-0.33242187,-0.1952732,0.13518944
1967-11-01,-0.05649223,-0.2867058,0.38728142,-0.014694596,1.5308396,0.050614547,0.31184977,-0.008163834,0.16523132
1967-12-01,-0.26221505,-0.2246624,-0.007836914,0.03820572,0.43854904,-0.39479178,0.33503437,-0.356913,0.3144619
1968-01-01,0.2611084,-0.6057285,0.21844177,-0.11742554,0.65240705,-0.4080738,0.17613907,-0.16592827,0.8927296
1968-02-01,0.3183632,-0.48903197,-0.006199646,-0.67611086,0.425943,-0.24579239,-1.1994232,-0.14331818,0.5911415
1968-03-01,0.045948792,-0.7085678,0.17942123,0.19874954,0.59296495,-0.2833542,-0.047407914,-0.41719094,0.09518051
1968-04-01,-0.2432396,0.0040115356,0.024068832,0.17322159,0.28371888,-0.11596718,0.32383308,-0.32128066,-0.19984321
1968-05-01,0.21333618,0.21224213,-0.2957531,-0.036467742,-0.25016862,0.24105148,0.42813092,0.16009331,-0.035373688
1968-06-01,0.23922805,-0.41172028,-0.31216353,0.08059387,0.06965332,0.19546738,0.22318268,-0.1305542,0.12143707
1968-07-01,0.19729003,-0.2282875,-0.30231705,0.0798645,0.11049728,0.14331742,-0.22828789,-0.044854738,-0.09992142
1968-08-01,0.35118407,0.0579834,-0.7337303,-0.24105224,-0.47663268,0.27934265,-0.85042727,-0.09882812,0.3606655
1968-09-01,0.19656067,0.23339386,-0.2782486,-0.053242493,-0.16775131,0.22792359,0.07804108,-0.05141983,0.26657867
1968-10-01,-0.17869186,0.19765472,0.038291167,-0.1630104,0.0083877565,0.13675384,0.57582533,-0.28700104,0.27241403
1968-11-01,-0.00036468505,-0.46715125,0.052513886,-0.012034607,-0.07913437,-0.1874443,0.48100892,-0.08314629,0.49559632
1968-12-01,0.23849869,-0.2129715,-0.15827027,-0.246521,0.5546738,-0.13565978,-0.07147674,-0.41500244,0.53242874
