,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9
1965-01-01,0.08285923,0.22664869,-0.12141893,-0.3407089,0.64403546,0.18911919,0.054748915,0.16983934,-0.38677454
1965-02-01,-0.044741012,0.14923492,-0.23768678,-0.24946074,1.0414066,0.2276789,0.010007858,0.3775025,-0.13186833
1965-03-01,0.06652284,0.1308381,-0.22944501,-0.10699584,1.7240019,0.41841707,0.0039736987,0.1389327,-0.29891136
1965-04-01,0.16983934,0.1574767,-0.18131895,-0.061371755,1.5724123,0.4478519,0.017955279,0.18882486,-0.39369172
1965-05-01,0.4731659,0.024872493,-0.11788676,0.04253342,1.5126593,0.67008543,-0.017955303,-0.23062238,-0.65109986
1965-06-01,1.4090484,0.09581058,-0.12715876,0.2189956,0.49435896,0.38927644,-0.035469033,-0.507752,-0.50686896
1965-07-01,1.3888855,-0.020162916,-0.026491404,0.077708125,0.6678778,0.4649242,0.039148428,-0.38574427,-0.42813063
1965-08-01,1.2584889,-0.0076530697,-0.061371755,0.13451746,-0.264031,0.6456544,0.00029435157,-0.223411,-0.44034594
1965-09-01,0.920282,0.12362657,-0.10699584,0.100225806,-0.37661946,0.47728682,0.026491404,-0.22870907,-0.5302696
1965-10-01,0.36013594,0.20413098,-0.15350299,-0.17440176,-0.29788113,0.39928436,-0.0013245821,0.22164476,-0.4722829
1965-11-01,-0.1639524,0.15762386,-0.04621277,-0.27521625,0.7264532,0.21516907,0.0023547648,0.1897079,-0.4463802
1965-12-01,-0.41091117,0.17263564,-0.16012582,-0.45344457,0.5944377,0.1723413,0.04842043,0.03532187,-0.48582298
1966-01-01,-0.1458242,0.224523,-0.21801296,-0.42806926,0.9960314,0.22481231,0.0120073315,0.17374487,-0.36571783
1966-02-01,-0.080290124,0.16289489,-0.24173832,-0.3061151,0.6867336,0.35486782,0.016492033,0.21989362,-0.057722043
1966-03-01,-0.113274194,0.1627502,-0.13989285,-0.2864404,1.6756763,0.5383054,0.01953001,0.026040053,-0.35906315
1966-04-01,0.24434233,0.14857285,-0.15580621,-0.0494761,1.5783154,0.38177586,0.09519076,0.0052080154,-0.31320375
1966-05-01,0.7595011,0.1021348,-0.12441351,0.06857209,1.0167186,0.35182977,0.052803375,-0.4632233,-0.5474194
1966-06-01,1.3537924,0.12325616,-0.10227947,0.074792765,1.0948389,0.44571862,0.039494038,-0.57939076,-0.27298632
1966-07-01,1.0660502,0.035588026,-0.059024096,0.1811229,0.7946551,0.43703857,0.020542692,-0.6719775,-0.51559275
1966-08-01,1.1722356,0.0007233143,-0.05989208,0.23132233,-0.6873123,0.5221027,-0.003038001,-0.3715045,-0.24419765
1966-09-01,0.72087497,0.05323739,-0.13945885,0.122532845,-0.6589576,0.3567485,0.001012659,-0.29396304,-0.54090935
1966-10-01,0.3149398,0.14900689,-0.24622302,-0.10792146,-0.11023617,0.4053566,-0.027920675,0.0024593354,-0.7764271
1966-11-01,-0.18416099,0.18213558,-0.022857333,-0.31971377,0.5235494,0.3051024,0.07537146,0.19139424,-0.6102048
1966-12-01,-0.27790505,0.15927824,-0.1361315,-0.38611588,1.008762,0.120796844,0.0664021,0.101266816,-0.43414527
1967-01-01,-0.24079964,0.15603682,-0.06228151,-0.36419696,1.8486284,0.030641174,0.058451366,-0.001998353,-0.30624518
1967-02-01,0.06711082,0.17152391,-0.19233996,-0.29708612,1.4048312,0.3786849,0.028476298,0.20149899,-0.28126597
1967-03-01,0.19750232,0.14521249,-0.07560377,-0.1688595,0.63763607,0.4461288,-0.025145745,0.06361376,-0.408993
