,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8,abs_vo600_cluster9
1965-01-01,8.410549e-05,-4.3116223e-05,3.013371e-05,-6.727604e-05,1.2350358e-05,6.975104e-05,-2.2478553e-05,-8.3808176e-05,0.00021985696
1965-02-01,9.8032404e-05,-3.7346243e-05,2.4516277e-05,-5.4569537e-05,8.832738e-06,5.4020456e-05,-1.5281787e-05,-8.3763305e-05,0.00025305004
1965-03-01,8.9633184e-05,-4.3214928e-05,2.3484328e-05,-8.66768e-05,2.0846505e-06,6.9876674e-05,-1.7552089e-05,-8.0263635e-05,0.00017778909
1965-04-01,8.203261e-05,-4.145612e-05,3.1784835e-05,-6.4216074e-05,3.969087e-06,6.492329e-05,-1.3478106e-05,-8.121483e-05,0.00021543301
1965-05-01,8.160188e-05,-4.3995624e-05,3.0026025e-05,-5.2254363e-05,6.347074e-06,6.4357955e-05,-1.8413548e-05,-8.414019e-05,0.00015267219
1965-06-01,8.1924925e-05,-3.136988e-05,3.6801033e-05,-7.2193536e-05,4.7138906e-06,5.699069e-05,-1.4204967e-05,-8.174426e-05,0.00022629996
1965-07-01,7.528452e-05,-4.5844175e-05,3.252964e-05,-6.201756e-05,4.4177664e-06,4.9820846e-05,-1.5793279e-05,-8.1340455e-05,9.434429e-05
1965-08-01,7.375902e-05,-4.70556e-05,4.1180112e-05,-6.0492064e-05,4.5075008e-06,5.7914964e-05,-1.2141054e-05,-8.2874925e-05,9.9154095e-05
1965-09-01,7.5320415e-05,-4.5871097e-05,5.027927e-05,-5.776411e-05,2.8743175e-06,5.11579e-05,-1.598172e-05,-8.902179e-05,9.692866e-05
1965-10-01,8.247231e-05,-3.8046182e-05,4.5002835e-05,-5.622964e-05,6.059921e-06,6.528223e-05,-1.45997965e-05,-8.219294e-05,0.000151721
1965-11-01,7.780608e-05,-3.59733e-05,3.056444e-05,-6.475449e-05,9.622412e-06,5.7950856e-05,-1.0534792e-05,-8.15289e-05,0.00020133561
1965-12-01,9.0351066e-05,-4.1626616e-05,2.5602076e-05,-6.2493156e-05,2.3718035e-06,6.548862e-05,-1.3935756e-05,-8.080204e-05,0.00016173546
1966-01-01,8.1374994e-05,-3.802481e-05,1.7950297e-05,-5.5890323e-05,1.2685041e-07,5.536822e-05,-1.3189185e-05,-8.190947e-05,0.00016254159
1966-02-01,8.922037e-05,-3.6102163e-05,1.9351548e-05,-5.5328193e-05,8.15145e-06,6.6374545e-05,-1.15435305e-05,-8.0271966e-05,0.00025103215
1966-03-01,9.788042e-05,-4.031406e-05,2.5616439e-05,-6.400454e-05,8.477322e-06,6.371869e-05,-1.4671901e-05,-8.722119e-05,0.00019569907
1966-04-01,8.625493e-05,-3.6705027e-05,2.6260033e-05,-6.157679e-05,5.5037394e-06,5.944162e-05,-1.579616e-05,-7.7168035e-05,0.00019978876
1966-05-01,8.263775e-05,-3.9377177e-05,3.1710246e-05,-6.354017e-05,3.654413e-06,7.316898e-05,-1.3767609e-05,-8.71723e-05,0.00023722333
