,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,26.220734,20.337982,21.113373,24.2229,10.695526,15.666199,23.440521,27.397797,17.819733
1965-02-01,27.210693,21.53598,19.850983,24.131592,8.755585,16.377716,24.175507,27.238129,16.640167
1965-03-01,27.572937,20.59845,19.68634,24.513794,7.547577,16.011475,23.963928,27.068481,16.371246
1965-04-01,27.366852,19.509216,20.482178,24.894012,8.190247,14.572968,23.508392,27.488098,17.28183
1965-05-01,26.6828,18.602081,22.060913,25.37851,10.234009,13.356018,22.069885,28.096344,18.796204
1965-06-01,25.316132,17.585693,23.936005,26.491669,12.779694,12.697876,21.093414,28.346313,20.188293
1965-07-01,23.785309,16.613739,25.628479,27.169281,16.106781,12.015808,20.106964,27.832397,22.630219
1965-08-01,23.280365,16.161163,26.795044,27.728607,19.434357,12.669922,19.86148,27.59488,24.416992
1965-09-01,23.910065,15.96756,26.405365,28.254028,20.188293,11.939453,19.599518,27.64627,24.113129
1965-10-01,24.409027,15.994019,25.519196,27.858826,17.410065,12.100128,20.480194,27.504578,21.986053
1965-11-01,24.90448,16.949524,24.004364,26.961212,14.638824,13.267181,20.902802,27.638306,19.458313
1965-12-01,25.94284,18.62555,22.959534,25.949799,13.078583,15.237091,21.93814,27.77002,18.118591
1966-01-01,26.460968,20.159302,21.056946,25.223938,10.274658,16.781555,23.006042,27.57544,17.067474
1966-02-01,26.8891,20.823975,20.042816,24.689392,8.157623,17.809296,23.71457,27.73883,15.897034
1966-03-01,26.727234,20.53955,19.993896,24.314178,9.160675,16.886444,23.790741,27.565857,15.6579895
1966-04-01,27.189148,20.311615,20.74884,24.871918,9.674561,15.925781,23.12204,27.802887,15.908112
1966-05-01,26.676788,18.844604,21.478546,25.267303,11.116333,14.917694,22.292969,28.361145,17.851654
1966-06-01,25.981873,17.492615,23.046387,26.099396,13.341278,13.348328,20.956604,28.395416,19.254608
1966-07-01,24.162384,16.754822,24.779633,26.947601,16.580353,12.551025,19.735718,28.39392,22.268768
1966-08-01,23.578918,16.081604,25.809418,27.880554,21.718597,12.513214,19.126526,27.93805,23.562286
1966-09-01,23.450836,15.976196,26.60971,28.396942,21.439697,12.4340515,19.039276,27.568878,23.081696
1966-10-01,24.113983,16.522339,25.991974,28.130676,19.080109,12.641296,19.723602,27.401459,21.628815
1966-11-01,25.22696,17.61969,23.910736,27.174042,16.367523,13.038696,20.276825,27.722198,19.363525
1966-12-01,26.389343,19.553162,21.920807,25.77008,13.263092,15.615112,22.16388,28.410065,18.016052
1967-01-01,26.445496,20.198212,20.696533,24.647522,11.020599,17.244354,23.755066,28.051147,17.194244
1967-02-01,27.310425,20.826752,20.3219,24.227356,9.18808,17.971527,24.82782,27.54181,16.731995
1967-03-01,27.079529,20.269836,20.582336,24.437683,9.625305,17.331482,25.221985,27.26886,17.023987
1967-04-01,26.91278,19.54364,21.080658,24.546356,11.089691,15.974243,24.156738,27.751648,17.835815
1967-05-01,26.345337,18.349152,22.246582,25.424316,13.337402,13.982971,22.190002,27.851318,18.65216
1967-06-01,25.17691,17.270874,24.037018,26.270721,16.077423,12.914215,21.2229,27.856812,20.734589
1967-07-01,24.083618,16.432007,25.451355,26.822632,19.311737,12.681824,20.303894,27.985535,22.974792
1967-08-01,23.22821,15.98526,26.516602,27.444153,21.688171,12.308716,19.3974,27.57785,24.241364
1967-09-01,23.176117,15.566589,26.579224,28.034119,21.872467,11.580017,19.681854,27.424103,24.340027
1967-10-01,23.726013,16.226166,25.699768,27.915405,18.556,12.244598,19.81607,27.391052,22.570618
1967-11-01,24.662048,17.533325,24.15622,27.157166,15.131866,13.139587,20.545288,27.477692,20.496185
1967-12-01,25.405273,19.54013,22.51651,25.752869,14.046082,14.1953125,22.085327,27.530273,18.805908
1968-01-01,26.407288,21.00119,21.386993,24.809692,11.831116,15.6796875,23.405487,27.349518,17.505798
1968-02-01,26.969666,20.806824,20.94629,24.372955,10.234497,16.62439,24.612366,27.449432,17.31189
1968-03-01,26.831665,20.369568,20.822632,24.066803,9.417419,16.831635,24.187988,27.378204,17.05716
1968-04-01,27.323303,20.201416,21.608582,24.62027,11.247955,16.077362,23.720062,27.834259,17.322296
1968-05-01,25.845917,18.632996,22.744202,25.967102,13.339172,15.101471,22.188751,28.20224,18.311493
1968-06-01,24.799316,16.969635,23.782898,26.864807,16.363739,13.5251465,21.65805,28.060272,19.671692
1968-07-01,24.299255,16.599152,25.430939,27.648773,18.559814,13.356995,20.581268,28.221039,21.458221
1968-08-01,23.667145,15.555054,26.62442,28.482697,22.776855,12.698669,20.10794,28.03653,23.225952
1968-09-01,23.666656,15.635162,26.86383,28.560822,21.64569,12.06308,19.568817,27.536499,23.34317
1968-10-01,24.446167,16.21634,25.337463,28.184418,18.7146,13.063202,20.368591,27.903992,21.032867
1968-11-01,25.186584,17.669983,23.931763,27.63095,18.206146,14.061798,20.814728,27.883698,18.716095
1968-12-01,26.117462,19.618256,22.530548,26.189667,15.903259,15.346802,22.816406,28.110748,17.245117
1969-01-01,26.399292,20.990295,20.777496,25.34253,13.682587,16.896484,23.738129,28.057526,16.438599
1969-02-01,27.630402,21.28769,20.09555,24.904114,12.54068,17.800476,24.628754,28.2016,15.890472
1969-03-01,27.569916,20.845184,19.263336,24.931274,11.589539,17.474884,24.273956,28.206238,15.41568
1969-04-01,27.937042,19.87146,20.138092,25.191772,11.684906,16.370422,23.99347,28.33133,16.21814
1969-05-01,26.746948,18.748047,20.994904,25.732208,13.370819,14.848572,22.64853,28.9169,17.009827
1969-06-01,25.893707,17.325165,23.046936,26.86847,15.612579,13.998444,21.795319,29.006104,19.22696
1969-07-01,24.527252,16.421692,24.962555,27.723724,19.696106,13.111389,21.135925,28.027283,22.445465
1969-08-01,23.515594,15.76947,26.58133,27.90268,21.42511,12.464294,19.744324,27.883179,23.632996
1969-09-01,23.67865,15.574127,26.654144,28.228271,21.371277,12.896545,19.540741,27.617065,23.398163
1969-10-01,24.39804,16.067902,25.343018,27.898071,18.135315,12.880127,20.364746,27.324799,21.078491
1969-11-01,25.139984,17.199524,23.528412,27.204315,16.49347,13.928711,20.61444,27.913452,19.350006
1969-12-01,25.64862,18.5932,21.899902,25.851166,13.424164,16.124298,22.637238,28.003174,17.989685
1970-01-01,26.154633,19.833984,20.597992,25.399414,10.521423,17.219666,24.207214,27.987396,16.314667
1970-02-01,27.045715,20.453857,19.657837,24.681396,9.970245,17.605042,24.702576,27.640259,15.715454
1970-03-01,27.25232,20.6734,19.416626,24.416412,9.288391,16.822449,24.172089,27.841217,15.609039
1970-04-01,26.998688,19.533356,20.65738,25.315735,10.145905,16.20465,23.801178,27.796265,16.172089
1970-05-01,26.012054,18.421204,21.85376,25.732605,13.005066,14.835236,22.911163,28.328339,17.916016
1970-06-01,24.772827,17.198486,23.407562,26.483673,14.578491,13.37439,21.775757,28.227081,19.637177
1970-07-01,23.952545,16.35083,24.799194,27.087036,17.79306,12.449249,20.939423,28.04422,22.13681
1970-08-01,23.170471,15.469055,26.058044,27.713104,22.222046,11.905823,19.683167,27.867554,23.945831
1970-09-01,22.97934,15.547577,26.146362,27.758575,21.606323,12.29892,19.843811,27.722412,23.851288
1970-10-01,23.865753,16.036743,25.528564,27.500275,19.277649,12.882111,20.291656,27.698639,21.237488
1970-11-01,24.478912,17.191254,23.42566,26.704773,16.770264,14.069183,20.396027,28.317993,19.484283
1970-12-01,25.282684,18.785889,22.252533,25.656677,12.1909485,15.451996,22.087738,28.376892,17.644287
1971-01-01,26.545807,20.275757,21.157288,24.971985,10.993439,17.15924,23.597809,28.10382,16.362701
1971-02-01,27.375946,20.328125,20.069702,24.196198,10.041229,17.775421,24.441772,27.634888,15.687714
1971-03-01,27.130371,19.961487,20.00644,24.50653,10.196899,16.949738,24.264404,27.412506,16.119568
1971-04-01,26.851685,19.282043,20.843506,24.740234,10.650513,16.153168,23.354187,27.42685,16.36023
1971-05-01,26.054138,17.967163,22.003235,25.586212,12.334503,14.690063,21.877228,27.604736,17.815948
1971-06-01,24.893433,16.934418,23.866608,26.5542,15.240021,13.210602,20.981873,27.846375,20.380493
1971-07-01,23.858215,15.8003845,25.434021,27.122955,16.884491,12.758484,20.23523,27.984222,22.200897
1971-08-01,23.259308,15.31366,25.918243,27.709503,20.165558,12.014313,19.04831,27.871582,23.267242
1971-09-01,23.319122,14.945038,26.18164,27.81424,18.696991,12.395294,18.871918,27.620056,22.521576
1971-10-01,23.656097,15.759369,24.74173,27.720367,17.59851,12.300415,19.660065,27.583496,20.645355
1971-11-01,24.438324,16.715515,22.881317,26.694061,15.287964,13.779846,20.758514,27.802399,19.259308
1971-12-01,24.856354,18.689575,21.706757,25.46167,12.5711975,15.155029,22.528992,27.742096,18.287842
1972-01-01,26.154968,21.051666,20.783844,24.61792,12.035858,16.616943,24.197998,27.636566,16.691528
1972-02-01,26.507904,21.020569,20.527039,24.21762,10.4461975,17.224304,24.731262,27.30371,15.756561
1972-03-01,27.253021,20.846008,19.797241,23.913452,9.107574,16.243439,24.578217,26.856537,15.636047
1972-04-01,27.216675,20.310394,20.565277,24.644196,9.562408,15.444275,24.010529,27.693481,16.697266
1972-05-01,26.106659,18.892883,21.353912,24.939758,11.746521,14.266846,22.748474,28.01294,18.46341
1972-06-01,25.668121,18.009094,23.517944,26.06363,15.421814,13.081299,21.405548,28.24823,21.004791
1972-07-01,24.766632,16.886658,24.983765,26.929718,18.74942,12.203247,20.581085,28.16214,23.692505
1972-08-01,24.033966,15.892395,26.381653,27.518433,22.198975,12.233856,20.09134,27.79535,24.496918
1972-09-01,23.799622,16.142029,26.472534,27.902954,21.67337,12.2534485,20.186035,27.391235,23.384521
1972-10-01,25.11145,16.625061,24.725494,28.0029,18.58728,11.905304,20.2659,27.814484,20.189392
1972-11-01,25.980896,17.953613,23.559082,26.851776,15.576752,13.62265,21.241516,27.639923,19.335266
1972-12-01,27.251099,20.175537,22.299866,25.959839,13.592529,15.380676,21.875671,27.828827,17.803436
1973-01-01,27.53299,21.156372,20.932587,25.487366,12.125885,16.276306,22.908295,28.01648,16.11905
1973-02-01,27.924713,21.708282,20.289368,24.716034,11.249176,17.38797,24.083984,27.905304,15.486511
1973-03-01,28.15918,21.279663,19.966095,24.729614,10.546295,17.236511,23.75003,27.666962,15.83313
1973-04-01,27.715515,20.453949,20.080627,24.87378,11.333649,16.334564,23.03012,28.11792,16.453003
1973-05-01,26.829102,19.30783,21.262665,25.850952,12.169098,15.039429,22.001984,28.421814,17.2836
1973-06-01,26.07135,18.215118,23.078186,26.878143,15.820496,13.882172,21.301025,28.504822,19.834045
1973-07-01,25.173798,17.024353,24.913116,27.369385,19.289398,13.142853,20.001038,28.598022,22.015564
1973-08-01,24.320892,16.353027,25.872314,27.383942,22.577698,12.327332,19.914612,28.198517,23.630127
1973-09-01,24.04419,16.051086,27.149017,27.654816,20.825775,12.389954,19.772888,28.188812,23.389832
1973-10-01,24.48059,16.854462,25.591736,27.527649,18.817535,12.952087,19.8685,27.998016,21.718964
1973-11-01,25.172333,18.02774,23.884491,26.490753,17.134552,13.967621,20.907806,28.049469,19.54181
1973-12-01,25.51941,19.151031,21.739838,25.436401,13.468597,15.876801,22.242767,28.159668,18.48407
1974-01-01,26.641144,20.740051,20.493835,24.383698,11.20462,17.188934,23.825684,28.065033,17.149261
1974-02-01,26.69107,20.635315,20.026886,23.77185,9.9270935,17.952515,24.403748,27.671478,16.548187
1974-03-01,27.128662,20.929474,19.931427,24.06015,9.444977,17.741058,24.004364,27.024902,16.049438
1974-04-01,27.409119,20.032257,20.269653,24.160004,9.629974,16.405273,23.363129,27.384644,16.247162
