,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,-5.0583241780598955,1.737376459601785,-6.335995071812681,-28.151915413992747,-34.551684061686196,-7.025503582424587,3.50527293407,-25.19797505559148,-2.0197715915617396
1965-02-01,-4.731163342793782,1.7017199068653341,-5.322303270038806,-27.507305145263672,-31.8444499263057,-7.787770695156521,3.460412759047288,-23.98628028663429,-1.912237386234471
1965-03-01,-5.0419816970825195,1.348385478363556,-5.92553782881352,-29.330689566476007,-33.44744223135489,-8.138185077243381,2.6752352714538574,-24.49623829609639,-2.1966162275095455
1965-04-01,-5.909827550252278,1.184882233742954,-8.072291759022496,-33.86690139770508,-37.5269819189001,-11.21479352315267,2.373500626820784,-27.51350145082216,-3.6326248137677304
1965-05-01,-6.60732905069987,0.11292586521226533,-10.280488666735199,-37.107898167201455,-40.07649598298249,-13.677131864759657,1.5656783030583308,-30.162831899282097,-5.128951541713027
1965-06-01,-7.379129409790039,-0.5164738415049858,-11.50539465117873,-38.07835442679269,-43.63475022492585,-15.513422224256727,0.29447107360913205,-31.954664797396273,-6.236813889175165
1965-07-01,-8.280984242757162,-0.5599123685538363,-11.670447232430442,-38.87255804879325,-46.31325050636574,-16.109873453776043,-1.4554844022943423,-32.208563830401445,-6.797673272304848
1965-08-01,-8.558327356974283,-1.0313680991023577,-11.638350235788447,-38.015605381556924,-47.62190006397388,-17.18017578125,-1.9856079266621516,-31.918110718598236,-8.078720530525583
1965-09-01,-9.120991388956705,-1.0067000275566464,-11.31469910604912,-40.55508749825614,-48.84394186514395,-17.05312834845649,-1.4786087263088958,-31.937153274948532,-8.811937394689341
1965-10-01,-9.15296490987142,-0.5411335805646417,-11.699920788145903,-40.587730407714844,-48.01222483317057,-16.72201050652398,-1.1417246208741114,-33.57346766703838,-7.876254691452277
1965-11-01,-9.00914192199707,0.5512694517771403,-9.972710358469111,-38.6036137172154,-45.78436745537652,-14.66025670369466,0.0963431138258714,-31.589152361895586,-6.906045851160268
1965-12-01,-7.153540929158528,1.3933060120563119,-7.1957638389185865,-32.874363490513396,-38.247013092041016,-9.997071160210503,1.6097012907266617,-26.79150555584882,-4.428529348529754
1966-01-01,-6.120131810506185,1.6572067526732983,-5.351600730628299,-28.41864722115653,-34.6625010172526,-6.7456165949503575,2.4817706300662112,-23.42086482692409,-2.7202109821507188
1966-02-01,-5.685415267944336,2.0894120339633657,-4.797053755375377,-26.516524723597936,-33.7922802677861,-5.336607297261556,3.136003132049854,-20.867975338085277,-1.956461492131968
1966-03-01,-5.853202184041341,1.7414112074845502,-5.385956429598624,-29.17336327689035,-34.81181815818504,-7.926422754923502,3.688491307772123,-22.078101699416703,-2.8460342375958554
1966-04-01,-6.581033706665039,1.2494134659669838,-7.993927336575693,-32.43687493460519,-38.586107889811196,-9.848513073391384,2.912969084886404,-25.265727172026764,-4.047096752729573
1966-05-01,-7.117211023966472,0.42843425354990017,-10.091356645550645,-34.429988861083984,-43.19317075941297,-12.148921754625109,1.712576299905777,-29.37212763605891,-5.262002788606237
1966-06-01,-7.924938837687175,-0.4669053011200055,-11.404191401966832,-37.52299172537668,-46.237440462465635,-14.613095389472113,-0.2556999142353351,-31.17141981382628,-6.339593011824811
1966-07-01,-8.648265838623047,-0.704532577877953,-11.144682399013588,-39.325902121407644,-47.603409378616895,-16.99245982699924,-1.6774781907980258,-32.10746919786608,-7.676055001430824
1966-08-01,-8.764995574951172,-0.8915363525857731,-11.465316069753548,-39.109829493931365,-47.859319051106766,-16.56071662902832,-1.8418616686876004,-32.14575020042626,-8.225550417040216
1966-09-01,-9.100531895955404,-0.7245693077035502,-12.013826035616692,-39.344814845493865,-48.9012047096535,-16.689455244276257,-1.2651819162643871,-32.926721830625794,-8.420813669923877
1966-10-01,-8.730002085367838,-0.20896212584307405,-12.202538105479459,-38.778904506138396,-49.68433733339663,-16.98726971944173,0.4298210430603761,-33.26867851051124,-7.923485021122167
1966-11-01,-7.694618860880534,0.49220222194178576,-10.200359946803044,-37.20722198486328,-44.73165582727503,-15.201226340399847,1.911643949838785,-31.716153428361224,-6.279642073834529
1966-12-01,-6.251587549845378,1.376507395789737,-8.127517030950179,-31.04840959821429,-39.56749527542679,-9.841568205091688,2.796124953490037,-28.33477226463524,-3.4786540953839413
