,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9
1965-01-01,1.6281454e-05,2.210967e-06,1.10678375e-05,3.1401843e-05,-7.686373e-05,8.9949535e-06,1.367458e-06,4.6607383e-06,-5.1666073e-05
1965-02-01,1.4845689e-05,2.336601e-06,1.1202443e-05,-1.1096767e-05,-2.8325936e-05,1.4706166e-07,5.2888863e-06,2.130204e-06,-1.0926269e-05
1965-03-01,1.7573642e-05,-3.0834126e-06,1.20369805e-05,6.2037456e-05,-7.8452045e-05,1.180367e-05,1.1292177e-05,3.5300764e-06,-7.5432545e-06
1965-04-01,1.2324133e-05,1.0354343e-06,-3.8371873e-06,-5.8306476e-05,3.6471884e-05,6.177266e-06,5.6926947e-06,-4.9006485e-07,3.808258e-06
1965-05-01,3.5928897e-06,5.1901807e-06,-1.7791019e-05,-7.2852556e-05,6.382319e-05,1.6725608e-06,4.723559e-06,-1.6121943e-05,2.3558983e-05
1965-06-01,3.5031553e-06,9.748728e-06,-1.4120844e-05,-4.404755e-05,2.6152331e-05,7.2630646e-06,8.600116e-06,-1.2945311e-05,2.255838e-06
1965-07-01,6.5272325e-06,6.0606108e-06,-1.6866747e-05,-5.3065938e-05,2.0983578e-05,7.5232965e-06,1.8520295e-06,-1.2038989e-05,4.9030277e-06
1965-08-01,1.0556345e-05,4.9209702e-06,-1.5018195e-05,-7.482674e-05,2.9149487e-05,8.196308e-06,-1.0374497e-06,-1.2424847e-05,-6.046013e-05
1965-09-01,1.5379555e-06,4.8761067e-06,-1.22722995e-05,-7.875714e-05,2.8575181e-05,5.9260055e-06,-1.9944666e-05,-1.1796699e-05,-0.00010338946
1965-10-01,9.919226e-06,9.479525e-06,-1.0217365e-05,-7.335508e-05,4.621713e-05,1.1166543e-05,-2.2152148e-05,-7.785537e-06,-0.000118797
1965-11-01,9.4705465e-06,7.6578945e-06,-3.567984e-06,-6.601474e-05,3.3519595e-05,8.1783655e-06,-2.2627748e-05,-3.5948979e-06,-0.00013131506
1965-12-01,1.6577578e-05,5.7375655e-06,6.150345e-06,-3.528939e-05,-4.9678492e-06,-1.5579135e-06,-1.30888875e-05,3.5390476e-06,-8.590904e-05
1966-01-01,7.639315e-06,4.56797e-06,-1.9576182e-06,1.6025333e-06,-2.9624156e-05,1.4230078e-05,-1.4519988e-05,8.266619e-06,-8.680657e-05
1966-02-01,1.6828908e-05,5.309328e-06,1.4417454e-05,2.775377e-05,-4.8589915e-05,1.4352279e-05,-9.126805e-06,3.3296565e-06,-6.611369e-05
1966-03-01,1.7757644e-05,4.2939428e-07,6.938688e-06,-2.6112888e-05,-1.380307e-05,8.282914e-06,2.4104002e-05,1.0050768e-05,-4.175475e-05
1966-04-01,1.0164822e-05,6.6779903e-06,-4.018759e-06,-4.916834e-05,6.4764696e-05,7.842984e-06,-1.0039246e-05,-7.415976e-06,-2.2854168e-05
1966-05-01,1.1810476e-05,1.3097673e-05,-1.8406012e-05,-8.066387e-05,5.7171874e-05,4.926431e-06,-1.1815249e-05,-1.2743985e-05,-6.123375e-05
1966-06-01,7.5334065e-06,4.9997507e-06,-1.5831622e-05,-7.1743125e-05,4.770529e-05,2.7349379e-06,8.836894e-06,-1.336314e-05,1.8914488e-05
1966-07-01,6.8246336e-06,4.8286674e-06,-1.965247e-05,-8.171481e-05,3.6886337e-05,6.3521184e-06,-7.660379e-06,-1.597012e-05,1.7977607e-05
1966-08-01,1.1818625e-05,3.1993077e-06,-1.7705388e-05,-7.139282e-05,2.5570427e-05,1.1280936e-05,-9.957777e-06,-1.46829225e-05,-6.538862e-05
1966-09-01,7.2075345e-06,7.818544e-06,-1.4642188e-05,-7.095289e-05,2.0169096e-05,8.665811e-06,-2.2626053e-05,-1.32409405e-05,-0.00010828153
1966-10-01,3.4111254e-06,1.4477446e-06,-8.597264e-06,-6.1999555e-05,3.8939328e-05,-2.0390871e-06,-1.7746119e-05,-9.13495e-06,-0.00011636317
1966-11-01,3.4355653e-06,8.4051135e-06,-4.735677e-06,-6.3188985e-05,1.7643588e-05,-5.045258e-06,-1.3908979e-05,-7.896637e-06,-0.00012981353
1966-12-01,-6.267277e-06,4.2258034e-06,2.7023525e-06,-4.1005245e-05,-6.0880484e-06,5.3256226e-06,-3.570687e-06,3.1178388e-06,-8.8655885e-05
1967-01-01,7.855044e-06,7.814942e-06,7.782859e-06,4.955337e-05,-8.8013425e-05,1.2683355e-05,-7.656512e-06,1.1552471e-05,-0.000108032466
1967-02-01,7.927229e-06,2.45728e-06,1.09990615e-05,5.233647e-05,-7.4891956e-05,1.1143427e-05,-4.2799e-06,1.6391932e-06,-6.224371e-05
1967-03-01,1.6886072e-05,2.2968707e-06,1.5349287e-06,1.66615e-05,-4.7798872e-05,7.285591e-06,-2.3950925e-06,4.2057363e-06,-2.3585126e-05
1967-04-01,1.5161675e-05,-3.6623242e-06,-7.107992e-07,-7.344026e-05,6.0236613e-05,6.3953194e-06,1.1303837e-05,1.8557439e-06,-3.910958e-06
1967-05-01,6.6198954e-06,5.2483956e-06,-1.5003243e-05,-6.6711094e-05,3.2742504e-05,1.6231534e-06,-5.5711935e-06,-1.29018845e-05,1.4503998e-05
1967-06-01,5.8820115e-06,9.996504e-06,-1.33991525e-05,-6.611759e-05,2.721954e-06,-4.344063e-06,-8.963845e-06,-1.5251877e-05,-1.1345917e-05
1967-07-01,6.3712614e-06,9.266641e-06,-1.6976279e-05,-6.8579866e-05,4.927577e-06,2.4973815e-06,5.079968e-06,-1.5308022e-05,4.5695535e-05
1967-08-01,1.3613728e-05,2.3850953e-06,-1.4129015e-05,-6.860393e-05,2.396011e-05,9.443094e-06,9.804015e-06,-1.1682776e-05,2.1765627e-06
1967-09-01,1.1215612e-05,6.7482215e-06,-1.0600015e-05,-8.4404215e-05,4.6216865e-05,1.349342e-05,-1.6487029e-05,-1.5043348e-05,-5.82816e-05
1967-10-01,4.8233123e-06,1.1961514e-05,-1.1121345e-05,-9.8143246e-05,5.891324e-05,9.333926e-07,-1.5532594e-05,-1.2789598e-05,-0.0001382455
1967-11-01,1.06942825e-05,5.176211e-06,-7.4319396e-06,-7.010375e-05,2.5965224e-05,8.384392e-06,-1.1811106e-05,-1.0926669e-07,-8.272794e-05
1967-12-01,8.70521e-06,-2.0101106e-06,4.3661457e-06,-1.6872007e-05,-2.7699622e-05,7.774837e-06,4.8874754e-06,6.090544e-06,-2.0457155e-05
1968-01-01,1.843485e-05,1.9545769e-06,7.975315e-06,8.424429e-05,-7.9265e-05,8.319628e-06,1.4928082e-07,5.4162665e-06,-1.7373226e-05
1968-02-01,1.01528385e-05,3.7970894e-06,1.1920907e-05,8.757571e-05,-7.969306e-05,9.436306e-06,1.16510455e-05,7.119197e-06,-7.169021e-05
1968-03-01,6.132803e-06,5.7733996e-07,7.863651e-06,-3.8273683e-05,1.2200075e-05,1.5894413e-05,1.3363282e-05,1.0264506e-05,3.3956647e-05
1968-04-01,8.263793e-06,3.1643067e-06,-1.3117024e-06,-3.239252e-05,1.5950245e-05,1.4610236e-05,-1.516426e-06,-1.516426e-06,-2.354286e-05
1968-05-01,4.941685e-06,1.3502864e-05,-1.340903e-05,-1.8564351e-05,-1.3176388e-05,4.8300135e-06,-8.616626e-06,-1.4637371e-05,-2.825151e-05
1968-06-01,2.9316652e-06,1.555941e-05,-1.7698927e-05,-4.9942944e-05,3.6906535e-05,-5.38757e-06,1.1390486e-05,-1.2692493e-05,-4.494228e-06
1968-07-01,1.1036871e-05,7.6775395e-06,-1.6731137e-05,-6.6078916e-05,4.286214e-05,1.0053991e-06,-8.504961e-06,-1.4414036e-05,-5.4899356e-06
