,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8,zgv600_cluster9
1965-01-01,-0.30406246,0.36867207,0.13172114,-0.024430966,0.35748678,0.15997867,-0.0173666,-0.6572812,0.48979664
1965-02-01,-0.3482148,0.11391306,0.067405894,-0.17219412,0.30244356,0.07535334,-0.17602062,-0.13422313,0.42003593
1965-03-01,-0.13083811,-0.36028314,0.120094344,0.030465126,0.27830696,-0.009272004,-0.04179759,0.15379734,0.2081047
1965-04-01,-0.50907654,0.373676,0.11214695,-0.39472193,0.51908433,-0.025019694,0.14746876,0.023253536,0.7211549
1965-05-01,-0.26653296,0.45962587,0.03105383,-0.3075946,0.18308505,0.037382316,0.15938997,0.19780247,0.109497786
1965-06-01,-0.38250646,0.24519268,-0.054454565,0.07505898,0.14099316,0.05519042,-0.12686428,-0.0026491403,0.037823867
1965-07-01,-0.31436467,0.2946433,0.14673296,0.030612325,0.5393945,0.16424671,0.08889337,0.08050443,0.23753957
1965-08-01,-0.3377654,0.06151905,0.33791256,-0.17925844,0.16527691,-0.054454565,-0.059605647,0.4833209,0.06534548
1965-09-01,-0.19176833,0.20854624,0.023989439,-0.17307715,0.27271423,0.07962136,-0.057545185,-0.12244916,-0.09816532
1965-10-01,-0.008536148,0.14938208,-0.067405894,0.40885067,0.4144434,0.1039052,-0.43931586,0.018691158,0.18426247
1965-11-01,-0.26564988,0.56838787,-0.08344789,0.14084606,0.47198853,-0.036940765,-0.017219353,-0.011773968,0.447852
1965-12-01,-0.43239862,0.11347151,-0.056073427,0.042239092,0.3215762,0.012068319,-0.15791821,0.23356588,0.06608138
1966-01-01,0.025316691,-0.04282131,-0.059313416,0.23884502,0.13830152,0.09374414,-0.16289492,-0.11211679,0.20687361
1966-02-01,0.0371794,0.14249687,-0.22235298,-0.35428914,0.44832262,0.13323823,-0.4426806,0.3785932,0.1368548
1966-03-01,-0.42850327,0.13208084,0.26893574,-0.1685369,0.07898812,0.049620725,-0.056275465,0.042098045,0.43631524
1966-04-01,0.09186344,0.09620347,-0.30987638,0.058734752,0.56188613,0.13439551,-0.1270175,0.20094228,0.29338437
1966-05-01,-0.14857288,-0.13150218,-0.062351417,-0.029078055,0.20412497,0.023146724,0.15016417,0.06944013,0.07667341
1966-06-01,-0.14886217,-0.2677784,0.35342115,-0.1568189,0.09215279,-0.033996724,-0.15956756,-0.02039795,-0.4059352
1966-07-01,-0.15016422,-0.09027211,0.0004340172,0.058156084,0.107198164,-0.072912075,-0.1144315,0.07971146,0.18633091
1966-08-01,-0.18473959,-0.23551765,0.17866354,-0.049331427,-0.0711761,-0.03949406,0.11689081,0.26575303,0.16622221
1966-09-01,-0.08144746,0.1345402,-0.0217,0.06625743,0.063942745,-0.0039060116,0.13642085,0.12586018,0.087378785
1966-10-01,-0.12817483,-0.0098373415,-0.12238817,0.32665777,0.108500145,-0.04701674,0.1851736,-0.1550829,0.05425005
1966-11-01,-0.012586022,-0.14394352,0.086655475,-0.0666914,0.3553018,0.035154007,-0.15320215,0.0054973126,0.18488422
1966-12-01,-0.10560682,0.1529129,-0.024448728,-0.3253558,-0.018083358,0.03732405,-0.05482874,-0.41099852,0.076528765
1967-01-01,-0.049625374,-0.030308116,0.03963368,-0.08159877,0.26428008,-0.032639503,-0.04979191,-0.06144886,0.13671955
1967-02-01,-0.31806868,0.2691094,-0.3390512,-0.36719447,-0.2772693,0.04879272,0.08393016,0.016652774,-0.19117428
1967-03-01,-0.06960873,0.21681957,-0.013821816,-0.088259935,0.15137403,-0.005495429,-0.2158204,0.10024991,-0.2691094
1967-04-01,-0.6394679,0.14388028,0.24862643,-0.27293953,0.61848533,-0.030474652,-0.20865974,0.19433829,0.45045853
1967-05-01,-0.03247298,-0.17968377,0.1019152,-0.26644498,0.30741087,-0.0063280584,0.09342227,0.24479637,-0.03896756
1967-06-01,-0.17019172,-0.35303965,0.08959212,-0.4393011,0.17685284,-0.028642839,0.09858465,0.5373861,0.23447156
1967-07-01,-0.20116596,0.16319756,-0.01815157,0.0059949877,0.10274784,-0.14954224,0.00749377,0.08776031,0.03563701
1967-08-01,-0.25179046,0.3149047,0.25911775,-0.029475499,0.3040803,0.11024159,-0.03164034,0.231141,-0.102914356
1967-09-01,-0.02031641,-0.12339731,-0.08026652,-0.03597007,0.3152377,0.042964257,0.087760314,-0.027144099,0.39433855
1967-10-01,-0.35637012,-0.007160711,0.19267303,0.03680272,0.2744383,-0.0039966702,-0.15936741,0.18101606,0.3606999
1967-11-01,0.01981684,0.10541229,-0.0954206,-0.14021668,0.4870947,0.004329729,-0.16619503,-0.06194845,0.2436306
