,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5,zgu200_cluster6,zgu200_cluster7,zgu200_cluster8,zgu200_cluster9
1965-01-01,0.16620064,-0.31936568,0.5758358,0.11373329,0.16522293,-0.2844963,-0.17858429,0.1971592,-0.13784866
1965-02-01,0.21215001,-0.0016292572,0.7133583,-0.17076302,0.1697853,-0.24017563,-0.3917114,-0.1459957,0.2219265
1965-03-01,-0.17076263,-0.47481194,0.47578925,0.3236019,-0.120902635,0.17043725,-0.2512558,-0.23007354,-0.21084633
1965-04-01,-0.010754394,0.38486785,0.36401138,0.00586586,-0.2887327,0.44483072,-0.22127457,-0.46796837,0.22420768
1965-05-01,0.15186158,0.41093865,0.08440323,-0.2734154,-0.051815413,-0.016945649,0.1492546,-0.39366683,-0.38943022
1965-06-01,0.3630333,0.5696434,0.60255814,-0.5986465,0.076256946,-0.2639656,0.5165249,-0.669038,-0.56182253
1965-07-01,0.22453308,0.3776993,0.63612443,-0.45916978,-0.0042366027,0.085381314,-0.08244858,-0.49306145,-0.41680488
1965-08-01,-0.2675499,0.3213207,-0.046927262,0.07267151,0.077560045,0.1492546,-0.019552995,-0.8583763,-0.10428257
1965-09-01,0.35260543,0.26429138,0.41387177,0.093854524,-0.1287239,0.2502777,-0.11927338,-0.97699773,-0.09580974
1965-10-01,0.2587517,0.18477555,0.15349121,-0.18021354,-0.1991146,0.03291435,0.113407515,-0.31969148,-0.08570709
1965-11-01,-0.09613571,0.5419437,0.26396522,-0.34999847,-0.39920694,1.0066532,-0.5715992,-0.70977366,-0.22909585
1965-12-01,-0.21606064,0.04562378,-0.1515358,0.28058547,-0.01108017,-0.03682518,-0.2825409,-0.025418853,0.26331368
1966-01-01,0.100766756,-0.06860008,-0.15525284,0.14540596,-0.009846496,0.20776978,-0.26094285,0.18643455,-0.27636987
1966-02-01,-0.50055027,-0.40109712,-0.49103203,0.009190559,-0.15328331,0.874733,-0.5202446,0.14277992,-0.24026413
1966-03-01,-0.4815132,-0.502848,0.029541016,0.31247482,-0.1667408,-0.063676834,-0.35415992,-0.15295525,0.1995636
1966-04-01,0.6160881,0.3781208,0.018709565,-0.19989204,-0.12636833,-0.10404892,0.6827183,-0.124399185,-0.26980513
1966-05-01,0.11422424,0.0016414642,0.09354553,-0.11980362,0.24124908,-0.3587551,0.088293836,-0.35416013,-0.21302128
1966-06-01,-0.2625839,0.021334838,0.04004364,-0.035448454,0.17461815,-0.22779159,0.12505531,0.21170846,-0.46641502
1966-07-01,0.13260421,0.45788115,0.17560348,0.060394287,0.36531982,-0.3003296,-0.11553726,0.108644485,-0.15951996
1966-08-01,0.37418213,0.29015502,-0.0016410828,-0.054486085,0.40208167,-0.25207978,0.010503387,-0.6164154,-0.1250557
1966-09-01,0.36433563,0.077790454,-0.0131286625,-0.08238564,0.056455612,0.0009845734,0.064661406,-0.3905937,-0.26816368
1966-10-01,0.21138,0.23993607,-0.013456726,-0.4237446,-0.024617385,0.1526268,-0.19496842,-0.569479,0.36499175
1966-11-01,0.15426788,-0.15098572,0.08730926,-0.14081116,0.32593232,-0.47232285,-0.048577882,-0.40273818,0.5547085
1966-12-01,0.13194847,-0.3088642,-0.13129196,-0.25798875,0.033151247,0.052188493,-0.14803162,0.46575814,0.1779007
1967-01-01,0.06302299,-0.16719094,0.08065643,0.012408828,0.36148453,-0.50777626,-0.44083482,0.18286476,-0.029714966
1967-02-01,-0.36050493,0.4943878,-0.16947632,0.09894256,-0.066288754,0.15347557,-0.23413238,-0.16098633,-0.12212753
1967-03-01,-0.010775948,-0.44834518,-0.13094445,0.23249932,-0.29193038,-0.10710678,-0.29291,0.17143555,-0.15445557
1967-04-01,-0.4016491,-0.518552,-0.1747013,0.39871025,0.51300085,0.46663132,-0.43071175,-0.35560647,-0.08490143
1967-05-01,0.1547821,0.0045715333,0.18515053,0.18253784,0.33829993,-0.32262534,0.096983336,0.116249844,0.3575657
1967-06-01,-0.33634034,-0.243602,-0.09894256,0.73113173,0.44867134,-0.45716095,-0.22694778,0.08653412,-0.3680153
1967-07-01,-0.026776886,0.44540635,-0.18841629,0.05583954,-0.116902925,0.15282288,0.52018434,-0.031021882,-0.97048914
1967-08-01,-0.09992256,0.029388428,0.1106987,0.32686996,-0.11429062,0.801339,0.093718335,0.22433548,-0.32295227
1967-09-01,0.090452574,0.10580063,0.0068572997,-0.08424835,-0.070206836,0.027429963,-0.05845108,-0.09469757,-0.631863
1967-10-01,-0.20931473,0.06759453,0.5244297,-0.24001007,-0.07379913,0.23609161,0.0483284,0.28246078,0.1528225
