,vws_u850-250_cluster1,vws_u850-250_cluster2,vws_u850-250_cluster3,vws_u850-250_cluster4,vws_u850-250_cluster5,vws_u850-250_cluster6,vws_u850-250_cluster7,vws_u850-250_cluster8,vws_u850-250_cluster9
1965-01-01,12.587238311767578,3.687368392944336,16.40496063232422,18.130512237548828,11.06047534942627,14.537651062011719,11.85400104522705,-9.745536804199219,-5.499279022216797
1965-02-01,17.833959579467773,-8.76300048828125,16.28275489807129,18.475948333740234,15.542999267578125,15.433828353881836,10.64334487915039,-8.538139343261719,-7.105884552001953
1965-03-01,19.13749122619629,-4.736711502075195,7.9271087646484375,24.802968978881836,19.447078704833984,10.092602729797363,21.71685791015625,-12.627973556518555,-3.7166976928710938
1965-04-01,24.10883903503418,6.644758224487305,26.724050521850586,15.419164657592773,25.009906768798828,9.320260047912598,23.051349639892578,7.966215133666992,2.4848594665527344
1965-05-01,37.42931365966797,0.3340301513671875,32.21681213378906,20.905406951904297,36.87042999267578,22.689617156982422,27.820650100708008,8.22203254699707,0.10428237915039062
1965-06-01,51.23698425292969,-5.406404495239258,35.87648391723633,17.68731117248535,44.478172302246094,21.0732364654541,29.87860107421875,0.8912906646728516,-1.7499942779541016
1965-07-01,44.8236083984375,0.705535888671875,37.79593276977539,18.190799713134766,47.901573181152344,15.516927719116211,29.10951805114746,-2.1736412048339844,1.0542335510253906
1965-08-01,31.864858627319336,1.5072097778320312,42.38274002075195,18.0408935546875,52.84685134887695,17.333728790283203,20.776683807373047,1.4925460815429688,11.50204849243164
1965-09-01,33.94562530517578,1.8559036254882812,30.875802993774414,21.539249420166016,37.33155059814453,15.03462028503418,27.56645965576172,-1.9161930084228516,8.266029357910156
1965-10-01,25.22010040283203,7.099365234375,33.8592643737793,20.441024780273438,32.6046142578125,21.382827758789062,27.098817825317383,5.342855453491211,5.223907470703125
1965-11-01,19.85117530822754,5.197837829589844,31.982177734375,16.475025177001953,30.94097900390625,8.466445922851562,19.63935089111328,3.100778579711914,5.409660339355469
1965-12-01,13.934765815734863,-2.716238021850586,25.84905433654785,17.00295639038086,24.982206344604492,15.552776336669922,17.2033748626709,-2.2176342010498047,-3.3517093658447266
1966-01-01,12.49899673461914,-1.1717815399169922,8.73255729675293,21.983200073242188,19.83165168762207,21.17247200012207,5.038330078125,-7.372043609619141,-4.225957870483398
1966-02-01,10.244054794311523,-3.6515579223632812,14.834351539611816,16.06028938293457,20.880346298217773,16.475502014160156,5.443693161010742,-6.2314453125,-8.28780746459961
1966-03-01,16.500118255615234,-3.395540237426758,14.719470977783203,19.15385627746582,22.239219665527344,13.02252197265625,12.748451232910156,-3.855060577392578,-1.2768135070800781
1966-04-01,23.578397750854492,7.332658767700195,34.39521026611328,16.89891815185547,27.39899253845215,21.257810592651367,25.613422393798828,4.7544097900390625,1.9743022918701172
1966-05-01,31.4230899810791,7.700273513793945,44.66224670410156,12.773067474365234,34.88591766357422,20.726078033447266,33.371131896972656,8.811334609985352,12.093629837036133
1966-06-01,37.01612854003906,2.0448741912841797,43.97952651977539,19.14236831665039,50.572025299072266,18.599149703979492,31.18840789794922,1.7084369659423828,4.352331161499023
1966-07-01,36.248069763183594,3.9486083984375,35.663822174072266,20.50944709777832,40.80390548706055,22.28024673461914,25.825130462646484,2.067850112915039,-3.664684295654297
1966-08-01,39.34984588623047,2.192577362060547,41.77874755859375,17.45526695251465,51.16612243652344,23.752357482910156,23.11559295654297,2.1663150787353516,5.517543792724609
1966-09-01,33.5844841003418,4.368741989135742,39.62391662597656,14.611154556274414,47.15843200683594,22.762744903564453,27.080610275268555,-2.0071258544921875,2.7801074981689453
1966-10-01,27.57459831237793,3.677816390991211,40.18354797363281,16.257226943969727,37.349281311035156,22.042280197143555,20.043359756469727,2.6504573822021484,8.996784210205078
1966-11-01,25.923599243164062,0.14113807678222656,29.70152473449707,20.49959945678711,27.87164306640625,24.27916717529297,13.765963554382324,3.5005722045898438,10.485305786132812
1966-12-01,18.59258460998535,0.7532882690429688,30.52046012878418,13.8184814453125,25.789024353027344,21.607376098632812,15.318490028381348,-1.6920242309570312,-0.31838417053222656
1967-01-01,11.57598876953125,-4.798564910888672,8.656684875488281,20.939640045166016,15.89616584777832,24.334064483642578,7.262340545654297,-11.136786460876465,-9.773466110229492
1967-02-01,12.74338436126709,-1.2196407318115234,8.885263442993164,20.680038452148438,16.60150146484375,21.744571685791016,7.40765380859375,-15.212057113647461,-9.99388313293457
1967-03-01,16.71415901184082,5.807586669921875,13.3948392868042,16.451290130615234,26.474563598632812,16.679872512817383,11.295160293579102,-10.109806060791016,-5.414100646972656
1967-04-01,23.68914222717285,2.220500946044922,24.721019744873047,18.017070770263672,30.95638084411621,17.270915985107422,15.61043930053711,7.275402069091797,1.0971870422363281
1967-05-01,29.11467170715332,5.8059539794921875,39.31591033935547,15.034090042114258,40.62208557128906,13.355653762817383,32.65277862548828,6.681093215942383,8.050945281982422
1967-06-01,32.86339569091797,10.104907989501953,34.58428192138672,25.148794174194336,41.209861755371094,20.753509521484375,21.90620994567871,-1.2522964477539062,0.29225730895996094
1967-07-01,38.713436126708984,1.645782470703125,36.84886932373047,22.441743850708008,46.68600845336914,27.01336097717285,28.177488327026367,-2.8948135375976562,-0.857177734375
1967-08-01,34.65938949584961,1.4923057556152344,31.94091033935547,26.477827072143555,48.526084899902344,19.09466552734375,23.787105560302734,-10.374303817749023,4.000164031982422
1967-09-01,30.822498321533203,2.7870521545410156,28.846904754638672,23.380558013916016,31.346599578857422,23.61566925048828,27.4248046875,0.9224853515625,3.0433902740478516
1967-10-01,22.165813446044922,5.582269668579102,25.315330505371094,18.366472244262695,32.958091735839844,13.468311309814453,23.72832679748535,2.648273468017578,8.774238586425781
1967-11-01,19.63346290588379,6.6092529296875,27.563587188720703,16.389249801635742,26.63456916809082,18.986906051635742,18.043193817138672,3.6181087493896484,4.341402053833008
1967-12-01,21.850698471069336,-1.4661827087402344,26.192100524902344,14.243854522705078,24.17405891418457,21.151893615722656,18.44321060180664,-3.038494110107422,-6.757829666137695
1968-01-01,18.35055160522461,-1.6428699493408203,7.351892471313477,25.4234676361084,15.859807968139648,14.422979354858398,7.351892471313477,-11.647789001464844,-7.973667144775391
1968-02-01,15.938215255737305,-4.051563262939453,8.491508483886719,24.221853256225586,18.104394912719727,9.488897323608398,10.88014030456543,-19.22577667236328,-8.84889030456543
1968-03-01,19.920486450195312,-6.177631378173828,24.571943283081055,20.383628845214844,27.173913955688477,18.96685791015625,18.890275955200195,-5.853065490722656,-11.394338607788086
1968-04-01,16.968425750732422,8.110418319702148,25.70791244506836,17.661312103271484,22.708444595336914,15.66470718383789,26.187463760375977,4.983312606811523,7.0273284912109375
1968-05-01,26.15646743774414,7.09296989440918,43.08477783203125,13.42011833190918,40.92588806152344,17.914764404296875,29.24892807006836,-1.7905654907226562,13.651689529418945
1968-06-01,42.132972717285156,0.23339462280273438,41.596893310546875,18.421663284301758,47.16733932495117,23.656604766845703,34.53127670288086,0.5998916625976562,2.77154541015625
1968-07-01,40.11448669433594,-0.22245407104492188,34.07725524902344,26.710773468017578,47.273094177246094,17.58473014831543,30.539886474609375,-1.8397941589355469,2.8444786071777344
1968-08-01,49.53955841064453,-3.1927490234375,39.16632080078125,20.4310359954834,52.25458526611328,18.700641632080078,26.707128524780273,-5.369869232177734,17.85276985168457
1968-09-01,33.74721908569336,1.9200248718261719,41.7919921875,15.383905410766602,43.881595611572266,23.093177795410156,23.658428192138672,2.430572509765625,9.19350814819336
1968-10-01,26.800121307373047,5.896831512451172,37.68390655517578,16.133316040039062,33.752689361572266,24.606586456298828,19.781909942626953,3.1015777587890625,8.648317337036133
1968-11-01,28.683679580688477,7.213314056396484,24.294790267944336,25.334121704101562,30.90821075439453,21.424779891967773,16.906429290771484,1.110443115234375,9.769699096679688
1968-12-01,15.416725158691406,2.8189525604248047,23.625608444213867,15.62276840209961,22.181486129760742,19.902252197265625,13.870492935180664,-2.505331039428711,-6.868694305419922
1969-01-01,8.331342697143555,1.0184040069580078,16.33261489868164,22.38001251220703,19.09590721130371,19.819072723388672,10.655096054077148,-8.686290740966797,-12.459693908691406
1969-02-01,10.801054954528809,-2.7616329193115234,14.859743118286133,16.717418670654297,16.777130126953125,22.90911865234375,3.101655960083008,-8.827274322509766,-7.185222625732422
1969-03-01,19.157278060913086,2.975597381591797,18.956581115722656,19.016292572021484,27.107133865356445,20.238710403442383,9.668205261230469,-5.319253921508789,0.265380859375
1969-04-01,22.02008628845215,5.261201858520508,26.96780776977539,16.66600227355957,30.852338790893555,22.318641662597656,18.006181716918945,3.3040084838867188,3.8065757751464844
1969-05-01,30.381284713745117,5.398868560791016,42.47773742675781,14.753591537475586,44.77495193481445,19.923568725585938,31.247093200683594,5.048894882202148,4.340658187866211
1969-06-01,37.793739318847656,1.0648460388183594,37.130287170410156,21.675092697143555,46.97762680053711,22.597293853759766,31.184066772460938,0.5373992919921875,1.3451576232910156
1969-07-01,34.187862396240234,-1.6088790893554688,36.30594253540039,22.413185119628906,49.195228576660156,20.595317840576172,24.40355110168457,-0.4063682556152344,-0.12937545776367188
1969-08-01,33.720123291015625,5.740547180175781,34.74516296386719,22.46294403076172,42.102882385253906,19.31650733947754,20.460966110229492,6.221553802490234,2.5642566680908203
1969-09-01,26.68915557861328,5.649324417114258,40.84397888183594,9.533854484558105,37.27293014526367,22.940631866455078,20.381351470947266,-2.343656539916992,9.391214370727539
1969-10-01,23.330411911010742,4.407003402709961,28.28310775756836,18.186973571777344,25.24945640563965,21.22559928894043,16.26626968383789,7.543487548828125,11.850975036621094
1969-11-01,18.195266723632812,2.801441192626953,26.261226654052734,21.389802932739258,20.993391036987305,23.768293380737305,16.15679931640625,2.970621109008789,0.9603519439697266
1969-12-01,11.801214218139648,4.899620056152344,23.599111557006836,15.584569931030273,22.894189834594727,23.01361083984375,12.827912330627441,-4.982549667358398,-6.612993240356445
1970-01-01,9.864011764526367,0.8070259094238281,15.326823234558105,16.611408233642578,23.844684600830078,28.928112030029297,5.081762313842773,-5.347997665405273,-11.185205459594727
1970-02-01,21.734771728515625,-9.116889953613281,7.734130859375,22.212331771850586,19.79957389831543,20.252174377441406,11.002166748046875,-12.421533584594727,-12.048803329467773
1970-03-01,23.00438117980957,-3.2147884368896484,16.33186149597168,17.67302131652832,19.099042892456055,17.28365135192871,18.604843139648438,-4.184883117675781,-7.546102523803711
1970-04-01,22.778078079223633,1.0516281127929688,32.853416442871094,18.98090171813965,26.91470718383789,19.91438865661621,29.96310043334961,3.537599563598633,3.7589073181152344
1970-05-01,34.943363189697266,4.248115539550781,40.075042724609375,12.170272827148438,37.17640686035156,13.193614959716797,33.56060028076172,4.4011993408203125,6.5310821533203125
1970-06-01,41.278099060058594,-0.02162933349609375,31.14618492126465,26.696727752685547,47.26671600341797,16.935882568359375,32.074676513671875,0.3194847106933594,5.447837829589844
1970-07-01,37.815372467041016,-0.0399322509765625,34.85350799560547,26.851478576660156,42.163326263427734,26.798229217529297,25.460397720336914,-1.1115303039550781,0.4259757995605469
1970-08-01,29.339113235473633,2.0250492095947266,31.572158813476562,29.718496322631836,46.842411041259766,23.78145408630371,25.277360916137695,-5.749015808105469,-1.7105598449707031
1970-09-01,34.22785568237305,1.8353614807128906,40.848793029785156,18.997541427612305,51.23529052734375,26.309022903442383,20.899456024169922,1.1181869506835938,6.817281723022461
1970-10-01,27.408906936645508,-5.589273452758789,26.65679168701172,24.338882446289062,37.455955505371094,24.706621170043945,21.160701751708984,1.7704639434814453,8.697568893432617
1970-11-01,17.02407455444336,0.028287887573242188,32.29598617553711,19.100706100463867,30.46395492553711,24.375490188598633,15.503204345703125,1.6190433502197266,5.179937362670898
1970-12-01,18.78788185119629,-0.15308570861816406,18.984230041503906,21.736434936523438,23.054298400878906,16.005722045898438,11.358257293701172,-6.409610748291016,-3.068361282348633
1971-01-01,12.8493013381958,-5.983709335327148,11.371335983276367,23.377952575683594,21.125896453857422,19.404600143432617,9.318517684936523,-9.927669525146484,-12.490015029907227
1971-02-01,11.577108383178711,-7.847087860107422,8.482366561889648,19.907596588134766,17.0594539642334,17.871110916137695,4.607000350952148,-15.23037338256836,-12.90645980834961
1971-03-01,22.546701431274414,-7.549861907958984,12.359368324279785,21.1846866607666,22.592426300048828,14.755139350891113,12.69578742980957,-13.523775100708008,-4.035411834716797
1971-04-01,12.45408821105957,6.07026481628418,32.894081115722656,8.580353736877441,38.95944595336914,18.336545944213867,16.618515014648438,-1.7996864318847656,-1.4502010345458984
