,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8
1965-01-01,6.90178e-05,8.470492e-05,8.3776344e-05,-6.798446e-05,8.099745e-05,4.7547135e-05,8.995303e-05,-2.1681117e-06
1965-02-01,6.76269e-05,6.5322114e-05,7.93524e-05,-5.142865e-06,7.6654265e-05,3.9551724e-05,0.00010151093,1.4033503e-06
1965-03-01,8.053083e-05,8.4947205e-05,8.900791e-05,4.0334955e-05,8.897491e-05,4.0143972e-05,4.7535184e-05,7.9315214e-07
1965-04-01,8.84724e-05,8.2955085e-05,9.91121e-05,-2.8527873e-05,9.181055e-05,4.7170248e-05,5.4830656e-05,-7.8618905e-07
1965-05-01,0.0001064015,7.910544e-05,0.0001071434,0.00022301795,7.282257e-05,4.8211175e-05,0.00014470947,6.6298526e-08
1965-06-01,0.0001036556,6.876794e-05,0.0001306002,0.000389773,7.90143e-05,4.9907172e-05,0.00010347613,-3.1372547e-06
1965-07-01,9.792152e-05,7.1702285e-05,0.00011972428,0.00037094654,8.0180864e-05,5.1648032e-05,6.7339744e-05,-1.9527433e-06
1965-08-01,9.7427976e-05,6.9288406e-05,0.00011881796,0.00033773552,8.90826e-05,5.00328e-05,5.5620323e-05,-2.3206594e-06
1965-09-01,0.00010177116,9.2018345e-05,0.00011168401,0.0002505667,8.057569e-05,5.0221246e-05,7.254439e-05,-5.493348e-09
1965-10-01,7.588254e-05,7.023063e-05,9.653669e-05,6.7452944e-05,7.8197714e-05,5.1935185e-05,6.995104e-05,5.1497045e-07
1965-11-01,8.715329e-05,7.507633e-05,0.000105034625,4.736983e-06,0.00010101738,5.1701874e-05,8.922099e-06,2.3994144e-06
1965-12-01,6.2951694e-05,7.493275e-05,9.046162e-05,8.2313105e-05,8.363567e-05,4.6129313e-05,2.967786e-05,-5.0800736e-07
1966-01-01,5.7236182e-05,8.007271e-05,8.1091755e-05,0.00017150605,7.5012504e-05,4.3478394e-05,5.2511037e-05,-7.681847e-07
1966-02-01,6.3020416e-05,7.614595e-05,8.5157015e-05,7.0086506e-05,8.348518e-05,3.870437e-05,7.141162e-05,-8.4150815e-07
1966-03-01,7.4263e-05,8.540886e-05,0.00010898641,9.0983056e-05,7.947696e-05,4.613425e-05,6.609991e-05,3.1667187e-06
1966-04-01,8.708607e-05,7.578749e-05,9.187812e-05,6.5736116e-05,8.6377295e-05,4.290812e-05,9.626751e-05,6.5750646e-07
1966-05-01,9.654451e-05,9.141305e-05,0.000100049365,0.00014954228,7.314689e-05,4.7299243e-05,5.4824734e-05,-1.6236008e-06
1966-06-01,0.000108145556,6.3371765e-05,0.00012923122,0.00013724061,8.0756e-05,5.0786075e-05,0.00010030833,-1.5910118e-06
1966-07-01,0.00010797447,6.906637e-05,0.00012159766,0.00032331358,8.489458e-05,5.0680166e-05,5.1248287e-05,-2.6012167e-06
1966-08-01,0.00010082158,6.810506e-05,0.000114623996,0.00029619288,7.450741e-05,5.0786075e-05,7.946881e-05,-2.7885908e-06
1966-09-01,9.496402e-05,7.753905e-05,0.00011083573,0.00019284253,7.93466e-05,5.232582e-05,5.1818562e-05,-1.4525176e-06
1966-10-01,7.7000324e-05,6.939225e-05,0.000102045335,2.4741406e-05,7.660928e-05,4.9922513e-05,7.979468e-05,-6.704249e-07
1966-11-01,8.284158e-05,8.786105e-05,0.00010172761,-0.0001334369,9.538766e-05,5.1535582e-05,9.275951e-06,3.1341333e-06
1966-12-01,7.493104e-05,8.1449514e-05,7.171479e-05,-0.00013669563,7.831196e-05,4.5262543e-05,8.5212305e-05,4.2828324e-06
1967-01-01,7.0371054e-05,8.0197744e-05,8.588063e-05,4.190843e-05,8.574626e-05,4.448415e-05,8.7775436e-05,-2.2155291e-07
1967-02-01,7.192702e-05,7.6051176e-05,8.3707084e-05,-9.026861e-05,6.3377214e-05,4.400292e-05,0.00010058409,7.168419e-07
1967-03-01,0.00011154003,9.444207e-05,0.00010352562,-0.00012486883,9.017355e-05,4.592783e-05,3.079012e-05,-2.0550942e-07
1967-04-01,0.00012555176,7.317985e-05,0.00010743158,9.42098e-05,8.706161e-05,4.7676287e-05,6.694632e-05,1.5429468e-06
1967-05-01,9.479333e-05,8.201037e-05,0.000102154125,0.00022162269,8.340429e-05,4.7283287e-05,0.00010465046,5.7697252e-06
1967-06-01,0.00010616633,8.4737316e-05,0.00012287096,0.00023480832,8.026829e-05,4.696247e-05,9.04302e-05,-5.4428674e-06
1967-07-01,9.610868e-05,7.357285e-05,0.00011494674,0.000293518,7.4100564e-05,4.878311e-05,0.00011128338,-2.852259e-06
1967-08-01,8.994095e-05,6.19833e-05,0.00011654281,0.00026322476,7.722052e-05,5.03471e-05,7.616984e-05,-3.100893e-06
1967-09-01,7.970686e-05,7.153566e-05,0.00010168092,0.00016985068,8.4310595e-05,4.4548313e-05,8.204081e-05,-3.7024292e-06
1967-10-01,8.134303e-05,6.8447785e-05,0.00010211402,0.00014693625,7.633827e-05,4.911195e-05,8.459132e-05,-1.7775201e-06
1967-11-01,8.33321e-05,7.0099995e-05,8.564803e-05,-0.0001277883,8.784761e-05,4.7604106e-05,2.8720846e-05,-1.2321289e-06
1967-12-01,6.1171595e-05,8.9180656e-05,8.9690344e-05,2.516975e-05,6.9127884e-05,4.2511117e-05,9.6886666e-05,9.975556e-07
1968-01-01,5.7209363e-05,9.7563854e-05,7.7095036e-05,3.5696274e-05,7.326158e-05,4.786665e-05,4.344633e-05,-3.1542222e-06
1968-02-01,6.260663e-05,0.00010390099,8.825249e-05,-0.0001043256,8.873685e-05,4.3558142e-05,3.9389073e-05,4.6915375e-08
1968-03-01,7.9877886e-05,7.424394e-05,8.697762e-05,1.8564599e-05,8.7573644e-05,4.185521e-05,8.5889325e-05,1.3031822e-06
1968-04-01,8.8727546e-05,7.596548e-05,9.244002e-05,1.2357741e-05,7.185643e-05,4.6777892e-05,0.0001294676,7.448398e-07
1968-05-01,9.783776e-05,8.26097e-05,0.00010769196,0.00022725273,8.142262e-05,4.718734e-05,0.00012033878,4.560148e-06
1968-06-01,0.000105719635,8.542e-05,0.0001059425,0.00023414822,7.695592e-05,4.663831e-05,0.00014699012,1.917353e-06
1968-07-01,9.7316646e-05,6.820458e-05,0.00012442349,0.00034940778,7.27963e-05,4.919736e-05,8.8159904e-05,-6.474875e-08
1968-08-01,0.00010189501,6.455677e-05,0.00012877853,0.00029037287,9.071895e-05,4.808068e-05,7.2042545e-05,-1.9165673e-06
1968-09-01,8.727587e-05,8.927253e-05,0.00010728251,0.0001659286,8.3404724e-05,5.1858766e-05,7.638828e-05,-4.801317e-06
1968-10-01,8.438181e-05,7.808716e-05,0.00011320089,6.687015e-05,7.330811e-05,5.2714884e-05,7.236824e-05,-5.4713237e-06
