,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8
1965-01-01,-8.6665068010916e-06,-6.523706046396553e-06,3.4152953746744844e-05,-8.739912286896638e-06,-5.275200202321623e-07,-1.206291244670865e-05,-2.6753770342972865e-05,-2.5839282149236704e-06
1965-02-01,-4.4543170929500775e-06,-3.991348895422595e-06,-2.6669973987398324e-05,-4.2979375668864245e-07,-4.297148524240833e-06,-1.4076555794011775e-07,-1.3133287785948547e-05,-5.150654675055514e-06
1965-03-01,3.236638804082759e-05,-1.614999219382978e-05,2.4819755073918332e-05,-4.633218367540214e-06,-4.993910857638022e-06,-2.020023868811092e-06,-1.590202780215278e-05,-5.08194556031787e-06
1965-04-01,2.6627442366589094e-05,-1.567766949532784e-05,2.8644614948736786e-06,-1.6399800738270887e-06,-4.241563185773544e-06,-2.651302517214e-06,-1.493098065303026e-05,-6.369814667884973e-06
1965-05-01,3.1449524158233544e-05,-2.005389832677189e-05,-3.6498186302704324e-06,4.953587806062667e-07,-2.6474473182318293e-06,-3.0378623299449307e-06,-3.678522166171062e-05,-5.76669502633569e-06
1965-06-01,3.0189637527655577e-05,-2.031525480424959e-05,-3.0101307137831395e-05,-1.9249091845851556e-06,-1.1975359623670475e-06,-1.1927513859128728e-05,-3.636809867059224e-05,-7.141440672806793e-06
1965-07-01,-1.480259243180626e-05,-2.657768501644866e-06,-3.1217013899951654e-05,-1.6668375365829157e-06,-1.87601818050169e-06,7.474683830618491e-06,-9.428221179213755e-06,-9.143432715277681e-06
1965-08-01,-1.6234597524089622e-05,-6.129679154285347e-06,-2.881292117350778e-05,-9.201756503539344e-06,-1.4762418950372728e-06,1.986649194358441e-07,4.15134608326633e-06,-1.5858015157230993e-06
1965-09-01,1.56085332037037e-05,-1.002255665459934e-05,9.852693586063376e-06,-2.8726727005387482e-06,-1.0280126029994977e-06,-1.920277676552879e-06,-1.8415951336991337e-05,-9.170842745601584e-06
1965-10-01,-2.981993247885839e-05,-3.569740872577976e-06,-3.1851701604927954e-05,-3.529012639863836e-06,-2.6821010690378718e-06,-8.623302554562021e-06,-2.063308880008806e-05,-5.168387681752553e-06
1965-11-01,1.961935964800432e-06,-1.838365720669852e-05,-1.9451832739896205e-05,-2.5800975183503597e-06,-2.1297364441403307e-06,-2.801887433179217e-06,1.233603669740995e-05,-8.86300767888315e-06
1965-12-01,4.528008616944135e-06,-1.6156296182106136e-05,-1.9118388716082718e-05,2.207956427293628e-06,-3.8944509523133875e-06,-6.3369818852671795e-06,-1.4569968698197044e-05,-6.2023151686469865e-06
1966-01-01,2.196727137970811e-06,-7.362223186646587e-06,1.5500432540605733e-05,-8.865950287234923e-06,-5.214692537330097e-06,-2.2051889508085356e-05,-2.181271300191599e-05,-2.292946352527532e-06
1966-02-01,1.3433352705760626e-05,-2.4821039030973573e-06,-1.0511494533708427e-05,4.0833638363606205e-07,-6.237495592708312e-06,7.63739405686335e-06,7.537197401880372e-06,-1.516194863464026e-05
1966-03-01,-1.336814875685377e-05,-5.7729962608878515e-06,6.226415005289181e-06,-7.543445620139669e-06,-4.369462476299363e-06,-1.2664052714431557e-05,-8.204020368315182e-06,-7.504802531055997e-06
1966-04-01,-5.769823587797873e-06,-2.2619446668766816e-06,-1.136635715780823e-06,-3.5217540861606123e-06,-5.850410278175222e-06,-8.13394162183353e-06,2.1670456063523153e-05,-1.597919328881236e-06
1966-05-01,2.284465665525204e-06,-1.8635204316320322e-05,-1.5392828741866207e-05,2.1317806318553197e-06,-2.7947799576379297e-06,2.2524111337978473e-06,-1.692219723879948e-05,-9.5290263690164e-06
1966-06-01,-5.3894672191745485e-06,-1.1253100170489513e-05,-2.9075399229335492e-05,-1.090186245804674e-06,-1.2735297166378276e-06,-2.717373328258483e-05,-4.3421067331157824e-05,-4.0007920260369946e-06
1966-07-01,-1.4704469322168734e-05,-6.635676744115478e-06,-2.4971710487545013e-05,-3.3676497530253933e-06,-2.400070393119042e-06,6.965303457816064e-06,-1.3390815997569772e-05,-8.469017249059534e-06
1966-08-01,-2.071188418995007e-05,-7.604266076634864e-06,-3.140267561024683e-05,-6.646419417028269e-06,-1.1240311305688961e-06,5.200144365906973e-06,-2.3005824052808366e-05,-3.987651967583909e-06
1966-09-01,2.00065642275149e-06,-5.411718405488602e-06,-2.1693952920370152e-05,-5.165365682505244e-06,-1.65030807524951e-06,-3.829492811746604e-06,-3.607919289175985e-05,-4.358012120064814e-06
1966-10-01,-6.456398295995314e-06,-1.332804348298553e-05,-1.4618621376982003e-05,-2.3721676606564195e-06,-7.791576984238929e-07,-7.948936594662621e-06,-3.613584483805186e-05,-4.156894754166441e-06
1966-11-01,-2.4022710931603797e-06,-1.4562872514535594e-05,-2.5109879653575983e-06,-1.328232097696372e-06,-2.4225422250271816e-06,-7.676196186626578e-06,-8.992612708281836e-06,-3.1089040716966232e-06
1966-12-01,-6.317301881608728e-06,-1.155189850485109e-05,4.413102937347545e-07,-1.3322901563865512e-05,-3.474692424969624e-06,-2.694596982369798e-05,-9.755475323464979e-06,3.159709248232984e-06
1967-01-01,-1.63217305271246e-05,-3.2627522117100875e-06,-1.1298317436147806e-05,-1.1959864310977727e-05,-4.068417181161713e-06,-2.472125483369122e-05,-1.72612867812093e-05,2.57003113588058e-06
1967-02-01,-1.0118524187419098e-05,-1.4432268225365953e-05,-2.3923295757836166e-06,-5.401916271772661e-06,-3.6555064044960317e-06,-1.6113067756253126e-05,-4.302718432307684e-05,4.210173488793182e-06
1967-03-01,8.289871971101093e-06,-2.0640803757776443e-05,2.365083441132853e-05,-1.1163413063637383e-06,-1.7026529393194819e-06,-4.304376854946667e-08,-5.459905519513229e-06,-7.072628303670653e-06
1967-04-01,6.328852578008082e-05,-3.172288109955299e-05,-1.8471496861271e-05,2.484637628152052e-06,-2.23500355779018e-06,2.596544845800963e-06,-1.608645657382256e-05,-6.227833449991201e-06
1967-05-01,1.61200478032697e-05,-2.2807291536983625e-05,6.781418812542417e-06,-9.027871081702925e-07,-3.621958672880813e-07,-1.0170695726888619e-05,-2.6626644524328997e-05,-4.295267150583266e-06
1967-06-01,2.578708517830819e-05,-9.238028809211703e-06,5.999231292620142e-07,-5.318202898639288e-06,-1.9147981971057355e-06,-1.2912799515366453e-05,-2.8539414798663193e-05,-3.9363610138774245e-06
1967-07-01,-3.3120563784905244e-05,-6.137091961102321e-06,-1.914984322020034e-06,-6.966157332184885e-06,-1.6233347604064488e-07,1.0361986824136693e-06,-2.0095096954862944e-06,-4.803414947887445e-06
1967-08-01,-2.267962827318115e-05,-7.470304094525337e-06,-3.910891093763111e-05,-8.320034513742962e-06,4.4119346752481645e-07,1.5087879644072795e-06,3.369439931744685e-08,-3.284985990938046e-06
1967-09-01,3.6628293287321867e-06,-6.232440793151297e-06,-4.7203185352182755e-05,-2.7439140759259e-06,-1.848538756941021e-06,-1.0996091402505823e-05,-4.178907003829648e-05,-2.726965784163707e-06
1967-10-01,-3.164487907270086e-05,-3.3454161426544766e-06,-3.335042831252416e-05,-4.005687234310266e-06,-1.9472592686589027e-06,-2.1269433351075607e-05,-4.265105560893732e-05,-2.154851351994747e-06
1967-11-01,-7.15202020273864e-06,-1.0728356152365993e-05,-4.2834501580855006e-05,1.9230028949185693e-06,-3.4563722563372036e-06,-1.2877050689244891e-05,-1.9185331199734813e-05,1.8962762570642073e-06
1967-12-01,1.982808498723898e-05,-1.7479685772750005e-05,1.8134814613298406e-05,-1.9711548848584993e-06,-6.639277338264907e-07,2.3271385072933167e-06,-5.63989775209369e-05,-7.417363977925989e-07
1968-01-01,-7.894521445450664e-06,-1.4346233001560904e-05,4.09889591622253e-05,-8.65140048708669e-06,-2.35537402851827e-06,2.8188082978886082e-06,-9.59379109956085e-06,-3.1246642773861397e-06
1968-02-01,-4.630659304893925e-06,-1.180810783731329e-06,7.157829058150826e-05,-1.8257703041057043e-05,-3.570843169117554e-06,-8.38857171662052e-06,2.585087665800912e-05,-8.013504852629815e-06
1968-03-01,9.47376634030661e-06,-3.265360315266679e-06,-8.957766662798497e-06,-4.274404180946869e-06,-2.7909315266927176e-06,-1.921096424796685e-05,5.933046204039496e-06,-1.0992663352654371e-05
1968-04-01,2.1259611457935534e-05,-1.85231141942971e-05,-2.497991074558867e-05,4.74778354134882e-06,-2.892442329619442e-06,-5.728957473495808e-06,-5.202947297795234e-05,8.394007476026138e-08
1968-05-01,8.585690238760435e-06,-1.8160687355600974e-05,4.3448870010886524e-06,-4.11115465401873e-06,-1.0378349788896043e-06,-2.0830759694945297e-05,-4.388340956115587e-06,-4.365513311366907e-06
1968-06-01,-1.2069093600075576e-05,-5.488138379056929e-06,-7.190721568571631e-06,1.764551233250524e-06,-1.899608664595343e-06,-3.0952251758468e-05,-5.642389767576548e-05,-2.522985382443842e-06
1968-07-01,-1.624522042220633e-05,-4.696922394115173e-06,-3.798769855990919e-05,-1.6996868571031545e-06,-1.2483403242706985e-06,-6.830273540409897e-06,-2.16234615149197e-05,-5.478391625836273e-06
1968-08-01,-8.712779617781052e-06,-1.1023547957737267e-05,-3.086396497755506e-05,-7.013410073273849e-06,1.0761978386349693e-06,3.598384929708637e-06,-8.625014695433875e-06,-5.2964637956499835e-06
1968-09-01,-7.785369575685763e-06,-8.938912576702031e-06,-2.5705088943183465e-05,-2.859640539728714e-06,-1.8963711259279779e-06,-6.602617677994463e-06,-2.6404545918156048e-05,-3.741027231787003e-06
1968-10-01,-9.7624717909639e-06,-1.1435110035197913e-05,-2.4494925868524196e-05,-5.172245841499211e-06,-1.6465021959525448e-07,-1.0200345254166416e-05,-2.8406030220426864e-05,-2.9130128228537025e-06
1968-11-01,-5.411772008301341e-06,-1.0784571424886045e-06,1.5233330867526685e-05,-1.8277010153892827e-05,-1.9554737697825045e-06,-2.9406383613864557e-05,-2.8480805045355257e-05,2.519961312560447e-06
1968-12-01,-1.2385746117615781e-06,-1.0290890475805787e-05,9.53652467382368e-06,-9.453240771243279e-06,-2.9493681840807073e-06,-5.8419617841666745e-06,-1.1504139844251576e-05,-5.780159827896996e-06
1969-01-01,-1.235299009749724e-05,-1.057872727402338e-05,1.1038394425900891e-05,-3.4362121795434907e-06,-3.901438869557052e-06,1.9092268692994753e-05,1.8985615138502141e-06,-8.94122850321069e-06
1969-02-01,2.3547383989352966e-05,-1.461627456906894e-05,-3.3848086892502645e-05,-7.360160261781362e-07,-7.17925809841028e-06,-9.687676895607312e-06,-3.3020952335056406e-06,-4.094177069525947e-06
1969-03-01,2.1445864604174858e-05,-6.390299323552384e-06,-1.3500485417966429e-05,-2.214791532614869e-07,-8.049441752764745e-06,-1.2586711558729542e-05,-2.997798051901076e-06,7.948930193807053e-07
1969-04-01,1.2444768344721524e-05,-1.0898488930013915e-05,-4.6935747377574444e-05,6.989495976782047e-06,-4.333016878316556e-06,-1.4933086081977566e-05,-2.3238953872350976e-05,-9.599912386072581e-06
1969-05-01,-7.483972694899421e-06,-8.253487194621735e-06,-1.402283572154607e-05,3.1664467876256777e-06,-5.9584948227320735e-06,-1.52663752877353e-05,-2.5955740200419984e-06,-9.696346644298447e-06
1969-06-01,2.2003355297783855e-05,-2.13405086316721e-05,6.132024707127595e-08,-5.551797630125944e-06,-2.547780844028064e-06,-1.8422060423160603e-05,-1.7704058719621235e-05,-3.7213315890232265e-06
1969-07-01,-1.712049993329856e-05,-8.970750203733135e-06,-2.4037447918428456e-05,-6.0675260393498e-06,-1.4124661076972816e-06,1.1970877876267747e-06,-1.4903945923020059e-05,-5.244272174690302e-06
1969-08-01,-2.7981018320133444e-05,4.053135513611982e-07,-1.5432810551976938e-05,-4.414304396364677e-06,-2.8312257225097775e-06,-3.42073787708484e-06,-7.394329546322727e-06,-2.6347545238369254e-06
1969-09-01,-1.1165762998643913e-05,-6.962183854560624e-06,-4.877770257989205e-05,-2.403423961907349e-06,-1.3653981790205072e-06,-5.574593079212978e-06,-2.8930109788473745e-05,-3.164463498037281e-06
1969-10-01,1.5161089095272473e-05,-1.530864839504634e-05,-7.2728621595414615e-06,-6.754124923544521e-06,-2.1579472361661963e-06,-2.1763662516605106e-05,-3.133733403764812e-05,-3.099880814261269e-06
1969-11-01,-3.5220227800891735e-06,-1.1783691942047166e-05,1.5662903193557678e-05,-1.0754659758085948e-06,-3.6726746139361223e-06,-2.0762318594539204e-05,-3.225185728775901e-05,-5.67672601736082e-09
1969-12-01,-8.476685025016195e-06,-9.89074425684249e-07,1.6258713172689123e-05,-1.7188805357386346e-05,-2.692201133120703e-06,-3.296363826978319e-05,-3.03015751437909e-06,1.6214134495171225e-06
1970-01-01,-1.3704789125768002e-05,-1.8462129387061793e-06,4.827599146073078e-05,-1.941981382616278e-05,-4.106618730005708e-06,-4.44148530017888e-06,2.4029560862752413e-05,-1.1206598976380465e-05
1970-02-01,-7.724685815446719e-06,-8.5180998105528e-06,3.090148692176309e-05,-1.3484126903665722e-05,-4.279666593746862e-06,-1.4498695171433999e-05,2.35068239960942e-05,-4.949356747708996e-06
1970-03-01,1.5731185385448043e-05,-7.756064832961936e-06,2.8002691473121495e-06,-6.568922047189977e-06,-6.809825639092749e-06,-2.2689583342331128e-05,-2.9695669773469775e-05,6.15778256307e-06
1970-04-01,3.352862449901295e-05,-2.256570084436109e-05,-3.1946401154422094e-05,9.135394829632943e-06,-4.8846055146879924e-06,-1.287156205112946e-05,-4.2649705727327323e-05,-7.055241439957172e-06
1970-05-01,7.689965109136665e-08,-2.15926775126718e-05,-2.3043298295856087e-05,5.018359899375714e-06,-2.6167641712636007e-06,-7.77776319539823e-06,-4.498864367824832e-05,-8.251615915522802e-06
1970-06-01,1.2461073310987558e-05,-8.48720438311107e-06,-2.829621185218309e-05,-2.6073666397420356e-06,-1.0402402191512107e-06,-1.9316603681675455e-05,-3.1322336948697306e-05,-4.6916706838494385e-06
1970-07-01,-2.6535954020801e-05,-4.586784717358679e-06,-5.167106326891456e-05,-2.8585466197124153e-06,-1.1326690645905744e-06,1.7280409484296146e-06,-7.291680503840325e-06,-4.380808604764752e-06
1970-08-01,-2.0016630060126772e-05,-6.325788418108229e-06,-1.8942200556413683e-05,-7.64740423305121e-06,-1.3180484506119035e-06,-5.464178189283432e-07,-5.473132085554473e-06,-1.3184001759595156e-06
1970-09-01,-9.743972668729839e-06,-6.563612251424461e-06,-2.3778628992447413e-05,-3.4566359497631186e-06,-7.937254933973864e-07,-2.9006307451189576e-06,-2.1886389252980926e-05,-4.887565677670543e-06
1970-10-01,7.232733310047479e-06,-1.2158580770646438e-05,-3.0852824725010326e-05,-4.662814560252167e-06,-1.475704957362247e-06,-2.388797375780476e-06,1.5122783212829841e-06,-4.800377235583523e-06
1970-11-01,-1.1213953712285729e-05,-9.403396620867755e-06,-1.5051017366796407e-05,-6.490453426836828e-06,-2.5487994639337673e-06,-1.3722650952071748e-05,2.4617798101788042e-05,-8.884396319284433e-07
1970-12-01,1.8255656186738634e-05,-2.2631877208853174e-05,-3.892878022418509e-05,1.0103142245992066e-06,-3.6899176705825422e-06,-1.8765141313841533e-05,-3.499708806262597e-05,9.636023605708033e-06
1971-01-01,-1.701599103398621e-05,-9.296630230331335e-06,4.284420990802045e-05,-4.502933532219483e-06,-2.008793564230107e-06,-1.6099141321644439e-06,-3.36168460834367e-05,3.277413310677409e-07
1971-02-01,9.694622349343263e-06,-8.300466208447263e-06,4.312130121709129e-05,-1.693768937889498e-05,-3.6234033857947636e-06,-2.561207403622185e-05,-4.772562437880735e-05,4.090732224593761e-06
1971-03-01,-1.394949208588514e-05,-1.4279985237484753e-05,-7.2036073106573895e-06,-5.625950641977531e-06,-4.3474093335947365e-06,-2.225077326199555e-05,-1.74647036481857e-05,3.7327157877050068e-06
1971-04-01,2.2315077785606263e-05,-1.9327401183953588e-05,-4.4534452933666495e-05,2.9033515849373484e-06,-2.4972009681137202e-06,-1.066998395669673e-05,-3.6733997962743925e-05,-5.87456591293791e-06
1971-05-01,4.091323717148043e-05,-2.297739807103443e-05,-2.6869214665101365e-05,6.095551388743505e-06,-2.4512332326830607e-06,-1.5714239712646562e-05,-5.2176332438217575e-05,-5.512423847582849e-06
1971-06-01,-1.0933116527667153e-05,-1.2202990461939458e-05,-3.662580427264275e-05,2.0626190335961937e-06,-1.0415134207033068e-06,-1.2651447280274753e-05,-3.927854155144336e-05,-5.773767685134183e-06
1971-07-01,-2.9288014502526494e-05,-6.294624412152971e-06,-2.0664316083596977e-05,-8.144070868442168e-06,-1.1124337582379368e-06,-2.0933643390159365e-07,-8.199353822802597e-06,-2.645723029940307e-06
1971-08-01,-2.2235919914237456e-05,-4.604330421396842e-06,-3.0850413506498646e-05,-5.064986661086606e-06,-5.656852125514069e-07,4.772331355492756e-07,-1.2761461221089121e-05,-3.6100383273579235e-06
1971-09-01,-9.45801957641379e-06,-5.552006515589259e-06,-3.42718331646824e-05,-1.1232152897763974e-06,-1.6861004138956164e-06,-1.772316287380298e-06,-3.369126189729861e-05,-1.832474534988732e-06
1971-10-01,1.696518097560329e-05,-1.636701887954901e-05,-1.5958969100232257e-05,2.9350109832227675e-07,9.083474660461867e-09,-4.075651613025651e-06,-4.763919844806782e-05,-4.742912150344209e-06
1971-11-01,8.097263162198942e-06,-1.8264952848206282e-05,-1.8598631529955108e-05,-1.729008797863369e-06,6.151184140930566e-08,-2.3920715973093006e-05,-4.191330222774444e-05,5.545861687791973e-06
1971-12-01,2.7995490654575406e-05,-2.8525221827396443e-05,-2.175231921408044e-05,2.658589437487535e-06,-7.909094178316878e-07,1.7723181652432425e-07,-3.979005094534889e-05,2.8544619614395367e-06
1972-01-01,-1.4912524193277932e-05,-1.8092303553968232e-05,-7.581156539746972e-06,4.425906067977107e-06,-3.5707038521689085e-06,-9.623651716797861e-07,-3.7558505171450395e-05,7.17841898864101e-07
1972-02-01,-1.9500346297718352e-05,-1.2274500332861403e-05,2.6708237275543493e-06,3.537388412367386e-07,-4.671399484870038e-06,-7.944007458198549e-06,-2.2033873392501846e-05,-5.246143593788421e-06
1972-03-01,-2.5653166630945634e-05,4.390723318881959e-06,3.840662451016955e-05,-1.4535352319297897e-05,-3.475521104917536e-06,-8.504718250281127e-06,-5.41872336007624e-06,-3.697852715798517e-06
1972-04-01,8.873633419170801e-06,-2.5940749833140537e-05,-1.6567147149755836e-05,4.316573015077867e-06,-2.364405007725117e-06,2.3307405529392e-06,-1.717967877898206e-05,-7.162945942528656e-06
1972-05-01,7.3375559850319405e-06,-2.183711908868662e-05,-1.591941031091305e-05,7.382695800100199e-06,-1.1382593215154019e-06,-1.4490698114449123e-05,-1.213122686749557e-05,-9.777194303323461e-06
1972-06-01,-4.594687936787523e-06,-9.512690684179314e-06,-3.01418790619463e-05,-9.022974301876308e-08,-2.0619766714957727e-06,5.327020500901978e-06,-1.591895996075197e-05,-1.1414526585106026e-05
1972-07-01,-2.9092693694110494e-05,-9.670074067348353e-06,-2.152530722141396e-05,-2.2793758321144937e-07,-9.98515946083384e-08,2.5909277009564643e-06,-1.350377045271575e-05,-7.681142318795217e-06
1972-08-01,-9.240636700269533e-06,1.2487358005367062e-06,-2.4849269234542845e-05,-4.689380507499416e-06,-1.2101852211525773e-06,-2.920091698602586e-06,-1.130024429585319e-05,-3.2183687140144794e-06
1972-09-01,6.808755159681823e-07,-1.6645895879961565e-05,-2.0268638034098713e-06,-1.6769865430466812e-06,2.7814248492387666e-07,-1.1510558855271872e-06,-1.6443074233201944e-05,-7.109476749011425e-06
1972-10-01,3.401979256523191e-05,-1.7642581373807824e-05,1.0755325833045835e-05,-3.4240598285387135e-07,-1.7573037547860696e-06,-8.201313659940621e-07,-3.2655529330919596e-05,-7.469426397138331e-06
1972-11-01,2.6935088044410804e-05,-1.816283061811548e-05,-1.804542608984183e-05,-3.607269325494812e-06,-2.266827669502998e-06,-2.224307828717948e-05,-4.139426317507107e-05,-1.033619462438818e-06
1972-12-01,1.1299501920802868e-05,-1.1446933041323437e-05,3.108280420852933e-05,-9.81622572088568e-06,-2.50824357092847e-06,-4.036469444404896e-06,-1.6055640260578673e-05,-6.764206880368019e-06
1973-01-01,7.4345228995298385e-06,-3.8138185577438793e-06,1.7194387573697387e-05,-1.0942597855543602e-05,-4.950457677319537e-06,-2.1153216169165846e-05,4.9243639248169e-06,-4.734984031529166e-06
1973-02-01,1.893461217150616e-05,-1.4806728443962077e-05,-7.175210453698487e-06,-6.305325218874466e-06,-7.006962730401913e-06,-1.4096464643184193e-05,3.685632260672528e-05,-5.436337660820059e-06
1973-03-01,4.80875405628467e-05,-1.8412752324706007e-05,-4.18453985963255e-05,7.392825999111799e-06,-7.095264401635879e-06,-1.812279931203063e-05,-5.2436337826197576e-05,-3.55436146920136e-06
1973-04-01,2.2884185000293655e-05,-1.384706015478599e-05,-1.086120370695595e-05,3.971672693880441e-06,-5.842140430576885e-06,-1.0479808614556011e-05,-3.5850505235813266e-05,-5.65191572497818e-06
1973-05-01,-1.2903028618893586e-05,-1.9633042403452192e-05,-4.8776010496725954e-05,7.999370822806578e-06,-3.0723283175753504e-06,-9.232579551670434e-06,-3.571026354620699e-05,-8.025558867409607e-06
1973-06-01,-1.576020167703973e-05,-1.2667869328805157e-05,-3.801661626121766e-05,-8.449445083246201e-07,4.6090901565917823e-07,-1.6354031881097137e-05,-4.48280699952432e-05,-2.686805975613157e-06
