,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1021.3608,1012.18536,1013.21545,1003.51306,1019.788,1020.77155,1019.1796,1011.02075
1965-02-01,1020.3468,1010.6344,1020.6308,1016.1582,1021.95795,1019.89154,1015.8984,1020.2457
1965-03-01,1021.0482,1011.858,1017.47046,1009.65326,1022.6408,1017.22925,1015.3681,1016.5228
1965-04-01,1021.4041,1011.7693,1018.15454,1018.9031,1021.8445,1017.39294,1014.3269,1023.15796
1965-05-01,1023.9778,1011.30914,1018.44653,1021.4333,1027.4204,1018.3678,1012.52094,1022.6929
1965-06-01,1022.40204,1011.41455,1022.0845,1017.6032,1025.1406,1017.6094,1013.86914,1024.3083
1965-07-01,1020.7257,1010.68713,1020.1594,1023.9592,1023.3831,1016.5719,1016.40436,1024.6581
1965-08-01,1018.0739,1010.9215,1019.4202,1019.22986,1020.71014,1016.84467,1016.10736,1022.9186
1965-09-01,1018.095,1011.1802,1014.5148,1013.88403,1022.7927,1018.25,1014.3653,1019.9648
1965-10-01,1019.4172,1011.4356,1018.2519,1021.7254,1018.7368,1017.9542,1019.38794,1014.85583
1965-11-01,1016.54266,1011.2248,1017.8339,1021.99274,1014.72125,1020.2711,1018.6097,1022.36725
1965-12-01,1019.9666,1010.1172,1020.3306,1019.4358,1021.0606,1022.1142,1018.627,1023.9394
1966-01-01,1021.4643,1010.08936,1018.31165,1007.7279,1020.8709,1021.0781,1019.34686,1014.2021
1966-02-01,1020.21875,1010.81604,1018.3611,1023.38385,1020.476,1021.6414,1017.75024,1019.8677
1966-03-01,1021.0005,1010.53937,1018.21344,1014.5657,1020.09546,1020.64185,1018.2403,1015.2455
1966-04-01,1019.3807,1011.00073,1020.1768,1016.9278,1020.51666,1017.6532,1013.742,1019.48083
1966-05-01,1021.6795,1011.73047,1017.91174,1021.1482,1025.0493,1016.28186,1015.47076,1022.53326
1966-06-01,1021.8936,1011.69604,1020.90967,1015.7236,1023.53345,1018.31354,1016.4052,1020.5949
1966-07-01,1020.33325,1010.64575,1019.92584,1021.34155,1024.3771,1015.6191,1015.5784,1028.1707
1966-08-01,1018.925,1011.6598,1019.8714,1022.6697,1024.5111,1016.8139,1015.8538,1026.0314
1966-09-01,1018.31036,1011.4945,1016.9679,1016.50287,1019.99097,1014.44305,1016.1154,1016.4021
1966-10-01,1020.06915,1011.9007,1017.7571,1017.9969,1022.9119,1017.77966,1018.3567,1019.3181
1966-11-01,1019.4764,1011.589,1014.4938,1018.4112,1019.2974,1021.97,1020.07477,1021.5751
1966-12-01,1021.6314,1011.57025,1018.29474,1009.40283,1020.1474,1021.07245,1018.45374,1014.8949
1967-01-01,1021.37946,1012.1028,1019.90216,1013.29065,1020.6822,1021.7604,1020.16846,1016.563
1967-02-01,1022.99023,1012.14343,1018.5946,1012.9931,1026.8293,1020.55084,1018.81305,1021.03406
1967-03-01,1019.78094,1011.7777,1016.67615,1014.02344,1022.0136,1021.24084,1016.45483,1024.3246
1967-04-01,1023.2834,1012.14343,1019.8107,1024.5278,1026.1218,1019.3406,1013.4604,1029.6193
1967-05-01,1023.1978,1011.31335,1018.7971,1019.6105,1025.6547,1016.27203,1013.88556,1022.82556
1967-06-01,1020.3702,1011.20013,1017.3111,1014.40656,1023.6549,1016.029,1013.2724,1019.6598
1967-07-01,1020.6445,1011.27203,1019.1555,1023.7282,1024.1991,1017.8081,1016.5717,1026.4752
1967-08-01,1019.3884,1011.3003,1019.7912,1021.415,1021.19586,1017.34595,1017.195,1021.3998
1967-09-01,1017.21533,1011.8373,1017.8538,1017.0666,1018.84283,1017.4112,1016.1037,1017.3248
1967-10-01,1020.1234,1011.2495,1017.99164,1016.4367,1020.9579,1019.02423,1018.7056,1016.36346
1967-11-01,1019.1258,1011.3359,1019.3558,1018.4205,1020.7271,1019.6765,1018.85803,1024.9421
1967-12-01,1021.7611,1011.30756,1012.774,1011.6203,1024.1774,1019.96234,1017.34735,1015.53485
1968-01-01,1019.197,1010.94196,1009.3155,1006.43805,1019.51196,1024.0181,1020.56024,1011.8028
1968-02-01,1016.43774,1012.27155,1007.0842,991.2696,1010.9084,1018.22534,1019.00464,995.46295
1968-03-01,1022.0845,1012.5943,1022.1832,1019.4533,1019.9084,1020.7728,1017.7022,1016.5415
1968-04-01,1023.91284,1012.4369,1019.1956,1023.4741,1028.7617,1017.9241,1014.85846,1026.7358
1968-05-01,1020.6454,1011.9803,1018.78064,1018.3469,1021.12054,1015.41943,1012.52057,1017.16907
1968-06-01,1021.8298,1012.46906,1020.4737,1016.93646,1024.0724,1014.9636,1013.5009,1020.956
1968-07-01,1020.9345,1011.73346,1020.1946,1022.5553,1023.48706,1019.0504,1018.1616,1022.433
1968-08-01,1019.73096,1011.9624,1019.06396,1018.06,1021.86127,1018.2725,1017.7351,1024.4854
1968-09-01,1018.3498,1011.4171,1016.2653,1018.9288,1021.3438,1016.8098,1016.7662,1019.32874
1968-10-01,1018.9073,1011.19104,1014.19867,1019.391,1019.2966,1017.3859,1017.0553,1015.5375
1968-11-01,1022.08594,1011.93304,1016.87714,1011.6196,1021.0104,1018.35333,1017.22925,1013.2941
1968-12-01,1019.52985,1010.9048,1014.2123,1018.1051,1017.54767,1021.19,1018.54877,1013.4187
1969-01-01,1014.0193,1009.5767,1014.033,1019.89575,1013.52454,1021.4208,1016.2182,1014.5304
1969-02-01,1019.8783,1010.0946,1020.47046,1018.9193,1016.68555,1017.73315,1015.1605,1020.3357
1969-03-01,1022.7723,1012.01764,1022.07904,1019.18506,1022.86896,1017.0661,1015.55865,1019.4391
1969-04-01,1022.7972,1011.579,1024.4912,1022.41846,1022.8365,1016.52765,1012.80383,1022.0273
1969-05-01,1020.6333,1011.1741,1019.39667,1016.36914,1020.86163,1016.4203,1013.7017,1015.80695
1969-06-01,1019.3654,1011.6408,1018.62164,1013.89575,1021.4158,1013.2531,1011.6245,1018.3484
1969-07-01,1021.22546,1011.0231,1021.0033,1023.0817,1026.3656,1015.5256,1015.03455,1028.7355
1969-08-01,1018.9224,1011.0075,1020.4473,1022.4416,1023.13354,1015.3964,1013.8427,1026.6477
1969-09-01,1017.9253,1010.4921,1019.3979,1018.6479,1020.54407,1016.3979,1016.56946,1021.1843
1969-10-01,1018.98914,1010.8621,1016.6094,1013.1096,1019.0266,1017.91656,1015.1231,1012.8943
1969-11-01,1019.36914,1011.08673,1016.5845,1014.83795,1020.69446,1019.4397,1020.0543,1016.19446
1969-12-01,1020.5403,1011.50037,1018.79456,1008.5859,1017.3307,1017.3631,1016.3954,1008.5909
1970-01-01,1018.68854,1012.9314,1012.03,1003.01904,1013.39136,1021.53235,1019.4152,1004.4688
1970-02-01,1018.3594,1011.8244,1017.3855,1004.1504,1014.0354,1021.6744,1020.0309,1010.93195
1970-03-01,1022.09686,1011.7757,1020.31305,1009.27826,1024.627,1015.60944,1013.2879,1019.97797
1970-04-01,1024.9513,1011.7935,1023.72736,1025.0375,1029.491,1016.4865,1011.639,1030.005
1970-05-01,1023.4611,1012.13873,1019.3273,1020.94354,1026.6139,1019.1912,1016.4639,1022.9899
1970-06-01,1021.7873,1011.6164,1020.6309,1017.50726,1023.9911,1016.6736,1015.774,1022.8164
1970-07-01,1020.47235,1012.0662,1022.5413,1026.1539,1023.22876,1016.5875,1017.1389,1025.5752
1970-08-01,1019.50256,1011.0852,1020.5151,1023.1937,1022.9899,1014.57135,1014.8061,1024.6198
1970-09-01,1018.2239,1011.25635,1018.39734,1017.2637,1021.50024,1017.7063,1015.7675,1019.9637
1970-10-01,1018.34326,1010.8606,1018.3106,1023.6091,1017.84424,1017.193,1016.24164,1020.7379
1970-11-01,1018.90424,1012.43823,1019.58813,1023.0731,1016.1032,1019.04083,1019.4782,1015.913
1970-12-01,1022.2929,1010.79047,1020.8829,1019.00287,1024.0066,1019.6143,1017.31177,1025.9307
1971-01-01,1022.5829,1012.1459,1010.05963,1008.1653,1024.7753,1019.32806,1017.1708,1012.91187
1971-02-01,1024.9878,1012.12476,1014.826,1003.3714,1026.2325,1018.3988,1014.18604,1014.4503
1971-03-01,1023.2996,1012.47797,1020.6822,1019.42914,1022.6744,1017.2969,1015.5959,1019.1181
1971-04-01,1023.8462,1011.6141,1022.66095,1023.31366,1024.5897,1016.61273,1013.6638,1024.4022
1971-05-01,1023.1767,1011.9584,1020.2944,1017.9394,1026.3221,1015.34564,1012.9496,1022.63666
1971-06-01,1021.5263,1012.0678,1021.13275,1020.2823,1023.1115,1016.1635,1014.66406,1021.93005
1971-07-01,1020.70526,1010.70276,1019.074,1019.0784,1023.37897,1016.9065,1016.3401,1022.62256
1971-08-01,1018.644,1011.54236,1019.6775,1021.4073,1020.5849,1016.1686,1016.42267,1024.1885
1971-09-01,1018.2229,1011.85913,1018.7604,1019.6679,1021.28955,1016.1808,1014.3396,1023.47943
1971-10-01,1020.7424,1011.7625,1017.65784,1018.9665,1024.6448,1016.29016,1016.04126,1022.37616
1971-11-01,1023.4116,1012.1804,1019.2692,1019.0945,1025.1644,1020.0455,1018.0834,1021.7068
1971-12-01,1022.4255,1010.41156,1015.8153,1018.9895,1025.3494,1021.58575,1017.07416,1027.8644
1972-01-01,1021.67096,1011.15485,1015.6802,1014.87775,1024.7063,1020.491,1017.535,1019.0787
1972-02-01,1019.9348,1011.9561,1015.7527,1010.6474,1018.1138,1019.9111,1018.02124,1012.05237
1972-03-01,1020.8504,1011.91296,1011.498,1010.0756,1017.83435,1016.37695,1014.8371,1004.7429
1972-04-01,1022.54584,1011.2067,1019.5567,1025.2744,1024.4196,1017.25696,1013.2566,1026.9255
1972-05-01,1021.2235,1010.7199,1020.1348,1019.9336,1022.9715,1014.5227,1013.9253,1020.2561
1972-06-01,1019.45044,1011.01807,1019.688,1022.0447,1022.5859,1013.0929,1013.7647,1023.71204
1972-07-01,1018.9193,1009.5581,1019.9367,1020.9804,1022.5959,1019.043,1017.45935,1024.797
1972-08-01,1018.09937,1009.53314,1017.9481,1018.89056,1020.9454,1016.63947,1016.9657,1021.1066
1972-09-01,1018.42993,1010.0825,1015.89264,1013.65466,1021.5009,1017.4363,1016.2439,1019.97485
1972-10-01,1019.3848,1010.08875,1015.64264,1017.6775,1022.694,1018.67615,1016.99506,1018.3937
1972-11-01,1022.3059,1010.4031,1020.0092,1018.55304,1021.92847,1017.4419,1016.76447,1018.07935
1972-12-01,1020.85474,1010.55493,1015.7664,1012.2773,1020.5298,1020.91974,1018.80493,1008.94635
1973-01-01,1021.16406,1010.731,1018.6214,1012.1972,1016.52374,1020.6136,1018.3591,1012.2724
1973-02-01,1017.9327,1011.44354,1021.80005,1014.35406,1013.8113,1021.2753,1019.6728,1015.06976
1973-03-01,1025.4745,1011.5496,1024.0193,1018.02594,1027.1433,1016.0517,1010.7316,1028.4082
1973-04-01,1023.65466,1011.3059,1021.7332,1020.3429,1026.9819,1016.2093,1012.4319,1023.03796
1973-05-01,1022.25085,1011.8718,1022.67206,1023.2296,1023.0553,1014.8196,1014.1071,1022.4933
1973-06-01,1021.7358,1012.24097,1020.692,1017.5893,1024.317,1016.0279,1014.41064,1022.957
1973-07-01,1019.93134,1011.6898,1021.33765,1024.6514,1024.0303,1015.6485,1015.8684,1024.1923
1973-08-01,1020.1191,1012.1329,1020.7654,1021.827,1024.6031,1016.4929,1017.1359,1028.9645
1973-09-01,1019.11206,1012.5071,1019.62463,1019.77826,1021.2721,1015.6543,1014.6222,1021.0817
1973-10-01,1019.62134,1011.5323,1018.07153,1020.28625,1021.2162,1017.4073,1016.6903,1022.2438
1973-11-01,1021.7885,1012.35345,1015.93726,1018.77893,1020.4136,1019.7763,1016.59766,1023.2598
1973-12-01,1022.31,1013.04474,1016.851,1012.8248,1019.1024,1018.7635,1018.01624,1010.8911
1974-01-01,1018.81537,1012.3869,1008.89685,1000.05835,1018.6917,1020.4306,1017.0133,1007.3957
1974-02-01,1023.38745,1012.1023,1018.6503,1014.1401,1024.5211,1017.59,1017.285,1021.26
1974-03-01,1020.14124,1013.1449,1015.5237,1004.96735,1017.18994,1017.016,1013.6761,1011.90393
1974-04-01,1024.0585,1011.27014,1021.9529,1021.85034,1026.6636,1018.74884,1014.55505,1024.6189
1974-05-01,1022.7218,1011.5895,1020.6867,1021.4984,1025.2153,1013.9892,1011.3184,1023.5906
1974-06-01,1020.521,1011.4299,1018.88257,1019.2725,1023.6428,1013.97156,1013.26514,1023.8364
1974-07-01,1020.7356,1011.7993,1020.48157,1022.7258,1022.6518,1016.1384,1016.5018,1024.367
1974-08-01,1019.33905,1010.77704,1017.4854,1015.6106,1021.9895,1017.0697,1014.8872,1018.5281
1974-09-01,1017.40594,1011.6981,1016.241,1016.5595,1018.3718,1015.7608,1015.3981,1015.1705
1974-10-01,1020.85516,1011.3435,1017.66406,1014.72485,1023.10486,1021.96375,1020.091,1019.19507
1974-11-01,1020.1725,1011.28375,1020.07404,1020.8939,1019.6834,1019.44775,1018.52124,1020.6487
1974-12-01,1023.9818,1011.4604,1019.12714,1009.678,1025.6868,1018.83167,1017.56415,1018.25977
1975-01-01,1024.1536,1011.46844,1016.4821,1010.6707,1026.8472,1020.2316,1017.6231,1019.8484
1975-02-01,1021.4702,1012.83154,1018.9786,1012.57623,1017.9615,1017.509,1015.6415,1013.68884
1975-03-01,1022.55304,1012.0718,1020.71533,1018.24725,1022.6928,1016.1417,1012.076,1023.80194
1975-04-01,1025.0011,1011.4526,1021.15265,1024.6226,1028.2662,1017.7823,1012.3666,1028.4462
1975-05-01,1022.02374,1011.7653,1019.3875,1019.44775,1023.9826,1013.94,1011.5273,1020.24896
1975-06-01,1021.291,1012.11127,1020.8226,1018.7226,1026.084,1016.1611,1013.8978,1026.4285
1975-07-01,1020.41156,1011.83453,1021.1907,1019.3308,1023.28094,1015.41656,1015.66705,1024.6378
1975-08-01,1020.8102,1011.7653,1021.0239,1021.53735,1024.9686,1017.67017,1016.90283,1026.5227
1975-09-01,1019.6795,1011.7805,1018.077,1020.08844,1022.3178,1016.1092,1017.3318,1020.0095
1975-10-01,1021.13873,1011.9252,1020.17975,1020.6351,1021.83,1018.3427,1017.556,1022.1711
1975-11-01,1022.20294,1012.02545,1017.36084,1016.4656,1023.24915,1020.61914,1017.57196,1018.98206
1975-12-01,1022.3054,1012.3825,1016.1175,1008.62396,1022.7399,1021.29724,1019.51624,1013.2301
1976-01-01,1022.60913,1011.8029,1014.3792,1006.8641,1024.0817,1022.29346,1020.9454,1013.79156
1976-02-01,1022.1096,1012.57806,1017.40826,1017.3207,1023.14197,1020.5106,1018.40906,1021.0157
1976-03-01,1023.4472,1011.29047,1020.68335,1021.4196,1025.7979,1018.35913,1013.62695,1020.1906
1976-04-01,1022.62213,1011.7042,1022.8083,1023.69446,1022.6394,1017.3855,1013.82306,1023.367
