,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8
1965-01-01,0.02411127,-0.01833415,0.027525842,0.009822726,0.024268866,0.042129576,0.06046307,0.68401146
1965-02-01,0.06072569,-0.06992,0.015391052,0.010190427,0.01602143,0.069025695,0.058887124,0.071074426
1965-03-01,0.041078925,0.02742076,0.020223975,0.010820806,0.025161922,0.035300493,0.063247204,0.49684185
1965-04-01,0.028891623,0.037769437,-0.06771374,0.021852434,0.019646108,0.044493496,0.04627955,0.47530395
1965-05-01,0.017649889,0.023796082,-0.060464382,0.038084626,-0.009036064,0.05063969,0.1091072,0.34250444
1965-06-01,0.020486593,0.031360626,-0.05909854,-0.030573964,-0.014656961,0.041184008,0.102698326,0.00089240074
1965-07-01,0.031938434,0.026947975,-0.087780714,-0.01933223,-0.028472722,0.03246379,0.03319919,-0.081424415
1965-08-01,0.020801783,0.035458088,-0.025478423,0.012764454,0.020906866,0.026317596,0.028996706,-0.06818652
1965-09-01,0.031938434,0.037296653,-0.029838502,0.014182806,0.030625165,0.014708161,0.07984716,0.16169119
1965-10-01,0.020486593,-0.00956136,-0.04118532,-0.009666443,0.022535324,0.019646108,0.020906866,0.06681937
1965-11-01,0.01901573,0.027841032,-0.030836642,0.008089185,0.031938434,-0.0014715195,-0.009298742,0.7423739
1965-12-01,-0.006146848,0.0663991,-0.07727444,0.022167623,0.03414476,0.0287866,0.06177634,0.6157731
1966-01-01,0.048176825,0.026247203,-0.08846152,0.017493606,0.026338398,0.06860191,0.052872717,0.3912999
1966-02-01,0.0497725,-0.017885566,-0.058097422,0.0011261702,0.020730615,0.06345004,0.02497065,0.045532465
1966-03-01,0.025152981,-0.00033277273,-0.1264394,0.017128825,-0.015241265,0.035912633,0.024149954,0.46132874
1966-04-01,0.04562366,-0.06078738,-0.08786881,0.00851202,0.004271984,0.037052453,0.016536176,0.17291567
1966-05-01,0.0029042363,0.026064813,-0.021122575,0.020685017,0.018451035,0.0019924045,0.026247203,0.16211045
1966-06-01,0.03180939,0.037553906,-0.025317013,-0.002110839,0.018633366,0.042158723,0.060258567,0.042158723
1966-07-01,0.0324021,0.04238665,-0.07688123,0.007828116,0.022007167,0.025426567,0.03883052,-0.07200289
1966-08-01,0.026566327,0.04466623,-0.055042803,0.0017188787,0.021414459,0.020092309,0.026794314,-0.081896305
1966-09-01,0.028481185,0.023511708,-0.002749145,-0.053720653,0.023602843,0.009925365,0.07457441,0.008831143
1966-10-01,0.021505654,0.012706459,0.012432933,0.013846278,0.019362867,-0.00087988377,0.0618999,0.40146685
1966-11-01,0.029028296,0.0471282,0.0023115277,0.037417173,0.024058819,-0.048204064,0.0012173653,0.48608506
1966-12-01,0.014119804,-0.0016093254,-0.0041624904,0.034499288,0.015943468,0.034955204,0.029073894,0.4791551
1967-01-01,0.07362163,-0.06673694,-0.0033323765,0.0072351694,0.022144616,0.039042056,0.00985086,0.55810195
1967-02-01,0.038309634,-0.006889701,-0.016881704,0.04416883,0.02240616,-0.001762867,0.04050684,0.36569095
1967-03-01,0.0236094,0.0030499697,-0.00913918,0.036740243,0.032398164,0.02988708,0.030828774,1.0282482
1967-04-01,0.0032069683,0.066559255,-0.0024952888,0.0068166256,0.028997779,0.04087305,0.117774665,0.95417154
1967-05-01,0.033287525,0.043017924,-0.050728798,0.027532995,0.037158728,-0.020543694,0.054370046,0.06624538
1967-06-01,0.0236094,0.02256316,-0.031843424,-0.0537107,0.03391528,0.03004402,0.07691741,-8.881092e-05
1967-07-01,0.027219057,0.026329756,-0.03163421,0.029050052,0.03286898,-0.02080524,0.022615433,-0.08002472
1967-08-01,0.02884084,0.026120484,-0.02708292,0.011838794,0.034699976,-0.0035415888,0.02517885,-0.05407691
1967-09-01,0.026957512,0.025126517,-0.020020485,-0.045654416,0.025754273,0.0060842037,0.029311657,0.04155314
1967-10-01,0.052434444,0.019215047,0.013774395,-0.013010383,0.01926732,0.0236094,0.041814685,0.07445866
1967-11-01,0.033287525,0.042285502,0.008752227,0.00064349174,0.025702,0.035013855,-0.013010383,0.33676124
1967-12-01,0.03250277,0.04715073,0.00393939,0.022981644,0.022301555,0.032712042,0.0657745,0.58870566
1968-01-01,-0.03437516,-0.016744435,0.01662001,-0.0043583214,0.020302355,0.008027822,0.004233867,0.57310313
1968-02-01,0.025509745,-0.13431966,0.023798734,0.030047596,0.030159175,0.028931737,0.0031180084,0.06977248
1968-03-01,0.06951213,0.027518302,0.008585751,0.020302355,0.02658841,0.01684317,0.022310913,0.3423789
1968-04-01,0.013458371,0.041801393,0.009329677,0.02941528,0.026737183,0.026179254,0.07754636,0.26211083
1968-05-01,0.02227372,-0.0069620013,-0.017451167,-0.025448203,0.0268116,0.023017645,0.069028586,0.26051143
1968-06-01,0.028262228,0.038900137,-0.0010479093,-0.02518785,0.034920216,0.03168422,0.071855426,0.010073572
1968-07-01,0.03157261,0.016545594,-0.028423846,0.01751268,0.028262228,0.013309598,0.053480834,-0.09697533
1968-08-01,0.027592689,0.045149,-0.013694406,0.013123602,0.028671354,-0.026489675,0.050542355,0.044851452
1968-09-01,0.016991943,0.008362591,0.0022253096,0.013272405,0.01855418,-0.0045070946,0.043661177,0.05024481
1968-10-01,0.02952686,-0.009974837,0.00438264,-0.028907388,0.02669999,0.00449425,0.06021321,0.07687685
1968-11-01,0.029675633,-0.006776035,-0.0073711574,0.028336614,0.029898822,0.0020765364,0.06170103,0.2929088
1968-12-01,0.03439948,-0.037016034,-0.018120676,0.022496909,0.015727311,0.00073748827,-0.0045070946,0.6855826
1969-01-01,0.024628758,-0.041169047,-0.05349338,0.021114826,0.014647067,0.0834496,-0.032358646,0.7670951
1969-02-01,0.0806995,0.042300463,-0.08053571,0.019026816,0.010776639,-0.041780174,-0.018862963,0.54021484
1969-03-01,0.0742318,-0.003381133,-0.058738887,0.018619359,0.013679445,0.060379624,0.059462905,0.120066166
1969-04-01,0.0023227334,0.021267593,-0.14546782,0.045101464,0.023610234,0.046018183,0.04662931,0.21336466
1969-05-01,0.027939022,0.0060403943,-0.12265247,-0.016163826,0.010623813,0.045101464,0.05635637,-0.028233528
1969-06-01,0.037055016,-0.008117318,-0.06245655,0.0032393932,0.020707369,0.023610234,0.08039397,0.27727818
1969-07-01,0.02167499,0.030332625,-0.051099837,0.02213335,0.027633488,0.027531624,0.069648325,-0.07585043
1969-08-01,0.017855465,0.04963398,-0.023701072,-0.027265966,0.03114748,0.0115914345,0.05075437,-0.05512309
1969-09-01,0.020860195,0.021725953,0.01704067,-0.04142368,0.024272323,-0.01789534,0.062213004,-0.034701288
1969-10-01,0.040314317,-0.0027700067,0.008433938,0.0026282668,0.024170458,0.020350933,0.065014005,0.41345724
1969-11-01,-0.03892827,0.04153657,-0.00017273426,0.04805523,0.02075833,-0.06591964,0.043217182,0.23342991
1969-12-01,0.03277713,-0.015960097,-0.017589808,0.019688845,0.022387981,0.0477497,0.047851562,0.16870159
1970-01-01,0.071054876,-0.06963521,0.04200077,-0.0034888983,0.029247522,0.040159643,-0.011661768,0.4607928
1970-02-01,-0.004072666,-0.041748643,0.03885734,0.014159143,0.030415058,0.02417314,-0.06774914,0.16059715
1970-03-01,0.02583462,0.0016303658,-0.0011088848,0.034142256,0.022781074,0.03548938,0.06656426,0.14595783
1970-04-01,0.019368231,0.016853452,-0.028725982,0.028484106,0.032660365,0.042898893,0.119059205,0.47480345
1970-05-01,0.022601426,0.021613479,-0.026525557,0.02920258,0.03468108,0.001046598,0.057223856,0.095124364
1970-06-01,0.029561818,0.030639589,-0.008069277,-0.0069466233,0.028214633,0.022332013,0.09022963,0.06005293
1970-07-01,0.016449332,0.023634255,0.0020794272,-0.0105391145,0.014204025,-0.010359466,0.033513546,-0.062540114
1970-08-01,0.023005605,0.044246078,0.028124869,-0.02594179,0.033468664,0.011734188,0.045054376,-0.043320358
1970-09-01,0.026912391,0.00926441,0.023185194,-0.01947534,0.031672418,0.028798461,0.031358063,0.17662853
1970-10-01,0.018874228,0.0133059025,0.01640439,0.0034266114,0.022870839,0.01891917,0.026148975,0.05583179
1970-11-01,0.0054473877,-0.023606718,0.018021047,0.03468108,0.021568596,-0.04062605,-0.026839912,0.69169873
1970-12-01,0.007782519,0.07177335,0.038542986,0.019682527,0.01200366,-0.0019171834,0.04155171,1.1677009
1971-01-01,0.00895071,-0.025951922,0.02598095,0.022284806,0.0015584826,0.060181797,0.050684154,0.60295033
1971-02-01,0.035197854,0.0060031414,0.042262614,0.021957338,0.004646361,0.001511693,0.0919497,0.34623358
1971-03-01,0.011945009,0.019898713,-0.008828104,0.03725648,0.027571678,0.018588722,0.03973615,0.5915813
1971-04-01,0.023407698,0.033419967,-0.010839939,0.029115617,0.022284806,0.04001683,0.09386796,0.1403268
1971-05-01,0.008857131,0.02743131,0.024858057,0.026589155,0.024296641,0.03023851,0.11169356,0.12643126
1971-06-01,0.02439022,0.023267329,0.021255493,0.003196001,0.03304571,0.020974815,0.06645113,0.004365623
1971-07-01,0.025372744,0.03589964,-0.030162692,0.021957338,0.026261687,0.0093717575,0.08764535,-0.09084457
1971-08-01,0.012412906,0.03580606,0.03444928,-0.0048980713,0.02743131,0.008482873,0.028975248,-0.009436309
1971-09-01,0.029583514,0.021863759,0.013067901,-0.026747286,0.021068394,0.009231448,0.03992325,0.33921564
1971-10-01,0.03164208,0.05138594,0.024764478,0.012600064,0.02158302,0.011102855,0.08053386,0.458053
1971-11-01,0.017699778,0.029723823,0.0049270988,0.005488515,0.019898713,-0.0026990771,0.06294215,0.24592364
1971-12-01,-0.003962338,0.06443936,0.017652988,0.023548067,0.028507411,-0.0939793,0.0670594,1.1180214
1972-01-01,0.035136282,0.0034381151,0.020134866,0.030050218,0.019415617,-0.04988885,0.05126798,1.1800733
1972-02-01,0.015305638,-0.011100948,-0.012899041,0.032464802,0.032207966,0.022806346,0.0071884394,0.41135335
1972-03-01,0.05327159,-0.107788146,0.027430117,0.05548072,0.027378738,-0.0112550855,0.01047647,0.32884556
1972-04-01,0.0098086,0.017412007,-0.118474066,0.041506767,0.019261539,-0.02774632,0.037705064,0.56902236
1972-05-01,0.006417811,0.034365714,-0.04726875,0.04207188,0.022806346,0.024501741,0.054401815,-0.034116805
1972-06-01,0.023988008,0.044948876,-0.088471234,-0.065660894,0.019569755,0.033132672,0.057638407,-0.028876603
1972-07-01,0.006263733,0.02522099,-0.13953775,-0.020142913,-0.011974335,0.007907689,0.039143562,-0.06345177
1972-08-01,0.013456166,0.019312918,-0.09150237,0.007599473,-0.040127635,0.02455312,0.05203861,-0.06853789
1972-09-01,0.037448168,0.055891693,-0.064838886,-0.028105974,0.00097209215,-0.01295042,0.03539318,0.075208604
1972-10-01,-0.021786869,0.04669559,-0.08877951,0.0054931045,-0.00046634674,0.022035778,0.072485745,0.16470331
1972-11-01,0.013764441,0.04525715,-0.09417385,0.02326876,0.022909105,0.043459,0.06734824,0.2046215
1972-12-01,-0.0077102184,-0.088419855,-0.085696995,0.026402593,0.034828067,0.07685256,0.06000167,0.91698325
1973-01-01,0.051003575,-0.03913814,-0.051674426,0.012200832,-0.010036111,0.020259857,0.0027986765,0.4055013
1973-02-01,0.0072758794,0.053242207,-0.0031212568,0.002002716,0.0027489066,0.03921354,-0.04296863,0.26695567
1973-03-01,0.04428774,0.048317254,-0.014513314,0.04329276,-0.016055465,0.023294449,0.11428189,0.18959898
