,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8
1965-01-01,-0.59487927,0.049744986,0.4245983,0.32554993,0.22973935,-0.14496689,0.23783398,0.6898068
1965-02-01,-0.46889797,-0.05960567,-0.30126613,0.6054757,0.18485114,0.11391306,0.8668575,-0.45859566
1965-03-01,-0.72718906,0.030612279,0.2072216,0.34159195,-0.08462529,-0.4917099,0.84772503,0.5449871
1965-04-01,-0.4986271,0.11317718,0.12774734,0.42400962,-0.26358947,-0.44152346,-0.20354232,0.12421527
1965-05-01,-0.41915303,0.24548702,-0.0030906678,0.37853274,-0.02325356,-0.25549492,-0.24475107,0.26255926
1965-06-01,-0.447999,0.19868556,0.24725322,0.34895068,0.29699808,-0.34615427,0.5864903,-0.03826537
1965-07-01,0.114501715,0.038706876,-0.02222333,0.26373667,0.072704196,0.14776316,-0.251374,-0.13996294
1965-08-01,0.28345805,-0.14820468,-0.03532187,0.48435116,0.10478823,0.13451748,-0.017219448,-0.23680374
1965-09-01,-0.16630726,0.07550051,-0.9360296,0.37249857,0.1596843,-0.11612066,1.0823209,0.06328503
1965-10-01,-0.10066728,0.13657789,0.5535232,-0.41782838,-0.0768251,0.5224694,-0.22664866,-0.117003724
1965-11-01,-0.2813976,0.17587352,0.22738457,-0.13657792,-0.31789684,-0.23945284,-0.4225379,-0.29905853
1965-12-01,-0.30774182,0.26800472,-0.045035362,0.20795755,0.077119395,-0.14275928,0.013245726,-0.13966861
1966-01-01,-0.24810366,0.11327414,0.51125276,0.4461526,0.13077883,-0.036022045,0.5420667,0.31175703
1966-02-01,-0.15363617,-0.022423387,-0.06133876,0.48014933,-0.015045357,0.27920708,0.0005786419,-0.30437908
1966-03-01,-0.20325693,0.0024593354,0.5126994,0.12484751,0.07985611,0.035009384,-0.022712708,0.13844618
1966-04-01,-0.1886456,0.1668009,-0.15030889,0.4661166,0.10922346,0.20441428,0.7745463,-0.32694715
1966-05-01,-0.3105998,0.2537457,0.5508913,-0.0201087,-0.07132082,-0.59024084,-0.28224504,0.33157647
1966-06-01,-0.011284018,0.17692757,0.5090827,0.17794028,0.23407099,-0.5316508,0.22640367,-0.051356744
1966-07-01,0.16347356,0.06408739,-0.44427198,0.32550046,0.019385386,0.0947568,0.40231857,-0.14625819
1966-08-01,0.14944088,-0.002893305,-0.31074452,0.33041912,-0.0947568,-0.004773998,0.09548013,-0.014756012
1966-09-01,-0.052369405,0.12484751,0.35356578,-0.0280653,0.028210068,-0.31841177,0.19038157,0.091574095
1966-10-01,-0.4995347,0.13902482,0.13801217,0.0865108,0.1895136,-0.10473881,0.30886376,-0.019240666
1966-11-01,-0.43949795,0.08795746,0.38611585,0.27125037,-0.15725288,-0.39277053,-0.5069127,0.1148655
1966-12-01,-0.073056795,0.17519157,0.3226071,0.28542772,-0.27182907,-0.18141222,0.39580855,-0.050633382
1967-01-01,0.065778635,0.009492099,0.19233999,0.37435517,0.020482957,0.019983387,0.56353104,-0.20099941
1967-02-01,-0.59317315,0.14637823,0.07726903,0.32539597,-0.017152393,-0.2819321,0.6442971,0.32772732
1967-03-01,0.027144145,0.16852646,-0.14804344,0.5373862,-0.25578716,-0.053788614,0.19467135,-0.04329734
1967-04-01,-0.3262287,0.2589512,-0.10274792,0.728727,-0.027976716,-0.69692004,0.3157373,-0.023313928
1967-05-01,-0.3122402,0.37735265,0.28109947,-0.0414655,0.041798543,-0.654955,0.40649518,0.2679437
1967-06-01,-0.17452154,0.085428916,-0.055120848,0.18318091,0.06594515,-0.32672814,0.67843544,0.23480463
1967-07-01,0.10208173,0.09875117,-0.13472123,0.10041647,-0.050291486,0.121399,-0.1042466,-0.089425586
1967-08-01,0.059617065,0.20682788,0.57368934,-0.029975032,0.22447987,0.038134944,-0.2729396,-0.3633643
1967-09-01,-0.34970903,0.06844306,0.6829318,-0.37135768,0.104746185,-0.24629505,0.14587861,0.03713577
1967-10-01,-0.09558711,0.03563702,0.44396392,0.19550398,0.19084121,0.05795177,0.2484599,0.011656964
1967-11-01,-0.4809332,0.4051629,0.075936794,0.69808567,-0.33638674,-0.49442196,0.3671945,-0.112239935
1967-12-01,-0.72123325,0.21182375,-0.26711112,0.43380576,0.00066610577,-0.34321442,0.27360553,0.7057461
1968-01-01,-0.14906745,0.3246075,-0.09357417,0.17398281,0.23103335,-0.07375512,-0.017412473,0.5737611
1968-02-01,-0.07106533,-0.0866375,0.6414288,0.14609459,0.047565676,0.6381729,0.0033975602,0.82801104
1968-03-01,-0.15147406,-0.2836953,0.653745,-0.2645841,-0.01854496,-0.058041383,-0.13066408,-0.17511535
