,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5,zgu200_cluster6,zgu200_cluster7,zgu200_cluster8
1965-01-01,-1.095945,0.43570596,-0.2652687,0.6302578,-1.0750889,0.22225228,0.8795589,0.3128479
1965-02-01,-1.5104691,-0.16033478,-0.035521317,0.68696177,0.97243536,-0.44483072,1.2872387,-0.025744628
1965-03-01,-1.4208511,0.5021862,-0.3529314,0.5422699,0.25158176,0.9440838,0.8694557,-0.3688999
1965-04-01,-0.6227627,0.13687095,-0.04399414,0.26168403,0.16685219,-0.097113036,0.64166415,-0.71531373
1965-05-01,0.13947792,0.29785728,-0.638731,0.04986,-0.027374078,0.6863102,0.34902078,-1.1171277
1965-06-01,-0.57746506,0.015642548,-0.33077127,-0.18640518,0.6159193,0.67294884,-0.61103094,-0.12253227
1965-07-01,-0.48849908,0.051163863,0.011405945,-0.17108841,0.4233223,-0.67685926,-0.10656357,0.1958557
1965-08-01,-0.17630272,-0.13980408,-0.13035354,-0.078863524,1.2999481,-1.1008333,-0.58724153,0.60353583
1965-09-01,-0.3389187,0.24310875,-0.3496727,0.05637779,0.63710177,1.005024,-0.6993454,-0.15316506
1965-10-01,0.5422697,-0.1697853,-0.0368248,0.05865898,-0.6185261,-0.01629429,1.1467831,-0.104608536
1965-11-01,0.040735245,0.3043747,-0.14827652,0.18966408,0.076582335,0.19064179,0.3760689,-0.50935537
1965-12-01,-0.7198757,-0.11634026,-0.11503677,0.21573487,0.014664459,0.43049163,0.6791412,-0.870108
1966-01-01,-0.99617845,0.22450924,-0.3587553,0.5642273,-0.29573518,0.1316208,1.0509923,-0.09551506
1966-02-01,-0.8898312,-0.05612755,0.28424722,0.3328251,-0.08369865,-0.3751667,0.8471615,-0.29540712
1966-03-01,-0.1427803,0.15492478,-0.14048252,-0.14671859,-0.7887367,-0.3633507,0.65744436,-0.0968277
1966-04-01,-0.4897194,0.3492365,-0.5015354,0.1519703,0.27768248,0.16345826,0.702412,-0.36958694
1966-05-01,0.12407074,0.17166443,-0.5675095,-0.17429009,-0.5573343,0.6771383,0.5458466,-0.40536404
1966-06-01,-0.34267235,-0.3512062,-0.3410309,0.20973893,-0.1079876,0.5172905,-0.38763922,-0.43162233
1966-07-01,-0.6679481,0.13523063,-0.04004364,0.08140068,0.91116637,-0.3065668,-0.46411744,-0.23435631
1966-08-01,-0.04759369,0.063676454,-0.29343796,-0.09059143,0.49792463,0.17954178,-0.5678379,-0.03873062
1966-09-01,-0.3728695,-0.05776863,-0.186763,-0.10831604,-0.03512039,0.39420396,-0.22615051,-0.14836006
1966-10-01,0.034792326,-0.16805363,-0.85208476,0.028884124,0.23731022,0.42472953,0.46181947,-0.41291314
1966-11-01,-0.2734154,0.1368719,-0.25404987,0.1168499,-0.20120506,0.637751,0.43359146,-0.24092063
1966-12-01,-0.8120407,0.44672126,-0.46017838,0.5140079,-0.29540712,0.05054779,0.7070072,-0.24387512
1967-01-01,-0.7481125,-0.23184624,-0.39609796,0.8957106,0.017959977,-0.44997787,1.0390632,0.3412384
1967-02-01,-1.2238868,0.5182255,-0.8797096,0.7066414,-0.39968985,0.98126507,1.289196,-0.87317884
1967-03-01,-0.9453453,-0.405241,0.44018134,0.4924284,0.33993262,0.23054008,0.30793077,-0.13388328
1967-04-01,-0.89179194,-0.3448305,-0.024817277,0.33960572,1.3998944,0.20605011,-0.12963715,-0.8186461
1967-05-01,0.30597192,0.23119335,-0.79970664,0.016000366,-0.44050807,0.94207954,0.17502785,-0.97310144
