,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8
1965-01-01,-4.25943,1.068512,-0.62197876,1.3244629,-2.2281494,0.988678,-8.35141,-10.9470215
1965-02-01,-4.7542725,1.1773987,-1.1447754,0.82214355,-1.1762085,1.11203,-9.345734,-12.256165
1965-03-01,-5.5869446,0.9803772,-1.4131165,0.6016846,0.2793579,1.5302429,-9.506805,-12.7430725
1965-04-01,-5.287781,2.0210266,-1.4742126,0.2467041,0.7935791,2.4371643,-9.773956,-12.338623
1965-05-01,-3.9645386,2.5923157,-1.0885315,1.0854492,0.7775879,2.7474976,-8.786499,-11.091217
1965-06-01,-1.5730591,2.729004,-0.23883057,1.7101135,0.96517944,2.4585571,-6.433441,-9.352356
1965-07-01,-0.060272217,3.5093079,0.6048584,2.3726807,0.49957275,2.1935425,-4.3728027,-4.5574036
1965-08-01,0.63827515,3.4509277,1.0973206,3.231903,-0.777771,2.1795654,-3.1807556,-1.8714905
1965-09-01,1.0536499,3.2191467,1.8909302,3.3917847,-1.0105591,1.9443054,-3.5772095,-3.4185486
1965-10-01,0.14086914,3.6340942,1.8637695,2.9759827,-0.34710693,1.9820251,-4.3063965,-7.5316772
1965-11-01,-2.4083252,3.2528992,1.2276001,1.9386292,-0.64349365,2.0,-6.682434,-9.148315
1965-12-01,-3.4516296,2.9545288,0.037597656,1.0465088,-1.1090088,1.9770813,-9.248566,-10.413666
1966-01-01,-4.2921143,2.3443909,-1.10849,0.5708008,-0.5734558,1.83255,-10.302277,-11.658325
1966-02-01,-5.4589233,1.9864807,-1.4765015,0.48214722,-0.11843872,1.5260315,-11.164001,-13.072235
1966-03-01,-5.916992,2.0145264,-1.5165405,0.41186523,0.1758728,1.8233948,-11.387573,-13.045197
1966-04-01,-5.3540344,2.1634521,-1.2601929,0.28948975,-0.21228027,2.323822,-10.865967,-12.624451
1966-05-01,-3.7706604,2.5768738,-0.45999146,1.0997925,-1.4100647,2.616211,-9.397583,-11.729431
1966-06-01,-1.2110901,2.9453125,0.14749146,1.9725342,-0.8555603,2.46875,-7.232849,-9.8703
1966-07-01,-0.019683838,3.8633728,0.4765625,2.8759766,-0.2859497,2.3086548,-5.527069,-5.288025
1966-08-01,0.41375732,2.9226074,1.5317688,3.1752625,-2.3921204,2.0335388,-3.7476807,-2.4632263
1966-09-01,1.0414429,2.6183777,2.2084045,3.2230225,-2.2329102,2.052063,-3.3746338,-3.4901123
1966-10-01,0.24859619,2.4316711,1.9636841,3.253662,-2.590088,1.5779114,-4.295105,-6.6536865
1966-11-01,-1.7284241,2.0986633,1.1828613,2.950409,-3.018402,1.0255432,-6.109192,-8.939301
1966-12-01,-3.10083,2.0943909,0.015197754,1.8180237,-2.7972717,0.934021,-8.287506,-10.333405
1967-01-01,-4.0739746,1.1566467,-0.6032715,1.1065369,-2.0806885,1.0279236,-9.055176,-11.822754
1967-02-01,-4.5181885,0.71743774,-0.91275024,0.6838684,-0.99490356,1.0905457,-9.9270935,-12.476318
1967-03-01,-4.908661,0.833313,-0.6531372,0.67803955,-0.45181274,1.4448242,-10.75177,-12.338379
1967-04-01,-5.1293945,1.7173767,-1.0406494,0.76882935,-0.83081055,1.9272156,-11.681183,-11.730255
1967-05-01,-3.9093018,2.2408447,-0.55075073,1.3603821,-0.68948364,2.4997559,-10.58728,-11.031525
1967-06-01,-0.8652954,2.525299,-0.01940918,2.3760376,-1.1407471,2.0109558,-7.4451294,-8.447296
1967-07-01,0.5312195,3.0293274,0.7746277,3.366394,-2.2012634,2.1749268,-4.3202515,-4.819092
1967-08-01,1.2573853,2.2389832,2.1002502,3.7574768,-3.5234985,1.8218079,-1.4150391,-0.9277344
1967-09-01,1.2550049,1.9386292,2.2421265,3.4170532,-3.6065063,1.2870483,-2.0594482,-2.2948303
1967-10-01,1.2892151,1.4354553,1.678833,3.124237,-4.050598,1.1524658,-3.5457764,-5.601654
