,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8
1965-01-01,0.22473542,-0.7984215,0.0946331,0.6415335,0.18426247,0.20104042,0.061224557,0.025019694
1965-02-01,0.09110107,0.03767662,0.5561724,-0.3623435,-0.18882486,-0.81858444,-0.61165714,0.011479592
1965-03-01,0.30141333,-0.70893943,-0.29552633,0.020162916,-0.21060666,-0.0017662048,0.3632266,0.054748893
1965-04-01,0.7492652,-0.4151792,-0.40752617,-0.027815973,-0.5527874,0.22650161,0.32084036,-0.018543983
1965-05-01,1.0938007,-0.53144705,-0.35042244,0.2512268,-0.5298281,-0.39943156,0.79150426,-0.16468823
1965-06-01,0.9648758,-0.41797552,-0.12612852,-0.008388901,-0.068436146,-0.07314567,-0.16983935,0.044741057
1965-07-01,-0.039442778,0.022812033,0.03870692,-0.30244356,0.46566,0.5307112,0.16674867,-0.021487474
1965-08-01,0.24489832,0.26932928,0.20516118,-0.17837544,-0.05577912,0.021193122,-0.29464328,-0.04915626
1965-09-01,0.6384428,-0.18455681,-0.4340175,0.4921515,-0.3941332,-0.28257498,-0.017955398,-0.015894841
1965-10-01,0.30568138,0.0036792755,0.79371196,-0.49112114,0.38162342,-0.58796203,0.29596788,0.031789683
1965-11-01,0.061224557,0.58325243,-0.457271,0.38338953,-0.027080059,0.3454185,-0.55661386,0.17881696
1965-12-01,0.7179171,0.20501404,-0.12863044,0.3577811,-0.003973675,0.034586,-0.3776497,0.09271991
1966-01-01,0.64015096,-0.030814052,-0.25736234,-0.049620748,0.18980293,-0.52456206,0.028065348,0.048897408
1966-02-01,0.07971148,-0.12672818,0.12238817,-0.57490605,-0.09142947,-0.3577612,0.52326006,0.050778054
1966-03-01,0.07566075,-0.25172034,0.16969423,-0.18502888,-0.0201087,0.0925868,0.23363695,-0.014322018
1966-04-01,0.34155846,0.46322328,0.34155846,-0.16781357,-0.09533544,-0.59024084,-0.27689236,0.008101344
1966-05-01,0.33635044,-0.62076545,-0.075226784,0.00868001,0.49172273,0.7310015,0.4421019,-0.062496066
1966-06-01,0.7830817,-0.12831955,-0.32506648,-0.006654692,-0.104449466,0.19804892,-0.08361745,-0.058590077
1966-07-01,-0.101122096,0.20426965,-0.37714657,0.50156003,0.1595676,0.49562865,-0.09562478,-0.038770724
