,vws_v500-250_cluster1,vws_v500-250_cluster2,vws_v500-250_cluster3,vws_v500-250_cluster4,vws_v500-250_cluster5,vws_v500-250_cluster6
1965-01-01,1.3412434343142612,8.919725037276308,9.453124780834056,1.0980257967629727,-2.565617921709773,-7.146078715300631
1965-02-01,-6.445416123891578,5.83396744511222,5.973073178168245,6.998882962613665,-1.2258203661604012,-2.1021924247506294
1965-03-01,-4.4034543518690334,7.818823029505853,8.708907369345932,3.1903742920896505,-2.1000892212653666,-0.5893918196680406
1965-04-01,0.9344107258252109,0.5875825248377636,1.8483051464290454,1.0966372380179703,-0.2792718801628856,-1.1975154223115934
1965-05-01,1.9656228264580209,-1.7876573589577007,7.983062190972694,-1.359741761916749,2.4648774819645007,4.538301247622522
1965-06-01,3.127238848169871,-8.826497873081799,1.1010492163782866,-4.334991709353587,5.032236858345768,3.406982818303537
1965-07-01,-2.3237774196870693,-9.44879181594405,-1.6973157391853124,-3.09925197066807,3.9684060097247458,0.870782852396681
1965-08-01,1.1502258516142938,-7.534152514709324,0.13669717850914678,-1.743636253126032,4.924165075898608,0.9007289009110566
1965-09-01,2.8504993614664995,-5.506643712653182,2.8240427245887347,-0.6488014864102674,4.2977182524851845,4.546786262677385
1965-10-01,4.630149293328359,-1.336238745044589,7.275388413233749,1.3242938201154852,-1.3739132945502242,-0.8419126999952545
1965-11-01,1.791670895735007,1.6391947535283709,5.259241070765357,2.276219071200053,0.3913802990039436,-8.314633048435127
1965-12-01,-2.492822052621793,4.211672127837552,9.644270040561063,3.4531457836741457,1.4140438746766113,-2.936555021990568
1966-01-01,-3.1385233734009037,7.766808790573238,12.194481161333869,0.5871308309118333,-2.795819936166709,-5.872862620188818
1966-02-01,2.4804315901129312,6.555451054884697,3.621318982059479,0.9781044576408802,-1.5912967386555383,-6.188026739969573
1966-03-01,-1.4078755267933782,4.131638760163954,5.195816951760066,5.19407230206676,-1.1816752135927844,-4.474280179844296
1966-04-01,1.55335551103053,1.8875072479269264,3.082870683326165,1.8821152231037257,1.611317030151035,-0.0009518297776011322
1966-05-01,-1.151522784480753,-0.9055472215712234,8.799021608103383,-0.7749373212689377,2.850031649639,4.2247865236340285
1966-06-01,1.9600185979641183,-7.144923049594936,0.9951444839418014,-4.900360385254326,5.074226910187876,-4.085750365237666
1966-07-01,-4.68207412567447,-8.040421342083361,-1.2630040689899165,-2.098503111002315,3.9753227688026462,3.0780257021996684
1966-08-01,0.27048736111344407,-6.901994942947354,0.22858092127415672,-0.06749134719601578,4.74439244794735,0.40094122476304
1966-09-01,1.5315043356281373,-5.557751419948618,1.1416232823856183,-0.8596449756346434,3.488843245672707,2.757736840971838
1966-10-01,0.8358264244534428,0.1596346807688613,2.9509132727165257,0.7774392584084138,2.8308944225839237,0.64954000152884
1966-11-01,-3.084287175447655,0.5610289221977224,8.026712215301945,3.175259001718219,6.8939022505135465,0.6585513948448121
1966-12-01,-3.507466762241892,4.598666461197944,12.539378538505494,6.229534434144572,1.0966067998059497,-1.9821486351548443
