,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,2.3682861,-13.4487915,-1.3998718,-4.844208,0.42782593,0.10650635
1965-02-01,2.589447,-15.856689,-1.3927612,-5.7407227,0.56417847,0.19494629
1965-03-01,3.1718445,-14.820251,-0.65319824,-4.6359253,1.704895,0.7109375
1965-04-01,3.9494934,-13.1519165,0.3500061,-3.206604,2.5668945,2.310913
1965-05-01,3.491455,-7.3285522,2.1801758,0.71920776,3.0698242,3.7034912
1965-06-01,2.9779663,-1.8659363,3.1211853,4.0492554,3.5023804,1.9086914
1965-07-01,2.7573547,1.450592,3.0881653,6.2561035,3.2847595,0.5649414
1965-08-01,2.6156616,1.0614014,1.7943726,7.802368,3.057251,-0.03930664
1965-09-01,3.256073,-0.40881348,1.7147827,8.339996,3.557953,0.5482178
1965-10-01,3.5727234,-2.9172668,2.8237915,7.0569763,3.6535645,2.8951416
1965-11-01,3.3905945,-7.318634,2.0603638,3.1466064,2.6621094,2.5333862
1965-12-01,2.7260132,-10.813812,0.098968506,-1.3001099,1.2730408,1.0230408
1966-01-01,2.4861145,-12.617493,-1.2628174,-4.0343933,0.7654419,0.36001587
1966-02-01,2.9451294,-14.560394,-1.6641235,-4.6308594,0.6425171,0.2557373
1966-03-01,3.513794,-12.799103,-1.3067627,-3.4182434,2.0437622,0.8233948
1966-04-01,3.6380005,-11.633514,0.45541382,-1.9137573,2.5618591,2.612793
1966-05-01,3.5556946,-6.055603,1.9737549,1.648468,3.6651306,3.5420837
1966-06-01,2.9987793,-1.2383118,2.7662964,4.6266174,3.6659546,2.1853333
1966-07-01,3.117035,2.186615,3.1291199,6.792816,2.7332458,0.55773926
1966-08-01,3.058258,2.9281616,2.0804443,8.715424,3.4097595,-0.20349121
1966-09-01,3.1846924,1.105011,2.699585,8.692596,3.755066,1.0581055
1966-10-01,2.8345947,-2.0595703,3.148285,6.3162537,3.8719177,2.1775208
1966-11-01,2.8001404,-4.459656,1.0724487,2.7103882,2.7295532,1.7426453
1966-12-01,2.9431152,-8.699493,-0.6691284,-1.5718384,1.6274109,0.11300659
1967-01-01,2.340088,-12.220398,-1.7877197,-4.446106,0.51608276,-0.19610596
1967-02-01,2.1217346,-15.087616,-2.0932007,-5.6019897,0.2406311,-0.15499878
1967-03-01,2.957306,-14.747864,-0.3972168,-5.118988,1.1663513,1.2805481
1967-04-01,3.988617,-12.186005,0.12927246,-3.0534668,2.907837,2.457611
1967-05-01,3.6541748,-6.630768,2.1697083,0.83602905,3.680725,3.7373047
1967-06-01,3.271515,-0.94644165,3.4618225,3.790863,3.8855286,2.664032
1967-07-01,3.2186584,1.4051514,3.7234802,6.8095703,3.56073,0.25878906
1967-08-01,2.7167664,2.2039185,2.5810547,8.7907715,3.0142517,-0.7003479
1967-09-01,3.2668152,0.67404175,2.6307678,8.713806,3.4942017,0.11312866
1967-10-01,3.0195618,-2.9978638,2.9689636,6.834839,3.7462463,2.180664
1967-11-01,2.7461548,-5.8775635,1.5596924,3.8584595,2.7296143,1.8381348
1967-12-01,2.7679443,-9.242828,0.18017578,-1.01828,1.8909912,0.5748291
1968-01-01,2.3642578,-12.193634,-1.4289246,-4.5968933,0.7928772,-0.04598999
1968-02-01,2.669159,-13.742035,-2.186432,-6.314453,0.7772522,-0.11502075
1968-03-01,3.0472717,-14.006409,-1.1623535,-4.592987,2.4245605,0.8680115
1968-04-01,3.586731,-12.297211,0.48797607,-2.184906,3.3418884,2.5905762
1968-05-01,3.0247498,-5.1734314,2.2862854,1.7842407,4.141083,3.7384644
1968-06-01,2.7154846,-1.8166199,3.28479,3.8901978,4.0722046,2.6130981
1968-07-01,2.4844666,0.30670166,3.546875,5.7023926,3.6309814,0.7968445
1968-08-01,2.649414,2.1053467,1.7245178,6.404022,3.0332336,0.049743652
1968-09-01,2.522583,0.41357422,2.0254822,7.1447144,3.7709656,0.031707764
1968-10-01,2.649109,-2.8608704,2.4680786,5.7834473,3.448883,1.6128845
1968-11-01,2.5100403,-6.403839,1.3353577,2.8127441,2.1133728,1.5317078
1968-12-01,2.4212036,-10.281891,0.39675903,-1.0925293,1.0733643,0.9042053
1969-01-01,2.3397827,-11.979279,-1.5586548,-3.8921814,0.13186646,0.2492981
1969-02-01,2.469818,-14.518616,-2.4618225,-5.9085083,0.5895691,-0.27545166
1969-03-01,3.0326538,-15.405823,-0.63864136,-4.0632935,1.6712952,0.8452759
1969-04-01,3.7281494,-14.665222,1.9304504,-2.2797546,2.714447,3.50766
1969-05-01,3.683014,-7.4872437,3.0195007,1.473053,3.9075928,4.5121155
1969-06-01,3.1557922,-2.2009277,3.3296204,4.264862,4.138733,2.3887024
1969-07-01,3.2360535,-0.32910156,2.8515015,6.254608,3.0945435,0.5348816
1969-08-01,3.0577698,0.7862854,1.4421082,8.24115,3.0536804,-0.53045654
1969-09-01,2.881134,-0.9178467,1.7402649,7.609192,3.9394226,0.54400635
1969-10-01,3.3937683,-4.98407,2.377472,6.0180054,3.8275452,2.3195496
1969-11-01,3.2308655,-7.890167,2.3843079,2.514038,2.8304138,2.0356445
1969-12-01,2.666504,-11.098267,0.40170288,-1.1549988,1.6010132,0.863678
1970-01-01,2.3851318,-13.641174,-0.53756714,-3.809967,0.6236572,0.9460144
1970-02-01,2.7453308,-15.539917,-1.3716736,-4.367737,0.87072754,0.6460266
1970-03-01,3.240448,-15.326843,-0.63739014,-4.277069,2.6184998,1.7269287
1970-04-01,3.7717896,-12.950836,1.6730042,-1.433075,3.0811462,3.5171204
1970-05-01,3.7333374,-7.6552734,2.7193298,1.398468,3.759674,3.949768
1970-06-01,3.0130005,-2.9759827,3.783722,3.8312378,4.23468,2.1782532
1970-07-01,3.1966248,0.84213257,3.3939514,6.5961,3.9068909,0.6282654
1970-08-01,3.2929077,2.6833801,2.960785,8.597473,3.8415222,-0.094696045
1970-09-01,3.0681458,-0.5715637,2.781952,9.057129,3.9690247,0.43676758
1970-10-01,2.727295,-4.0071106,2.6121216,5.8648987,4.1023865,1.8434753
1970-11-01,2.7815247,-5.749481,1.6967468,3.1586304,3.1183472,2.0805664
1970-12-01,2.6697693,-7.997223,0.5720215,0.1484375,1.914032,0.9676819
1971-01-01,2.6808167,-11.490936,-1.1981201,-3.2408752,1.0551147,0.4779663
1971-02-01,2.50885,-14.606476,-1.1512146,-4.2850037,1.312561,0.15133667
1971-03-01,3.218048,-14.7664795,-0.42276,-3.314911,1.8557129,0.98257446
1971-04-01,3.8478699,-12.791595,1.2872925,-1.028717,2.5325012,2.6535645
1971-05-01,3.6300964,-6.809967,3.291626,2.7796936,3.435913,3.7827759
1971-06-01,3.402954,-1.9164124,4.091278,4.8621216,3.798767,1.7263489
1971-07-01,3.1237793,0.73117065,3.1573792,6.398407,3.023468,0.13476562
1971-08-01,2.88208,2.0356445,3.0159912,8.794403,3.3179321,-0.08566284
1971-09-01,3.2955322,0.5748291,2.512329,7.6928406,4.153839,1.0052185
1971-10-01,2.705841,-3.559784,2.3777466,5.5505676,3.6486511,1.6973267
1971-11-01,2.8716125,-6.540161,1.7123718,2.433319,2.6181335,1.4050293
1971-12-01,2.704956,-10.1094055,0.32421875,-0.9071655,1.6144104,1.0916138
1972-01-01,2.582611,-14.31604,-1.2710266,-4.6263733,0.7854004,0.31097412
1972-02-01,2.531952,-16.22705,-2.0022278,-6.617737,0.32678223,0.42819214
1972-03-01,3.0908508,-16.492188,-0.71643066,-5.5839844,1.4404297,1.1544495
1972-04-01,3.7252502,-13.526337,0.91604614,-2.686554,2.5506897,2.8414612
1972-05-01,3.66333,-7.8206787,2.1420593,0.46627808,3.7006226,4.030609
1972-06-01,3.3033142,-3.035797,3.2612305,3.9010925,4.1889954,2.8834229
1972-07-01,2.899109,-1.0420837,3.210907,6.4227905,3.4648438,0.40792847
1972-08-01,3.1507568,0.58547974,1.4759827,7.8150635,3.1058044,-0.15673828
1972-09-01,3.16745,-2.8502502,1.8168945,7.6203613,3.3597107,1.107666
1972-10-01,3.124817,-5.975647,2.4882812,5.8144226,3.7929077,2.6676025
1972-11-01,3.0381775,-9.235413,1.3700562,2.130005,3.164917,2.3954163
1972-12-01,2.88031,-13.380371,0.16867065,-2.222046,1.1811218,1.3298645
1973-01-01,2.5853577,-16.44986,-1.5189819,-5.748535,0.418396,-0.20004272
1973-02-01,2.6105042,-16.833954,-1.9952698,-6.1219177,0.6473999,-0.08996582
1973-03-01,3.532257,-16.361206,-1.0400085,-4.784149,1.702179,0.89151
1973-04-01,3.9857788,-13.993622,0.71154785,-2.3165588,2.7789917,2.8610535
1973-05-01,3.3511963,-7.7972107,2.684204,1.489563,3.6371155,3.948761
1973-06-01,2.9262695,-2.6989136,3.4689636,3.3097534,4.376251,1.8568726
1973-07-01,2.841156,0.9154663,2.8630066,6.6372375,3.723175,-0.118499756
1973-08-01,2.8075562,1.625061,2.3439941,8.694397,3.821167,-0.617157
1973-09-01,2.8800354,-0.8718567,1.9713135,7.9561768,4.2892456,0.09414673
1973-10-01,2.8153076,-3.3190918,2.4813232,6.738556,4.380829,1.9687195
1973-11-01,2.6780396,-7.3922424,1.3625183,2.3595886,3.3814087,1.8872681
1973-12-01,2.463684,-10.258026,0.120025635,-1.4406433,2.0175781,0.34768677
1974-01-01,2.1454468,-13.635681,-1.3420715,-3.749298,0.9002075,-0.045928955
1974-02-01,2.4171143,-14.643494,-1.7037659,-5.3239136,0.6173096,-0.17562866
1974-03-01,3.1050415,-15.007935,-0.93167114,-4.163147,1.7183533,0.8093872
1974-04-01,3.5238342,-12.99295,0.5840454,-1.5994873,2.683899,2.9638672
1974-05-01,3.4950867,-7.653656,2.2136536,1.0966797,3.8553467,3.4706116
1974-06-01,3.3255005,-3.675415,3.4067688,4.040619,4.033783,1.9809265
1974-07-01,3.3365784,0.014038086,2.6332092,6.271942,3.5455933,0.53189087
1974-08-01,2.8398743,1.2578735,2.4805908,8.7326355,3.5040894,-0.105285645
1974-09-01,2.770111,-0.54803467,2.205719,8.55127,4.187134,0.20965576
1974-10-01,2.8513489,-3.4173584,2.4847107,6.23114,4.2585754,2.0202026
1974-11-01,2.9907837,-7.2201233,1.9506531,3.4048767,3.039734,1.8875122
