,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6
1965-01-01,3.946481453741409e-05,0.00010491586137851257,1.5765748647330234e-05,-7.102228778421704e-05,0.00043323307181708515,5.110660556120553e-05
1965-02-01,3.807475101045762e-05,0.00010613446301292806,1.747445897611518e-05,-0.0005251795755611965,0.0005133139079828796,5.2681515984604076e-05
1965-03-01,3.7384704095468425e-05,0.00010472776921233162,1.543011383849565e-05,-1.7074506786229904e-05,0.0006202126984901138,5.421374446472548e-05
1965-04-01,3.829882189165801e-05,0.00010399163286257092,1.3825639181656395e-05,0.0006229815426195273,0.0006191732322086433,5.444520811028214e-05
1965-05-01,4.325328712623692e-05,9.957686762347641e-05,9.064168201196784e-06,0.001003886791295372,0.0006756938283184642,5.8528732754186625e-05
1965-06-01,4.4673455949726234e-05,9.965244230226658e-05,-4.961336230735469e-06,0.00300010997307254,0.000713997915705764,6.752728803243225e-05
1965-07-01,3.9846123767796946e-05,9.396843822850358e-05,-6.417890574539342e-06,0.0037795514799654484,0.0007136884960345924,7.414242700730084e-05
1965-08-01,4.1928179915261904e-05,9.57719402365564e-05,-2.933999354581829e-06,0.0029872895538574085,0.0007295667800415112,6.831358386805714e-05
1965-09-01,4.272024147866524e-05,9.645091700977424e-05,-1.4610398816709373e-06,0.0017479447706136853,0.0006840911258845345,6.302490341241913e-05
1965-10-01,4.1413696134839665e-05,9.644819718752322e-05,1.228739942386407e-05,0.0004258567514625611,0.0005604440000177803,5.534508605393572e-05
1965-11-01,3.9625882983385594e-05,9.936398523028142e-05,1.8031048891013295e-05,-0.0005395049356593518,0.00042052695215189537,5.2061777108000835e-05
1965-12-01,4.116067266499812e-05,0.00010097403338433998,1.95880015022946e-05,-0.0004064317636220949,0.0003954694349024641,5.3305730677557866e-05
1966-01-01,3.9349870757576536e-05,9.874361456327496e-05,1.6987030448945006e-05,-0.00038883854358573444,0.0003706086365702121,5.449824910634432e-05
1966-02-01,3.7727520239978944e-05,0.00010389116401451508,1.6189441491102723e-05,-0.00019000143538505654,0.00045612913182642504,5.332185905026931e-05
1966-03-01,3.936786853363005e-05,0.00010708773472634632,1.7019728678254374e-05,4.290804724860209e-05,0.000531552895584977,5.301904324865477e-05
1966-04-01,3.8115230678015626e-05,0.00010427331636449146,1.5161360996292691e-05,0.0004906589765596436,0.0006340004084019089,5.6708560088846944e-05
1966-05-01,4.1735600032634364e-05,0.00010000883429754703,4.015908909119996e-06,0.0013079305972496513,0.0006824901854423316,5.910065976992212e-05
1966-06-01,4.218265857662629e-05,9.65827244466969e-05,-4.867523273333063e-06,0.0027983882318949327,0.0007305524042366367,6.842004068224041e-05
1966-07-01,4.331956374239218e-05,9.499826341024822e-05,-7.391866555887343e-06,0.0037170124414842576,0.0007178473568178321,7.197887323928452e-05
