,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,30.914306640625,273.66976737976074,160.2709452311198,406.8800735473633,96.63465287950304,73.41622488839286
1965-02-01,31.30295435587565,232.58848190307617,161.42227172851562,387.50804901123047,98.46420994511357,74.83089447021484
1965-03-01,31.70361836751302,259.2890739440918,167.07542419433594,411.3542175292969,101.55874888102213,76.58958980015346
1965-04-01,32.756640116373696,300.1880407333374,176.56280517578125,447.50755310058594,106.28974349410444,81.47569383893695
1965-05-01,32.614447275797524,437.576961517334,189.0695317586263,526.5298843383789,109.07161853931568,83.12304905482702
1965-06-01,31.842062208387585,559.4605922698975,193.8839340209961,592.1131896972656,108.82642534044054,77.92314801897322
1965-07-01,31.399330563015408,640.0067329406738,191.54757181803387,625.0637054443359,105.91726656313296,74.21254294259208
1965-08-01,31.229063669840492,639.5666122436523,183.4013875325521,655.7978057861328,104.35009002685547,72.84324645996094
1965-09-01,31.652007632785374,612.3907089233398,185.16732533772787,656.4667510986328,107.10262722439235,75.2260480608259
1965-10-01,32.02456792195638,544.5231914520264,191.26687367757162,629.5711517333984,108.09848220260054,80.0310025896345
1965-11-01,32.07904391818576,432.0934295654297,185.53354899088544,555.984001159668,105.4827160305447,80.83280290876117
1965-12-01,31.622846391465927,354.8370838165283,172.65879313151044,475.50487518310547,100.87123446994357,77.432370867048
1966-01-01,31.566380394829643,314.24896717071533,164.2791239420573,425.1933288574219,99.21516842312282,75.88556017194476
1966-02-01,32.009970347086586,267.9647445678711,163.43250274658203,416.3124465942383,99.74752355504918,76.7502920968192
1966-03-01,32.5175666809082,313.91711235046387,166.73861185709637,444.0711212158203,103.0459580598054,78.38224138532367
1966-04-01,33.2134034898546,341.3919687271118,178.973388671875,476.69288635253906,107.3759290907118,83.069212777274
1966-05-01,32.88870069715712,462.7472400665283,189.34673309326172,547.3990249633789,110.03947081389249,83.360595703125
1966-06-01,32.331040700276695,575.0834941864014,194.422607421875,600.9049224853516,110.31111964473017,79.37889099121094
1966-07-01,32.00277116563585,666.5425300598145,193.70675404866537,633.5337448120117,106.61655708595558,75.47584533691406
1966-08-01,31.511931949191624,690.2124404907227,186.4564387003581,671.5070343017578,105.88113290292245,73.04056985037668
