,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6
1965-01-01,4.391535e-06,0.00014693596,-4.8327922e-05,-8.018847e-06,-7.875271e-06,7.184551e-05
1965-02-01,2.237888e-06,0.00018012903,-4.540255e-05,-1.3950346e-05,-7.84835e-06,5.9982518e-05
1965-03-01,1.0475582e-05,0.000104868086,-3.0479583e-05,-4.7614594e-06,-5.708207e-07,5.209479e-05
1965-04-01,3.2877942e-06,0.00014251201,-4.6479377e-05,-9.526404e-06,2.6327252e-06,4.950144e-05
1965-05-01,2.2199456e-06,7.975119e-05,-3.5352205e-05,-9.616138e-06,-1.1940276e-05,8.985982e-06
1965-06-01,-4.985799e-06,0.00015337896,-4.297072e-05,-5.88315e-06,-1.9666484e-05,4.4512162e-05
1965-07-01,-1.4681791e-06,2.1423286e-05,-2.662096e-05,1.6155827e-05,-8.817493e-06,2.1270731e-05
1965-08-01,-9.275143e-06,2.6233094e-05,-1.732439e-05,-3.6577185e-06,4.669717e-06,1.0623553e-06
1965-09-01,-1.6835402e-06,2.4007659e-05,-3.525349e-05,3.0858064e-07,-1.5278427e-05,3.5448902e-05
1965-10-01,-1.575856e-06,7.8799996e-05,-3.836731e-05,-1.2981211e-05,-9.912263e-06,6.261176e-05
1965-11-01,4.885078e-06,0.00012841461,-4.300662e-05,2.8570648e-06,-8.853385e-06,5.3431846e-05
1965-12-01,6.428527e-06,8.881445e-05,-3.307293e-05,-3.0161755e-07,-1.755332e-06,4.9034817e-05
1966-01-01,1.0344054e-05,8.962059e-05,-6.0166523e-05,4.193218e-06,-2.2183158e-06,6.095199e-05
1966-02-01,1.1248347e-05,0.00017811115,-4.07364e-05,-4.2305765e-06,-1.2081146e-06,5.6357192e-05
1966-03-01,5.61076e-06,0.00012277807,-4.385662e-05,-5.3059557e-06,-2.5360423e-06,6.3070154e-05
1966-04-01,7.8348385e-06,0.00012686776,-3.9938008e-05,-6.544269e-06,4.706464e-06,4.933465e-05
1966-05-01,-4.4831286e-06,0.00016430233,-5.7909856e-05,-2.690831e-06,-1.1823395e-05,4.3224547e-05
1966-06-01,-1.5502774e-06,5.750589e-05,-3.6882957e-05,3.02025e-08,-2.6837952e-05,1.9387004e-05
1966-07-01,-8.475061e-06,4.6841727e-05,-3.343686e-05,1.0148531e-05,-1.4120793e-05,2.7493072e-05
