,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6
1965-01-01,0.27872606327659205,-0.5101305690217526,0.9534244984388351,0.20491444378448048,-0.07956128164723113,-0.04843443345565062
1965-02-01,-0.049698916508963235,1.0407423085354746,-1.5921510756015778,0.007088123251208299,0.890426297445555,0.7073239638255192
1965-03-01,-0.10673433150115766,0.8433230379794506,-1.1762871593236923,0.2521670443548573,1.0592521847905338,0.29109249321314
1965-04-01,0.5618360873899961,-0.7539406735846337,0.8526571840047836,-0.02136072612923684,-0.1354846901990272,0.039111016891323604
1965-05-01,-0.2454197916545366,1.1229361625427896,-2.6348108053207397,-0.12249537080311948,1.6655559475357469,-1.5212844197566693
1965-06-01,-0.2132441260312733,0.5873214691243274,-1.1463362723588943,-0.17267455407183807,0.03126935429266981,-1.1735492027722871
1965-07-01,-0.041571185973129775,-0.4218801221948989,-1.6659748554229736,-0.15955253792323656,1.3394009422611546,-0.7135086334668673
1965-08-01,0.04192299552653965,-0.6459786536845755,-1.1359389126300812,-0.1954622191490887,1.1776741292025592,-1.0416155824294457
1965-09-01,-0.12404852987904298,0.15641385887531525,-0.8550559729337692,-0.24593501425475528,0.8686975047395036,-1.2593389703677251
1965-10-01,-0.2539843516914468,1.8956970661244494,-2.57117360830307,-0.14447426731637913,-0.7202951489268122,-0.39254398300097537
1965-11-01,0.39710045645111486,-0.4557458961263616,-0.6795322149991989,-0.08578717226175954,-0.6851445178727846,0.8860009220930246
1965-12-01,0.3454888337536862,0.5943924188613892,-0.22039927542209625,0.024925935351819122,0.5134390415372075,-0.3316579243311515
1966-01-01,0.13344477077848033,1.1577608737539737,-1.6186904907226562,0.18565590969092555,0.4925831749632552,-0.14444410514373046
1966-02-01,-0.30533890975149053,0.09559276414678453,-0.5672750249505043,0.14721953289971937,-0.42988460611652685,0.22937623927226433
1966-03-01,0.38631091776647064,-0.055839624652203095,-0.1993950642645359,0.07368298850471168,0.6033564338812957,-0.23753734735342172
1966-04-01,0.009663219220544162,-0.10390135836093985,-0.30144475400447845,0.007771738141560727,0.6272086017840618,-0.1530955330683635
1966-05-01,0.48385121320423324,0.08744721875545827,-1.1635825783014297,-0.15547387569928342,1.512444341504896,-0.9645859782512372
1966-06-01,0.1613221572417962,-0.5936491362592008,-1.569724828004837,-0.11607753447920299,-0.13055199304142515,-0.7926202164246485
1966-07-01,0.007357091128237937,0.04006304005359082,-1.4005018770694733,-0.14807232421079128,1.4248897900452484,-0.9477766087422004
1966-08-01,0.14578364789485931,-0.7676023752131361,-0.46169932931661606,-0.19677514545351482,0.7736985747878616,-1.224906971821418
1966-09-01,-0.07693646475672722,-0.07187393593027237,-1.527610868215561,-0.203408043590381,1.101093356673782,-1.0024712635920598
1966-10-01,-0.10654855715601068,0.6896857251512244,-0.5163668096065521,-0.0967636650843586,-0.12988479354897062,-0.04218682431830809
1966-11-01,0.5914175980969479,-0.3207103369083811,0.031106763053685427,-0.14371092853357467,1.3717338845536515,-0.923257779616576
1966-12-01,0.8347638343509874,0.6176777976624509,-0.6220763921737671,0.04446091023173264,0.9674060183602411,-0.2117648864021668
1967-01-01,0.08159919494861051,1.5629876167216201,-1.5722449123859406,0.1971637870339181,0.3082471723492081,0.6049030102216281
1967-02-01,0.21842633815188156,-0.7534328927385047,0.9265141934156418,0.07745046838581991,-1.4379077666514628,0.750476408463258
1967-03-01,-0.2854496632751666,0.34310456286085417,-0.2218358963727951,0.27546857436783884,-0.677973434731767,0.9193102900798504
1967-04-01,0.1146620923751279,-0.5336999893188477,1.175810992717743,0.05892004630119681,-1.1574861165639516,0.6377956041922935
1967-05-01,-0.3379419445991516,1.0348755628504651,-2.123013287782669,-0.12886692508519126,0.6845792403092256,-0.5569971524752103
1967-06-01,-0.1730722228163167,-0.07508408198965356,-0.8359713107347488,-0.12221842897024086,-0.8094916472563872,-0.26052634303386396
1967-07-01,-0.09710829901067834,-0.07218617866648004,-0.9846485406160355,-0.10911432637585154,-0.33752326224301316,-0.18317518899073967
1967-08-01,-0.017922823807518733,0.08310464785454122,-1.0463587194681168,-0.1863519493624461,0.161478336195688,-0.30276313997231996
1967-09-01,-0.024269736911121168,-0.23662348059897728,-0.7810159027576447,-0.17604898634574398,0.03648700091887165,-0.9577233630877274
1967-10-01,0.1449039500010641,1.5076578931605562,-1.835995763540268,-0.13007861461570797,0.9122193665117831,-0.7510993916254777
1967-11-01,-0.17981421398489097,0.7914668702064677,-1.360604166984558,-0.009974338141062277,-1.634331007261534,1.7897365184930654
1967-12-01,1.4022891458712126,-1.067173734624335,0.46852990984916687,-0.1087845252867011,2.179182864524223,-1.3774372064150295
1968-01-01,0.14472479294789464,0.7951721866080101,-1.0390984266996384,0.2085673723289435,0.7485351852468543,0.6214015185832977
1968-02-01,-0.04899597383643452,-1.0915066333527261,1.0988109558820724,-0.08727518721021338,-0.4782818056441642,0.09107309608505322
1968-03-01,0.014490482250326559,0.1909818579541876,-0.3712422028183937,-0.0125120119225207,-0.5852267951578707,-0.024987096325136147
1968-04-01,-0.26202248899560227,-0.010249017678359722,0.6541656702756882,0.06792140628794115,-1.4240466259621285,-0.22783332432691866
1968-05-01,0.2737707213351601,-0.04010552817836721,-1.8705359101295471,-0.10238886549532843,1.6436267543483425,-0.642359027495751
1968-06-01,-0.14899267177832753,-0.017790946158322885,-0.45119740068912506,-0.07854348865987586,-0.7758912202474233,-0.9569253485936384
