,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6
1965-01-01,0.07137962,-0.0108909365,-0.105965614,0.071821116,0.82285243,-1.1768072
1965-02-01,-0.08374228,0.23960009,0.09698798,-0.13127963,0.95928323,-0.6204876
1965-03-01,-0.2946433,0.43637228,0.087716006,-0.1464386,0.5670632,-0.54940224
1965-04-01,-0.21340299,0.25152117,-0.30597574,0.06166611,0.373676,-0.51054823
1965-05-01,-0.4063487,0.37912136,0.3292293,-0.21796541,0.24107179,-0.120535895
1965-06-01,-0.5026008,0.13289852,0.27860132,0.24357376,0.19412312,0.0172194
1965-07-01,-0.427689,0.10890903,0.11273565,0.06931917,0.56927085,0.0067700385
1965-08-01,-0.44358388,-0.19191551,0.29140544,-0.06622853,0.033114243,-0.033408593
1965-09-01,-0.31627795,-0.100961685,0.21251993,-0.21266711,0.37411752,-0.12951355
1965-10-01,0.04989215,0.16365802,0.14938208,-0.35483766,1.0461162,-0.40134478
1965-11-01,0.185587,0.2802202,-0.034144472,-0.050186493,0.59193575,-0.83256596
1965-12-01,0.09065948,0.09271989,0.21119538,-0.30597574,0.8474306,-1.1669464
1966-01-01,0.067559436,0.1621716,-0.0069440366,-0.012296677,0.79479975,-1.0776236
1966-02-01,-0.029512024,0.22813967,0.087668136,0.04296608,0.38857523,-0.89085853
1966-03-01,-0.11587815,0.2993157,0.005063343,0.04397869,0.29946047,-0.7457577
1966-04-01,-0.16795823,0.46278924,0.10835548,0.01634736,0.15985689,-0.44745454
1966-05-01,-0.257941,0.06104946,0.13945885,0.08868079,0.4810173,-0.16303954
1966-06-01,-0.37729117,0.23421574,0.26806772,0.06712542,0.16998358,-0.20499292
1966-07-01,-0.49172267,0.4195339,0.26300436,0.08506413,0.62713087,0.094901465
1966-08-01,-0.4273459,-0.04238739,0.5847435,0.027920675,0.42777997,-0.058011435
1966-09-01,-0.2755904,-0.15508294,0.13685484,-0.09244211,0.6894823,-0.14032689
1966-10-01,-0.029656697,0.076962754,-0.08954878,-0.3386651,0.7171136,-0.5121207
1966-11-01,-0.1361315,0.17533627,0.06553407,-0.30191976,0.43110728,-0.84948385
1966-12-01,0.027920699,0.059602737,0.17707221,-0.1267282,0.87595785,-0.8727751
1967-01-01,-0.10591187,0.33089137,0.09641977,-0.1575356,1.1928408,-0.85745317
1967-02-01,0.06661125,0.39533773,-0.10957549,0.041465502,0.8701094,-0.96936005
1967-03-01,-0.10291437,0.45029196,-0.07327236,-0.12389691,0.71107495,-0.69308996
1967-04-01,-0.05145719,-0.06827655,0.09991686,-0.026144922,0.6472947,-0.4940889
1967-05-01,-0.15020837,0.070774436,0.41215706,-0.35620362,0.4609498,-0.22314766
1967-06-01,-0.45728618,0.25495452,0.022647822,0.06394677,0.3483768,-0.12989192
1967-07-01,-0.39250675,-0.22614518,0.31973395,-0.0044962643,1.087595,-0.14254805
1967-08-01,-0.48792735,-0.3060786,0.16652812,-0.046960913,0.4576192,0.040965904
1967-09-01,-0.35154083,-0.13572034,0.17851815,0.14437988,0.6869284,-0.21615347
1967-10-01,-0.21382208,0.22847655,0.2429645,-0.4248132,0.80632913,-0.35470486
1967-11-01,0.116569676,0.399834,-0.103913546,-0.117402315,1.0083277,-0.6647802
1967-12-01,0.18018343,-0.20099941,-0.022314763,-0.004662788,0.595338,-1.4374707
1968-01-01,0.13689288,0.18743144,0.09966145,0.06497812,1.0589027,-1.142992
1968-02-01,-0.07163165,0.3197943,-0.093857266,-0.027321959,0.6040558,-0.8308422
1968-03-01,-0.053794526,0.43913317,0.12754965,-0.023924422,1.0402162,-0.69494027
1968-04-01,0.08819471,0.5051023,-0.07573704,-0.08918567,0.52548754,-0.46206665
1968-05-01,-0.21928346,-0.041053724,0.23414774,-0.17822973,0.2729364,-0.120329835
1968-06-01,-0.42950678,0.25665647,0.45994315,0.21050647,0.381658,0.026755715
1968-07-01,-0.46730453,-0.012740803,0.25000295,0.2494367,0.6301037,-0.1037668
1968-08-01,-0.26741543,-0.33097792,0.16662145,0.2090908,0.22947612,-0.03808086
1968-09-01,-0.46617204,-0.118348025,0.06696002,0.04048747,0.31597203,-0.23528025
1968-10-01,-0.010192657,0.11594133,0.14835964,-0.10829687,0.6697418,-0.4912289
1968-11-01,0.0151474,0.2059764,0.01429801,0.10362524,0.96122324,-0.8941215
1968-12-01,0.04501755,0.16534737,0.28058094,-0.07856832,0.842309,-0.80762565
1969-01-01,0.033008385,0.4395567,0.038762152,0.09720822,1.2455368,-0.89758605
1969-02-01,-0.09296858,0.07161911,-0.22969599,0.16716176,0.8568555,-0.74707985
1969-03-01,-0.14323826,0.32493582,0.028163124,0.027557468,0.9181784,-0.82203007
1969-04-01,-0.22469933,0.38913566,0.09811668,-0.13778731,0.6480547,-0.41124216
1969-05-01,-0.35627866,0.16776745,0.5063306,-0.18230323,0.612775,-0.4106365
1969-06-01,-0.48437542,-0.040427685,0.55977994,0.015292883,0.13990712,-0.17564099
1969-07-01,-0.42532372,-0.28314543,0.22515357,0.014687228,0.9496727,-0.11310673
1969-08-01,-0.31115708,-0.07964411,0.23211865,0.10099359,0.34280273,-0.2975298
1969-09-01,-0.38005075,-0.09115162,0.07888706,0.10599027,0.5222291,-0.049815416
1969-10-01,-0.02483201,0.12067747,0.20274422,0.059203137,0.8903181,-0.53646207
1969-11-01,-0.037248004,0.14005855,0.04830128,-0.09084879,0.71270865,-0.9779872
1969-12-01,-0.05723474,-0.02240939,-0.034371115,-0.19093385,1.0903368,-1.0874599
1970-01-01,-0.06705389,0.33055466,-0.07818587,0.08551991,0.69502914,-0.82547
1970-02-01,-0.2150439,0.4179081,0.16894433,0.06783967,0.9974265,-0.84485275
1970-03-01,-0.30187345,0.41672936,0.17379005,0.15859815,0.5817448,-0.7434861
1970-04-01,-0.10568845,-0.028943181,0.008119797,-0.092461035,0.4467202,-0.6140931
1970-05-01,-0.2772521,0.35687858,0.4675437,-0.15427634,0.54036003,-0.24778505
1970-06-01,-0.36735576,0.095342256,0.26048863,0.0770072,0.7044586,-0.02003758
1970-07-01,-0.540491,-0.12009458,0.22840229,-0.12022553,0.76142824,0.2421536
