,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7
1965-01-01,1.70801e-05,1.7412116e-05,9.165451e-06,-1.6476479e-06,1.3652214e-05,-1.9617219e-06,2.1521992e-05
1965-02-01,2.2957756e-05,1.842613e-05,6.4733904e-06,6.3657135e-06,9.228264e-06,-6.726659e-06,2.3388486e-05
1965-03-01,2.1952721e-05,1.4818768e-05,1.4495723e-05,4.0056766e-06,7.056675e-06,5.432463e-06,1.3598372e-05
1965-04-01,1.07806845e-05,1.1848533e-05,-6.933049e-06,2.785273e-06,1.3786812e-05,9.36287e-06,1.1633172e-05
1965-05-01,1.0803051e-06,4.1671956e-06,-7.4355703e-06,4.5889537e-06,1.869972e-06,8.91419e-06,7.0297538e-06
1965-06-01,1.8968931e-06,-7.8842495e-06,-2.544999e-06,-1.0782693e-05,-1.2079472e-06,2.062464e-05,1.3495082e-06
1965-07-01,-3.9000006e-06,4.2928295e-06,5.118389e-06,3.5121266e-06,-7.013812e-06,1.51149e-05,7.433562e-06
1965-08-01,-9.472562e-06,2.5183192e-05,9.0980757e-07,-1.943772e-06,-7.5432545e-06,8.905219e-06,6.5362037e-06
1965-09-01,-2.6572525e-07,1.1031945e-05,5.0735252e-06,-2.8680442e-06,6.069582e-06,2.5622892e-05,1.2476681e-05
1965-10-01,-3.0564916e-06,8.4655185e-06,6.8233567e-06,3.4851837e-09,1.0942211e-05,1.1956217e-05,9.479525e-06
1965-11-01,2.0673906e-06,1.5123871e-05,5.6837234e-06,1.0892763e-06,1.1983138e-05,1.468417e-05,2.4052526e-05
1965-12-01,1.10678375e-05,1.75198e-05,-2.388042e-07,6.50929e-06,9.380812e-06,-9.598189e-06,5.4234915e-06
1966-01-01,7.891864e-06,1.2421489e-05,1.7211807e-05,1.5047735e-06,9.74119e-06,4.3072723e-06,1.9232215e-05
1966-02-01,1.8469364e-06,1.8295332e-05,7.3460287e-06,5.6759345e-06,8.502877e-06,1.1028384e-05,1.9085572e-05
1966-03-01,1.5061052e-05,1.8083516e-05,4.0628693e-06,5.944781e-06,1.2185232e-05,4.2013635e-06,1.4050847e-05
1966-04-01,2.82751e-07,6.0588354e-06,9.089446e-06,8.527317e-06,1.4930703e-05,4.0495433e-07,1.7887993e-05
1966-05-01,5.121954e-06,4.6657333e-06,8.877629e-06,-1.3384633e-06,8.877629e-06,4.706464e-06,8.693205e-07
1966-06-01,-2.9770803e-05,5.8307232e-06,-6.699058e-06,3.639234e-06,2.7593815e-06,1.243778e-05,3.9814004e-06
1966-07-01,-2.715271e-06,8.022213e-06,1.3170993e-05,5.1300995e-06,-9.55044e-06,7.134211e-06,7.7970617e-07
1966-08-01,7.794104e-06,1.4058995e-05,3.4274162e-06,6.9631315e-06,-1.1510856e-06,1.0441814e-05,-1.5049529e-05
1966-09-01,-1.1750075e-05,-1.8924438e-06,-5.2407813e-06,7.3623232e-06,4.022135e-06,1.3798297e-05,4.6412897e-06
1966-10-01,-3.1551972e-06,4.290978e-06,9.752293e-07,1.2522214e-06,8.502877e-06,5.472266e-06,7.737075e-06
1966-11-01,6.7105793e-06,-3.364039e-07,-6.6012944e-06,6.3358275e-06,4.266538e-06,5.439677e-06,1.4477446e-06
1966-12-01,6.3602674e-06,3.4925906e-06,1.3032499e-05,-2.1775813e-06,1.9772888e-06,1.2766614e-06,5.016045e-06
1967-01-01,1.4022771e-05,1.2948029e-05,1.8049037e-05,1.2787623e-05,9.138315e-06,1.6712766e-06,1.7808425e-05
1967-02-01,1.04456485e-05,1.5546657e-05,5.593276e-06,8.1117e-06,6.8284244e-06,-4.8252914e-06,5.577236e-06
1967-03-01,-8.15378e-06,1.169684e-05,1.1023123e-05,8.103678e-06,1.05659565e-05,-1.7293969e-06,-1.0155782e-06
1967-04-01,7.221428e-06,2.0800053e-05,9.787971e-06,1.0216172e-06,1.1231652e-05,1.1752982e-05,1.686201e-05
1967-05-01,-3.983143e-06,6.8284244e-06,-1.1759839e-06,4.9997616e-06,3.8688777e-06,1.2121924e-05,2.7460155e-06
1967-06-01,4.4864537e-06,1.3284891e-05,-2.3309294e-06,1.6629418e-05,6.3712614e-06,1.0790529e-05,4.5746783e-06
1967-07-01,-1.0797412e-06,8.584906e-06,2.2759195e-07,1.4840856e-05,3.532019e-06,9.170399e-06,1.9920917e-06
1967-08-01,-1.5364163e-05,1.4600244e-05,2.208646e-06,-2.9003822e-06,2.8663235e-06,1.1400083e-05,7.0048773e-06
1967-09-01,1.3966626e-05,4.285943e-06,8.576884e-06,5.85795e-06,1.0229098e-05,1.7303135e-05,1.1820266e-06
1967-10-01,7.489216e-07,3.3154683e-06,-6.8945665e-06,7.4460004e-06,4.0533487e-06,1.721491e-05,2.0896297e-05
1967-11-01,5.906073e-06,6.8605077e-06,9.411011e-06,-3.1249547e-06,9.018007e-06,2.601646e-06,1.2402641e-05
1967-12-01,-4.5414345e-07,6.3151165e-06,1.4953142e-05,-4.608737e-06,1.1023123e-05,1.4937103e-05,1.5041369e-05
1968-01-01,1.0990345e-05,1.1157845e-05,1.0459924e-05,9.752694e-06,1.0962427e-05,1.7963757e-06,1.1585904e-05
1968-02-01,1.6080525e-05,1.4042591e-05,1.0329644e-05,8.84429e-07,1.3590106e-06,8.431292e-06,1.5680384e-05
1968-03-01,8.4139174e-08,4.634596e-06,1.1846463e-05,1.2008168e-06,8.031151e-06,1.4051897e-05,8.524352e-06
1968-04-01,3.7784775e-06,2.531524e-06,1.43869e-05,2.196517e-06,6.6073917e-06,-6.1377796e-07,1.2832861e-05
1968-05-01,3.5365301e-06,-6.0761886e-06,7.956711e-06,5.7233556e-06,8.282404e-06,8.282404e-06,-3.312416e-06
1968-06-01,-1.4386118e-05,-8.793431e-06,-6.467024e-06,1.0413394e-05,-3.2007447e-06,1.0199365e-05,9.045463e-06
1968-07-01,-1.2465607e-06,5.676826e-06,-2.9308867e-06,1.7662482e-05,-5.983129e-06,1.2795637e-05,-4.6136847e-08
1968-08-01,-5.443406e-06,1.917353e-06,1.3009667e-05,5.8536316e-06,-1.2558667e-06,1.3502864e-05,-2.9494986e-06
1968-09-01,1.3962344e-06,-3.997484e-07,1.2218687e-05,9.985335e-06,1.3124882e-06,1.0394782e-05,-2.3074099e-06
1968-10-01,4.7834837e-06,8.710464e-06,4.448484e-06,1.2590914e-05,1.1548684e-05,1.0822841e-05,5.648908e-06
1968-11-01,1.0971733e-05,-3.2286625e-06,7.4833224e-08,1.0180753e-05,4.1134845e-06,1.2479246e-05,1.5094127e-05
1968-12-01,5.1464085e-06,1.7588038e-05,1.4787041e-05,1.12602065e-05,5.8536316e-06,1.255369e-05,7.966017e-06
1969-01-01,2.0652744e-05,1.7475042e-05,1.4550111e-05,1.139949e-05,4.2135507e-06,3.157329e-06,8.998159e-06
1969-02-01,1.8901395e-05,1.0063413e-05,1.6129936e-05,9.115516e-06,2.4351175e-06,-2.8189243e-06,6.8377267e-07
1969-03-01,7.887767e-06,1.0171741e-05,9.907089e-07,1.4703579e-05,7.653052e-06,7.373197e-06,1.37015195e-05
1969-04-01,7.707218e-06,6.8134905e-06,5.7030993e-06,9.350235e-06,3.6267593e-06,5.964899e-06,1.2311277e-05
1969-05-01,-5.355665e-06,1.0307158e-05,4.520487e-06,6.6239118e-06,4.7613867e-07,-1.0946533e-06,-4.7147114e-06
1969-06-01,4.8545044e-06,4.7913127e-06,1.5955593e-06,-1.3745084e-06,-7.5583957e-06,1.6545204e-05,-9.607647e-06
1969-07-01,-1.3925674e-06,5.766291e-06,5.0892268e-06,6.6329376e-06,-1.825887e-06,8.519699e-06,6.7864057e-06
1969-08-01,1.5413898e-06,1.6454927e-05,-8.148054e-07,5.0170056e-06,6.046146e-06,1.2067532e-05,-9.259384e-08
1969-09-01,4.671092e-07,1.0722422e-05,7.580831e-06,7.4544478e-06,-3.4689074e-06,3.9968872e-06,-2.1779633e-06
1969-10-01,-6.1230094e-06,-4.3987457e-06,1.7655591e-05,8.745388e-06,1.0948112e-05,5.305883e-06,1.05870095e-05
1969-11-01,8.492614e-06,-3.5439734e-07,1.0460626e-05,1.2473771e-05,1.0957141e-05,1.0900112e-06,2.073399e-05
1969-12-01,-1.2210439e-06,1.5064681e-05,1.0072439e-05,8.4745625e-06,5.973925e-06,-3.4147379e-06,7.210703e-06
1970-01-01,6.3738516e-06,1.31074485e-05,1.1349097e-05,1.829337e-05,3.1974778e-06,-7.368839e-06,2.0618932e-05
