,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1209.4131530518553,3085.387443773674,1382.9904774008276,1843.7111594460225,2259.6931966145835,2369.651617005814,1995.9940592447917
1965-02-01,1207.0096810025525,3072.9505134351325,1381.660719222674,1842.1623091264203,2254.366726345486,2363.3140386537066,1990.951597924326
1965-03-01,1211.1503692262202,3084.774872750947,1383.5711474832335,1845.785910866477,2267.3166232638887,2371.914317996003,1994.8924345128676
1965-04-01,1211.1018085859687,3085.6852213541665,1388.5093654127427,1853.5221724076703,2263.2223849826387,2376.1382346929504,1998.5145718443628
1965-05-01,1213.0875424084911,3074.5681300307765,1388.214724466681,1845.2026367187498,2260.7893880208335,2370.404052734375,1998.1677485447303
1965-06-01,1215.7711439398656,3075.883900035511,1391.0865818528825,1850.4278009588068,2270.693901909722,2374.6107944222385,1998.479985255821
1965-07-01,1217.2349907012576,3094.1267533735795,1393.645850055294,1856.4352139559658,2276.5174696180557,2384.6841501635176,2008.6645986519607
1965-08-01,1216.9682354566112,3086.409875118371,1390.3732508829196,1846.207053444602,2279.3025716145835,2390.1347315588664,2007.0907293581495
1965-09-01,1216.1503400460658,3085.1634632457385,1390.9773595801228,1848.4828879616475,2270.9996202256943,2379.4479015261627,2006.206796683517
1965-10-01,1214.4064610697835,3089.644738399621,1389.0458337792522,1847.1229137073863,2265.9493001302085,2376.785633175872,2005.6800991881128
1965-11-01,1213.456112075137,3093.025531190814,1387.2785455015696,1846.1143909801135,2265.1112196180557,2378.4050520076307,2004.2591768152572
1965-12-01,1210.7133964143427,3074.242054332386,1382.8357156553225,1840.6653941761363,2253.435601128472,2367.9681822311045,1994.863951439951
1966-01-01,1211.2978992234189,3087.7570874763255,1384.9656753888414,1847.333762428977,2255.379909939236,2364.4429051598836,1999.1079293045343
1966-02-01,1209.0557447942606,3085.158654415246,1383.1942902308076,1843.3435058593748,2251.73828125,2370.5560728561045,1995.629643458946
1966-03-01,1210.0758586746765,3083.8854240648675,1385.1928153538813,1846.3299005681818,2263.260498046875,2374.0031397619914,1996.2344898897059
1966-04-01,1211.3017899106699,3087.056847774621,1386.9508786832905,1851.9826438210225,2258.775906032986,2367.5776991733287,1999.7931985294117
1966-05-01,1213.555908203125,3079.414876302083,1391.5934244791667,1853.4138627485795,2260.126953125,2367.5094249636627,1999.6585621553309
1966-06-01,1216.1889064834413,3080.8018539891095,1391.194549978596,1850.8195356889203,2276.379937065972,2377.3810808048693,2000.6952023973652
1966-07-01,1215.1898509477714,3079.0074203953595,1391.6829427083333,1849.8474121093748,2262.847222222222,2371.2700422420057,2004.3804093903186
1966-08-01,1215.7137563029135,3091.2542169744315,1392.285462819278,1857.2670676491475,2272.005072699653,2383.4461300872094,2004.6731387867646
1966-09-01,1215.1232958789842,3086.373808889678,1390.2437114280108,1848.3314098011363,2264.7728135850693,2375.4732353742734,2004.898131127451
1966-10-01,1213.746187126494,3089.806204131155,1388.775244586544,1853.435724431818,2262.159423828125,2367.8190009538516,2001.684330958946
1966-11-01,1210.8417890936255,3066.982199928977,1385.0412307808933,1844.6807306463068,2256.001654730903,2358.9004871457123,1994.191846660539
1966-12-01,1208.4411864261704,3086.9096235795455,1383.9217233875572,1846.5784801136363,2254.1849772135415,2363.0253281704217,1994.6968826593136
1967-01-01,1209.1408292610809,3073.1478604403405,1380.7859377229595,1841.0084117542613,2249.386528862847,2357.3219476744184,1991.3771685431984
1967-02-01,1208.6417027203686,3089.9523185961175,1381.523264706407,1847.034024325284,2252.4500868055557,2366.5559990461484,1994.8553347120098
1967-03-01,1208.859921641559,3097.9235100023675,1385.6233779698202,1851.2727494673295,2258.8675944010415,2375.0503894894623,1999.1987639782476
1967-04-01,1209.7091370844746,3085.2459531841855,1387.8824869791667,1850.7411887428975,2262.468939887153,2375.9583938953488,1995.590269799326
1967-05-01,1212.212818647286,3068.3445785984845,1388.2669805936073,1848.6211603338068,2266.81640625,2368.8622762990553,1993.9637427236519
1967-06-01,1214.4702197071092,3059.5740116003785,1390.8513038670092,1850.9264026988635,2266.750759548611,2371.390125363372,1998.3011881510417
1967-07-01,1215.4085318880727,3078.999837239583,1391.8838291952054,1849.8380903764203,2273.1920030381943,2377.5751158248545,2005.8001349954043
1967-08-01,1217.316208797622,3083.938136245265,1391.1018267069778,1848.9708362926135,2282.279730902778,2388.5282294694766,2007.5656068091298
1967-09-01,1215.6714693958543,3088.7432676373105,1391.8563773098601,1853.5645640980113,2269.9423556857637,2378.0981729196947,2008.5102156096814
1967-10-01,1214.5076918886953,3074.3263938210225,1388.1758459082478,1847.3511851917613,2267.7012803819443,2371.169121320858,2001.6548904718136
1967-11-01,1211.126781934761,3079.610558712121,1386.0907567690497,1846.5001331676135,2258.770073784722,2367.5940225290697,2000.42999865962
